id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/16/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2446320519,120,45,1,12,9,ba5e91hjacvma2sjvixn00pjo,0,22.4,17.1,2022-08-14T17:42:54.002Z,2022-08-15T05:42:20Z,3707472167,285,,3707472337,233,118,3707472165,56,Back,,,,,,,,,,,,,,,,8vmrboswsfyb5bfoq07s6susp,Thierry Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446320581,120,43,1,12,10,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-08-14T17:42:54.729Z,2022-08-14T18:23:18Z,3707472481,56,Left,3707574507,144,61,,,,,,,,,,,,,,,,,,,2y9jp3hak8dnf8cavdqrx1cyd,Samuel Sáiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446320577,119,1,1,12,10,7h7eg7q7dbwvzww78h9d5eh0h,0,74.2,84.1,2022-08-14T17:42:54.735Z,2022-08-15T05:42:27Z,3707472471,212,5.2,3707472473,213,5.5,3707472467,140,77.8,3707472469,141,78.9,3708992791,178,,3707472465,56,Left,,,,,,,8tnz3pqkqdhbr08p96i9w8i96,Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446609153,1007,43,1,12,11,ba5e91hjacvma2sjvixn00pjo,1,0,0,2022-08-14T17:42:55.582Z,2022-08-15T08:05:21Z,3709123937,144,82,3709123799,178,0,,,,,,,,,,,,,,,,,,,b2e12l3s3dxgyr8d2rk5qb9ey,Y. Musah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446320589,121,1,1,12,11,ba5e91hjacvma2sjvixn00pjo,0,19.3,37.4,2022-08-14T17:42:56.491Z,2022-08-15T05:42:39Z,3708992923,178,,3707472503,141,32.8,3707472507,213,3.9,3707472505,212,4.5,3707472499,56,Back,3707472501,140,16.2,,,,,,,b2e12l3s3dxgyr8d2rk5qb9ey,Y. Musah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446320619,121,1,1,12,13,7h7eg7q7dbwvzww78h9d5eh0h,1,83.6,69.3,2022-08-14T17:42:58.327Z,2022-08-15T05:42:45Z,3707472651,212,6.7,3707472653,213,3.6,3707472647,140,77.8,3707472649,141,65.3,3708992995,178,,3707472645,56,Center,,,,,,,2y9jp3hak8dnf8cavdqrx1cyd,Samuel Sáiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446320661,122,1,1,12,15,7h7eg7q7dbwvzww78h9d5eh0h,1,76.4,58.8,2022-08-14T17:42:59.906Z,2022-08-15T05:42:51Z,3707472901,213,3.3,3707472895,140,68.7,3707472899,212,8.1,3707472897,141,57.3,3707472893,56,Center,3708993059,178,,,,,,,,8tnz3pqkqdhbr08p96i9w8i96,Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446320671,123,1,1,12,17,7h7eg7q7dbwvzww78h9d5eh0h,1,67.6,54.3,2022-08-14T17:43:01.977Z,2022-08-15T05:42:54Z,3708993093,178,,3707472933,140,68.9,3707472937,212,10.3,3707472939,213,4.8,3707472935,141,39.3,3707472931,56,Center,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446320719,124,1,1,12,18,7h7eg7q7dbwvzww78h9d5eh0h,1,68.9,39.3,2022-08-14T17:43:03.465Z,2022-08-15T05:42:58Z,3707473147,141,47.4,3707473143,56,Center,3708993153,178,,3707473149,212,6.6,3707473145,140,72.4,3707473151,213,1.0,,,,,,,ay89se5rytzay8md0yeadykq2,Yan Couto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446320797,125,1,1,12,24,7h7eg7q7dbwvzww78h9d5eh0h,1,70,62.4,2022-08-14T17:43:08.594Z,2022-08-15T05:43:00Z,3707473507,140,65.3,3707473513,213,1.9,3707473509,141,81.6,3708993175,178,,3707473505,56,Left,3707473511,212,14.0,,,,,,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446320803,122,45,1,12,28,ba5e91hjacvma2sjvixn00pjo,0,26.6,5.4,2022-08-14T17:43:12.788Z,2022-08-15T05:43:11Z,3707473535,285,,3707473533,56,Back,3707473705,233,126,,,,,,,,,,,,,,,,8vmrboswsfyb5bfoq07s6susp,Thierry Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446320817,126,3,1,12,28,7h7eg7q7dbwvzww78h9d5eh0h,1,73.4,94.6,2022-08-14T17:43:12.788Z,2022-08-15T05:43:11Z,3707473623,286,,3707473689,233,122,3708726169,465,,3707473621,56,Left,3708993297,178,,,,,,,,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446320845,127,1,1,12,30,7h7eg7q7dbwvzww78h9d5eh0h,0,80.5,95.4,2022-08-14T17:43:15.100Z,2022-08-15T05:43:23Z,3707473795,213,5.0,3708726345,224,,3708726347,72,,3707473797,1,,3707473789,140,90.8,3707473783,2,,3707473791,141,39.3,3707473793,212,39.7,8xd59g0c36012q6mg5f2fl239,Juanpe,3707473785,155,,3708993411,178,,3707473787,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446320867,123,12,1,12,33,ba5e91hjacvma2sjvixn00pjo,1,9.8,63.6,2022-08-14T17:43:17.706Z,2022-08-15T05:43:30Z,3707473901,56,Back,3707473905,141,79.4,3707473907,212,18.1,3707473903,140,23.7,3707473913,15,,3707473909,213,0.6,3708993491,388,,,,,d6kzekcwqw0q8fq6wt6rmyusq,Jesús Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446320905,128,1,1,12,34,7h7eg7q7dbwvzww78h9d5eh0h,1,72.7,22.4,2022-08-14T17:43:19.288Z,2022-08-15T05:43:40Z,3707474085,140,76.2,3707474089,212,5.9,3707474087,141,29.2,3707474083,56,Center,3707474091,213,0.9,3708993585,178,,,,,,,,ay89se5rytzay8md0yeadykq2,Yan Couto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446320909,129,50,1,12,36,7h7eg7q7dbwvzww78h9d5eh0h,1,76.4,24.1,2022-08-14T17:43:20.602Z,2022-08-15T05:43:53Z,3707474099,286,,3707474285,233,124,3707474095,56,Center,,,,,,,,,,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446320935,124,7,1,12,36,ba5e91hjacvma2sjvixn00pjo,0,23.6,75.9,2022-08-14T17:43:21.418Z,2022-08-15T05:43:59Z,3707474219,285,,3707474217,56,Back,3708726839,385,,3708993741,178,,3707474261,233,129,,,,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446320957,130,15,1,12,39,7h7eg7q7dbwvzww78h9d5eh0h,1,91.2,27.7,2022-08-14T17:43:24.108Z,2022-08-15T05:44:09Z,3707474347,63,,3707474519,233,125,3708993859,178,,3707474835,147,30.0,3707474493,20,,3707474829,328,,3707474823,102,46.4,3707474349,56,Center,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,3707474831,458,,3707474497,82,,3707474827,215,,,3707474837,230,98.8,3707474345,22,,3707474821,80,3707474839,231,47.8,3707474833,146,3707474825,103,,,,92.3,19,,,,,,,,,,
2446320961,125,10,1,12,39,ba5e91hjacvma2sjvixn00pjo,1,7.8,69.5,2022-08-14T17:43:24.134Z,2022-08-15T05:44:14Z,3707474375,56,Back,3707474527,233,130,3707474373,94,,3708993905,178,,,,,,,,,,,,,,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446320969,126,6,1,12,40,ba5e91hjacvma2sjvixn00pjo,0,8.3,70.9,2022-08-14T17:43:25.045Z,2022-08-15T05:44:21Z,3707474419,73,,3707474417,56,Back,3707474475,233,131,,,,,,,,,,,,,,,,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446320977,131,6,1,12,40,7h7eg7q7dbwvzww78h9d5eh0h,1,91.7,29.1,2022-08-14T17:43:25.045Z,2022-08-15T05:44:21Z,3707474453,233,126,3707474449,56,Center,3707474451,75,,,,,,,,,,,,,,,,,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446321435,132,1,1,13,13,7h7eg7q7dbwvzww78h9d5eh0h,1,99.5,0.5,2022-08-14T17:43:57.860Z,2022-08-15T05:44:54Z,3707476771,1,,3707476767,212,54.4,3707476755,6,,3707476757,155,,3708994277,178,,3707476765,141,71.5,3707476769,213,2.1,3707476763,140,75.6,2udtmz4lvh4vil16mxvo0j4l,Aleix García,3707476759,224,,3708727513,20,,3707476753,2,,,3707476761,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446321455,133,1,1,13,20,7h7eg7q7dbwvzww78h9d5eh0h,1,72.7,81.4,2022-08-14T17:44:04.820Z,2022-08-15T10:27:09Z,3707478147,210,15,3708994323,178,,3707476863,140,67.9,3707476867,212,9.0,3707476869,213,4.1,3707476861,56,Center,3707476865,141,70.5,,,,8tnz3pqkqdhbr08p96i9w8i96,Valery,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446321461,127,45,1,13,22,ba5e91hjacvma2sjvixn00pjo,0,32.8,27.8,2022-08-14T17:44:07.301Z,2022-08-15T05:45:13Z,3707476911,285,,3707477057,233,134,3707476909,56,Back,,,,,,,,,,,,,,,,9z3aqwq5swt9qklwnzuhqcogl,Samu Castillejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446321473,134,3,1,13,22,7h7eg7q7dbwvzww78h9d5eh0h,1,67.2,72.2,2022-08-14T17:44:07.301Z,2022-08-15T05:45:13Z,3708728155,465,,3707476977,56,Center,3708994483,178,,3707476979,286,,3707477037,233,127,,,,,,,,,,ay89se5rytzay8md0yeadykq2,Yan Couto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446321479,135,15,1,13,24,7h7eg7q7dbwvzww78h9d5eh0h,1,71.4,64.5,2022-08-14T17:44:09.367Z,2022-08-15T10:27:10Z,3707478167,29,,3707478185,231,51.6,3707477589,20,,3707478163,25,,3707478169,55,133,3707477013,18,,3708728587,133,,3707478175,103,19,ay89se5rytzay8md0yeadykq2,Yan Couto,3707478181,147,61.7,3707477649,233,128,3707477595,82,,,3707477015,56,Center,3707478179,146,77.5,3707478173,102,3708728585,78,,3708994539,178,3707478183,230,3707478177,215,,,98.1,51.5,,,,,,,,,
2446321499,128,10,1,13,25,ba5e91hjacvma2sjvixn00pjo,1,30.4,37.4,2022-08-14T17:44:09.588Z,2022-08-15T05:45:28Z,3708994637,178,,3707477103,56,Back,3707477663,233,135,3707477101,94,,,,,,,,,,,,,,5uig03vbbv71f0q31cp3vfbv9,E. Cömert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446321517,129,49,1,13,25,ba5e91hjacvma2sjvixn00pjo,1,26.2,41.9,2022-08-14T17:44:10.461Z,2022-08-15T05:45:33Z,,,,,,,,,,,,,,,,,,,,,,,,,b2e12l3s3dxgyr8d2rk5qb9ey,Y. Musah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446321581,130,1,1,13,26,ba5e91hjacvma2sjvixn00pjo,1,26.2,41.9,2022-08-14T17:44:10.957Z,2022-08-15T05:45:39Z,3707477533,56,Back,3707477537,141,51.9,3707477539,212,13.1,3707477535,140,36.9,3708994753,178,,3707477541,213,0.5,,,,,,,b2e12l3s3dxgyr8d2rk5qb9ey,Y. Musah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446541251,729,3,1,13,27,ba5e91hjacvma2sjvixn00pjo,0,31.5,49,2022-08-14T17:44:11.555Z,2022-08-15T05:45:51Z,3708994871,178,,3708730549,56,Back,3708730553,464,,3708730551,285,,3708730555,467,ay89se5rytzay8md0yeadykq2,,,,,,,,,,dsmcqfl0e1be4ag7czbnolo15,Carlos Soler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446321585,131,4,1,13,27,ba5e91hjacvma2sjvixn00pjo,1,32.4,46.2,2022-08-14T17:44:12.012Z,2022-08-15T05:45:56Z,3707477623,233,136,3707477567,265,,3707477563,56,Back,3707477565,152,,3707477561,13,,3707477633,285,,,,,,,,dsmcqfl0e1be4ag7czbnolo15,Carlos Soler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446321571,136,4,1,13,27,7h7eg7q7dbwvzww78h9d5eh0h,0,67.6,53.8,2022-08-14T17:44:12.013Z,2022-08-15T05:45:55Z,3707477489,13,,3707477655,233,131,3708994933,178,,3707477493,152,,3707477497,286,,3707477495,265,,3707477491,56,Center,,,,ay89se5rytzay8md0yeadykq2,Yan Couto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446321699,137,17,1,13,34,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-08-14T17:44:18.811Z,2022-08-15T05:46:00Z,3707478973,393,,3707478237,13,243,3707478233,31,,,,,,,,,,,,,,,,,ay89se5rytzay8md0yeadykq2,Yan Couto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446321883,132,1,1,13,58,ba5e91hjacvma2sjvixn00pjo,1,32.7,39.7,2022-08-14T17:44:42.829Z,2022-08-15T05:46:04Z,3707479187,141,62.1,3707479179,5,,3707479183,56,Back,3707479189,212,15.2,3707479181,152,,3707479185,140,33.2,3708995039,178,,3707479191,213,1.5,5uig03vbbv71f0q31cp3vfbv9,E. Cömert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446321907,133,1,1,14,1,ba5e91hjacvma2sjvixn00pjo,1,38,67.8,2022-08-14T17:44:46.019Z,2022-08-15T05:46:07Z,3708995073,178,,3707479327,212,24.8,3707479323,140,56.5,3707479329,213,0.7,3707479321,56,Left,3707479325,141,90.5,,,,,,,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446321929,134,1,1,14,4,ba5e91hjacvma2sjvixn00pjo,1,56.6,91.2,2022-08-14T17:44:48.669Z,2022-08-15T05:46:11Z,3707479465,140,56.1,3707479469,212,7.4,3707479467,141,80.3,3707479463,56,Left,3708995103,178,,3707479471,213,4.6,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446643855,1304,67,1,14,4,ba5e91hjacvma2sjvixn00pjo,1,56.6,82.5,2022-08-14T17:44:49.433Z,2022-08-15T10:22:01Z,3709281497,233,1375,,,,,,,,,,,,,,,,,,,,,,dsmcqfl0e1be4ag7czbnolo15,Carlos Soler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446643853,1375,67,1,14,4,7h7eg7q7dbwvzww78h9d5eh0h,0,43.4,17.5,2022-08-14T17:44:49.434Z,2022-08-15T09:51:50Z,3709281509,233,1304,,,,,,,,,,,,,,,,,,,,,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446321963,135,1,1,14,4,ba5e91hjacvma2sjvixn00pjo,1,56.1,80.3,2022-08-14T17:44:49.460Z,2022-08-15T10:22:01Z,3707479651,213,2.5,3708995147,178,,3707479643,56,Back,3707479647,141,88.4,3707479649,212,9.3,3707479645,140,49.0,,,,,,,dsmcqfl0e1be4ag7czbnolo15,Carlos Soler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446321991,136,1,1,14,6,ba5e91hjacvma2sjvixn00pjo,1,43.5,78.6,2022-08-14T17:44:51.062Z,2022-08-15T05:46:17Z,3707479803,141,43.0,3707479799,56,Back,3707479809,213,4.5,3707479801,140,39.3,3707479805,212,24.6,3708995161,178,,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446322035,137,1,1,14,9,ba5e91hjacvma2sjvixn00pjo,1,39.3,43,2022-08-14T17:44:53.532Z,2022-08-15T05:46:21Z,3707480045,141,17.6,3708995205,178,,3707480041,56,Right,3707480043,140,54.8,3707480047,212,23.7,3707480051,213,5.5,,,,,,,5uig03vbbv71f0q31cp3vfbv9,E. Cömert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446322143,138,1,1,14,11,ba5e91hjacvma2sjvixn00pjo,1,57.1,17.6,2022-08-14T17:44:56.036Z,2022-08-15T05:46:26Z,3707480559,212,15.5,3707480553,56,Right,3707480561,213,5.7,3707480557,141,5.0,3707480555,140,69.4,3708995257,178,,,,,,,,b2e12l3s3dxgyr8d2rk5qb9ey,Y. Musah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446322179,139,1,1,14,21,ba5e91hjacvma2sjvixn00pjo,1,72.4,22,2022-08-14T17:45:06.340Z,2022-08-15T05:46:35Z,3707480763,213,5.4,3707480755,56,Right,3707480759,141,8.3,3707480761,212,12.1,3707480757,140,79.7,3708995357,178,,,,,,,,9z3aqwq5swt9qklwnzuhqcogl,Samu Castillejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446322237,140,1,1,14,24,ba5e91hjacvma2sjvixn00pjo,0,79.1,9.5,2022-08-14T17:45:08.525Z,2022-08-15T05:46:45Z,3707481069,56,Center,3707481077,213,1.0,3708731651,386,,3708731653,20,,3707481075,212,30.0,3708731649,225,,3708731541,2,,3708995457,178,,8vmrboswsfyb5bfoq07s6susp,Thierry Correia,3707481073,141,46.4,3707481071,140,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446322593,142,4,1,14,25,7h7eg7q7dbwvzww78h9d5eh0h,1,7.8,57.4,2022-08-14T17:45:09.775Z,2022-08-15T05:46:53Z,3707482973,265,,3707482971,152,,3707482975,285,,3707482967,13,,3707482969,56,Back,3707483289,233,141,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446322489,141,4,1,14,25,ba5e91hjacvma2sjvixn00pjo,0,92.2,42.6,2022-08-14T17:45:09.776Z,2022-08-15T05:46:53Z,3707483293,233,142,3708995533,178,,3707482365,265,,3707482367,286,,3707482361,56,Center,3707482359,13,,3707482363,152,,,,,dsmcqfl0e1be4ag7czbnolo15,Carlos Soler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446322249,138,43,1,14,29,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-08-14T17:45:13.635Z,2022-08-14T17:45:55Z,3707483209,144,49,,,,,,,,,,,,,,,,,,,,,,ay89se5rytzay8md0yeadykq2,Yan Couto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446322285,139,43,1,14,29,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-08-14T17:45:13.779Z,2022-08-14T17:45:56Z,3707481413,213,6.1,3707481403,140,31.1,3707481407,141,10.0,3707481411,212,26.6,3707481401,56,Back,3707483245,144,1,,,,,,,ay89se5rytzay8md0yeadykq2,Yan Couto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446322291,140,43,1,14,32,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-08-14T17:45:17.355Z,2022-08-14T17:45:56Z,3707483285,144,61,3707481429,56,Back,,,,,,,,,,,,,,,,,,,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446322295,141,43,1,14,34,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-08-14T17:45:18.755Z,2022-08-14T17:45:57Z,3707481449,347,0,3707481447,56,Back,3707483287,144,5,,,,,,,,,,,,,,,,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446322703,143,1,1,15,15,7h7eg7q7dbwvzww78h9d5eh0h,1,9.1,55.5,2022-08-14T17:45:59.682Z,2022-08-15T05:50:35Z,3708997847,178,,3707483555,5,,3707483567,213,1.2,3707483563,141,95.6,3707483565,212,29.4,3707483559,56,Back,3707483557,152,,3707483561,140,19.6,4wbwcfbeokv5j4nuudbxgaw2d,Juan Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446322753,144,1,1,15,19,7h7eg7q7dbwvzww78h9d5eh0h,1,21.6,94.4,2022-08-14T17:46:03.672Z,2022-08-15T05:50:40Z,3707483847,141,82.8,3707483851,213,5.9,3707483843,56,Back,3707483849,212,21.6,3708997893,178,,3707483845,140,40.7,,,,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446322757,145,4,1,15,23,7h7eg7q7dbwvzww78h9d5eh0h,1,39.4,85.6,2022-08-14T17:46:08.036Z,2022-08-15T05:50:48Z,3707483867,13,,3707483869,294,,3707483871,56,Back,3707483965,233,142,3707483875,286,,3707483873,152,,,,,,,,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446322769,142,4,1,15,23,ba5e91hjacvma2sjvixn00pjo,0,60.6,14.4,2022-08-14T17:46:08.037Z,2022-08-15T05:50:48Z,3707483985,233,145,3707483939,285,,3707483937,152,,3707483933,294,,3707483935,56,Right,3708997985,178,,3707483931,13,,,,,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446323063,146,1,1,15,55,7h7eg7q7dbwvzww78h9d5eh0h,1,42.2,82.8,2022-08-14T17:46:40.007Z,2022-08-15T05:50:51Z,3707485539,213,3.6,3707485537,212,14.4,3707485533,140,30.2,3707485531,56,Back,3707485535,141,72.5,3707485529,152,,3707485527,5,,3708998003,178,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446323107,147,1,1,15,57,7h7eg7q7dbwvzww78h9d5eh0h,1,30.2,72.5,2022-08-14T17:46:42.343Z,2022-08-15T05:50:57Z,3707485729,213,3.9,3707485727,212,27.3,3707485723,140,11.8,3708998089,178,,3707485721,56,Back,3707485725,141,44.2,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446323159,148,1,1,16,1,7h7eg7q7dbwvzww78h9d5eh0h,0,12,42.7,2022-08-14T17:46:46.260Z,2022-08-15T05:51:01Z,3708998133,178,,3707485979,212,70.6,3707485983,1,,3707485977,141,0.0,3707485973,56,Right,3707485975,140,72.7,3707485981,213,5.8,3707485971,155,,4wbwcfbeokv5j4nuudbxgaw2d,Juan Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446323379,143,5,1,16,5,ba5e91hjacvma2sjvixn00pjo,1,22.6,101.4,2022-08-14T17:46:50.415Z,2022-08-15T05:51:08Z,3707487125,56,Back,3707487175,233,149,3707487127,347,,,,,,,,,,,,,,,,,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446323163,149,5,1,16,5,7h7eg7q7dbwvzww78h9d5eh0h,0,77.4,-1.4,2022-08-14T17:46:50.415Z,2022-08-15T05:51:09Z,3707487185,233,143,3707485997,56,Right,3707485999,347,,,,,,,,,,,,,,,,,4wbwcfbeokv5j4nuudbxgaw2d,Juan Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446323403,144,1,1,16,22,ba5e91hjacvma2sjvixn00pjo,1,33.1,100,2022-08-14T17:47:07.267Z,2022-08-15T05:51:11Z,3707487239,56,Back,3707487237,107,,3707487243,141,94.4,3707487247,213,5.4,3707487245,212,5.7,3707487241,140,36.4,,,,,,,d6kzekcwqw0q8fq6wt6rmyusq,Jesús Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446323453,145,1,1,16,24,ba5e91hjacvma2sjvixn00pjo,1,36.4,94.4,2022-08-14T17:47:08.563Z,2022-08-15T05:51:16Z,3707487531,141,96.8,3707487535,213,2.7,3707487533,212,3.9,3708998331,178,,3707487523,56,Back,3707487527,140,33.0,,,,,,,dsmcqfl0e1be4ag7czbnolo15,Carlos Soler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446323459,146,61,1,16,27,ba5e91hjacvma2sjvixn00pjo,0,58.8,96.3,2022-08-14T17:47:12.200Z,2022-08-15T05:52:39Z,3708999111,178,,3707487577,56,Left,,,,,,,,,,,,,,,,,,,d6kzekcwqw0q8fq6wt6rmyusq,Jesús Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446323463,150,49,1,16,28,7h7eg7q7dbwvzww78h9d5eh0h,1,30.1,12.3,2022-08-14T17:47:13.309Z,2022-08-15T05:52:46Z,,,,,,,,,,,,,,,,,,,,,,,,,ay89se5rytzay8md0yeadykq2,Yan Couto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
