id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/8/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,assist,qualifier/11/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value
2483303261,31,1,1,0,12,7h7eg7q7dbwvzww78h9d5eh0h,1,31.1,55.5,2022-11-08T18:00:39.927Z,2022-11-09T05:18:47Z,3903761339,212,17.7,3903761337,141,71.5,3903761335,140,44.4,3904762911,388,,3903761331,3,,3903761333,56,Back,3903761341,213,0.7,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483304087,60,61,1,0,13,7h7eg7q7dbwvzww78h9d5eh0h,0,42,82.8,2022-11-08T18:00:41.296Z,2022-11-09T05:18:58Z,3904763049,178,,3903764511,56,Back,,,,,,,,,,,,,,,,,,,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483322237,313,49,1,0,14,4yg9ttzw0m51048doksv8uq5r,1,56,14.3,2022-11-08T18:00:42.120Z,2022-11-09T05:19:10Z,,,,,,,,,,,,,,,,,,,,,,,,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483305597,82,1,1,0,16,4yg9ttzw0m51048doksv8uq5r,1,58.2,25.5,2022-11-08T18:00:43.400Z,2022-11-09T05:19:36Z,3903771473,56,Center,3903771481,213,0.4,3904763285,178,,3903771479,212,11.4,3903771475,140,68.3,3903771477,141,31.8,,,,,,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483306787,100,1,1,0,17,4yg9ttzw0m51048doksv8uq5r,1,70.8,24.6,2022-11-08T18:00:45.219Z,2022-11-09T05:19:48Z,3903776799,212,10.9,3904763427,178,,3903776801,213,4.9,3903776795,140,72.9,3903776797,141,8.9,3903776793,56,Right,,,,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301971,26,50,1,0,20,4yg9ttzw0m51048doksv8uq5r,1,62.7,12.5,2022-11-08T18:00:47.775Z,2022-11-09T05:19:58Z,3903769107,56,Right,3903769109,286,,3903769127,233,61,,,,,,,,,,,,,,,,ac5f9msbvijksbq5s2ivwh979,Josan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483304393,61,7,1,0,21,7h7eg7q7dbwvzww78h9d5eh0h,0,37.3,87.5,2022-11-08T18:00:48.542Z,2022-11-09T05:20:05Z,3903766247,56,Back,3903768221,233,26,3903768205,285,,3904763799,178,,3904555759,383,,,,,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301341,4,50,1,0,21,4yg9ttzw0m51048doksv8uq5r,1,65.4,12.2,2022-11-08T18:00:48.891Z,2022-11-09T05:20:14Z,3903752955,233,3,3903751975,286,,3903751973,56,Right,,,,,,,,,,,,,,,,ac5f9msbvijksbq5s2ivwh979,Josan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301375,3,7,1,0,21,7h7eg7q7dbwvzww78h9d5eh0h,1,34.6,87.8,2022-11-08T18:00:49.059Z,2022-11-09T05:20:18Z,3903753811,167,,3904555851,383,,3903752109,56,Back,3903752941,285,,3903752947,233,4,3904763977,178,,,,,,,,8tnz3pqkqdhbr08p96i9w8i96,Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301419,4,5,1,0,22,7h7eg7q7dbwvzww78h9d5eh0h,0,28.5,101.8,2022-11-08T18:00:49.981Z,2022-11-09T05:20:22Z,3903752299,347,,3903769591,233,5,3903752297,56,Back,,,,,,,,,,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301465,5,5,1,0,22,4yg9ttzw0m51048doksv8uq5r,1,71.5,-1.8,2022-11-08T18:00:49.981Z,2022-11-09T05:20:22Z,3903769571,233,4,3903752435,56,Right,3903752437,347,,,,,,,,,,,,,,,,,ac5f9msbvijksbq5s2ivwh979,Josan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301479,6,1,1,0,35,4yg9ttzw0m51048doksv8uq5r,1,79.4,0,2022-11-08T18:01:02.371Z,2022-11-09T05:20:28Z,3903752529,213,1.3,3903752525,141,8.0,3903752527,212,6.7,3903752523,140,80.8,3903752521,56,Right,3903752519,107,,,,,,,,agmcwbzoertg4l8njpdai7kl,Pol Lirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301503,7,1,1,0,35,4yg9ttzw0m51048doksv8uq5r,1,80.3,8.5,2022-11-08T18:01:03.220Z,2022-11-09T05:20:38Z,3903798649,156,,3903752621,141,5.5,3903752617,140,75.7,3903752625,212,5.2,3903752629,213,3.5,3903752613,56,Right,3904764257,178,,,,,defkaykmw8lmts2gumfa1jyzt,Álex Collado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301535,8,1,1,0,38,4yg9ttzw0m51048doksv8uq5r,1,68.3,7,2022-11-08T18:01:05.428Z,2022-11-09T05:20:42Z,3903752803,141,16.4,3903752801,140,42.1,3903752799,56,Back,3904764297,178,,3903752805,212,28.2,3903752807,213,2.9,,,,,,,agmcwbzoertg4l8njpdai7kl,Pol Lirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301553,9,1,1,0,42,4yg9ttzw0m51048doksv8uq5r,1,43.4,35.7,2022-11-08T18:01:09.344Z,2022-11-09T05:20:46Z,3904764355,178,,3903752919,213,1.7,3903752911,56,Back,3903752913,140,41.4,3903752915,141,68.8,3903752917,212,22.6,,,,,,,2zn2o5lzchz7oattq9pnjr8wl,E. Roco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301585,10,1,1,0,46,4yg9ttzw0m51048doksv8uq5r,1,39.4,66,2022-11-08T18:01:13.558Z,2022-11-09T05:20:53Z,3903753055,56,Back,3903753057,140,39.4,3903753059,141,27.0,3903753061,212,26.5,3903753063,213,4.7,3904764425,178,,,,,,,,b69uny9udp3ab2zccwa0qnrh1,Diego González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301593,11,1,1,0,48,4yg9ttzw0m51048doksv8uq5r,1,41.9,17,2022-11-08T18:01:16.282Z,2022-11-09T05:20:58Z,3903753099,141,7.0,3903753097,140,54.0,3903753095,56,Right,3903753101,212,14.4,3903753103,213,5.8,3904764515,178,,,,,,,,2zn2o5lzchz7oattq9pnjr8wl,E. Roco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301613,12,1,1,0,50,4yg9ttzw0m51048doksv8uq5r,1,46,10.6,2022-11-08T18:01:18.085Z,2022-11-09T05:21:04Z,3903753177,213,2.6,3903753175,212,19.2,3904764611,178,,3903753169,56,Back,3903753173,141,25.3,3903753171,140,30.4,,,,,,,agmcwbzoertg4l8njpdai7kl,Pol Lirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301641,13,1,1,0,53,4yg9ttzw0m51048doksv8uq5r,1,29.5,28.3,2022-11-08T18:01:20.817Z,2022-11-09T05:21:09Z,3904764665,178,,3903753327,213,0.0,3903753325,212,9.5,3903753319,56,Back,3903753323,141,28.8,3903753321,140,38.5,,,,,,,2zn2o5lzchz7oattq9pnjr8wl,E. Roco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301667,14,1,1,0,55,4yg9ttzw0m51048doksv8uq5r,1,34.7,37,2022-11-08T18:01:22.532Z,2022-11-09T05:21:14Z,3903753441,140,28.7,3903753443,141,63.9,3904764719,178,,3903753447,213,1.9,3903753445,212,19.3,3903753439,56,Back,,,,,,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301709,15,1,1,0,58,4yg9ttzw0m51048doksv8uq5r,1,36.3,72.7,2022-11-08T18:01:26.105Z,2022-11-09T05:21:19Z,3903753605,213,0.7,3904764781,178,,3903753601,141,96.6,3903753603,212,25.7,3903753599,140,55.3,3903753597,56,Left,,,,,,,b69uny9udp3ab2zccwa0qnrh1,Diego González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301729,16,1,1,1,2,4yg9ttzw0m51048doksv8uq5r,1,55.4,94.8,2022-11-08T18:01:29.766Z,2022-11-09T05:21:26Z,3903753679,213,3.7,3903753671,56,Back,3903753673,140,46.9,3903753675,141,87.1,3903753677,212,10.3,3904764849,178,,,,,,,,7wjmaxqunpd84il1p5w4xwrmd,Clerc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301795,17,1,1,1,4,4yg9ttzw0m51048doksv8uq5r,1,46.7,82,2022-11-08T18:01:31.597Z,2022-11-09T05:21:32Z,3903753883,140,45.8,3903753881,56,Back,3903753889,213,4.6,3904764905,178,,3903753887,212,9.4,3903753885,141,68.2,,,,,,,8axw2xc0dl8vsdub6nq4nhjo5,Raúl Guti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483505419,951,83,1,1,9,7h7eg7q7dbwvzww78h9d5eh0h,1,51.3,38.3,2022-11-08T18:01:36.409Z,2022-11-09T06:00:01Z,3904792183,399,107594,,,,,,,,,,,,,,,,,,,,,,c320492cbp1otejfp1i1oane1,Y. Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301807,18,1,1,1,10,4yg9ttzw0m51048doksv8uq5r,1,45.8,56.9,2022-11-08T18:01:37.373Z,2022-11-09T05:21:39Z,3903753955,213,2.8,3904764999,178,,3903753953,212,12.8,3903753951,141,63.3,3903753949,140,34.3,3903753947,56,Back,,,,,,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301859,19,1,1,1,12,4yg9ttzw0m51048doksv8uq5r,1,32.2,58.3,2022-11-08T18:01:39.751Z,2022-11-09T05:21:48Z,3904765123,178,,3903754193,141,29.9,3903754191,140,34.8,3903754189,56,Back,3903754195,212,19.5,3903754197,213,4.9,,,,,,,b69uny9udp3ab2zccwa0qnrh1,Diego González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301883,20,1,1,1,17,4yg9ttzw0m51048doksv8uq5r,1,45.5,11.4,2022-11-08T18:01:44.954Z,2022-11-09T05:21:53Z,3904765197,178,,3903754305,212,11.4,3903754307,213,6.0,3903754299,56,Right,3903754301,140,55.9,3903754303,141,6.4,,,,,,,2zn2o5lzchz7oattq9pnjr8wl,E. Roco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301889,21,1,1,1,19,4yg9ttzw0m51048doksv8uq5r,1,55.9,6.4,2022-11-08T18:01:46.530Z,2022-11-09T05:21:59Z,3903754329,141,16.2,3903754327,140,55.7,3903754325,56,Right,3903754333,213,1.6,3903754331,212,6.7,3904765261,178,,,,,,,,agmcwbzoertg4l8njpdai7kl,Pol Lirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301895,22,1,1,1,19,4yg9ttzw0m51048doksv8uq5r,1,55.7,16.2,2022-11-08T18:01:47.213Z,2022-11-09T05:22:07Z,3904765353,178,,3903754345,56,Back,3903754347,140,39.3,3903754349,141,14.0,3903754353,213,3.2,3903754351,212,17.3,3903754373,156,,,,,defkaykmw8lmts2gumfa1jyzt,Álex Collado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301919,23,1,1,1,21,4yg9ttzw0m51048doksv8uq5r,1,37.7,13.2,2022-11-08T18:01:48.408Z,2022-11-09T05:22:16Z,3903754441,140,36.2,3903754443,141,45.8,3903754439,56,Back,3904765505,178,,3903754447,213,1.6,3903754445,212,22.2,,,,,,,2zn2o5lzchz7oattq9pnjr8wl,E. Roco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301935,24,1,1,1,24,4yg9ttzw0m51048doksv8uq5r,1,40.3,45.4,2022-11-08T18:01:51.334Z,2022-11-09T05:22:19Z,3903754535,213,1.4,3904765559,178,,3903754533,212,29.4,3903754531,141,87.8,3903754529,140,46.0,3903754527,56,Back,,,,,,,b69uny9udp3ab2zccwa0qnrh1,Diego González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301967,25,1,1,1,27,4yg9ttzw0m51048doksv8uq5r,1,55.3,92.4,2022-11-08T18:01:54.508Z,2022-11-09T05:22:25Z,3904765643,178,,3903754689,213,0.0,3903754685,141,92.7,3903754687,212,11.1,3903754683,140,65.9,3903754681,56,Left,,,,,,,8axw2xc0dl8vsdub6nq4nhjo5,Raúl Guti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483301975,27,1,1,1,29,4yg9ttzw0m51048doksv8uq5r,1,67.1,95.4,2022-11-08T18:01:56.614Z,2022-11-09T05:22:33Z,3903799993,213,4.6,3903799991,212,6.6,3904765781,178,,3903799989,141,85.7,3903799985,56,Left,3903799987,140,66.5,,,,,,,7wjmaxqunpd84il1p5w4xwrmd,Clerc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483311429,181,1,1,1,30,4yg9ttzw0m51048doksv8uq5r,1,66.1,79.1,2022-11-08T18:01:57.325Z,2022-11-09T05:22:41Z,3903802145,141,82.6,3903802147,212,11.5,3904765909,178,,3903802149,213,2.9,3903802143,140,55.4,3903802141,56,Left,,,,,,,1ore4ght7ls393tcpbmah9dcl,Pere Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483311917,209,1,1,1,31,4yg9ttzw0m51048doksv8uq5r,1,55,80.2,2022-11-08T18:01:58.441Z,2022-11-09T05:23:04Z,3903802803,141,69.1,3903802801,140,52.2,3903802799,56,Center,3903802807,213,4.3,3903802805,212,8.1,3904766197,178,,,,,,,,8axw2xc0dl8vsdub6nq4nhjo5,Raúl Guti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483302007,28,1,1,1,33,4yg9ttzw0m51048doksv8uq5r,1,53.8,69,2022-11-08T18:02:01.289Z,2022-11-09T05:23:10Z,3903754897,141,15.2,3903754895,140,90.1,3903754899,212,52.8,3903754901,213,5.5,3903754903,1,,3903754891,155,,3903754893,56,Right,3904766287,178,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483302023,29,1,1,1,38,4yg9ttzw0m51048doksv8uq5r,1,88.5,11.6,2022-11-08T18:02:05.328Z,2022-11-09T05:23:17Z,3903754979,213,3.0,3903754975,141,13.2,3903754977,212,5.8,3903754973,140,83.1,3903754971,56,Right,3904766367,178,,,,,,,,agmcwbzoertg4l8njpdai7kl,Pol Lirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483302051,30,1,1,1,39,4yg9ttzw0m51048doksv8uq5r,0,84.6,14.4,2022-11-08T18:02:06.382Z,2022-11-09T05:23:22Z,3903755079,141,95.9,3903755081,212,55.5,3903755071,2,,3903755077,140,86.6,3903755075,56,Left,3903755083,213,1.5,3904557897,20,,3904557895,224,,ac5f9msbvijksbq5s2ivwh979,Josan,3903755073,155,3904766431,178,3903755085,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483302047,5,49,1,1,45,7h7eg7q7dbwvzww78h9d5eh0h,1,14.9,5.8,2022-11-08T18:02:12.400Z,2022-11-09T05:23:35Z,,,,,,,,,,,,,,,,,,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483302059,6,1,1,1,45,7h7eg7q7dbwvzww78h9d5eh0h,0,15.1,5.8,2022-11-08T18:02:12.470Z,2022-11-09T05:23:40Z,3904766691,178,,3903755115,141,3.8,3903755117,212,5.1,3903755119,213,6.0,3903755111,56,Back,3903755113,140,19.8,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483302085,31,8,1,1,45,4yg9ttzw0m51048doksv8uq5r,1,79.9,98.3,2022-11-08T18:02:12.741Z,2022-11-09T05:23:48Z,3904558283,383,,3904766785,178,,3903755197,56,Left,,,,,,,,,,,,,,,,8axw2xc0dl8vsdub6nq4nhjo5,Raúl Guti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483302151,7,5,1,1,45,7h7eg7q7dbwvzww78h9d5eh0h,1,22.6,-1.8,2022-11-08T18:02:12.909Z,2022-11-09T05:23:56Z,3903755457,347,,3903755455,56,Back,3903755511,233,32,,,,,,,,,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483302093,32,5,1,1,45,4yg9ttzw0m51048doksv8uq5r,0,77.4,101.8,2022-11-08T18:02:12.909Z,2022-11-09T05:23:56Z,3903755517,233,7,3903755211,56,Left,3903755213,347,,,,,,,,,,,,,,,,,8axw2xc0dl8vsdub6nq4nhjo5,Raúl Guti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483302221,11,1,1,2,2,7h7eg7q7dbwvzww78h9d5eh0h,1,24,0,2022-11-08T18:02:29.797Z,2022-11-09T05:24:08Z,3903756711,107,,3903755745,141,9.8,3903755747,212,7.8,3903755749,213,1.6,3903755741,56,Back,3903755743,140,23.7,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483302231,12,1,1,2,3,7h7eg7q7dbwvzww78h9d5eh0h,1,23.7,9.8,2022-11-08T18:02:30.651Z,2022-11-09T05:24:16Z,3903755781,56,Back,3903755783,140,22.9,3904767167,178,,3903755789,213,4.5,3903755787,212,5.0,3903755785,141,2.6,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
