id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/22/id,qualifier/22/qualifierId,keyPass,assist,qualifier/15/value,qualifier/12/value
2479341771,1,34,16,0,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2022-10-30T11:46:31.729Z,2022-10-30T12:52:20Z,3882985725,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3882985727,59,"25, 15, 20, 6, 4, 5, 22, 16, 17, 9, 11, 2, 3, 7, 8, 10, 13, 14, 18, 19, 23",3882985723,30,"15no5m0njma23gf0ygu9agt05, 1vupjbihmf0b4gzjskmrmptqt, d34tmogp5h4rwuo3pcxtwp0fe, d3pdr28q2n295ldry2lc1uklx, 7ms6l8qho3p4jm1soleldqvv9, 6dx2fxufm98xtdobuwppis34l, bpf2fcb73l96fwspo72shmkiy, 5t2ngljfiapcn98qlnbifg53p, 946z96r5q70ryslp3hlhafnx1, cuxm7t8cql3v06hqf18wvcul1, 2zcha0sd7axiu2s2c0bccz2s5, akjusy9dt1qd2fjhttviek6ol, 8ij122duxc65thlj8flk2xdjp, f4gpe0pxov8sea9e0fs24h8q2, 3o41frgi9jxrms6rvc6ml1plh, e5d9nvrs4l1kvcosvnrb2mor9, 8ktlzedieskw7pjsgatlac4q1, 9xbo6c8uq29ueuyinngjjiaj9, 4l2rgx65vzgrrxorbc1edq8yd, eqw6fu3no9qxejk17tqgeey5m, 94jrxsnf1ta2u65ommyge7bo5",3882985731,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882985733,194,6dx2fxufm98xtdobuwppis34l,3882985729,130,4,3883265317,197,278,3882985735,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479343101,1,34,16,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-10-30T11:48:07.742Z,2022-10-30T13:02:45Z,3882992611,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882992605,130,12,3882992607,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882992603,59,"1, 39, 12, 15, 3, 5, 4, 10, 9, 7, 17, 6, 8, 11, 16, 18, 20, 21, 24, 25, 27, 32",3883289791,197,273,3882992609,194,74gwlzg12wr9pkwmdh9xpa505,3882992601,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3882992599,30,"74gwlzg12wr9pkwmdh9xpa505, 9tp35qqu1heburu0g5wa6jv56, 7v5zw48zp3pxd39q1i2qmul79, 81egd7oua1lfq2j8lke5z0ueh, 8vdhfk7vik10ia4uv8zh1lbyt, 9f83clp1v95kvlxdb376tgbth, 66t7zm54jgmcjtiizl9g0rkkp, 2z101tpx36mno6neclyrym8yd, cj24ptt1lvwh7hakewqydobf9, 25txz41mi9auu289jliapd6tx, b6rbjpzuq9vo9kdil1tlyl2ad, 1whtyw1adggpz4j1xp7sjbeg9, 234yd91ki5snm5wipuxzogkp, 2z183ceh099zdd3wq5fvs1aay, 1jffh172t15s6ws7nou0fc251, 3zyib6lm9w7bi6lbek5m0dbrp, 458bvyiuixqgsysikrpoirxlh, 46gpq48n4d5bntwa8v2t78hcl, 3fatiz92fyc3cn91ca11i0iqd, 5vyiq10fusxvrx4tajz9lmg9h, dka9aakcyyvh98m2uhkvs6qz8, b64ooee68x644gdibifgssrh0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479402049,2,32,1,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-10-30T13:00:06.821Z,2022-10-30T13:00:06Z,3883291535,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479402057,2,32,1,0,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2022-10-30T13:00:06.821Z,2022-10-31T10:37:07Z,3883291571,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479402127,3,1,1,0,0,4jelr92fsge73q39is6qvhxb3,1,50,50,2022-10-30T13:00:06.841Z,2022-10-30T22:32:10Z,3883291895,212,9.8,3883291893,141,54.3,3883291897,213,2.8,3885726435,178,,3883291899,279,S,3883291891,140,41.1,3883291887,56,Back,,,,cj24ptt1lvwh7hakewqydobf9,S. Weissman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479402165,4,1,1,0,3,4jelr92fsge73q39is6qvhxb3,1,38.4,41.5,2022-10-30T13:00:10.488Z,2022-10-30T22:32:15Z,3883292033,141,27.9,3883292029,56,Back,3883292037,213,3.7,3883292035,212,17.1,3885726639,178,,3883292031,140,24.7,,,,,,,b6rbjpzuq9vo9kdil1tlyl2ad,Roque Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479402227,5,1,1,0,5,4jelr92fsge73q39is6qvhxb3,1,24.6,28.9,2022-10-30T13:00:12.395Z,2022-10-30T22:32:20Z,3883292317,212,21.3,3883292313,140,25.9,3883292309,56,Back,3883292315,141,60.2,3885726819,178,,3883292319,213,1.5,,,,,,,9f83clp1v95kvlxdb376tgbth,Javier Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479402263,6,1,1,0,12,4jelr92fsge73q39is6qvhxb3,0,27.9,65.5,2022-10-30T13:00:19.587Z,2022-10-30T22:32:37Z,3883292503,140,67.6,3883292507,212,42.6,3883292505,141,78.1,3883292513,1,,3885727303,178,,3883292509,213,0.2,3883292501,56,Center,3883292499,155,,81egd7oua1lfq2j8lke5z0ueh,J. El Yamiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479402295,3,1,1,0,15,2l0ldgiwsgb8d6y3z0sfgjzyj,1,27,25.2,2022-10-30T13:00:22.573Z,2022-10-30T22:32:42Z,3883292639,140,53.0,3883292641,141,11.9,3883292643,212,28.8,3883292635,3,,3885727479,388,,3883292645,213,6.0,3883292637,56,Right,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479402305,4,1,1,0,17,2l0ldgiwsgb8d6y3z0sfgjzyj,0,53,11.9,2022-10-30T13:00:24.778Z,2022-10-30T22:32:47Z,3883292713,213,1.5,3883292707,141,28.8,3883292703,56,Center,3883292711,212,11.5,3883292705,140,53.9,3883292701,3,,3885727765,388,,,,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479402337,7,61,1,0,20,4jelr92fsge73q39is6qvhxb3,0,40.5,72.6,2022-10-30T13:00:27.024Z,2022-10-30T22:34:24Z,3885730915,178,,3883292861,56,Back,,,,,,,,,,,,,,,,,,,b6rbjpzuq9vo9kdil1tlyl2ad,Roque Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479402349,5,1,1,0,20,2l0ldgiwsgb8d6y3z0sfgjzyj,0,49.9,22.8,2022-10-30T13:00:27.681Z,2022-10-30T22:34:29Z,3883292905,213,0.7,3883292897,56,Center,3885731089,178,,3883292903,212,3.4,3883292965,233,8,3883292899,140,52.3,3883292901,141,26.1,,,,bpf2fcb73l96fwspo72shmkiy,Aimar Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479402353,8,8,1,0,21,4jelr92fsge73q39is6qvhxb3,1,45.4,70.9,2022-10-30T13:00:27.880Z,2022-10-30T22:34:52Z,3883292911,56,Back,3884878729,384,,3885731787,178,,,,,,,,,,,,,,,,,b6rbjpzuq9vo9kdil1tlyl2ad,Roque Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479875297,817,83,1,0,24,2l0ldgiwsgb8d6y3z0sfgjzyj,1,45.7,5,2022-10-30T13:00:31.748Z,2022-10-31T01:11:48Z,3885852119,399,152563,,,,,,,,,,,,,,,,,,,,,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479402399,9,1,1,0,25,4jelr92fsge73q39is6qvhxb3,0,53,94.7,2022-10-30T13:00:32.624Z,2022-10-30T22:35:30Z,3885732919,178,,3883293269,236,,3883293161,140,51.7,3883293271,233,6,3883293159,56,Left,3883293165,212,1.4,3883293275,286,,3883293167,213,3.1,7v5zw48zp3pxd39q1i2qmul79,L. Olaza,3883293163,141,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479402411,6,74,1,0,25,2l0ldgiwsgb8d6y3z0sfgjzyj,1,43.7,11.3,2022-10-30T13:00:32.714Z,2022-10-30T22:35:34Z,3885733033,178,,3883293215,56,Back,3883293217,285,,3883293313,233,9,,,,,,,,,,,,,bpf2fcb73l96fwspo72shmkiy,Aimar Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479875375,818,43,1,0,26,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2022-10-30T13:00:33.317Z,2022-10-31T01:12:15Z,3885852451,144,82,3885852403,178,0,,,,,,,,,,,,,,,,,,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479402433,7,49,1,0,28,2l0ldgiwsgb8d6y3z0sfgjzyj,1,40.6,8.9,2022-10-30T13:00:35.082Z,2022-10-30T22:35:42Z,,,,,,,,,,,,,,,,,,,,,,,,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479402491,8,4,1,0,28,2l0ldgiwsgb8d6y3z0sfgjzyj,1,42.2,6.4,2022-10-30T13:00:35.748Z,2022-10-30T22:35:49Z,3883293569,13,,3883293571,56,Back,3883293675,233,10,3883293573,152,,3883293577,286,,3884880969,294,,,,,,,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479402503,10,4,1,0,28,4jelr92fsge73q39is6qvhxb3,0,57.8,93.6,2022-10-30T13:00:35.749Z,2022-10-30T22:35:48Z,3885733497,178,,3884880723,294,,3883293665,285,,3883293659,152,,3883293653,13,,3883293655,56,Left,3883293683,233,8,,,,7v5zw48zp3pxd39q1i2qmul79,L. Olaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479402777,9,1,1,0,48,2l0ldgiwsgb8d6y3z0sfgjzyj,1,38.8,13.8,2022-10-30T13:00:54.947Z,2022-10-30T22:36:26Z,3883294983,213,2.4,3885734403,178,,3883294979,141,30.4,3883294971,5,,3883294977,140,26.8,3883294973,152,,3883294981,212,16.9,3883294975,56,Back,1vupjbihmf0b4gzjskmrmptqt,Rubén Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479402789,10,1,1,0,50,2l0ldgiwsgb8d6y3z0sfgjzyj,1,26.8,30.4,2022-10-30T13:00:56.942Z,2022-10-30T22:36:29Z,3883295041,140,28.9,3883295039,56,Back,3883295045,212,24.4,3885734525,178,,3883295043,141,66.1,3883295047,213,1.5,,,,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479402837,11,1,1,0,51,2l0ldgiwsgb8d6y3z0sfgjzyj,1,33.2,71.2,2022-10-30T13:00:57.958Z,2022-10-30T22:36:32Z,3885735047,178,,3883295255,140,54.7,3883295267,213,0.6,3883295263,212,27.7,3883295259,141,94.7,3883295251,56,Left,,,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479402853,12,1,1,0,54,2l0ldgiwsgb8d6y3z0sfgjzyj,1,55.3,94.4,2022-10-30T13:01:01.267Z,2022-10-30T22:36:38Z,3883295335,56,Left,3883295343,213,0.4,3885735253,178,,3883295337,140,60.5,3883295339,141,97.4,3883295341,212,5.8,,,,,,,d34tmogp5h4rwuo3pcxtwp0fe,Manu Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479402937,13,1,1,0,55,2l0ldgiwsgb8d6y3z0sfgjzyj,1,60.5,97.4,2022-10-30T13:01:01.877Z,2022-10-30T22:36:42Z,3883295693,56,Left,3883295697,141,88.0,3883295701,213,4.3,3883295695,140,57.8,3883295699,212,7.0,3885735355,178,,,,,,,,2zcha0sd7axiu2s2c0bccz2s5,Kike Barja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479739163,809,3,1,0,58,2l0ldgiwsgb8d6y3z0sfgjzyj,0,46.2,86.7,2022-10-30T13:01:05.492Z,2022-10-30T22:36:56Z,3885105257,467,25txz41mi9auu289jliapd6tx,3885105253,286,,3885105255,464,,3885735853,178,,3885105251,56,Back,,,,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479402965,14,1,1,1,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,43.2,92,2022-10-30T13:01:07.062Z,2022-10-30T22:37:02Z,3885735991,178,,3883295825,141,77.8,3883295823,140,36.1,3883295827,212,12.2,3883295821,56,Back,3883295829,213,4.1,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403033,15,1,1,1,2,2l0ldgiwsgb8d6y3z0sfgjzyj,1,37.3,77.5,2022-10-30T13:01:09.700Z,2022-10-30T22:37:09Z,3883296189,212,11.4,3883296187,141,91.4,3883296191,213,1.0,3883296183,56,Back,3885736199,178,,3883296185,140,43.4,,,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403083,16,1,1,1,7,2l0ldgiwsgb8d6y3z0sfgjzyj,1,41.5,73.9,2022-10-30T13:01:14.243Z,2022-10-30T22:37:12Z,3883296399,56,Back,3883296401,140,43.3,3883296407,213,4.8,3883296403,141,31.8,3883296405,212,28.7,3885736305,178,,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403143,17,1,1,1,11,2l0ldgiwsgb8d6y3z0sfgjzyj,1,44.9,29.7,2022-10-30T13:01:17.931Z,2022-10-30T22:37:15Z,3885736423,178,,3883296591,140,56.1,3883296597,213,5.3,3883296589,56,Right,3883296593,141,5.2,3883296595,212,20.4,,,,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403167,18,1,1,1,13,2l0ldgiwsgb8d6y3z0sfgjzyj,1,57.6,5.6,2022-10-30T13:01:20.410Z,2022-10-30T22:37:20Z,3883296687,56,Right,3883296691,141,12.2,3883296693,212,17.1,3885736559,178,,3883296689,140,73.3,3883296695,213,0.3,,,,,,,1vupjbihmf0b4gzjskmrmptqt,Rubén Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403183,19,1,1,1,14,2l0ldgiwsgb8d6y3z0sfgjzyj,1,73.3,12.2,2022-10-30T13:01:21.385Z,2022-10-30T22:37:24Z,3883296769,140,68.1,3885736695,178,,3883296771,141,15.0,3883296773,212,5.8,3883296775,213,2.8,3883296767,56,Right,,,,,,,bpf2fcb73l96fwspo72shmkiy,Aimar Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403205,20,1,1,1,16,2l0ldgiwsgb8d6y3z0sfgjzyj,1,74.9,23.5,2022-10-30T13:01:23.805Z,2022-10-30T22:37:31Z,3883296867,141,24.2,3883296865,140,86.5,3885736929,178,,3883296871,213,0.0,3883296869,212,12.2,3883296861,56,Center,,,,,,,1vupjbihmf0b4gzjskmrmptqt,Rubén Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403281,21,1,1,1,18,2l0ldgiwsgb8d6y3z0sfgjzyj,1,87.2,25.9,2022-10-30T13:01:25.400Z,2022-10-30T22:37:40Z,3883297261,140,77.3,3883297265,212,11.1,3883297259,56,Center,3883297263,141,31.6,3885737167,178,,3883297267,213,2.8,,,,,,,bpf2fcb73l96fwspo72shmkiy,Aimar Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403299,22,1,1,1,23,2l0ldgiwsgb8d6y3z0sfgjzyj,1,73.4,21.2,2022-10-30T13:01:30.455Z,2022-10-30T22:37:54Z,3883297329,56,Right,3883297333,141,20.3,3883297337,213,6.2,3883297335,212,7.1,3883297331,140,80.1,3885737639,178,,,,,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403309,23,1,1,1,24,2l0ldgiwsgb8d6y3z0sfgjzyj,1,80.1,20.3,2022-10-30T13:01:31.172Z,2022-10-30T22:37:57Z,3885737755,178,,3883297367,140,73.3,3883297373,213,3.8,3883297365,56,Right,3883297371,212,9.4,3883297369,141,11.4,3883297383,156,,,,,1vupjbihmf0b4gzjskmrmptqt,Rubén Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403353,24,1,1,1,26,2l0ldgiwsgb8d6y3z0sfgjzyj,1,74.4,11.1,2022-10-30T13:01:33.462Z,2022-10-30T22:38:01Z,3883297563,212,13.1,3885737909,178,,3883297559,141,4.7,3883297565,213,5.9,3883297551,56,Right,3883297555,140,86.2,,,,,,,bpf2fcb73l96fwspo72shmkiy,Aimar Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
