id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/22/id,qualifier/22/qualifierId,keyPass,assist,qualifier/15/value,qualifier/12/value
2479403379,25,1,1,1,30,2l0ldgiwsgb8d6y3z0sfgjzyj,0,85.5,5.9,2022-10-30T13:01:37.035Z,2022-10-30T22:38:05Z,3883297671,155,,3884888809,72,,3883297675,140,95.2,3883297681,213,1.3,3884888807,223,,3883297679,212,34.6,3883297669,2,,3883297683,1,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,3885738015,178,,3883297673,56,Center,3883297677,141,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403399,11,52,1,1,33,4jelr92fsge73q39is6qvhxb3,1,5.9,43,2022-10-30T13:01:40.069Z,2022-10-30T22:38:13Z,3885738251,178,,3884889125,377,,,,,,,,,,,,,,,,,,,,74gwlzg12wr9pkwmdh9xpa505,Jordi Masip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403485,12,1,1,1,36,4jelr92fsge73q39is6qvhxb3,1,12.6,32.2,2022-10-30T13:01:42.945Z,2022-10-30T22:38:18Z,3883298173,199,,3883298177,140,53.7,3883298175,56,Right,3883298181,212,47.1,3883298187,1,,3883298183,213,5.9,3883298179,141,4.6,,,,74gwlzg12wr9pkwmdh9xpa505,Jordi Masip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403491,13,61,1,1,39,4jelr92fsge73q39is6qvhxb3,0,55.3,5.5,2022-10-30T13:01:46.644Z,2022-10-30T22:38:28Z,3883298209,56,Right,3885738745,178,,,,,,,,,,,,,,,,,,,,25txz41mi9auu289jliapd6tx,Sergio León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403503,14,5,1,1,41,4jelr92fsge73q39is6qvhxb3,0,51.2,-1.5,2022-10-30T13:01:48.447Z,2022-10-30T22:38:33Z,3883298347,233,26,3883298265,347,,3883298263,56,Right,,,,,,,,,,,,,,,,25txz41mi9auu289jliapd6tx,Sergio León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403507,26,5,1,1,41,2l0ldgiwsgb8d6y3z0sfgjzyj,1,48.8,101.5,2022-10-30T13:01:48.447Z,2022-10-30T22:38:33Z,3883298329,347,,3883298335,233,14,3883298327,56,Back,,,,,,,,,,,,,,,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403695,27,1,1,1,53,2l0ldgiwsgb8d6y3z0sfgjzyj,0,47,100,2022-10-30T13:02:00.011Z,2022-10-30T22:38:40Z,3883299289,213,5.5,3883299281,56,Left,3883299279,107,,3883299285,141,89.0,3883299287,212,11.5,3883299283,140,55.1,,,,,,,d34tmogp5h4rwuo3pcxtwp0fe,Manu Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403747,15,49,1,1,55,4jelr92fsge73q39is6qvhxb3,1,42.2,9.5,2022-10-30T13:02:01.872Z,2022-10-30T22:38:46Z,,,,,,,,,,,,,,,,,,,,,,,,,cj24ptt1lvwh7hakewqydobf9,S. Weissman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403797,16,1,1,1,55,4jelr92fsge73q39is6qvhxb3,1,42.2,9.5,2022-10-30T13:02:02.437Z,2022-10-30T22:38:55Z,3883299839,213,5.9,3883299827,56,Right,3883299829,140,53.1,3883299837,212,12.2,3885739777,178,,3883299835,141,3.2,,,,,,,cj24ptt1lvwh7hakewqydobf9,S. Weissman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403805,17,61,1,1,56,4jelr92fsge73q39is6qvhxb3,0,53.1,3.2,2022-10-30T13:02:03.535Z,2022-10-30T22:39:13Z,3883299863,56,Right,3885740501,178,,,,,,,,,,,,,,,,,,,,25txz41mi9auu289jliapd6tx,Sergio León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403759,28,49,1,1,58,2l0ldgiwsgb8d6y3z0sfgjzyj,1,60.6,92,2022-10-30T13:02:04.947Z,2022-10-30T22:39:33Z,,,,,,,,,,,,,,,,,,,,,,,,,2zcha0sd7axiu2s2c0bccz2s5,Kike Barja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403789,29,1,1,1,58,2l0ldgiwsgb8d6y3z0sfgjzyj,1,60.7,92.1,2022-10-30T13:02:05.787Z,2022-10-30T22:39:39Z,3883299801,212,8.6,3883299797,141,80.6,3883299793,56,Left,3883299805,213,5.2,3883299795,140,64.2,3885741359,178,,,,,,,,2zcha0sd7axiu2s2c0bccz2s5,Kike Barja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403825,30,1,1,1,59,2l0ldgiwsgb8d6y3z0sfgjzyj,1,64.2,80.6,2022-10-30T13:02:06.435Z,2022-10-30T22:39:44Z,3885741497,178,,3883299967,56,Left,3883299971,141,84.7,3883299975,213,2.8,3883299969,140,57.5,3883299973,212,7.6,,,,,,,bpf2fcb73l96fwspo72shmkiy,Aimar Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403883,31,1,1,2,1,2l0ldgiwsgb8d6y3z0sfgjzyj,0,57.6,84.7,2022-10-30T13:02:08.433Z,2022-10-30T22:39:46Z,3883300379,1,,3883300371,140,64.1,3883300369,56,Right,3885741611,178,,3883300375,212,46.9,3883300367,196,,3883300373,141,16.4,3883300377,213,4.9,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479403915,18,49,1,2,7,4jelr92fsge73q39is6qvhxb3,1,33.8,85.4,2022-10-30T13:02:14.062Z,2022-10-30T22:39:54Z,,,,,,,,,,,,,,,,,,,,,,,,,7v5zw48zp3pxd39q1i2qmul79,L. Olaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
