id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value
2481649269,5,1,1,0,16,1n1j0wsl763lq7ee1k0c11c02,1,43,27.3,2022-11-05T13:02:27.819Z,2022-11-06T02:26:40Z,3895075699,213,5.5,3895075693,140,55.3,3895075697,212,18.9,3895075691,56,Right,3897946401,178,,3895075695,141,7.1,,,,,,,9see13i1f0n1ju4uhs8sijutx,D. Dakonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481649277,6,1,1,0,18,1n1j0wsl763lq7ee1k0c11c02,0,55.9,5.2,2022-11-05T13:02:29.604Z,2022-11-06T02:26:47Z,3895075731,56,Right,3895075735,141,4.1,3897946529,178,,3895075729,155,,3895075733,140,72.9,3895075739,213,6.2,3895075737,212,17.9,,,,5l6e9nd0defapk1w2ucndowr9,Portu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482220945,829,67,1,0,19,82q9159y2u7mkfn3z6hy75r4o,1,28,94.4,2022-11-05T13:02:30.895Z,2022-11-06T06:45:22Z,3898158583,233,893,,,,,,,,,,,,,,,,,,,,,,8nbnru9t2qxaotxw0hiaocdt5,Víctor Chust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482220939,893,67,1,0,19,1n1j0wsl763lq7ee1k0c11c02,0,72,5.6,2022-11-05T13:02:30.896Z,2022-11-06T06:03:29Z,3898158599,233,829,,,,,,,,,,,,,,,,,,,,,,5l6e9nd0defapk1w2ucndowr9,Portu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481649307,4,8,1,0,19,82q9159y2u7mkfn3z6hy75r4o,1,30.1,92,2022-11-05T13:02:31.140Z,2022-11-06T06:45:22Z,3895075863,56,Back,3897674797,383,,3897946729,178,,,,,,,,,,,,,,,,,8nbnru9t2qxaotxw0hiaocdt5,Víctor Chust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482277163,1362,67,1,0,22,82q9159y2u7mkfn3z6hy75r4o,1,33.5,90.6,2022-11-05T13:02:33.197Z,2022-11-06T09:44:51Z,3898404187,233,1464,,,,,,,,,,,,,,,,,,,,,,8nbnru9t2qxaotxw0hiaocdt5,Víctor Chust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482277159,1464,67,1,0,22,1n1j0wsl763lq7ee1k0c11c02,0,66.5,9.4,2022-11-05T13:02:33.198Z,2022-11-06T09:29:01Z,3898404211,233,1362,,,,,,,,,,,,,,,,,,,,,,5l6e9nd0defapk1w2ucndowr9,Portu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481649345,5,3,1,0,22,82q9159y2u7mkfn3z6hy75r4o,0,34.2,95.1,2022-11-05T13:02:33.247Z,2022-11-06T09:29:06Z,3897947139,178,,3897674997,465,,3895076161,286,,3895076157,233,7,3895076033,56,Back,,,,,,,,,,8nbnru9t2qxaotxw0hiaocdt5,Víctor Chust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481649353,7,7,1,0,22,1n1j0wsl763lq7ee1k0c11c02,1,65.8,4.9,2022-11-05T13:02:33.275Z,2022-11-06T09:29:08Z,3895076079,285,,3895076117,233,5,3895076077,56,Right,3897674883,383,,3897947311,389,,3895076075,167,,,,,,,,5l6e9nd0defapk1w2ucndowr9,Portu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481649505,6,5,1,0,22,82q9159y2u7mkfn3z6hy75r4o,1,34.4,101.5,2022-11-05T13:02:34.154Z,2022-11-06T02:27:39Z,3895076883,233,8,3895076869,56,Back,3895076871,347,,,,,,,,,,,,,,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481649359,8,5,1,0,22,1n1j0wsl763lq7ee1k0c11c02,0,65.6,-1.5,2022-11-05T13:02:34.154Z,2022-11-06T02:27:39Z,3895076095,56,Right,3895076097,347,,3895076909,233,6,,,,,,,,,,,,,,,,5l6e9nd0defapk1w2ucndowr9,Portu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481649561,7,1,1,0,33,82q9159y2u7mkfn3z6hy75r4o,1,31,100,2022-11-05T13:02:44.562Z,2022-11-06T02:27:53Z,3895077107,141,88.1,3895077109,212,20.8,3895077103,56,Back,3895077101,107,,3895077111,213,3.6,3895077105,140,13.0,,,,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481649609,8,1,1,0,36,82q9159y2u7mkfn3z6hy75r4o,1,12.6,87.1,2022-11-05T13:02:47.734Z,2022-11-06T02:27:58Z,3895077317,213,5.5,3895077313,141,73.8,3897947973,178,,3895077309,56,Back,3895077311,140,21.4,3895077315,212,12.9,,,,,,,8nbnru9t2qxaotxw0hiaocdt5,Víctor Chust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481649633,9,1,1,0,38,82q9159y2u7mkfn3z6hy75r4o,1,20.2,79.3,2022-11-05T13:02:49.700Z,2022-11-06T02:28:09Z,3895077451,140,17.7,3895077449,56,Back,3895077455,212,10.0,3895077457,213,1.8,3897948155,178,,3895077453,141,93.5,,,,,,,aabvyjqpd63os1yzthx8ej6c5,Fede San Emeterio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481649655,10,1,1,0,40,82q9159y2u7mkfn3z6hy75r4o,1,14,93.8,2022-11-05T13:02:51.885Z,2022-11-06T02:28:51Z,3895077549,141,88.4,3895077547,140,7.8,3895077551,212,7.5,3897948959,178,,3895077545,56,Back,3895077553,213,3.7,,,,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481649665,11,1,1,0,42,82q9159y2u7mkfn3z6hy75r4o,0,8,91.1,2022-11-05T13:02:53.917Z,2022-11-06T02:28:55Z,3895077873,233,9,3895077879,286,,3895077607,212,3.4,3895077609,213,6.2,3895077603,140,11.2,3895077605,141,90.9,3895077601,56,Back,3897949039,178,,aabvyjqpd63os1yzthx8ej6c5,Fede San Emeterio,3895077871,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481649713,9,74,1,0,42,1n1j0wsl763lq7ee1k0c11c02,1,88.9,8.8,2022-11-05T13:02:53.987Z,2022-11-06T02:29:01Z,3897949183,178,,3895077799,285,,3895077793,56,Right,3895077907,233,11,,,,,,,,,,,,,b64p21hmhsqgrn6n04mk00zpx,E. Ünal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481649739,12,1,1,0,44,82q9159y2u7mkfn3z6hy75r4o,0,10.9,85,2022-11-05T13:02:55.405Z,2022-11-06T02:29:20Z,3895077931,213,6.1,3895077927,141,78.7,3895077925,140,36.2,3895077929,212,26.9,3895077923,56,Back,3897949621,178,,,,,,,,8nbnru9t2qxaotxw0hiaocdt5,Víctor Chust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481656355,42,1,1,0,46,1n1j0wsl763lq7ee1k0c11c02,0,59.8,19.5,2022-11-05T13:02:57.199Z,2022-11-06T02:29:12Z,3895110291,140,77.7,3895110293,141,20.3,3895110289,56,Right,3895110297,213,0.0,3895110295,212,18.8,3897949273,178,,,,,,,,9see13i1f0n1ju4uhs8sijutx,D. Dakonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481649841,13,1,1,0,47,82q9159y2u7mkfn3z6hy75r4o,1,24.9,76.7,2022-11-05T13:02:58.397Z,2022-11-06T02:29:51Z,3895078307,213,0.6,3895078303,141,92.5,3895078299,56,Back,3897950169,178,,3895078305,212,18.5,3895078301,140,39.2,,,,,,,aabvyjqpd63os1yzthx8ej6c5,Fede San Emeterio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481649847,14,3,1,0,50,82q9159y2u7mkfn3z6hy75r4o,0,39.2,91.4,2022-11-05T13:03:01.462Z,2022-11-06T02:30:20Z,3897676299,465,,3897950743,178,,3895078327,286,,3895078419,233,10,3895078325,56,Back,,,,,,,,,,92b22xcwri3rokbvu09htjhwq,B. Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481649851,10,7,1,0,50,1n1j0wsl763lq7ee1k0c11c02,0,60.8,8.6,2022-11-05T13:03:01.613Z,2022-11-06T02:30:26Z,3895078357,233,14,3897676227,383,,3895078341,56,Right,3895078343,285,,3897950909,178,,,,,,,,,,,5l6e9nd0defapk1w2ucndowr9,Portu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481649859,15,61,1,0,50,82q9159y2u7mkfn3z6hy75r4o,1,36.7,91.7,2022-11-05T13:03:01.963Z,2022-11-06T02:30:32Z,3895078377,56,Back,3897951017,178,,,,,,,,,,,,,,,,,,,,92b22xcwri3rokbvu09htjhwq,B. Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481649877,11,49,1,0,52,1n1j0wsl763lq7ee1k0c11c02,1,56.2,5.6,2022-11-05T13:03:03.249Z,2022-11-06T02:30:37Z,,,,,,,,,,,,,,,,,,,,,,,,,5l6e9nd0defapk1w2ucndowr9,Portu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481649949,12,1,1,0,53,1n1j0wsl763lq7ee1k0c11c02,1,41.5,19.2,2022-11-05T13:03:05.047Z,2022-11-06T02:30:43Z,3895078765,56,Back,3897951239,178,,3895078771,212,21.3,3895078767,140,22.2,3895078773,213,2.8,3895078769,141,28.8,,,,,,,5l6e9nd0defapk1w2ucndowr9,Portu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481650009,13,1,1,0,59,1n1j0wsl763lq7ee1k0c11c02,1,22.3,41,2022-11-05T13:03:10.616Z,2022-11-06T02:30:46Z,3895079113,213,1.5,3895079109,141,76.9,3895079107,140,23.9,3897951281,178,,3895079105,56,Back,3895079111,212,24.5,,,,,,,32sds4yk7ch30mng0gyzhdk9h,S. Mitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481650077,14,1,1,1,3,1n1j0wsl763lq7ee1k0c11c02,1,21.7,75.7,2022-11-05T13:03:14.389Z,2022-11-06T02:30:54Z,3897951441,178,,3895079489,140,3.9,3895079493,212,28.8,3895079487,56,Back,3895079491,141,43.4,3895079495,213,4.0,,,,,,,cue88fm1v1ysfuwhql68czydx,Domingos Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481650097,15,1,1,1,6,1n1j0wsl763lq7ee1k0c11c02,0,3.9,43.4,2022-11-05T13:03:17.396Z,2022-11-06T02:31:01Z,3897951519,178,,3895079621,1,,3895079615,141,17.7,3895079611,56,Right,3895079619,213,6.0,3895079613,140,53.7,3895079617,212,55.1,3895079607,157,,vota9gwygxp3wc998tl7ldxx,David Soria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481650145,16,1,1,1,10,82q9159y2u7mkfn3z6hy75r4o,1,47.5,79.4,2022-11-05T13:03:21.241Z,2022-11-06T02:31:08Z,3895079863,140,59.4,3895079869,213,0.8,3895079859,3,,3895079867,212,17.3,3895079861,56,Left,3897951589,178,,3895079865,141,97.1,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481650163,18,1,1,1,13,82q9159y2u7mkfn3z6hy75r4o,0,57.7,96.8,2022-11-05T13:03:24.977Z,2022-11-06T02:31:48Z,3897952237,178,,3895079955,56,Left,3895079961,212,5.0,3895079959,141,94.4,3895079957,140,53.2,3895079963,213,3.5,,,,,,,92b22xcwri3rokbvu09htjhwq,B. Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481650147,17,49,1,1,13,82q9159y2u7mkfn3z6hy75r4o,1,57.9,96.8,2022-11-05T13:03:24.993Z,2022-11-06T02:31:11Z,,,,,,,,,,,,,,,,,,,,,,,,,92b22xcwri3rokbvu09htjhwq,B. Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481650187,16,61,1,1,13,1n1j0wsl763lq7ee1k0c11c02,1,38.5,5.3,2022-11-05T13:03:25.107Z,2022-11-06T02:31:39Z,3895080029,56,Back,3897951699,178,,,,,,,,,,,,,,,,,,,,5l6e9nd0defapk1w2ucndowr9,Portu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481650247,19,1,1,1,15,82q9159y2u7mkfn3z6hy75r4o,1,44.8,94.5,2022-11-05T13:03:27.082Z,2022-11-06T02:31:55Z,3895080381,212,51.3,3895080385,1,,3895080375,56,Left,3897952305,178,,3895080377,140,93.2,3895080383,213,6.1,3895080373,155,,3895080379,141,84.4,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481650255,20,3,1,1,20,82q9159y2u7mkfn3z6hy75r4o,0,94.1,82.2,2022-11-05T13:03:31.580Z,2022-11-06T02:32:05Z,3897677009,465,,3895080519,233,17,3895080417,286,,3897952439,178,,3895080415,56,Left,,,,,,,,,,3ia1z3fooszynz9a81dn17oid,A. Lozano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481650271,17,7,1,1,20,1n1j0wsl763lq7ee1k0c11c02,0,5.9,17.8,2022-11-05T13:03:31.746Z,2022-11-06T02:32:10Z,3895080471,56,Back,3897952519,178,,3895080485,233,20,3895080473,285,,3897676927,385,,,,,,,,,,,32sds4yk7ch30mng0gyzhdk9h,S. Mitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482277573,1364,67,1,1,21,82q9159y2u7mkfn3z6hy75r4o,1,94.4,82.8,2022-11-05T13:03:32.247Z,2022-11-06T09:44:51Z,3898405573,233,1465,,,,,,,,,,,,,,,,,,,,,,3ia1z3fooszynz9a81dn17oid,A. Lozano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482277571,1465,67,1,1,21,1n1j0wsl763lq7ee1k0c11c02,0,5.6,17.2,2022-11-05T13:03:32.248Z,2022-11-06T09:29:58Z,3898405591,233,1364,,,,,,,,,,,,,,,,,,,,,,32sds4yk7ch30mng0gyzhdk9h,S. Mitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481650393,21,1,1,1,23,82q9159y2u7mkfn3z6hy75r4o,1,98.6,75.6,2022-11-05T13:03:34.804Z,2022-11-06T02:32:19Z,3895081129,213,4.4,3895081123,212,18.6,3897677201,224,,3895081119,140,92.9,3895081113,2,,3895081117,56,Center,3897677203,72,,3897952705,178,,3ia1z3fooszynz9a81dn17oid,A. Lozano,3895081121,141,49.7,3895081115,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481650397,22,1,1,1,24,82q9159y2u7mkfn3z6hy75r4o,1,92.9,49.5,2022-11-05T13:03:35.714Z,2022-11-06T02:32:24Z,3895094823,140,91.5,3895094829,213,4.7,3895094827,212,30.4,3897952807,388,,3895094825,141,4.8,3895081141,56,Right,3895094821,3,,,,,7s0xu9z5egw0sjf8qibdwa6s5,Álex Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481650441,23,1,1,1,31,82q9159y2u7mkfn3z6hy75r4o,0,94.2,2.2,2022-11-05T13:03:42.259Z,2022-11-06T02:32:34Z,3895081591,236,,3897677657,20,,3895081345,155,,3895081351,141,7.6,3897677655,224,,3895081343,2,,3895081347,56,Right,3895081353,212,3.7,wwdfv8zkkgplnpbz12pv8frp,Rubén Sobrino,3895081355,213,1.6,3895081593,233,18,3895081349,140,94.2,3895081597,286,3897952979,178,,,,,,,,,,,,,,,,,,,,,,,
2481650437,18,12,1,1,31,1n1j0wsl763lq7ee1k0c11c02,1,2.8,92,2022-11-05T13:03:42.378Z,2022-11-06T02:32:54Z,3897953185,388,,3895081615,233,23,3895081329,56,Back,3895081561,185,,,,,,,,,,,,,,5lzbyj5i0cotpry4gneap8c89,Juan Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481650457,19,5,1,1,32,1n1j0wsl763lq7ee1k0c11c02,0,16.3,101.1,2022-11-05T13:03:44.166Z,2022-11-06T02:33:11Z,3895081395,56,Back,3895081397,347,,3895081563,233,24,,,,,,,,,,,,,,,,5lzbyj5i0cotpry4gneap8c89,Juan Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481650477,24,5,1,1,32,82q9159y2u7mkfn3z6hy75r4o,1,83.7,-1.1,2022-11-05T13:03:44.166Z,2022-11-06T02:33:11Z,3895081491,56,Right,3895081523,233,19,3895081493,347,,,,,,,,,,,,,,,,,wwdfv8zkkgplnpbz12pv8frp,Rubén Sobrino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481650877,25,1,1,1,57,82q9159y2u7mkfn3z6hy75r4o,0,81.3,0,2022-11-05T13:04:08.369Z,2022-11-06T02:33:16Z,3895083535,1,,3895083533,213,1.2,3895083525,56,Center,3895083531,212,39.7,3895083527,140,94.3,3895083529,141,52.8,3895083523,107,,,,,6pfbtlfphouu35kbwjiavwgyd,Luis Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481650859,20,61,1,1,59,1n1j0wsl763lq7ee1k0c11c02,0,9.3,53.7,2022-11-05T13:04:10.749Z,2022-11-06T02:33:22Z,3895083455,56,Back,3897953537,178,,,,,,,,,,,,,,,,,,,,32sds4yk7ch30mng0gyzhdk9h,S. Mitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481662383,87,51,1,1,59,1n1j0wsl763lq7ee1k0c11c02,1,8.6,51.9,2022-11-05T13:04:10.948Z,2022-11-06T02:33:29Z,3895140131,169,,,,,,,,,,,,,,,,,,,,,,,32sds4yk7ch30mng0gyzhdk9h,S. Mitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
