id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/12/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2454804021,6,5,1,0,6,50x1m4u58lffhq6v6ga1hbxmy,0,78.4,101.6,2022-09-03T12:01:12.327Z,2022-09-04T03:46:01Z,3752633065,56,Left,3752633087,233,3,3752633069,347,,,,,,,,,,,,,,,,,4uuvyzac4sd4ysjpv9eng1d5h,R. Battaglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454804195,4,1,1,0,20,7h7eg7q7dbwvzww78h9d5eh0h,1,24.3,0,2022-09-03T12:01:25.685Z,2022-09-04T03:46:06Z,3752633801,212,11.6,3752633793,107,,3752633799,141,15.6,3752633797,140,25.7,3752633795,56,Back,3752633803,213,1.4,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454804219,5,1,1,0,21,7h7eg7q7dbwvzww78h9d5eh0h,1,25.7,15.6,2022-09-03T12:01:26.703Z,2022-09-04T03:46:12Z,3756714357,178,,3752633883,56,Back,3752633891,213,6.2,3752633889,212,13.7,3752633887,141,13.7,3752633885,140,38.7,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454804331,6,1,1,0,23,7h7eg7q7dbwvzww78h9d5eh0h,1,36.8,26.4,2022-09-03T12:01:29.003Z,2022-09-04T03:46:19Z,3756714561,178,,3752634375,140,28.4,3752634381,213,2.0,3752634373,56,Back,3752634377,141,52.1,3752634379,212,19.6,,,,,,,9iwptrplnmwst5nfimyuqekq2,Reinier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454804359,7,1,1,0,31,7h7eg7q7dbwvzww78h9d5eh0h,1,45,64.5,2022-09-03T12:01:37.404Z,2022-09-04T03:46:25Z,3756714761,178,,3752634523,140,50.6,3752634529,213,1.1,3752634527,212,14.0,3752634521,56,Left,3752634525,141,83.2,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454804395,8,1,1,0,32,7h7eg7q7dbwvzww78h9d5eh0h,1,50.6,83.2,2022-09-03T12:01:38.373Z,2022-09-04T03:46:29Z,3752634709,140,37.2,3756714885,178,,3752634713,212,14.5,3752634707,56,Back,3752634711,141,88.6,3752634715,213,2.9,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454804439,9,1,1,0,35,7h7eg7q7dbwvzww78h9d5eh0h,1,39.8,84.7,2022-09-03T12:01:41.197Z,2022-09-04T03:46:33Z,3752634923,56,Back,3752634927,141,51.3,3756714995,178,,3752634929,212,25.1,3752634931,213,4.3,3752634925,140,29.6,,,,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454804461,10,1,1,0,40,7h7eg7q7dbwvzww78h9d5eh0h,1,40.2,40.4,2022-09-03T12:01:45.873Z,2022-09-04T03:46:36Z,3752635003,212,20.0,3752634999,140,40.2,3756715069,178,,3752635005,213,4.7,3752635001,141,11.0,3752634997,56,Back,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454804547,11,1,1,0,42,7h7eg7q7dbwvzww78h9d5eh0h,1,40.4,10.4,2022-09-03T12:01:48.348Z,2022-09-04T03:46:40Z,3752635431,56,Right,3752635435,141,7.1,3752635429,155,,3752635437,212,45.3,3756715181,178,,3752635439,213,6.2,3752635441,1,,3752635433,140,83.5,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454804551,12,3,1,0,47,7h7eg7q7dbwvzww78h9d5eh0h,0,86.6,5,2022-09-03T12:01:53.143Z,2022-09-04T03:46:50Z,3752635453,56,Right,3756715431,178,,3755944481,465,,3752635455,286,,3752635677,233,7,,,,,,,,,,9iwptrplnmwst5nfimyuqekq2,Reinier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454804569,7,7,1,0,47,50x1m4u58lffhq6v6ga1hbxmy,1,13.4,95,2022-09-03T12:01:53.261Z,2022-09-04T03:46:58Z,3752635531,56,Back,3756715633,21,,3752635529,167,,3752635593,233,12,3756715631,178,,3752635533,285,,3755944433,385,,,,,3n66mcws9belxbv3pu5uwhfu2,Copete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454804579,8,5,1,0,48,50x1m4u58lffhq6v6ga1hbxmy,0,10.4,101.2,2022-09-03T12:01:53.845Z,2022-09-04T03:47:03Z,3752635569,56,Back,3752635571,347,,3752635723,233,13,,,,,,,,,,,,,,,,3n66mcws9belxbv3pu5uwhfu2,Copete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454804593,13,5,1,0,48,7h7eg7q7dbwvzww78h9d5eh0h,1,89.6,-1.2,2022-09-03T12:01:53.845Z,2022-09-04T03:47:02Z,3752635681,233,8,3752635633,347,,3752635629,56,Right,,,,,,,,,,,,,,,,9iwptrplnmwst5nfimyuqekq2,Reinier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454804913,14,1,1,1,12,7h7eg7q7dbwvzww78h9d5eh0h,0,91.2,0,2022-09-03T12:02:17.779Z,2022-09-04T03:47:09Z,3752637203,213,1.6,3752637195,56,Center,3752637197,140,90.7,3752637199,141,33.6,3752637193,107,,3752637205,1,,3752637201,212,23.9,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454804939,9,12,1,1,14,50x1m4u58lffhq6v6ga1hbxmy,1,10.9,63.4,2022-09-03T12:02:19.672Z,2022-09-04T03:47:12Z,3752637359,213,0.4,3752637357,212,23.4,3752637351,56,Back,3752637355,141,76.7,3752637371,15,,3752637353,140,31.5,3756715909,388,,,,,3n66mcws9belxbv3pu5uwhfu2,Copete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454804949,15,44,1,1,15,7h7eg7q7dbwvzww78h9d5eh0h,1,72.6,25.4,2022-09-03T12:02:20.837Z,2022-09-04T08:16:45Z,3752637391,56,Center,3752637455,233,10,3752637393,286,,,,,,,,,,,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454804957,10,44,1,1,15,50x1m4u58lffhq6v6ga1hbxmy,0,27.4,74.6,2022-09-03T12:02:20.838Z,2022-09-04T03:47:17Z,3752637413,56,Back,3752637415,285,,3752637467,233,15,,,,,,,,,,,,,,,,8b3igmuipfhfzm39ack89de96,Lee Kang-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454804991,16,1,1,1,15,7h7eg7q7dbwvzww78h9d5eh0h,1,76.8,27.4,2022-09-03T12:02:20.962Z,2022-09-04T08:16:46Z,3752637597,141,45.7,3752637593,56,Center,3752637601,213,0.8,3752637591,3,,3752637595,140,87.9,3752637599,212,17.0,3756716081,388,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454806303,24,1,1,1,16,7h7eg7q7dbwvzww78h9d5eh0h,1,88,46.9,2022-09-03T12:02:22.346Z,2022-09-04T03:47:35Z,3756716265,388,,3752644039,141,48.7,3752644043,213,3.0,3752644035,56,Center,3752644921,210,13,3752644037,140,79.3,3752644923,154,,3752644033,3,,9iwptrplnmwst5nfimyuqekq2,Reinier,1,3752644041,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454804979,11,43,1,1,18,50x1m4u58lffhq6v6ga1hbxmy,1,0,0,2022-09-03T12:02:23.814Z,2022-09-03T12:03:44Z,3752637525,213,6.0,3752637521,141,39.7,3752637517,56,Back,3752637543,15,0,3752637519,140,27.0,3752637523,212,21.8,3752643477,144,12,,,,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454804997,17,13,1,1,18,7h7eg7q7dbwvzww78h9d5eh0h,1,80.5,47.4,2022-09-03T12:02:23.843Z,2022-09-04T03:47:35Z,3752637617,18,,3752638527,103,13.9,3752638519,154,,3752638515,73,,3752638535,230,98.6,3752638531,108,,3756716471,178,,3752637615,22,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,3752637619,56,Center,3752638537,231,49.3,3752638517,29,3752638529,215,3752637991,20,3752638521,55,24,3752638525,102,60.2,,,,,,,,,,,,,,,,,,,
2454804993,12,5,1,1,19,50x1m4u58lffhq6v6ga1hbxmy,1,-0.3,41.2,2022-09-03T12:02:24.974Z,2022-09-04T03:47:37Z,3752637681,233,18,3752637607,346,,3752637605,56,Back,,,,,,,,,,,,,,,,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454805001,18,5,1,1,19,7h7eg7q7dbwvzww78h9d5eh0h,0,100.3,58.8,2022-09-03T12:02:24.974Z,2022-09-04T03:47:37Z,3752637643,346,,3752637693,233,12,3752637641,56,Center,,,,,,,,,,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454805405,14,1,1,1,49,50x1m4u58lffhq6v6ga1hbxmy,0,3.9,46.6,2022-09-03T12:02:54.663Z,2022-09-04T03:47:48Z,3752639723,140,60.8,3752639727,212,59.9,3752639719,124,,3752639737,74,,3752639731,213,6.2,3752639735,1,,3752639721,56,Center,3752639725,141,40.9,6ekdnbnk56xlxforb5owt3dn9,P. Rajković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455611643,967,67,1,1,52,7h7eg7q7dbwvzww78h9d5eh0h,1,41.6,63.2,2022-09-03T12:02:57.568Z,2022-09-04T08:16:46Z,3756908121,233,1032,,,,,,,,,,,,,,,,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455611639,1032,67,1,1,52,50x1m4u58lffhq6v6ga1hbxmy,0,58.4,36.8,2022-09-03T12:02:57.569Z,2022-09-04T07:06:13Z,3756908125,233,967,,,,,,,,,,,,,,,,,,,,,,3pwr7lqvo4o08c4nvzqpuue39,V. Muriqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454805411,19,8,1,1,52,7h7eg7q7dbwvzww78h9d5eh0h,1,41.8,62.1,2022-09-03T12:02:57.592Z,2022-09-04T08:16:47Z,3752639759,56,Back,3756716857,178,,3755949381,384,,,,,,,,,,,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454805437,20,49,1,1,53,7h7eg7q7dbwvzww78h9d5eh0h,1,70.3,66.6,2022-09-03T12:02:59.172Z,2022-09-04T03:48:06Z,,,,,,,,,,,,,,,,,,,,,,,,,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454805457,21,15,1,1,55,7h7eg7q7dbwvzww78h9d5eh0h,1,71.5,59.6,2022-09-03T12:03:01.522Z,2022-09-04T03:48:11Z,3752640591,146,98.4,3752639977,18,,3752640573,29,,3752640605,233,16,3752640045,20,,3756717369,178,,3752640585,103,12.0,3752640581,102,50.5,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,,3752640571,78,,3752640575,55,19,3752640593,147,3752640589,215,3752639979,56,3752639975,22,,,,,51.6,Center,,,,,,,,,,,,,,,,,
2454805515,16,10,1,1,57,50x1m4u58lffhq6v6ga1hbxmy,1,2.5,50.6,2022-09-03T12:03:02.781Z,2022-09-04T03:48:18Z,3752640241,178,,3752640245,182,,3752640247,56,Back,3755950053,377,,3752640237,177,,3752640309,233,21,,,,,,,6ekdnbnk56xlxforb5owt3dn9,P. Rajković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454805509,15,52,1,1,57,50x1m4u58lffhq6v6ga1hbxmy,1,2.5,50.6,2022-09-03T12:03:02.842Z,2022-09-04T03:48:20Z,3756717601,178,,3755950159,377,,,,,,,,,,,,,,,,,,,,6ekdnbnk56xlxforb5owt3dn9,P. Rajković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454805677,17,80,1,2,6,50x1m4u58lffhq6v6ga1hbxmy,0,9.3,49.4,2022-09-03T12:03:11.901Z,2022-09-04T03:48:22Z,3752844869,189,,3756717747,178,,,,,,,,,,,,,,,,,,,,6ekdnbnk56xlxforb5owt3dn9,P. Rajković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454805781,18,1,1,2,9,50x1m4u58lffhq6v6ga1hbxmy,1,9.3,49.4,2022-09-03T12:03:14.903Z,2022-09-04T03:48:28Z,3752641615,141,66.9,3752641611,56,Back,3756717977,178,,3752641613,140,12.8,3752641617,212,12.5,3752641619,213,1.3,,,,,,,6ekdnbnk56xlxforb5owt3dn9,P. Rajković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454805811,19,1,1,2,12,50x1m4u58lffhq6v6ga1hbxmy,1,12.4,66.4,2022-09-03T12:03:17.543Z,2022-09-04T03:48:33Z,3752641749,141,91.7,3752641747,140,29.0,3756718161,178,,3752641753,213,0.8,3752641745,56,Back,3752641751,212,24.5,,,,,,,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454805823,20,1,1,2,14,50x1m4u58lffhq6v6ga1hbxmy,1,29.4,90.3,2022-09-03T12:03:19.563Z,2022-09-04T03:48:47Z,3752641805,56,Back,3752641809,140,26.9,3752641813,212,18.7,3752641811,141,63.0,3756718713,178,,3752641815,213,4.6,,,,,,,3n66mcws9belxbv3pu5uwhfu2,Copete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454805903,21,1,1,2,18,50x1m4u58lffhq6v6ga1hbxmy,1,26.9,63,2022-09-03T12:03:23.672Z,2022-09-04T03:48:51Z,3752642161,212,23.1,3756718871,178,,3752642163,213,4.6,3752642159,141,29.2,3752642157,140,24.6,3752642155,56,Back,,,,,,,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454805969,22,1,1,2,22,50x1m4u58lffhq6v6ga1hbxmy,1,27.7,27.9,2022-09-03T12:03:28.071Z,2022-09-04T03:48:55Z,3752642459,212,9.9,3752642453,56,Back,3752642457,141,42.4,3752642455,140,26.7,3756719075,178,,3752642461,213,1.7,,,,,,,9t88fceutc2x108ga0qkzkafp,M. Valjent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454806021,23,1,1,2,26,50x1m4u58lffhq6v6ga1hbxmy,0,27.3,43.4,2022-09-03T12:03:32.020Z,2022-09-04T03:48:59Z,3752642681,155,,3752642685,140,67.2,3752642689,212,51.8,3752642693,1,,3752642687,141,88.3,3752642691,213,0.6,3752642683,56,Left,3756719201,178,,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454806051,22,12,1,2,28,7h7eg7q7dbwvzww78h9d5eh0h,1,39.8,7.6,2022-09-03T12:03:33.843Z,2022-09-04T03:49:04Z,3756719407,178,,3752642857,213,4.4,3752642851,140,37.7,3752642855,212,6.3,3755951125,15,,3752642875,167,,3752642853,141,0.0,3752642849,56,Back,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454806055,23,5,1,2,29,7h7eg7q7dbwvzww78h9d5eh0h,0,33.4,-1.4,2022-09-03T12:03:34.543Z,2022-09-04T03:49:08Z,3752642865,347,,3752642863,56,Back,3752643883,233,24,,,,,,,,,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454806263,24,5,1,2,29,50x1m4u58lffhq6v6ga1hbxmy,1,66.6,101.4,2022-09-03T12:03:34.543Z,2022-09-04T03:49:07Z,3752643847,56,Left,3752643851,347,,3752643869,233,23,,,,,,,,,,,,,,,,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454806311,25,1,1,2,44,50x1m4u58lffhq6v6ga1hbxmy,1,71,100,2022-09-03T12:03:49.563Z,2022-09-04T03:49:15Z,3752644079,56,Left,3752644077,107,,3752644081,140,73.0,3752644085,212,8.4,3752644087,213,5.0,3752644083,141,89.7,,,,,,,9ej7t1srxjcxe5p627eumn6d,Jaume Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454806371,26,1,1,2,44,50x1m4u58lffhq6v6ga1hbxmy,1,73,89.7,2022-09-03T12:03:50.319Z,2022-09-04T03:49:19Z,3752644359,213,2.7,3752644357,212,10.1,3752644351,56,Left,3752644355,141,95.6,3756719749,178,,3752644353,140,64.2,,,,,,,9e7b5cm66oxf26fmp33yuppsl,Dani Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454806401,27,1,1,2,47,50x1m4u58lffhq6v6ga1hbxmy,1,64.2,95.6,2022-09-03T12:03:52.991Z,2022-09-04T03:49:25Z,3752644463,140,45.5,3752644469,213,3.4,3756719859,178,,3752644467,212,20.3,3752644465,141,88.0,3752644461,56,Back,,,,,,,9ej7t1srxjcxe5p627eumn6d,Jaume Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
