id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/17/value
2466337563,1,34,16,0,0,c8llrezkm3b3op4afrou6b487,1,0,0,2022-10-02T11:01:11.131Z,2022-10-02T12:06:04Z,3813846775,30,"agd2nhvdhp18dg1weape5olpl, 2rqxh5mex336ci45jaw428y5l, 3nchjse4ej0qhilo395td7u1h, adi6l78sdvet408eho4fi4xk9, eyhvr45vc1n690dxobcthmndh, 6810qbng9pfg1bztczv11grmd, e5qp6dh1prc55llew51zpy1gp, 7xmaybxu4zd5k338bi3drkxcl, d67qj0sakwrfzbscleo4dbget, 8qvqdjw1d58mw7420lpmk7bah, 92pz9nafg5h4qeqpiw3011ihh, 5f8kjgsaabn2li5r7bvpebbsa, 74wjzeja92l4q8fpy1bkmcsfd, 91te5xuankrla4g3s7as3htxx, 6wfwy94p5bm0zv3aku0urfq39, 30jru4rizkqobfinh8o2jw92h, cspjsye2x9pmnvdxjmghwnyi2, 6msjsxuolz1yhmongz6swkno5, 7h0b81yjiiu356rycsakgd0yc, 6gy8t82tqi12q2odz974xcbh0, 4ho3e7wi6z5tq8g87l8tjtwtm",3813846787,59,"25, 5, 14, 12, 24, 4, 7, 10, 9, 20, 17, 1, 6, 8, 13, 19, 21, 22, 26, 28, 30",3813846793,194,7xmaybxu4zd5k338bi3drkxcl,3813846785,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3813846795,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3813846791,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814088419,197,16591,3813846789,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466339687,1,34,16,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2022-10-02T11:03:50.020Z,2022-10-02T12:04:22Z,3813857467,194,5b1q9bpe23j98eoy4fwi7ld5h,3813857459,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3813857465,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3813857461,59,"25, 2, 14, 6, 5, 12, 18, 8, 7, 11, 16, 1, 3, 9, 13, 15, 17, 19, 20, 21, 22, 24, 33",3813857463,130,4,3813857457,30,"20o2dr1mdk18xhxmkujzgak89, 8vmrboswsfyb5bfoq07s6susp, 5b1q9bpe23j98eoy4fwi7ld5h, e7del0ovpcpntqdgh8idxok4p, 96w1jlcwuci7kqqfskfsp6191, eucssbf7wamb41y1gixfodivp, 9dc4qkvh0vk5kwymibji00kp, 64ctdbd0w5ikj0fkcuu9jdbhm, afyga3n1mliw0btcuixt6xolx, 9z3aqwq5swt9qklwnzuhqcogl, 7yngrviue4iji7w0f9ql07j6x, 23zkmpw4902qf9xvd8z5wptcl, f1e3gi3dx3er2vz7loriw6e39, 5qgc6zjc38a5xjl35gs7h3vu1, bqrz2xmu25taby17bl7cycjqh, csqsdjsa4leo6z86qphjuectm, 1bnn3tokzwvl4vvw34yxsq9gq, 7yieh5r0uzk6d6x9o060c2bfu, wlqj34ev5mucxtfx6j4tr9at, d6kzekcwqw0q8fq6wt6rmyusq, eiz5j566h4fq4wro1t9lfuw2x, 5uig03vbbv71f0q31cp3vfbv9, 6o76owze8y78ue9sb49g8kyz8",3813857469,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814092003,197,3028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466385425,2,32,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2022-10-02T12:00:49.946Z,2022-10-02T12:00:53Z,3814103739,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466385413,2,32,1,0,0,c8llrezkm3b3op4afrou6b487,1,0,0,2022-10-02T12:00:49.946Z,2022-10-02T21:51:15Z,3814103697,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466385467,3,1,1,0,0,c8llrezkm3b3op4afrou6b487,1,50.1,50.1,2022-10-02T12:00:50.754Z,2022-10-03T05:47:12Z,3814103989,141,54.9,3814103993,213,3.0,3814103985,56,Back,3816909285,178,,3814103991,212,18.7,3814103995,279,S,3814103987,140,32.6,,,,8qvqdjw1d58mw7420lpmk7bah,Edu Expósito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466385497,4,1,1,0,2,c8llrezkm3b3op4afrou6b487,1,32.5,52.7,2022-10-02T12:00:52.620Z,2022-10-03T05:47:20Z,3816909551,178,,3814104173,212,48.2,3814104167,140,69.4,3814104179,1,,3814104165,56,Right,3814104177,213,5.6,3814104163,155,,3814104171,141,10.6,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466385507,5,44,1,0,5,c8llrezkm3b3op4afrou6b487,1,72.4,12.8,2022-10-02T12:00:55.392Z,2022-10-03T08:49:38Z,3814104237,233,3,3814104213,56,Right,3814104217,286,,,,,,,,,,,,,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466385503,3,44,1,0,5,ba5e91hjacvma2sjvixn00pjo,0,27.6,87.2,2022-10-02T12:00:55.393Z,2022-10-03T05:47:23Z,3814104203,56,Back,3814104255,233,5,3814104205,285,,,,,,,,,,,,,,,,,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466385539,6,1,1,0,5,c8llrezkm3b3op4afrou6b487,1,69.4,10.6,2022-10-02T12:00:55.470Z,2022-10-03T08:49:38Z,3814104401,3,,3814104403,56,Center,3816909625,388,,3814104405,140,85.2,3814104407,141,26.3,3814104411,213,0.6,3814104409,212,19.7,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466385579,7,1,1,0,7,c8llrezkm3b3op4afrou6b487,0,85.2,26.3,2022-10-02T12:00:56.979Z,2022-10-03T05:47:32Z,3814104623,141,26.0,3814104619,56,Center,3816909695,178,,3814104627,213,3.4,3814104625,212,0.8,3814104621,140,84.5,,,,,,,92pz9nafg5h4qeqpiw3011ihh,M. Braithwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
