id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,keyPass,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/11/value,qualifier/14/value,qualifier/16/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2496063727,1,34,16,0,0,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2023-01-08T18:47:53.971Z,2023-01-08T20:02:20Z,3971036481,197,244,3971036469,30,"2yt9oajv9dkbju8tgy1g2nmqd, ieu0x9fy8hpqyztdjg8bgpnt, cj3dik1dqyo2nf1jgmyn471sl, b9kfek16otvdorssn0wzkb36d, av5g4nr853anks78vl6jh4s7p, 548jzfl9higq44w9bgqvcjh05, amxunh6enoc99r07cp7qt621h, 9e7ybe0nsu3byq2tteey3zuy2, 4z60ztggqxzfbp8w9ijoqefop, 716n1970vi9rvw5b4w9qmjfth, 20m7tijt8jnedjd4x87olmaqd, cfhk5255hz4wbs2zsrq219a6t, b6gclblu9lz3sstpla966ik7p, 58qeglyxdi7y8ttg8sddv8set, 3ga7qj3h3dbmqucxmaxhmrjdh, 6fdvv4zs5pl6qj7pp6tsp5iad, ejcyvgclry4g5pc2rtptifphx, 40h47dhimsmeiury61w1ourx1, f30avgacyfz88ppw9mh8v57md, 46kq5653o302ebz4o5yzsss0l, 59234as8h70fejyfm7492np3p, d0di86falsvqnl1c4ev98my5m, e7ezci1jed1hnvdq8kf6lq3qi",3971036473,59,"13, 16, 23, 6, 15, 2, 14, 34, 7, 8, 21, 1, 3, 4, 5, 10, 11, 17, 18, 19, 20, 31, 36",3971036475,130,2,3971036477,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3971036483,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3971036479,194,b9kfek16otvdorssn0wzkb36d,3971036471,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496064707,1,34,16,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2023-01-08T18:49:49.653Z,2023-01-08T20:04:13Z,3971041567,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3971041555,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3971041561,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3971041553,30,"2e55g4q93y382cg7h0yk5rtud, cscn06kwqfzo09h0dc5ybt1pl, bzgh5psb1janz9y3btpswngbu, calrbl0kagr6zgnw2l8k626s5, awsod0zmnrukk21d4882ji7e1, 1av9mmv19jwvc4xdr0p9owyxh, eb3ci3a120om80v80mobsus8a, ezviixcyaaj162saxs2yl27s9, 308krssmz6irpfntht1ka78tm, ckaqxlw257qzj8vjdumvwbaad, 4ftlhtels58lyzfluwofzwxuy, 3e8mxxfs5q7gt4lg2beqpkwyd, 2szgrzcosfeifh664tgt3mfvt, 4mxx1oxkiexm0ha34utcmb17t, b37h0rc96jh4e34x6iru2plud, 9i7lb16qty1t21bnc5h7skclx, 4ct72ovumvt09au6gpulwpjv9, 4q6kuikopbgls8y2rwqiu415h, 2wl6h1rlrfnn2mr65vuo3t815, 4ggz7e009bq3yltc9o6mifbah, 5kodjbsarkql4vhs126p2vhwq, 4ffmlhvbjvfjjnhr0byktvt62",3971041559,130,4,3971041557,59,"1, 23, 28, 5, 4, 15, 30, 21, 10, 7, 8, 2, 11, 13, 14, 17, 19, 20, 22, 24, 32, 36",3971041563,194,calrbl0kagr6zgnw2l8k626s5,3971041565,197,16016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496079189,2,32,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2023-01-08T20:02:12.131Z,2023-01-08T20:02:12Z,3971125053,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496079201,2,32,1,0,0,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2023-01-08T20:02:12.131Z,2023-01-09T08:15:17Z,3971125095,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496079219,3,1,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,49.9,49.7,2023-01-08T20:02:12.143Z,2023-01-09T08:27:10Z,3971519811,178,,3971125215,140,36.5,3971125221,213,3.0,3971125213,56,Back,3971125217,141,53.1,3971125219,212,14.3,3971125223,279,S,,,,308krssmz6irpfntht1ka78tm,Ansu Fati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496079223,4,1,1,0,1,agh9ifb2mw3ivjusgedj7c3fe,1,37.1,56.7,2023-01-08T20:02:13.722Z,2023-01-09T08:27:16Z,3971125241,140,38.6,3971125247,213,1.4,3971125239,56,Back,3971125243,141,73.0,3971125245,212,11.2,3971519833,178,,,,,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496079241,5,1,1,0,4,agh9ifb2mw3ivjusgedj7c3fe,1,33.5,65.7,2023-01-08T20:02:16.170Z,2023-01-09T08:27:24Z,3971519887,178,,3971125371,212,16.9,3971125365,56,Back,3971125367,140,27.6,3971125369,141,42.5,3971125373,213,4.3,,,,,,,ezviixcyaaj162saxs2yl27s9,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496079251,6,1,1,0,8,agh9ifb2mw3ivjusgedj7c3fe,1,30.1,44.8,2023-01-08T20:02:20.825Z,2023-01-09T08:27:29Z,3971125431,141,72.0,3971125427,56,Back,3971125429,140,31.4,3971125433,212,18.5,3971125435,213,1.5,3971519915,178,,,,,,,,awsod0zmnrukk21d4882ji7e1,R. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496079253,7,1,1,0,13,agh9ifb2mw3ivjusgedj7c3fe,1,37.7,77.5,2023-01-08T20:02:25.858Z,2023-01-09T08:27:36Z,3971125453,140,52.9,3971125455,141,81.1,3971125457,212,16.1,3971519947,178,,3971125459,213,0.2,3971125451,56,Left,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,A. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496079255,8,1,1,0,16,agh9ifb2mw3ivjusgedj7c3fe,1,45.8,77.2,2023-01-08T20:02:28.396Z,2023-01-09T08:27:43Z,3971125477,140,41.0,3971125479,141,72.0,3971125483,213,3.8,3971125475,56,Back,3971125481,212,6.2,3971519977,178,,,,,,,,ezviixcyaaj162saxs2yl27s9,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
