id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/11/value,qualifier/15/value,keyPass,assist
2511570543,1,34,16,0,0,4yg9ttzw0m51048doksv8uq5r,1,0,0,2023-02-24T19:00:33.742Z,2023-02-24T19:59:07Z,4052560083,59,"13, 11, 23, 7, 3, 14, 21, 20, 9, 19, 16, 1, 2, 4, 5, 6, 8, 12, 17, 22, 24",4052560085,130,17,4052560087,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4052818495,197,281,4052560089,194,e18oezz5jq7pf3h4azgv3ofrp,4052560091,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4052560079,30,"36bg0k385i4wwarffp6ak1syd, 1i9mqbswolg91evnmsrf5katx, 7wjmaxqunpd84il1p5w4xwrmd, eo74fl3ctgkwbpsa099rkv6xh, 2zn2o5lzchz7oattq9pnjr8wl, ewu1skobmxtz4f3z6dbnfm6dx, bkvvapojagxvj17nzk3oy8ct1, f0a2qk3jzxercn67bben5eled, 9ivrglgy0tibv881e1a93psr9, a971j313ztjvcgojpg6u390b9, e18oezz5jq7pf3h4azgv3ofrp, c0pl96o1zkrgvukte9zefl591, 61j22wr5t5irba2v3v4l1rnro, b69uny9udp3ab2zccwa0qnrh1, elb74prcilvsqzn9jdznrjavp, 33r4ae8aivh27ho0ix9mnkedx, 8axw2xc0dl8vsdub6nq4nhjo5, 5b839eahyhf1vrzti55pzpplh, ac5f9msbvijksbq5s2ivwh979, eg5xrgue41p7yq97ge9iri99m, agmcwbzoertg4l8njpdai7kl",4052560081,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572683,1,34,16,0,0,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2023-02-24T19:03:31.947Z,2023-02-24T20:08:27Z,4052570891,130,8,4052570885,30,"1vn3xi2x6vtjor1bt1ob1vk5x, 9226xt1t1m3fy4ob9l2r16609, yhfujfdzpt7tymqdmt7i0mzu, 4pizap25enja9rtz4g6x5bkd1, 7rfcycybym05sbe0j1g6yhfx1, f5blplnlgn04f54kqsfx1b7qh, 7hyo7fy8hospvlvtlfv7q73ai, 10f06nit2xupshuz4lmazrvth, drwacyyicuhy3heg4j0ipqj85, 1he0x583esqw1ka0ybc2nlz9x, c4je25rkbg2n45xs5iurevhlh, e5rlll2fvd9wsk40o6pztsc0l, dfytsnxfl78jnug9trsa9qv3d, 1myo59ub6qouwvxpb699shhw5, d12m2oz1lomkc1qxmpht38lat, 8hn7wb9jf6unade238t4vl3o5, 9anxnfthjotjwmr3o9j9lzsnp, euy1s0xo19019kegzcpp1gez9, 6w3xe5mva9ob36uf482xem85x, 9jxofpmrfh2lil77f9xj22kiy, 2b7ankpb026wngkg3hgppev6y, emvmn561wgd62zj0s3qi5j5rd",4052813677,197,18175,4052570893,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4052570889,59,"1, 24, 20, 18, 16, 19, 11, 14, 21, 8, 7, 2, 4, 6, 9, 12, 17, 23, 25, 28, 30, 33",4052570887,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4052570897,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4052570895,194,4pizap25enja9rtz4g6x5bkd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511619353,2,32,1,0,0,4yg9ttzw0m51048doksv8uq5r,1,0,0,2023-02-24T20:00:09.815Z,2023-02-25T03:57:21Z,4052821227,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511619365,2,32,1,0,0,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2023-02-24T20:00:09.815Z,2023-02-24T20:00:11Z,4052821289,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511619403,3,1,1,0,0,4yg9ttzw0m51048doksv8uq5r,1,50,49.3,2023-02-24T20:00:09.817Z,2023-02-25T04:58:32Z,4052821503,141,60.6,4052821511,279,S,4052821491,56,Back,4052821507,212,22.2,4052821509,213,2.8,4053474589,178,,4052821497,140,30.2,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511619435,4,1,1,0,3,4yg9ttzw0m51048doksv8uq5r,0,29.5,57.2,2023-02-24T20:00:13.266Z,2023-02-25T04:58:40Z,4052821661,141,20.4,4053474641,178,,4052821663,212,46.4,4052821657,56,Right,4052821659,140,66.7,4052821655,155,,4052821667,213,5.7,4052821669,1,,eo74fl3ctgkwbpsa099rkv6xh,L. Magallán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511619427,3,44,1,0,6,ah8dala7suqqkj04n2l8xz4zd,1,32.4,81,2023-02-24T20:00:15.893Z,2023-02-25T05:55:14Z,4052821633,285,,4052821737,233,5,4052821631,56,Back,,,,,,,,,,,,,,,,4pizap25enja9rtz4g6x5bkd1,A. Guardado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511619441,5,44,1,0,6,4yg9ttzw0m51048doksv8uq5r,0,67.6,19,2023-02-24T20:00:15.894Z,2023-02-25T04:58:46Z,4052821699,286,,4052821697,56,Right,4052821751,233,3,,,,,,,,,,,,,,,,a971j313ztjvcgojpg6u390b9,E. Ponce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511619439,4,12,1,0,6,ah8dala7suqqkj04n2l8xz4zd,1,33,80.8,2023-02-24T20:00:15.904Z,2023-02-25T05:55:14Z,4052821691,213,2.8,4053474759,388,,4052821709,15,,4052821683,56,Back,4052821689,212,12.7,4052821687,141,87.2,4052821685,140,21.6,,,,4pizap25enja9rtz4g6x5bkd1,A. Guardado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511619485,6,1,1,0,8,4yg9ttzw0m51048doksv8uq5r,1,85,14.1,2023-02-24T20:00:18.701Z,2023-02-25T04:59:01Z,4052821953,140,91.2,4052821963,213,1.3,4052821957,141,52.8,4053234261,20,,4053474867,178,,4052821949,155,,4052821947,2,,4052821961,212,27.1,1i9mqbswolg91evnmsrf5katx,Tete Morente,4053234259,224,4052821951,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
