id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,qualifier/23/id,qualifier/23/qualifierId
2476404775,1,34,16,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-10-23T15:31:45.024Z,2022-10-23T16:42:59Z,3867346235,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3867346237,59,"13, 20, 16, 18, 22, 5, 21, 14, 9, 25, 12, 1, 2, 3, 4, 7, 8, 10, 11, 17, 19, 23, 26",3867346241,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3867346245,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3867486421,197,704,3867346239,130,6,3867346233,30,"eavhyxb9dfjh0jp5yzg8p8udx, ay89se5rytzay8md0yeadykq2, 3xxwjf3ymu1j9825xjuwuknah, cuqawmfekh86mgo758udxw7v9, 39dgr8s91agremy3nvp4q2221, 4o0ei8wawffrg2hvnbmcxipxx, c320492cbp1otejfp1i1oane1, 2udtmz4lvh4vil16mxvo0j4l, 27hwtukeqxh91ch1f3qr1it49, q5omphitvnrcnoda4jh9fdux, 2do89l8kf9yuelzq1b5mo549h, 4wbwcfbeokv5j4nuudbxgaw2d, 8ikm0hxyz2qaonz3qmynu0xqt, d7pzcnoztn30xoj5b2sr9slt6, 2nq5nzq35tfwc7po29dtwqp78, 6navc0x6p4yqy76zyo3zocwr9, 20ebw399jhbq0i5x2eacrrs6i, 2y9jp3hak8dnf8cavdqrx1cyd, 8tnz3pqkqdhbr08p96i9w8i96, bqmhsb2bsuuuijw2ci39l01k9, 9iwptrplnmwst5nfimyuqekq2, 9um7x9zd0e000zt57l3yearqh, bixz0as48s0jmvl2bdctr2tt6",3867346243,194,2udtmz4lvh4vil16mxvo0j4l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476408173,1,34,16,0,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2022-10-23T15:34:22.959Z,2022-10-23T16:44:31Z,3867364071,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3867364069,30,"amjegysk3et638l4od103c7o5, akjusy9dt1qd2fjhttviek6ol, d34tmogp5h4rwuo3pcxtwp0fe, d3pdr28q2n295ldry2lc1uklx, 7ms6l8qho3p4jm1soleldqvv9, 8ij122duxc65thlj8flk2xdjp, 1vupjbihmf0b4gzjskmrmptqt, f4gpe0pxov8sea9e0fs24h8q2, cuxm7t8cql3v06hqf18wvcul1, 5t2ngljfiapcn98qlnbifg53p, 96cbv23es0gucmd2v0qvk3iwa, 3o41frgi9jxrms6rvc6ml1plh, e5d9nvrs4l1kvcosvnrb2mor9, 2zcha0sd7axiu2s2c0bccz2s5, 8ktlzedieskw7pjsgatlac4q1, 9xbo6c8uq29ueuyinngjjiaj9, 946z96r5q70ryslp3hlhafnx1, 4l2rgx65vzgrrxorbc1edq8yd, eqw6fu3no9qxejk17tqgeey5m, bpf2fcb73l96fwspo72shmkiy, 94jrxsnf1ta2u65ommyge7bo5, 15no5m0njma23gf0ygu9agt05",3867364081,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3867364075,130,7,3867364077,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3867364079,194,7ms6l8qho3p4jm1soleldqvv9,3867364073,59,"1, 2, 20, 6, 4, 3, 15, 7, 9, 16, 12, 8, 10, 11, 13, 14, 17, 18, 19, 22, 23, 25",3867637423,197,16434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476467529,2,32,1,0,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2022-10-23T16:32:25.221Z,2022-10-23T16:32:28Z,3867667867,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476467523,2,32,1,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-10-23T16:32:25.221Z,2022-10-23T22:07:02Z,3867667849,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476467577,3,1,1,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,50,50,2022-10-23T16:32:25.241Z,2022-10-24T01:58:40Z,3867668119,141,40.7,3867668123,213,3.6,3867668115,56,Back,3867668117,140,39.1,3867668121,212,13.1,3869117019,178,,3867668125,279,S,,,,c320492cbp1otejfp1i1oane1,Y. Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476467595,4,1,1,0,2,7h7eg7q7dbwvzww78h9d5eh0h,0,40.4,40.6,2022-10-23T16:32:27.921Z,2022-10-24T01:58:45Z,3867668223,1,,3867668213,56,Center,3867668219,212,38.9,3867668211,155,,3869117145,178,,3867668215,140,70.1,3867668217,141,74.8,3867668221,213,0.6,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476467645,3,1,1,0,6,2l0ldgiwsgb8d6y3z0sfgjzyj,1,20.6,25.9,2022-10-23T16:32:31.438Z,2022-10-24T01:58:51Z,3867668481,212,6.4,3867668475,56,Back,3867668477,140,26.7,3869117239,388,,3867668473,3,,3867668479,141,25.5,3867668483,213,6.2,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476467665,5,1,1,0,7,2l0ldgiwsgb8d6y3z0sfgjzyj,1,28.7,25.9,2022-10-23T16:32:32.650Z,2022-10-24T01:58:59Z,3867668561,56,Back,3867668567,212,13.4,3867668565,141,35.8,3867668559,157,,3867668571,1,,3869117395,178,,3867668563,140,39.7,3867668569,213,0.5,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476467649,4,49,1,0,7,2l0ldgiwsgb8d6y3z0sfgjzyj,1,28.7,25.9,2022-10-23T16:32:32.661Z,2022-10-24T01:58:56Z,,,,,,,,,,,,,,,,,,,,,,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476467671,6,44,1,0,9,2l0ldgiwsgb8d6y3z0sfgjzyj,1,39.4,36,2022-10-23T16:32:35.018Z,2022-10-24T06:12:31Z,3867668603,56,Back,3867668605,285,,3867668639,233,5,,,,,,,,,,,,,,,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476467663,5,44,1,0,9,7h7eg7q7dbwvzww78h9d5eh0h,0,60.6,64,2022-10-23T16:32:35.019Z,2022-10-24T01:59:12Z,3867668669,233,6,3867668557,286,,3867668555,56,Center,,,,,,,,,,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476467749,7,1,1,0,9,2l0ldgiwsgb8d6y3z0sfgjzyj,1,40.7,35.1,2022-10-23T16:32:35.043Z,2022-10-24T06:12:32Z,3867669047,3,,3867669051,140,35.3,3867669057,213,2.2,3867669055,212,10.0,3869117747,388,,3867669049,56,Back,3867669053,141,47.2,,,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476467791,8,1,1,0,15,2l0ldgiwsgb8d6y3z0sfgjzyj,1,42.5,82.6,2022-10-23T16:32:40.327Z,2022-10-24T01:59:27Z,3867669267,141,95.6,3867669265,140,46.3,3867669269,212,9.7,3869117937,178,,3867669263,56,Back,3867669271,213,1.1,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476467805,9,1,1,0,18,2l0ldgiwsgb8d6y3z0sfgjzyj,1,46.3,94.1,2022-10-23T16:32:43.682Z,2022-10-24T01:59:42Z,3869118149,178,,3867669365,213,4.6,3867669357,56,Back,3867669361,141,86.2,3867669363,212,5.4,3867669359,140,45.8,,,,,,,d34tmogp5h4rwuo3pcxtwp0fe,Manu Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476467811,10,1,1,0,20,2l0ldgiwsgb8d6y3z0sfgjzyj,1,45.1,86,2022-10-23T16:32:45.242Z,2022-10-24T01:59:48Z,3867669403,140,56.6,3867669409,213,6.0,3869118281,178,,3867669401,56,Left,3867669407,212,12.8,3867669405,141,79.9,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476467839,11,1,1,0,20,2l0ldgiwsgb8d6y3z0sfgjzyj,1,56.9,82.6,2022-10-23T16:32:46.035Z,2022-10-24T02:00:10Z,3869118731,178,,3867669537,140,46.0,3867669535,56,Back,3867669541,212,15.0,3867669543,213,2.4,3867669539,141,96.9,,,,,,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476467895,12,1,1,0,22,2l0ldgiwsgb8d6y3z0sfgjzyj,1,46.1,95.9,2022-10-23T16:32:48.137Z,2022-10-24T02:00:16Z,3867669863,140,41.9,3867669869,213,3.9,3869118853,178,,3867669861,56,Back,3867669865,141,89.9,3867669867,212,6.0,,,,,,,d34tmogp5h4rwuo3pcxtwp0fe,Manu Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
