id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/13/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/17/value,qualifier/16/value
2448055967,1,34,16,0,0,c8llrezkm3b3op4afrou6b487,1,0,0,2022-08-19T16:48:22.535Z,2022-08-19T20:52:56Z,3716721463,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3716721471,194,6810qbng9pfg1bztczv11grmd,3716721465,59,"13, 2, 14, 12, 24, 4, 20, 10, 9, 27, 21, 7, 1, 5, 8, 26, 28, 30, 31, 32, 34",3716721467,130,4,3716840727,197,16591,3716721473,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3716721461,30,"6wfwy94p5bm0zv3aku0urfq39, 8rm2kkceowwtj3p0k6g7id0mi, 3nchjse4ej0qhilo395td7u1h, adi6l78sdvet408eho4fi4xk9, eyhvr45vc1n690dxobcthmndh, 6810qbng9pfg1bztczv11grmd, 8qvqdjw1d58mw7420lpmk7bah, 7xmaybxu4zd5k338bi3drkxcl, d67qj0sakwrfzbscleo4dbget, 4ypoy27moehhbiaf3o1bntht6, cspjsye2x9pmnvdxjmghwnyi2, e5qp6dh1prc55llew51zpy1gp, 5f8kjgsaabn2li5r7bvpebbsa, 2rqxh5mex336ci45jaw428y5l, 91te5xuankrla4g3s7as3htxx, 7h0b81yjiiu356rycsakgd0yc, 6gy8t82tqi12q2odz974xcbh0, 4ho3e7wi6z5tq8g87l8tjtwtm, e81bgheozbhng9yfmqss1jbl6, apq8vqgkq347yr6iqc1riqjca, 1wylybleussatoxg8u6reao2y",3716721469,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448056649,1,34,16,0,0,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2022-08-19T16:50:23.967Z,2022-08-19T17:57:27Z,3716725083,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3716725089,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3716725085,59,"1, 20, 3, 21, 19, 5, 7, 17, 34, 8, 18, 2, 4, 9, 10, 11, 14, 22, 23, 24, 28, 30",3716725081,30,"5dfvefxvwj8kixbajluw25mtx, bpfp895223p7w0px2ui3nb2l1, 39c5g6782qlrtw55fsre7exnt, 1ho7koiegfhsuevuum2meibu2, 533095rnz0k8mxqe6gzn0mfo5, bi8nrmyaxsgbhixw921fzvm5l, 3ca7tqrdasmeop6ud9zot0wdl, u04ao1ldrjjesgqq52o7ghqt, 1bdnkqbxm2u5ror7ipig5m73e, 676ehh6cwla4o9igey7qr1uqd, 8eh38t4oyyt728co362f6uqqd, 96kskr71ls9jtky9hn0iuk9d6, 5cfem3t7stlov2fqltu3faevp, 8oc3lpz3xttrnwxk1fnnv7owl, 1p5trokpmvi15fii87mrawkb9, a045sz2acqbfgyq9puwsu8sx6, d7mgn0oexyymir3upflm8gfyt, 9zgqiq6ksmits5apgsfk2yyfp, 8onruhr4es313aq52xsl7nxlh, c3rreq5bz6smx1ynf9zsune1h, e50ehbl0rdfs4ms26jtz1pic4, 176vudax6t7930w3zcaw0vj3e",3716725093,194,676ehh6cwla4o9igey7qr1uqd,3716725097,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3716840657,197,16463,3716725087,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448080137,2,32,1,0,0,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2022-08-19T18:00:32.982Z,2022-08-19T18:00:33Z,3716846461,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448080173,2,32,1,0,0,c8llrezkm3b3op4afrou6b487,1,0,0,2022-08-19T18:00:32.982Z,2022-08-20T02:09:35Z,3716846607,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448080177,3,1,1,0,0,3budh3j9xivsid3ptm8ptpy4k,1,49.9,50,2022-08-19T18:00:33.118Z,2022-08-20T03:43:18Z,3716846621,212,19.7,3717710429,178,,3716846615,56,Back,3716846617,140,31.5,3716846625,279,S,3716846623,213,3.0,3716846619,141,55.5,,,,u04ao1ldrjjesgqq52o7ghqt,Unai López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448080205,4,1,1,0,2,3budh3j9xivsid3ptm8ptpy4k,0,31.5,55.5,2022-08-19T18:00:35.555Z,2022-08-20T03:43:23Z,3716846763,213,0.6,3716846827,157,,3716846765,1,,3716846755,56,Left,3716846761,212,58.5,3716846757,140,78.9,3717710457,178,,3716846759,141,100.0,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448080355,3,5,1,0,5,c8llrezkm3b3op4afrou6b487,1,21.9,-0.8,2022-08-19T18:00:38.961Z,2022-08-20T03:43:29Z,3716847537,56,Back,3716847551,233,5,3716847539,347,,,,,,,,,,,,,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448080207,5,5,1,0,5,3budh3j9xivsid3ptm8ptpy4k,0,78.1,100.8,2022-08-19T18:00:38.961Z,2022-08-20T03:43:29Z,3716847567,233,3,3716846767,56,Left,3716846769,347,,,,,,,,,,,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448080389,4,1,1,0,21,c8llrezkm3b3op4afrou6b487,1,24.6,0,2022-08-19T18:00:54.743Z,2022-08-20T03:44:41Z,3716847733,56,Back,3716847741,213,0.3,3716847735,140,44.0,3716847737,141,6.8,3716847731,107,,3716847739,212,21.2,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448088333,73,44,1,0,23,c8llrezkm3b3op4afrou6b487,1,41.2,4.8,2022-08-19T18:00:56.073Z,2022-08-20T08:44:52Z,3716888839,233,71,3716888831,56,Back,3716888833,285,,,,,,,,,,,,,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
