id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId
2518477503,1,34,16,0,0,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2023-03-11T16:21:38.563Z,2023-03-11T17:25:54Z,4089062973,194,cs2yx3hiqjsb4i5ul2r5kmdat,4089062971,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4089062975,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4089062967,59,"13, 20, 17, 8, 15, 4, 7, 24, 10, 22, 23, 5, 9, 11, 18, 19, 21, 25, 26, 31, 37, 39",4089062965,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4089062961,30,"59ndqnsvggsoek170rdqyd1w5, cbym98g15egnbeda05mt3drrp, 40gxfsz7bgrkdudqewlpxzyzt, e3czx0nsuw10acnftbr8ud0bt, 3qrk8nw6nc8o96n7jr1az21ux, e8s9ssopq5nmp51zymvqp8jbp, 64h0x8sur55l07oaiuog4v2z9, 37b6tzaexinmfadvi4you5wmi, cs2yx3hiqjsb4i5ul2r5kmdat, at2bp41y9n3nd1phr2e3wrcnp, 1lym8zscp7l8icay2cya7cauh, ea5xlslcii56ycrlmyo6uiimt, 2aumz6rtq4ufba7z7zn5v8frp, 5ez2huoeh2g3ijpgr7m15lg5, 2ge9oa66xgsefhhpvuboua76x, e91yegwfliqhfy9yyk19otafo, adwkydlkclg8u72rxh51lvkyd, 5c46t1feyeb4vdqz1cifb4yd, 3sy16pz110zmyq073ao24l1ck, bmcz7nkdpxopn3g89dekqa8a2, c60m17adgxbewkrzizwtzd91w, 2gmmkbytqk7v5osz31i4oj0q2",4089510769,197,279,4089062969,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518481193,1,34,16,0,0,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2023-03-11T16:23:29.457Z,2023-03-11T17:25:21Z,4089509093,197,16463,4089082747,194,676ehh6cwla4o9igey7qr1uqd,4089082751,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4089082745,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4089082741,130,8,4089082735,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4089082733,30,"5dfvefxvwj8kixbajluw25mtx, bpfp895223p7w0px2ui3nb2l1, 39c5g6782qlrtw55fsre7exnt, b5rea5r4h8bclpenau2au142x, 533095rnz0k8mxqe6gzn0mfo5, bi8nrmyaxsgbhixw921fzvm5l, 3ca7tqrdasmeop6ud9zot0wdl, 1ho7koiegfhsuevuum2meibu2, diixuwl5rn7f8vjleqfqy4st1, 676ehh6cwla4o9igey7qr1uqd, 8eh38t4oyyt728co362f6uqqd, 96kskr71ls9jtky9hn0iuk9d6, 5cfem3t7stlov2fqltu3faevp, 8oc3lpz3xttrnwxk1fnnv7owl, 4yzk41dkluqfxb8o3dbq06zqi, 9xwog4v0ij8m1vs7doi52li39, d7mgn0oexyymir3upflm8gfyt, amt4voyjzhnvr55t08hzlw50q, lp63o37czdwete0smmu62k89, u04ao1ldrjjesgqq52o7ghqt, 9zgqiq6ksmits5apgsfk2yyfp, 8onruhr4es313aq52xsl7nxlh, 1bdnkqbxm2u5ror7ipig5m73e",4089082739,59,"1, 20, 3, 6, 19, 5, 7, 21, 25, 8, 18, 2, 4, 9, 12, 13, 14, 15, 16, 17, 22, 23, 34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518563121,2,32,1,0,0,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2023-03-11T17:30:27.127Z,2023-03-11T17:30:28Z,4089522475,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518563113,2,32,1,0,0,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2023-03-11T17:30:27.127Z,2023-03-12T05:12:13Z,4089522417,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518563131,3,1,1,0,0,6f27yvbqcngegwsg2ozxxdj4,1,50.1,50.1,2023-03-11T17:30:27.250Z,2023-03-12T05:22:51Z,4089522537,213,3.9,4089525961,189,,4089522539,279,S,4089522529,56,Back,4089522533,141,46.3,4089522531,140,47.5,4089522535,212,3.8,4091578457,178,,at2bp41y9n3nd1phr2e3wrcnp,H. Seferović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518563151,4,43,1,0,1,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2023-03-11T17:30:28.656Z,2023-03-11T18:11:26Z,4089525997,189,0,4089694219,144,1,4089522639,56,Back,4089522645,212,4.4,4089522647,213,1.5,4089522641,140,47.4,4089522643,141,52.7,,,,at2bp41y9n3nd1phr2e3wrcnp,H. Seferović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518563159,5,1,1,0,2,6f27yvbqcngegwsg2ozxxdj4,0,51.6,54.2,2023-03-11T17:30:30.120Z,2023-03-12T05:22:56Z,4089522703,140,61.4,4089522707,212,34.0,4089522701,56,Left,4089522705,141,100.0,4089522709,213,1.3,4089522711,1,,4091578579,178,,,,,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518563173,3,5,1,0,6,3budh3j9xivsid3ptm8ptpy4k,1,41.2,-1.6,2023-03-11T17:30:33.280Z,2023-03-12T05:22:58Z,4089522797,347,,4089522795,56,Back,4089522823,233,6,,,,,,,,,,,,,,,,diixuwl5rn7f8vjleqfqy4st1,Raúl de Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518563163,6,5,1,0,6,6f27yvbqcngegwsg2ozxxdj4,0,58.8,101.6,2023-03-11T17:30:33.280Z,2023-03-12T05:22:59Z,4089522843,233,3,4089522727,347,,4089522725,56,Left,,,,,,,,,,,,,,,,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518563283,4,1,1,0,11,3budh3j9xivsid3ptm8ptpy4k,1,45.8,0,2023-03-11T17:30:38.848Z,2023-03-12T05:23:03Z,4089523353,107,,4089523355,56,Back,4089523365,213,1.3,4089523361,141,17.0,4089523363,212,13.0,4089523357,140,49.0,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
