id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,assist,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/11/value,qualifier/14/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2473905595,11,7,1,1,32,ba5e91hjacvma2sjvixn00pjo,1,27,90.2,2022-10-18T17:01:44.970Z,2022-10-19T05:21:24Z,3854134163,233,18,3855185489,383,,3855315985,178,,3854134159,56,Back,3854134161,285,,,,,,,,,,,64ctdbd0w5ikj0fkcuu9jdbhm,Ilaix Moriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905597,12,49,1,1,33,ba5e91hjacvma2sjvixn00pjo,1,26.8,92,2022-10-18T17:01:45.943Z,2022-10-19T05:21:28Z,,,,,,,,,,,,,,,,,,,,,,,,,64ctdbd0w5ikj0fkcuu9jdbhm,Ilaix Moriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905615,13,1,1,1,34,ba5e91hjacvma2sjvixn00pjo,1,26.3,90,2022-10-18T17:01:46.642Z,2022-10-19T05:21:32Z,3854134273,212,13.5,3854134263,56,Back,3855316073,178,,3854134267,140,29.4,3854134269,141,70.8,3854134275,213,5.0,,,,,,,64ctdbd0w5ikj0fkcuu9jdbhm,Ilaix Moriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905637,14,1,1,1,36,ba5e91hjacvma2sjvixn00pjo,1,30.9,73.9,2022-10-18T17:01:48.737Z,2022-10-19T05:21:35Z,3854134391,141,79.7,3854134395,213,0.5,3854134393,212,8.4,3855316115,178,,3854134387,56,Back,3854134389,140,38.0,,,,,,,e7del0ovpcpntqdgh8idxok4p,Hugo Guillamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905659,15,1,1,1,40,ba5e91hjacvma2sjvixn00pjo,1,33.4,66,2022-10-18T17:01:52.175Z,2022-10-19T05:21:39Z,3854134505,155,,3854134517,1,,3854134513,212,34.7,3854134507,56,Back,3854134509,140,34.4,3854134511,141,15.0,3855316163,178,,3854134515,213,4.7,afyga3n1mliw0btcuixt6xolx,E. Cavani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905671,16,1,1,1,45,ba5e91hjacvma2sjvixn00pjo,1,39.2,17.3,2022-10-18T17:01:57.740Z,2022-10-19T05:21:43Z,3854134607,213,5.6,3854134599,56,Right,3855316213,178,,3854134603,141,2.8,3854134605,212,16.5,3854134601,140,51.8,,,,,,,8vmrboswsfyb5bfoq07s6susp,Thierry Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905683,17,1,1,1,49,ba5e91hjacvma2sjvixn00pjo,1,53.1,23.9,2022-10-18T17:02:01.970Z,2022-10-19T05:21:46Z,3855316247,178,,3854134675,212,22.4,3854134671,140,53.3,3854134677,213,1.6,3854134669,56,Center,3854134673,141,56.9,,,,,,,wlqj34ev5mucxtfx6j4tr9at,D. Foulquier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905685,18,1,1,1,55,ba5e91hjacvma2sjvixn00pjo,1,71.9,69.4,2022-10-18T17:02:07.233Z,2022-10-19T05:21:52Z,3854134685,141,88.4,3854134681,56,Left,3855316293,178,,3854134683,140,79.3,3854134689,213,1.0,3854134687,212,15.1,,,,,,,64ctdbd0w5ikj0fkcuu9jdbhm,Ilaix Moriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905689,19,1,1,1,57,ba5e91hjacvma2sjvixn00pjo,0,82.2,87.7,2022-10-18T17:02:09.176Z,2022-10-19T05:21:54Z,3855185605,224,,3855316325,178,,3854134707,155,,3854134709,56,Center,3854134711,140,86.8,3854134715,212,25.7,3854134705,2,,3854134717,213,4.9,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,3854134713,141,50.6,3855185607,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905693,19,44,1,1,58,10eyb18v5puw4ez03ocaug09m,1,12.6,49.3,2022-10-18T17:02:10.250Z,2022-10-19T07:33:09Z,3854134727,285,,3854134745,233,20,3854134725,56,Back,,,,,,,,,,,,,,,,2lwjtphx3bkjty9sds520l1ey,T. Nianzou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905691,20,44,1,1,58,ba5e91hjacvma2sjvixn00pjo,0,87.4,50.7,2022-10-18T17:02:10.251Z,2022-10-19T05:21:58Z,3854134751,233,19,3854134723,286,,3854134721,56,Center,,,,,,,,,,,,,,,,wlqj34ev5mucxtfx6j4tr9at,D. Foulquier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905699,20,12,1,1,58,10eyb18v5puw4ez03ocaug09m,1,11.2,49.3,2022-10-18T17:02:10.416Z,2022-10-19T07:33:09Z,3854134759,212,28.8,3854134757,141,25.5,3854134761,213,5.7,3854134753,56,Back,3854134763,15,,3854134755,140,33.9,3855316417,178,,,,,2lwjtphx3bkjty9sds520l1ey,T. Nianzou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905703,21,49,1,2,0,10eyb18v5puw4ez03ocaug09m,1,23.8,19.2,2022-10-18T17:02:12.816Z,2022-10-19T05:22:13Z,,,,,,,,,,,,,,,,,,,,,,,,,1y74tse0vpdxanxf152cc8jjd,G. Montiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474123879,871,83,1,2,1,ba5e91hjacvma2sjvixn00pjo,1,76.6,80.4,2022-10-18T17:02:14.012Z,2022-10-19T05:56:34Z,3855341815,399,218430,,,,,,,,,,,,,,,,,,,,,,64ctdbd0w5ikj0fkcuu9jdbhm,Ilaix Moriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905707,22,1,1,2,1,10eyb18v5puw4ez03ocaug09m,0,23.8,19.2,2022-10-18T17:02:14.024Z,2022-10-19T05:22:19Z,3854134801,213,1.0,3854134795,140,29.8,3855316587,389,,3854134793,56,Back,3854134797,141,33.4,3854134799,212,11.5,,,,,,,1y74tse0vpdxanxf152cc8jjd,G. Montiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905711,21,1,1,2,3,ba5e91hjacvma2sjvixn00pjo,0,67.3,65.5,2022-10-18T17:02:15.407Z,2022-10-19T05:22:21Z,3855316607,178,,3854134825,213,0.8,3854134821,141,73.2,3854134819,140,72.1,3854134817,56,Center,3854134823,212,7.3,,,,,,,e7del0ovpcpntqdgh8idxok4p,Hugo Guillamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905715,23,1,1,2,3,10eyb18v5puw4ez03ocaug09m,0,25.8,25.2,2022-10-18T17:02:15.857Z,2022-10-19T05:22:24Z,3854134831,56,Back,3854134835,141,32.2,3854134833,140,31.6,3854134829,3,,3855316637,178,,3854134837,212,7.7,3854134839,213,0.7,,,,1y74tse0vpdxanxf152cc8jjd,G. Montiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473924739,370,8,1,2,4,ba5e91hjacvma2sjvixn00pjo,1,69.1,68.5,2022-10-18T17:02:16.351Z,2022-10-19T05:22:36Z,3855185709,384,,3855316753,178,,3854241057,15,,3854240693,56,Center,,,,,,,,,,,,,e7del0ovpcpntqdgh8idxok4p,Hugo Guillamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905721,22,49,1,2,6,ba5e91hjacvma2sjvixn00pjo,1,55.5,69.6,2022-10-18T17:02:18.396Z,2022-10-19T05:22:38Z,,,,,,,,,,,,,,,,,,,,,,,,,5uig03vbbv71f0q31cp3vfbv9,E. Cömert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905723,23,1,1,2,6,ba5e91hjacvma2sjvixn00pjo,1,55.5,69.6,2022-10-18T17:02:18.488Z,2022-10-19T05:22:41Z,3854134873,212,22.5,3855316809,178,,3854134867,56,Left,3854134869,140,67.3,3854134871,141,97.2,3854134875,213,1.0,,,,,,,5uig03vbbv71f0q31cp3vfbv9,E. Cömert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905727,24,1,1,2,7,ba5e91hjacvma2sjvixn00pjo,0,67.6,97.8,2022-10-18T17:02:19.972Z,2022-10-19T05:22:54Z,3854134897,141,94.4,3854134899,212,4.4,3854134887,56,Left,3855316861,178,,3854134893,140,71.2,3854134901,213,5.7,,,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905729,24,61,1,2,8,10eyb18v5puw4ez03ocaug09m,0,28.4,4.1,2022-10-18T17:02:20.673Z,2022-10-19T05:23:00Z,3855316995,178,,3854134905,56,Back,,,,,,,,,,,,,,,,,,,1y74tse0vpdxanxf152cc8jjd,G. Montiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474123913,872,67,1,2,9,ba5e91hjacvma2sjvixn00pjo,1,73.8,85.3,2022-10-18T17:02:21.717Z,2022-10-19T07:33:10Z,3855342045,233,1314,,,,,,,,,,,,,,,,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474123911,1314,67,1,2,9,10eyb18v5puw4ez03ocaug09m,0,26.2,14.7,2022-10-18T17:02:21.718Z,2022-10-19T05:56:57Z,3855342055,233,872,,,,,,,,,,,,,,,,,,,,,,1y74tse0vpdxanxf152cc8jjd,G. Montiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905753,25,1,1,2,11,ba5e91hjacvma2sjvixn00pjo,1,72,82.1,2022-10-18T17:02:23.669Z,2022-10-19T05:23:21Z,3855317199,178,,3854135045,213,4.5,3854135041,141,56.4,3854135039,140,68.5,3854135037,56,Center,3854135043,212,17.9,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905769,26,1,1,2,12,ba5e91hjacvma2sjvixn00pjo,0,68.8,56.3,2022-10-18T17:02:24.594Z,2022-10-19T05:23:25Z,3854135133,212,43.7,3854135129,140,100.0,3854135127,56,Left,3855317229,178,,3854135137,1,,3854135131,141,97.5,3854135135,213,0.7,3854135125,155,,wlqj34ev5mucxtfx6j4tr9at,D. Foulquier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
