id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,assist,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/11/value,qualifier/14/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2473876073,1,34,16,0,0,10eyb18v5puw4ez03ocaug09m,1,0,0,2022-10-18T15:48:00.443Z,2022-10-18T17:15:20Z,3853969793,30,"c9cp6fxbxyc2a3kfotkompxx, 1y74tse0vpdxanxf152cc8jjd, asweknp9d99safr6p9va75h3p, djal5dsafpnhip4lu0ait94np, 2lwjtphx3bkjty9sds520l1ey, 6jq376l673aizjxxhhos2j52i, 8tlfkcnlf3dq1katqazub1i39, 6vvwhgic29fekmmj2cg62ytp1, 4sojot9t32l4a6fm3e39xkcfd, 45s1v9805id09m5zkcylueod1, 8n4f10q0l2wjhhfdkpp8kfzdh, bahph7009sc73jl6s2bramn6d, bpprd2haoafk6y0rjans4iytx, 5c4ku1hmhy6l9dq8a5jp1qf9x, 8ycvfctf7c3yljnbtltsogkph, depu0zp8jqcyv0jzf5r9yums5, 7atmb373dynu9s9gnl613ox5h, 4bbqmasyopxoymo4umcxd4e09, 2mg2n8e1d83gbeykfwzz0fumt, 7exng93jyar5is4fa64r9bhzp, 4gqnyyx3i92fayq6cxvekqwut, 9nwkxgbl8t933pzu60ye4xxxw, 944mc5icxdleh4kvaamvpa9zo",3853969803,194,6vvwhgic29fekmmj2cg62ytp1,3853969807,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3853969799,130,11,3853969797,59,"13, 2, 3, 19, 14, 30, 24, 6, 12, 22, 21, 1, 5, 7, 8, 10, 11, 15, 16, 17, 18, 29, 31",3853969805,197,260,3853969801,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3853969795,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473876837,1,34,16,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2022-10-18T15:51:17.246Z,2022-10-18T17:21:21Z,3853974137,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3853974139,194,5b1q9bpe23j98eoy4fwi7ld5h,3853974143,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3853974129,30,"20o2dr1mdk18xhxmkujzgak89, wlqj34ev5mucxtfx6j4tr9at, 5b1q9bpe23j98eoy4fwi7ld5h, 5uig03vbbv71f0q31cp3vfbv9, eucssbf7wamb41y1gixfodivp, 8vmrboswsfyb5bfoq07s6susp, b2e12l3s3dxgyr8d2rk5qb9ey, e7del0ovpcpntqdgh8idxok4p, afyga3n1mliw0btcuixt6xolx, 64ctdbd0w5ikj0fkcuu9jdbhm, 7yngrviue4iji7w0f9ql07j6x, 23zkmpw4902qf9xvd8z5wptcl, f1e3gi3dx3er2vz7loriw6e39, 96w1jlcwuci7kqqfskfsp6191, 5qgc6zjc38a5xjl35gs7h3vu1, bqrz2xmu25taby17bl7cycjqh, csqsdjsa4leo6z86qphjuectm, 1bnn3tokzwvl4vvw34yxsq9gq, 9dc4qkvh0vk5kwymibji00kp, 7yieh5r0uzk6d6x9o060c2bfu, d6kzekcwqw0q8fq6wt6rmyusq, eiz5j566h4fq4wro1t9lfuw2x, 66fshzi5f86wt1lwa4kdhiooa",3853974133,59,"25, 20, 14, 24, 12, 2, 4, 6, 7, 8, 16, 1, 3, 5, 9, 13, 15, 17, 18, 19, 21, 22, 29",3853974141,197,16848,3853974135,130,11,3853974131,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905205,2,32,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2022-10-18T17:00:12.054Z,2022-10-18T17:00:11Z,3854131893,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905217,2,32,1,0,0,10eyb18v5puw4ez03ocaug09m,1,0,0,2022-10-18T17:00:12.054Z,2022-10-19T01:49:57Z,3854131949,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905215,3,1,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,50,50,2022-10-18T17:00:12.074Z,2022-10-19T05:19:53Z,3855315111,178,,3854131935,56,Back,3854131941,212,23.1,3854131943,213,2.8,3854131945,279,S,3854131939,141,60.0,3854131937,140,29.0,,,,afyga3n1mliw0btcuixt6xolx,E. Cavani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905227,4,1,1,0,2,ba5e91hjacvma2sjvixn00pjo,1,29.9,55.4,2022-10-18T17:00:14.989Z,2022-10-19T05:19:55Z,3854132003,56,Right,3854132009,212,48.3,3854132007,141,17.3,3854132011,213,5.7,3854132005,140,68.7,3854132001,155,,3854132013,1,,3855315127,178,,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905229,5,44,1,0,6,ba5e91hjacvma2sjvixn00pjo,1,70.3,15.6,2022-10-18T17:00:18.078Z,2022-10-19T07:33:08Z,3854132019,286,,3854132017,56,Right,3854132039,233,3,,,,,,,,,,,,,,,,wlqj34ev5mucxtfx6j4tr9at,D. Foulquier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905233,3,44,1,0,6,10eyb18v5puw4ez03ocaug09m,0,29.7,84.4,2022-10-18T17:00:18.079Z,2022-10-19T05:19:59Z,3854132043,233,5,3854132037,285,,3854132035,56,Back,,,,,,,,,,,,,,,,asweknp9d99safr6p9va75h3p,Alex Telles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905235,6,1,1,0,6,ba5e91hjacvma2sjvixn00pjo,0,68.7,17.3,2022-10-18T17:00:18.226Z,2022-10-19T07:33:09Z,3854132059,213,0.3,3855315199,388,,3854132049,168,,3854132055,141,24.7,3854132057,212,19.1,3854132053,140,86.2,3854132047,3,,3854132051,56,Center,wlqj34ev5mucxtfx6j4tr9at,D. Foulquier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905257,4,12,1,0,7,10eyb18v5puw4ez03ocaug09m,1,10.5,74.8,2022-10-18T17:00:19.975Z,2022-10-19T05:20:05Z,3854132167,56,Back,3854132169,140,22.4,3854132173,212,12.5,3855315231,178,,3854132171,141,75.1,3854132175,213,0.0,,,,,,,djal5dsafpnhip4lu0ait94np,M. Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905243,7,61,1,0,8,ba5e91hjacvma2sjvixn00pjo,0,71,27.7,2022-10-18T17:00:20.496Z,2022-10-19T05:20:11Z,3854132091,56,Center,3855315285,178,,,,,,,,,,,,,,,,,,,,wlqj34ev5mucxtfx6j4tr9at,D. Foulquier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905281,5,1,1,0,9,10eyb18v5puw4ez03ocaug09m,1,22.8,81.2,2022-10-18T17:00:21.502Z,2022-10-19T05:20:14Z,3854132271,56,Back,3854132281,1,,3854132275,141,70.9,3855315319,178,,3854132273,140,39.8,3854132269,157,,3854132279,213,5.9,3854132277,212,19.2,asweknp9d99safr6p9va75h3p,Alex Telles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905285,6,4,1,0,12,10eyb18v5puw4ez03ocaug09m,1,40.8,65.8,2022-10-18T17:00:24.639Z,2022-10-19T05:20:19Z,3854135623,286,,3854135637,233,8,3854132355,294,,3854132357,152,,3854132353,13,,3854132289,56,Back,,,,,,,4sojot9t32l4a6fm3e39xkcfd,Rafa Mir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905275,8,4,1,0,12,ba5e91hjacvma2sjvixn00pjo,0,59.2,34.2,2022-10-18T17:00:24.640Z,2022-10-19T05:20:18Z,3854132417,294,,3854132419,152,,3854135641,233,6,3855315375,178,,3854132415,13,,3854132421,285,,3854132243,56,Center,,,,5uig03vbbv71f0q31cp3vfbv9,E. Cömert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905369,7,1,1,0,38,10eyb18v5puw4ez03ocaug09m,1,41,59.7,2022-10-18T17:00:50.073Z,2022-10-19T05:20:20Z,3854135669,5,,3854132855,140,27.8,3854135671,152,,3855315385,178,,3854132859,212,29.9,3854132857,141,20.7,3854132853,56,Back,3854132865,189,,8n4f10q0l2wjhhfdkpp8kfzdh,Óliver Torres,3854132861,213,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905387,8,1,1,0,38,10eyb18v5puw4ez03ocaug09m,1,27.8,20.7,2022-10-18T17:00:50.158Z,2022-10-19T05:20:24Z,3854132975,141,47.6,3854132971,56,Back,3855315417,178,,3854132973,140,15.8,3854132977,212,22.2,3854132979,213,2.2,,,,,,,6jq376l673aizjxxhhos2j52i,José Ángel Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905399,9,1,1,0,44,10eyb18v5puw4ez03ocaug09m,0,15.8,48.7,2022-10-18T17:00:56.148Z,2022-10-19T05:20:27Z,3854133027,155,,3854133029,56,Back,3854133039,213,0.8,3854133037,212,30.2,3855315453,178,,3854133035,141,80.8,3854133031,140,35.7,,,,c9cp6fxbxyc2a3kfotkompxx,Y. Bounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905401,9,61,1,0,46,ba5e91hjacvma2sjvixn00pjo,0,61.5,15.9,2022-10-18T17:00:58.158Z,2022-10-19T05:20:32Z,3854133055,56,Right,3855315485,178,,,,,,,,,,,,,,,,,,,,wlqj34ev5mucxtfx6j4tr9at,D. Foulquier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905403,10,1,1,0,48,10eyb18v5puw4ez03ocaug09m,0,35.6,83,2022-10-18T17:01:00.226Z,2022-10-19T05:20:39Z,3854133063,212,2.3,3855315549,178,,3854133059,140,36.2,3854133057,56,Back,3854133061,141,79.7,3854133065,213,5.0,,,,,,,asweknp9d99safr6p9va75h3p,Alex Telles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905413,11,4,1,0,48,10eyb18v5puw4ez03ocaug09m,1,37.8,83,2022-10-18T17:01:00.253Z,2022-10-19T05:20:53Z,3854133141,10,,3854133145,152,,3854133143,56,Back,3854133149,286,,3854133173,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905417,10,4,1,0,48,ba5e91hjacvma2sjvixn00pjo,0,62.2,17,2022-10-18T17:01:00.254Z,2022-10-19T05:20:53Z,3854133167,285,,3854133177,233,11,3855315675,178,,3854133163,56,Right,3854133165,152,,3854133161,10,,,,,,,,wlqj34ev5mucxtfx6j4tr9at,D. Foulquier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905487,12,1,1,1,9,10eyb18v5puw4ez03ocaug09m,1,33.4,84.1,2022-10-18T17:01:21.613Z,2022-10-19T05:20:58Z,3854133643,141,51.6,3855315717,178,,3854133637,152,,3854133647,213,4.3,3854133651,189,,3854133641,140,24.0,3854133639,56,Back,3854133645,212,24.2,djal5dsafpnhip4lu0ait94np,M. Acuña,3854133635,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905501,13,1,1,1,15,10eyb18v5puw4ez03ocaug09m,1,24,51.8,2022-10-18T17:01:27.418Z,2022-10-19T05:21:00Z,3854133703,141,34.5,3854133707,212,12.0,3854133709,213,4.9,3855315739,178,,3854133699,56,Back,3854133701,140,26.1,,,,,,,c9cp6fxbxyc2a3kfotkompxx,Y. Bounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905511,14,1,1,1,18,10eyb18v5puw4ez03ocaug09m,1,27,31.2,2022-10-18T17:01:30.543Z,2022-10-19T05:21:05Z,3854133751,56,Back,3855315789,178,,3854133755,141,49.4,3854133753,140,18.4,3854133757,212,15.3,3854133759,213,2.2,,,,,,,6jq376l673aizjxxhhos2j52i,José Ángel Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905513,15,1,1,1,21,10eyb18v5puw4ez03ocaug09m,1,21.9,61.4,2022-10-18T17:01:33.282Z,2022-10-19T05:21:09Z,3854133769,140,58.3,3854135143,1,,3854133767,56,Left,3854133773,212,42.8,3854133765,155,,3854133771,141,89.7,3855315829,178,,3854133775,213,0.5,c9cp6fxbxyc2a3kfotkompxx,Y. Bounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905575,16,1,1,1,23,10eyb18v5puw4ez03ocaug09m,1,58.3,89.7,2022-10-18T17:01:35.434Z,2022-10-19T05:21:13Z,3854134027,3,,3854134029,56,Center,3854134033,141,29.2,3854134039,1,,3854134037,213,4.6,3854134035,212,41.4,3855315869,388,,3854134031,140,54.2,asweknp9d99safr6p9va75h3p,Alex Telles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905581,17,1,1,1,29,10eyb18v5puw4ez03ocaug09m,1,64,14.6,2022-10-18T17:01:41.606Z,2022-10-19T05:21:16Z,3855315895,178,,3854134083,141,9.5,3854134087,212,12.1,3854134089,213,6.0,3854134079,140,75.0,3854134075,56,Right,,,,,,,8tlfkcnlf3dq1katqazub1i39,P. Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473905589,18,3,1,1,32,10eyb18v5puw4ez03ocaug09m,0,73,9.8,2022-10-18T17:01:44.645Z,2022-10-19T05:21:20Z,3855185487,464,,3854134131,286,,3854134169,233,11,3855315943,178,,3854134129,56,Right,,,,,,,,,,1y74tse0vpdxanxf152cc8jjd,G. Montiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
