id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/13/value,qualifier/16/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2508774989,5,44,1,0,8,cobffe32r7g4skka9m19qib63,0,38,40,2023-02-17T20:02:17.525Z,2023-02-18T05:07:21Z,4037822607,233,6,4037822573,285,,4037822571,56,Back,,,,,,,,,,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774999,7,1,1,0,8,7h7eg7q7dbwvzww78h9d5eh0h,1,61.7,60.8,2023-02-17T20:02:17.597Z,2023-02-18T06:08:51Z,4038528753,388,,4037822631,56,Center,4037822635,141,61.7,4037822629,3,,4037822633,140,68.0,4037822639,213,0.1,4037822637,212,6.6,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775209,12,1,1,0,9,7h7eg7q7dbwvzww78h9d5eh0h,0,67.7,59.9,2023-02-17T20:02:18.611Z,2023-02-18T05:07:30Z,4037823705,141,59.7,4038528913,178,,4037823701,56,Center,4037823699,168,,4037823707,212,3.6,4037823709,213,6.2,4037823703,140,71.1,4037823697,3,,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775001,7,61,1,0,9,cobffe32r7g4skka9m19qib63,1,27.6,53.9,2023-02-17T20:02:18.625Z,2023-02-18T05:07:39Z,4038529221,15,,4038529223,178,,4037822641,56,Back,,,,,,,,,,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775053,8,1,1,0,10,cobffe32r7g4skka9m19qib63,0,30.3,69.4,2023-02-17T20:02:19.348Z,2023-02-18T05:07:47Z,4037822959,213,5.7,4037822953,140,37.1,4038529421,178,,4037822957,212,8.3,4037822961,1,,4037822951,56,Back,4037822949,157,,4037822955,141,63.1,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774997,6,43,1,0,10,cobffe32r7g4skka9m19qib63,1,0,0,2023-02-17T20:02:19.355Z,2023-02-17T20:05:44Z,4037822885,233,8,4037835579,144,44,4037822625,56,Back,4037822627,285,0,,,,,,,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508778069,54,44,1,0,12,cobffe32r7g4skka9m19qib63,1,35.5,56.8,2023-02-17T20:02:21.885Z,2023-02-18T06:08:51Z,4037842567,233,8,4037838205,285,,4037838203,56,Back,,,,,,,,,,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775029,8,44,1,0,12,7h7eg7q7dbwvzww78h9d5eh0h,0,64.5,43.2,2023-02-17T20:02:21.886Z,2023-02-18T05:07:53Z,4037822851,56,Center,4037822853,286,,4037842601,233,54,,,,,,,,,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508778105,55,1,1,0,12,cobffe32r7g4skka9m19qib63,0,36,53.7,2023-02-17T20:02:21.952Z,2023-02-18T06:08:52Z,4037838385,212,1.8,4037838381,140,37.5,4037838383,141,54.9,4037838379,56,Back,4037838387,213,0.5,4037838377,3,,4038529701,388,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775047,9,61,1,0,12,7h7eg7q7dbwvzww78h9d5eh0h,1,57.6,36.3,2023-02-17T20:02:21.964Z,2023-02-18T05:08:02Z,4037822929,56,Center,4038529863,15,,4038529865,388,,,,,,,,,,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775901,17,1,1,0,14,7h7eg7q7dbwvzww78h9d5eh0h,0,57.7,37.9,2023-02-17T20:02:23.634Z,2023-02-18T05:08:06Z,4037827135,212,16.6,4038529997,388,,4037827131,140,64.0,4037827133,141,15.5,4037827137,213,5.1,4037827129,56,Right,4037827127,3,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775057,9,43,1,0,14,cobffe32r7g4skka9m19qib63,1,0,0,2023-02-17T20:02:24.124Z,2023-02-17T20:02:57Z,4037824555,144,44,4037822969,285,0,4037822967,56,Back,,,,,,,,,,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775095,10,1,1,0,16,cobffe32r7g4skka9m19qib63,0,29.2,93.8,2023-02-17T20:02:26.118Z,2023-02-18T05:08:09Z,4037823145,56,Left,4037823153,213,0,4037823149,141,93.8,4037823143,157,,4037823155,1,,4037823147,140,67.9,4038530089,178,,4037823151,212,40.6,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775119,10,12,1,0,20,7h7eg7q7dbwvzww78h9d5eh0h,1,38.4,4,2023-02-17T20:02:29.694Z,2023-02-18T05:08:15Z,4038530273,388,,4037823235,140,37.2,4037823275,167,,4038260697,15,,4037823241,213,4.4,4037823233,56,Back,4037823239,212,3.8,4037823237,141,0.0,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775207,11,5,1,0,21,cobffe32r7g4skka9m19qib63,1,65,101.4,2023-02-17T20:02:30.767Z,2023-02-18T05:08:19Z,4037823679,347,,4037823693,233,11,4037823677,56,Left,,,,,,,,,,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775123,11,5,1,0,21,7h7eg7q7dbwvzww78h9d5eh0h,0,35,-1.4,2023-02-17T20:02:30.767Z,2023-02-18T05:08:19Z,4037823259,347,,4037823257,56,Back,4037823729,233,11,,,,,,,,,,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775243,12,1,1,0,28,cobffe32r7g4skka9m19qib63,1,61.3,100,2023-02-17T20:02:37.276Z,2023-02-18T05:08:28Z,4037823885,212,24.2,4037823881,140,40.5,4037823879,56,Back,4037823883,141,86.6,4037823889,1,,4037823877,107,,4037823887,213,3.6,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775261,13,1,1,0,32,cobffe32r7g4skka9m19qib63,1,36.9,78.5,2023-02-17T20:02:41.952Z,2023-02-18T05:08:32Z,4037823985,56,Back,4037823995,213,4.5,4037823991,212,30.2,4037823987,140,31.6,4037823989,141,34.8,4038530715,178,,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775289,14,1,1,0,35,cobffe32r7g4skka9m19qib63,1,31.4,32.1,2023-02-17T20:02:44.772Z,2023-02-18T05:08:34Z,4038530817,178,,4037824111,141,13.1,4037824115,213,4.9,4037824109,140,33.9,4037824113,212,13.2,4037824107,56,Back,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775321,15,1,1,0,37,cobffe32r7g4skka9m19qib63,0,35,12.8,2023-02-17T20:02:46.762Z,2023-02-18T05:08:38Z,4037824259,56,Center,4037824267,213,0.3,4037824257,155,,4037824263,141,33.0,4037824269,1,,4037824261,140,85.8,4038530935,178,,4037824265,212,55.1,9bbu1yne0l9j862yodiuldw4p,H. Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775331,13,49,1,0,41,7h7eg7q7dbwvzww78h9d5eh0h,1,15.7,70.2,2023-02-17T20:02:50.832Z,2023-02-18T05:08:44Z,,,,,,,,,,,,,,,,,,,,,,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775357,14,1,1,0,41,7h7eg7q7dbwvzww78h9d5eh0h,0,15.6,70.2,2023-02-17T20:02:50.853Z,2023-02-18T05:08:47Z,4037824391,157,,4037824403,1,,4037824395,140,44.7,4038531155,178,,4037824401,213,0.6,4037824393,56,Back,4037824399,212,37.0,4037824397,141,100.0,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775363,15,5,1,0,44,7h7eg7q7dbwvzww78h9d5eh0h,0,46.2,101,2023-02-17T20:02:54.012Z,2023-02-18T05:08:51Z,4037824701,233,16,4037824421,347,,4037824419,56,Back,,,,,,,,,,,,,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775413,16,5,1,0,44,cobffe32r7g4skka9m19qib63,1,53.8,-1,2023-02-17T20:02:54.012Z,2023-02-18T05:08:50Z,4037824665,347,,4037824663,56,Right,4037824697,233,15,,,,,,,,,,,,,,,,9bbu1yne0l9j862yodiuldw4p,H. Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775457,17,1,1,0,53,cobffe32r7g4skka9m19qib63,1,50.6,0,2023-02-17T20:03:03.068Z,2023-02-18T05:08:57Z,4037824931,213,1.3,4037824925,140,53.8,4037824921,56,Right,4037824929,212,10.7,4037824927,141,13.4,4037824919,107,,,,,,,,9bbu1yne0l9j862yodiuldw4p,H. Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775473,18,1,1,0,56,cobffe32r7g4skka9m19qib63,1,53.8,13.4,2023-02-17T20:03:05.621Z,2023-02-18T05:09:03Z,4037825021,213,3.4,4037825015,141,6.8,4037825011,140,39.6,4037893129,156,,4038531721,178,,4037825017,212,15.6,4037825007,56,Back,,,,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775535,19,1,1,0,57,cobffe32r7g4skka9m19qib63,1,39.6,6.8,2023-02-17T20:03:06.687Z,2023-02-18T05:09:06Z,4037825273,56,Back,4037825279,212,35.9,4037825283,1,,4037825275,140,29.1,4037825277,141,57.0,4038531797,178,,4037825281,213,1.9,4037825271,155,,9bbu1yne0l9j862yodiuldw4p,H. Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775561,20,1,1,1,2,cobffe32r7g4skka9m19qib63,1,33.6,73.2,2023-02-17T20:03:11.328Z,2023-02-18T05:09:10Z,4037825425,56,Back,4037825431,212,15.1,4037825433,213,1.3,4037825429,141,94.7,4037825427,140,37.2,4038531899,178,,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775617,21,1,1,1,4,cobffe32r7g4skka9m19qib63,1,37.7,93,2023-02-17T20:03:14.069Z,2023-02-18T05:09:14Z,4037825709,213,6.1,4038532025,178,,4037825703,140,60.0,4037825707,212,23.7,4037825701,56,Left,4037825705,141,88.1,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775625,22,4,1,1,7,cobffe32r7g4skka9m19qib63,1,62.9,93,2023-02-17T20:03:16.531Z,2023-02-18T05:09:18Z,4037825753,286,,4037826069,233,16,4037825745,13,,4037825751,265,,4037825747,56,Left,4037825749,152,,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775681,16,4,1,1,7,7h7eg7q7dbwvzww78h9d5eh0h,0,37.1,7,2023-02-17T20:03:16.532Z,2023-02-18T05:09:18Z,4038532179,178,,4037826023,13,,4037826029,265,,4037826031,285,,4037826025,56,Back,4037826027,152,,4037826073,233,22,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775765,24,1,1,1,19,cobffe32r7g4skka9m19qib63,1,59.3,82.7,2023-02-17T20:03:28.774Z,2023-02-18T05:09:27Z,4037826433,212,24.7,4037826427,56,Back,4037968439,152,,4037826435,213,3.8,4037826429,140,40.5,4038532387,178,,4037968437,5,,4037826485,189,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,4037826431,141,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775751,23,43,1,1,21,cobffe32r7g4skka9m19qib63,1,0,0,2023-02-17T20:03:30.750Z,2023-02-17T20:36:25Z,4037826351,140,59.3,4037826347,56,Left,4037968547,144,1,4037826343,5,0,4037826355,212,5.6,4037826375,189,0,4037826345,152,0,4037826353,141,82.7,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,4037826357,213,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775793,25,1,1,1,21,cobffe32r7g4skka9m19qib63,1,45.4,66.2,2023-02-17T20:03:31.060Z,2023-02-18T05:09:32Z,4037826563,213,4.5,4037826557,140,41.0,4038532561,178,,4037826559,141,29.7,4037826561,212,25.2,4037826555,56,Back,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775809,26,1,1,1,24,cobffe32r7g4skka9m19qib63,1,36.6,29.5,2023-02-17T20:03:33.587Z,2023-02-18T05:09:35Z,4037826613,212,11.6,4037826609,140,40.8,4037826607,56,Back,4038532651,178,,4037826615,213,5.1,4037826611,141,13.8,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775865,27,1,1,1,27,cobffe32r7g4skka9m19qib63,1,40.7,13.4,2023-02-17T20:03:36.184Z,2023-02-18T05:09:39Z,4037826881,140,27.5,4038532767,178,,4037826885,212,18.4,4037826887,213,2.4,4037826883,141,31.2,4037826879,56,Back,,,,,,,9bbu1yne0l9j862yodiuldw4p,H. Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775931,28,1,1,1,30,cobffe32r7g4skka9m19qib63,1,25.1,37.6,2023-02-17T20:03:39.391Z,2023-02-18T05:09:41Z,4038532851,178,,4037827311,140,8.1,4037827315,212,19.6,4037827309,56,Back,4037827313,141,49.4,4037827317,213,2.7,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775967,29,1,1,1,37,cobffe32r7g4skka9m19qib63,0,12.6,44,2023-02-17T20:03:46.336Z,2023-02-18T05:09:46Z,4037827525,212,49.5,4038532979,178,,4037827521,141,32.7,4037827515,56,Center,4037827529,213,6.1,4037827513,155,,4037827533,1,,4037827517,140,59.2,c3secspt4xvu1q4g6aonn7zyt,Fernando Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508857731,863,61,1,1,40,7h7eg7q7dbwvzww78h9d5eh0h,1,39,67.7,2023-02-17T20:03:49.411Z,2023-02-18T05:09:59Z,4038533341,178,,4038261469,56,Back,4038533339,21,,,,,,,,,,,,,,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775973,30,43,1,1,41,cobffe32r7g4skka9m19qib63,1,0,0,2023-02-17T20:03:50.286Z,2023-02-17T23:10:33Z,4037827547,56,Center,4038261437,144,61,,,,,,,,,,,,,,,,,,,d1d3v27d4r6vme6n2w5umaacp,L. Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508776011,18,49,1,1,41,7h7eg7q7dbwvzww78h9d5eh0h,1,46.7,96.8,2023-02-17T20:03:50.856Z,2023-02-18T05:10:03Z,,,,,,,,,,,,,,,,,,,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508817345,447,1,1,1,41,7h7eg7q7dbwvzww78h9d5eh0h,1,44.2,83.6,2023-02-17T20:03:50.876Z,2023-02-18T05:10:09Z,4038049305,141,86.5,4038533609,178,,4038049301,56,Back,4038049307,212,9.7,4038049309,213,2.9,4038049303,140,35.2,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508817429,448,1,1,1,44,7h7eg7q7dbwvzww78h9d5eh0h,1,38.3,93.3,2023-02-17T20:03:53.220Z,2023-02-18T05:10:19Z,4038533873,178,,4038049647,213,0.7,4038049643,141,98.7,4038049641,140,42.2,4038049639,56,Back,4038049645,212,5.5,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
