id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2526050083,2,34,16,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,0,0,2023-03-31T17:44:43.690Z,2023-03-31T19:11:43Z,4150009495,130,11,4150009493,59,"1, 15, 18, 6, 21, 20, 14, 4, 7, 12, 19, 2, 5, 8, 9, 10, 11, 13, 17, 22, 23, 31",4150241385,197,348,4150009489,30,"6ekdnbnk56xlxforb5owt3dn9, 22dchchxwrsty67ultrs61qz9, 9ej7t1srxjcxe5p627eumn6d, 3n66mcws9belxbv3pu5uwhfu2, 9dewnn65ylruq567thg7ebqhh, 9n447dc5s8na89g3ovx9zvbv9, 9e7b5cm66oxf26fmp33yuppsl, 7ubtan6a51o79w469zawrqqqd, 3pwr7lqvo4o08c4nvzqpuue39, baax58gbtxlbuj3duulpms4q1, 8b3igmuipfhfzm39ack89de96, dtuwn06lnvxugaj637i553r2t, daobw3yj759m7wnddan7qwh5h, 3h58t56r9if0oh4qd3gz1wfrp, 2wdjbfzaiokiawrbn5wzsx61h, 2td3iejdken4orcduqrdutrhm, 12qc3dkodeb8ykg6pc0kqf2l1, 4sz26vstr6b7b110eri7f42jt, bfphipc0ydemnv7p3kib5r7qh, ec26i7ddimq76bit2zz8fbsnp, 3j66drshfcoje5wb7gjybi9qt, 5qh2kdatvb03o8oiqvkaaxje2",4150009497,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4150009491,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4150009499,194,9dewnn65ylruq567thg7ebqhh,4150009501,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526051093,1,34,16,0,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2023-03-31T17:46:49.379Z,2023-03-31T19:01:25Z,4150014587,130,4,4150014581,30,"amjegysk3et638l4od103c7o5, akjusy9dt1qd2fjhttviek6ol, 8ij122duxc65thlj8flk2xdjp, d3pdr28q2n295ldry2lc1uklx, 94jrxsnf1ta2u65ommyge7bo5, 7ms6l8qho3p4jm1soleldqvv9, eqw6fu3no9qxejk17tqgeey5m, bpf2fcb73l96fwspo72shmkiy, 946z96r5q70ryslp3hlhafnx1, 9xbo6c8uq29ueuyinngjjiaj9, 2zcha0sd7axiu2s2c0bccz2s5, 6dx2fxufm98xtdobuwppis34l, f4gpe0pxov8sea9e0fs24h8q2, 96cbv23es0gucmd2v0qvk3iwa, 5t2ngljfiapcn98qlnbifg53p, 4l2rgx65vzgrrxorbc1edq8yd, d34tmogp5h4rwuo3pcxtwp0fe, 15no5m0njma23gf0ygu9agt05, ao3iplhzj0tiu5uhte7vq7m96",4150014591,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4150014597,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4150014585,59,"1, 2, 3, 6, 23, 4, 19, 22, 17, 14, 11, 5, 7, 12, 16, 18, 20, 25, 35",4150241321,197,16435,4150014583,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4150014595,194,7ms6l8qho3p4jm1soleldqvv9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526097239,2,32,1,0,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2023-03-31T19:00:00.596Z,2023-03-31T19:00:05Z,4150254399,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526097227,3,32,1,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,0,0,2023-03-31T19:00:00.596Z,2023-04-01T03:30:18Z,4150254335,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526097267,4,1,1,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,50.1,50.1,2023-03-31T19:00:01.175Z,2023-04-01T03:58:14Z,4150254521,56,Center,4150254527,212,3.0,4150254529,213,0.8,4150254525,141,53.3,4151115805,178,,4150254523,140,52.0,4150254531,279,S,,,,9e7b5cm66oxf26fmp33yuppsl,Dani Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526097277,5,1,1,0,1,50x1m4u58lffhq6v6ga1hbxmy,1,50,51.3,2023-03-31T19:00:02.333Z,2023-04-01T03:58:20Z,4151115821,178,,4150254567,56,Back,4150254571,141,50.7,4150254569,140,42.0,4150254575,213,3.2,4150254573,212,8.4,,,,,,,8b3igmuipfhfzm39ack89de96,Lee Kang-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526097289,6,1,1,0,3,50x1m4u58lffhq6v6ga1hbxmy,1,40.7,56.3,2023-03-31T19:00:04.023Z,2023-04-01T03:58:25Z,4151115841,178,,4150254653,213,2.0,4150254645,56,Back,4150254649,141,83.3,4150254647,140,33.2,4150254651,212,20.0,,,,,,,7ubtan6a51o79w469zawrqqqd,Ruíz de Galarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526097323,7,1,1,0,6,50x1m4u58lffhq6v6ga1hbxmy,0,30.7,86.3,2023-03-31T19:00:07.157Z,2023-04-01T03:58:30Z,4150254815,213,5.6,4150254809,140,74.0,4150254807,56,Center,4150254813,212,61.1,4150254803,155,,4150254811,141,26.3,4150254817,1,,4150254805,196,,3n66mcws9belxbv3pu5uwhfu2,Copete,4151115865,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526097337,3,44,1,0,10,2l0ldgiwsgb8d6y3z0sfgjzyj,1,27.4,72.2,2023-03-31T19:00:10.650Z,2023-04-01T05:53:09Z,4150254873,285,,4150254929,233,8,4150254871,56,Back,,,,,,,,,,,,,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526097325,8,44,1,0,10,50x1m4u58lffhq6v6ga1hbxmy,0,72.6,27.8,2023-03-31T19:00:10.651Z,2023-04-01T03:58:34Z,4150254823,286,,4150254821,56,Center,4150254949,233,3,,,,,,,,,,,,,,,,3pwr7lqvo4o08c4nvzqpuue39,V. Muriqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526097345,4,1,1,0,10,2l0ldgiwsgb8d6y3z0sfgjzyj,0,26.4,73.4,2023-03-31T19:00:10.727Z,2023-04-01T05:53:09Z,4150254919,141,74.0,4150254905,3,,4151118483,388,,4150254921,212,1.3,4150254913,140,25.2,4150254909,56,Back,4150254923,213,2.8,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526097335,9,61,1,0,10,50x1m4u58lffhq6v6ga1hbxmy,1,74,26.3,2023-03-31T19:00:10.757Z,2023-04-01T04:03:31Z,4150254869,56,Center,4151118601,15,,4151118603,388,,,,,,,,,,,,,,,,,3pwr7lqvo4o08c4nvzqpuue39,V. Muriqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526188661,706,3,1,0,12,50x1m4u58lffhq6v6ga1hbxmy,0,79.3,29.7,2023-03-31T19:00:13.172Z,2023-04-01T04:03:39Z,4150745883,465,,4150745881,286,,4150745885,467,d3pdr28q2n295ldry2lc1uklx,4150745879,56,Center,4151118715,178,,,,,,,,,,,8b3igmuipfhfzm39ack89de96,Lee Kang-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526097389,10,4,1,0,12,50x1m4u58lffhq6v6ga1hbxmy,1,77,31.2,2023-03-31T19:00:13.571Z,2023-04-01T04:03:43Z,4150255141,233,5,4150255127,56,Center,4150255123,13,,4150255133,265,,4150255135,286,,4150255131,152,,,,,,,,8b3igmuipfhfzm39ack89de96,Lee Kang-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526097377,5,4,1,0,12,2l0ldgiwsgb8d6y3z0sfgjzyj,0,23,68.8,2023-03-31T19:00:13.572Z,2023-04-01T04:03:43Z,4150255065,13,,4150255073,285,,4150255159,233,10,4150255071,265,,4151118763,178,,4150255067,56,Back,4150255069,152,,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526097945,11,13,1,1,16,50x1m4u58lffhq6v6ga1hbxmy,1,78.8,31.6,2023-03-31T19:01:17.447Z,2023-04-01T04:03:46Z,4150258723,121,,4151118861,178,,4150258087,18,,4150258729,103,50,4150258085,26,,4150258733,230,99.1,4150258089,56,Center,4150258725,85,,8b3igmuipfhfzm39ack89de96,Lee Kang-In,4150258731,458,4150258265,72,4150258727,102,45.7,4150258735,231,51.1,,,,,,,,,,,,,,,,,,,,,,,,,
2526097967,6,5,1,1,18,2l0ldgiwsgb8d6y3z0sfgjzyj,1,-1,55,2023-03-31T19:01:18.699Z,2023-04-01T04:03:49Z,4150258229,233,12,4150258191,56,Back,4150258193,346,,,,,,,,,,,,,,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526097951,12,5,1,1,18,50x1m4u58lffhq6v6ga1hbxmy,0,101,45,2023-03-31T19:01:18.699Z,2023-04-01T04:03:50Z,4150258245,233,6,4150258127,56,Center,4150258131,346,,,,,,,,,,,,,,,,,8b3igmuipfhfzm39ack89de96,Lee Kang-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526098473,7,1,1,1,46,2l0ldgiwsgb8d6y3z0sfgjzyj,0,4.9,50.3,2023-03-31T19:01:46.977Z,2023-04-01T04:03:55Z,4150260745,155,,4150260755,213,0.3,4150260743,124,,4150260753,212,56.0,4150260761,74,,4150260747,56,Center,4150260757,1,,4150260751,141,71.3,amjegysk3et638l4od103c7o5,Sergio Herrera,4150260749,140,,,,,,,,,56.5,,,,,,,,,,,,,,,,,,,,,,,,
2526098469,13,44,1,1,49,50x1m4u58lffhq6v6ga1hbxmy,1,41.8,28.6,2023-03-31T19:01:49.922Z,2023-04-01T05:53:09Z,4150260725,285,,4150260723,56,Back,4150260817,233,8,,,,,,,,,,,,,,,,7ubtan6a51o79w469zawrqqqd,Ruíz de Galarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
