id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/19/value,keyPass,qualifier/16/value,qualifier/15/value,qualifier/17/value
2449499941,1,34,16,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2022-08-21T18:49:35.244Z,2022-08-21T20:27:51Z,3724323651,194,e35v2pspdgl7t769d57e67ob9,3724323647,130,3,3724769895,197,1593,3724323643,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3724323645,59,"1, 6, 12, 3, 5, 24, 23, 21, 14, 19, 8, 4, 7, 11, 13, 16, 18, 20, 27, 29, 30, 31, 33",3724323653,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3724323649,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3724323641,30,"w503zyr8ipyobglth281uklx, e35v2pspdgl7t769d57e67ob9, bj929w5yi7lnz36jxsi5qnq7e, 80aqmv4ht6rs1812qrr5j8kix, 48gjuou5eashpj8wbwd18iju1, 6xulax65kp4aid70nk7g5jr2t, dvrk8qmt9ta4c3kvjgsad7t91, 13ll29mtf7pxwz1yf0i40tsd1, 1qkep5ck252k1g3oqza5ygh61, 7x6mnev1ob4u5ffmdsvusb4rt, atigcsq78g14w82lwvay26aj9, 5vhikvmcesruckmfcfmm0q8d1, 21vx56lpd276xqbu11ubkf78q, 5vznxxfbteooxk2dd2ws76xhw, 1zjmgapwre4picauko9gnemll, cme92rbmqszu51sjm99ho8a21, b91n9sdabth8oocdawayybdud, 7bs0ph4yksf6lvkg91u9nqzqi, et849xmcdgsy5itb8i4w7qkq2, 7aoe0u87gxgv9tvgrotcfue7e, 7y8ns61qioqu7kfsqzkvkwhuy, 6lnttemmflhxp700fr069ty0a, dqiuqhsqsayvldfazfnp8d46i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449501361,1,34,16,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2022-08-21T18:51:07.954Z,2022-08-21T20:05:54Z,3724331119,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3724331111,130,24,3724331105,30,"2e55g4q93y382cg7h0yk5rtud, ezviixcyaaj162saxs2yl27s9, eb3ci3a120om80v80mobsus8a, 4ggz7e009bq3yltc9o6mifbah, 1av9mmv19jwvc4xdr0p9owyxh, awsod0zmnrukk21d4882ji7e1, 4ftlhtels58lyzfluwofzwxuy, 2szgrzcosfeifh664tgt3mfvt, afxjicw89683nlpms9yy5x51x, ckaqxlw257qzj8vjdumvwbaad, bzgh5psb1janz9y3btpswngbu, 9mfk2ditwuoto5dfthng9j2t, 308krssmz6irpfntht1ka78tm, b37h0rc96jh4e34x6iru2plud, c8ni4ccx44u8fd8lk5vtpk8gl, actvnm36s31zf8wh8hjikzlqt, 4o6f3mnd39fx700o3jvj0wct1, 4ct72ovumvt09au6gpulwpjv9, 4q6kuikopbgls8y2rwqiu415h, 2wl6h1rlrfnn2mr65vuo3t815, 4mxx1oxkiexm0ha34utcmb17t, 5kodjbsarkql4vhs126p2vhwq, 4ffmlhvbjvfjjnhr0byktvt62",3724331107,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3724331115,194,2e55g4q93y382cg7h0yk5rtud,3724331109,59,"1, 21, 30, 24, 15, 4, 8, 11, 9, 7, 28, 3, 10, 14, 16, 17, 18, 19, 20, 22, 26, 32, 36",3724331113,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3724331117,197,16016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449555827,2,32,1,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2022-08-21T19:59:52.287Z,2022-08-22T01:37:28Z,3724638753,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449555813,2,32,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2022-08-21T19:59:52.287Z,2022-08-21T19:59:52Z,3724638685,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449555875,3,1,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,50.1,49.8,2022-08-21T19:59:52.697Z,2022-08-22T01:46:02Z,3725513289,178,,3724639051,212,17.3,3724639047,141,46.8,3724639043,140,33.7,3724639053,213,3.3,3724639041,56,Back,3724639057,279,S,,,,afxjicw89683nlpms9yy5x51x,R. Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449555905,4,1,1,0,2,agh9ifb2mw3ivjusgedj7c3fe,1,32.8,47.9,2022-08-21T19:59:55.083Z,2022-08-22T01:46:06Z,3724639223,141,75.5,3724639227,213,2.0,3724639225,212,20.5,3725513437,178,,3724639221,140,25.0,3724639219,56,Back,,,,,,,ezviixcyaaj162saxs2yl27s9,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449555919,5,1,1,0,5,agh9ifb2mw3ivjusgedj7c3fe,1,22.7,75.2,2022-08-21T19:59:57.723Z,2022-08-22T01:46:10Z,3724639339,141,65.3,3724639341,212,7.6,3724639335,56,Back,3724639343,213,4.2,3725513615,178,,3724639337,140,19.3,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449555941,6,1,1,0,7,agh9ifb2mw3ivjusgedj7c3fe,1,19.3,65.3,2022-08-21T19:59:59.546Z,2022-08-22T01:46:15Z,3724639445,212,21.7,3724639443,141,44.8,3724639447,213,3.8,3724639441,140,3.4,3724639439,56,Back,3725513677,178,,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,A. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449555969,7,1,1,0,10,agh9ifb2mw3ivjusgedj7c3fe,1,3.4,44.8,2022-08-21T20:00:02.388Z,2022-08-22T01:46:19Z,3724639553,213,5.2,3724639549,141,6.9,3724639551,212,29.6,3724639547,140,17.3,3725513733,178,,3724639545,56,Back,,,,,,,2e55g4q93y382cg7h0yk5rtud,M. ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449555975,8,50,1,0,12,agh9ifb2mw3ivjusgedj7c3fe,1,24.4,11.9,2022-08-21T20:00:04.791Z,2022-08-22T01:46:29Z,3724639565,56,Back,3724639665,233,3,3724639567,285,,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,R. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
