id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,assist,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2468483951,5,5,1,0,13,2l0ldgiwsgb8d6y3z0sfgjzyj,0,24.2,-1.2,2022-10-07T19:00:30.921Z,2022-10-08T04:24:08Z,3825352263,233,7,3825351725,56,Back,3825351727,347,,,,,,,,,,,,,,,,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484025,7,5,1,0,13,ba5e91hjacvma2sjvixn00pjo,1,75.8,101.2,2022-10-07T19:00:30.921Z,2022-10-08T04:24:07Z,3825352179,233,5,3825352137,347,,3825352135,56,Left,,,,,,,,,,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484117,8,1,1,0,30,ba5e91hjacvma2sjvixn00pjo,1,78.9,100,2022-10-07T19:00:47.483Z,2022-10-08T04:24:11Z,3825352779,140,80.4,3825352785,213,4.9,3825352781,141,85.4,3825352777,56,Left,3825352783,212,11.1,3825352775,107,,,,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484139,9,1,1,0,31,ba5e91hjacvma2sjvixn00pjo,1,79.6,84,2022-10-07T19:00:48.643Z,2022-10-08T04:24:17Z,3825981733,388,,3825352919,213,2.3,3825352913,140,72.3,3825352917,212,11.3,3825352915,141,96.2,3825352911,56,Left,,,,,,,afyga3n1mliw0btcuixt6xolx,E. Cavani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484159,10,1,1,0,33,ba5e91hjacvma2sjvixn00pjo,0,72.9,96.9,2022-10-07T19:00:51.356Z,2022-10-08T04:24:22Z,3825353135,286,,3825353017,141,96.6,3825353129,233,6,3825353011,56,Left,3825353015,140,74.1,3825353127,236,,3825353021,213,6.1,3825353019,212,1.3,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,3825981757,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484173,6,74,1,0,34,2l0ldgiwsgb8d6y3z0sfgjzyj,1,27.1,11,2022-10-07T19:00:51.479Z,2022-10-08T04:24:26Z,3825353069,56,Back,3825353071,285,,3825353165,233,10,3825981779,178,,,,,,,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484201,7,5,1,0,34,2l0ldgiwsgb8d6y3z0sfgjzyj,0,25.8,-1.3,2022-10-07T19:00:51.922Z,2022-10-08T04:25:31Z,3825353343,233,11,3825353205,347,,3825353203,56,Back,,,,,,,,,,,,,,,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484221,11,5,1,0,34,ba5e91hjacvma2sjvixn00pjo,1,74.2,101.3,2022-10-07T19:00:51.922Z,2022-10-08T04:25:31Z,3825353321,233,7,3825353279,347,,3825353277,56,Left,,,,,,,,,,,,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484329,12,1,1,0,45,ba5e91hjacvma2sjvixn00pjo,1,73,100,2022-10-07T19:01:03.087Z,2022-10-08T04:25:35Z,3825353847,141,91.1,3825353845,140,74.9,3825353841,107,,3825353849,212,7.3,3825353851,213,5.0,3825353843,56,Left,,,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484363,13,1,1,0,47,ba5e91hjacvma2sjvixn00pjo,1,67.2,97.1,2022-10-07T19:01:05.261Z,2022-10-08T04:25:39Z,3825354029,56,Back,3825354035,212,40.3,3825354031,140,43.8,3825354037,213,4.1,3825354033,141,50.2,3825354027,155,,3825354039,1,,3825982061,178,,afyga3n1mliw0btcuixt6xolx,E. Cavani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484395,14,1,1,0,51,ba5e91hjacvma2sjvixn00pjo,1,43.8,50.2,2022-10-07T19:01:08.530Z,2022-10-08T04:25:56Z,3825354165,140,45.1,3825354161,3,,3825354167,141,78.4,3825982141,178,,3825354171,213,1.5,3825354163,56,Back,3825354169,212,19.2,,,,5uig03vbbv71f0q31cp3vfbv9,E. Cömert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484413,15,1,1,0,53,ba5e91hjacvma2sjvixn00pjo,0,45.1,78.4,2022-10-07T19:01:10.792Z,2022-10-08T04:25:52Z,3825354249,141,87.9,3825982115,178,,3825354251,212,18.8,3825354243,3,,3825354247,140,61.9,3825354253,213,0.4,3825354245,56,Left,,,,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484407,8,49,1,0,54,2l0ldgiwsgb8d6y3z0sfgjzyj,1,42.2,25.9,2022-10-07T19:01:12.251Z,2022-10-08T04:26:02Z,,,,,,,,,,,,,,,,,,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484437,9,43,1,0,57,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2022-10-07T19:01:14.786Z,2022-10-07T19:01:19Z,3825354399,212,3.7,3825354725,144,1,3825354393,56,Back,3825354401,213,1.3,3825354397,141,31.2,3825354395,140,43.1,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484471,11,4,1,0,57,2l0ldgiwsgb8d6y3z0sfgjzyj,1,43.8,14.9,2022-10-07T19:01:14.908Z,2022-10-08T04:26:06Z,3825354599,13,,3825354631,233,16,3825354605,265,,3825354601,56,Back,3825354607,286,,3825354603,152,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484463,16,4,1,0,57,ba5e91hjacvma2sjvixn00pjo,0,56.2,85.1,2022-10-07T19:01:14.909Z,2022-10-08T04:26:06Z,3825354551,285,,3825354543,13,,3825354549,265,,3825354669,233,11,3825982169,178,,3825354545,56,Left,3825354547,152,,,,,64ctdbd0w5ikj0fkcuu9jdbhm,Ilaix Moriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484467,10,43,1,0,57,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2022-10-07T19:01:15.345Z,2022-10-07T19:01:21Z,3825354579,141,16.7,3825354833,144,1,3825354581,212,12.1,3825354577,140,36.5,3825354583,213,4.1,3825354575,56,Back,,,,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484595,12,1,1,1,6,2l0ldgiwsgb8d6y3z0sfgjzyj,1,38.8,14,2022-10-07T19:01:23.545Z,2022-10-08T04:26:15Z,3825355409,140,29.0,3825355401,5,,3825355405,152,,3825356583,189,,3825355413,212,19.6,3825355407,56,Back,3825982217,178,,3825355411,141,38.6,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,3825355415,213,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484603,13,1,1,1,8,2l0ldgiwsgb8d6y3z0sfgjzyj,1,31.5,28.9,2022-10-07T19:01:25.544Z,2022-10-08T04:26:25Z,3825355441,141,61.2,3825355445,213,1.9,3825355439,140,25.5,3825982267,178,,3825355443,212,22.8,3825355437,56,Back,,,,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484643,14,1,1,1,11,2l0ldgiwsgb8d6y3z0sfgjzyj,1,23.1,61,2022-10-07T19:01:28.593Z,2022-10-08T04:26:29Z,3825355655,56,Back,3825355657,140,29.8,3825355661,212,22.3,3825982279,178,,3825355663,213,5.0,3825355659,141,29.9,,,,,,,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484659,15,1,1,1,15,2l0ldgiwsgb8d6y3z0sfgjzyj,1,29.4,38.6,2022-10-07T19:01:32.762Z,2022-10-08T04:26:34Z,3825355747,212,20.4,3825355741,56,Back,3825355745,141,11.3,3825982293,178,,3825355749,213,5.1,3825355743,140,37.5,,,,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484719,16,1,1,1,17,2l0ldgiwsgb8d6y3z0sfgjzyj,0,37.5,11.3,2022-10-07T19:01:34.685Z,2022-10-08T04:26:41Z,3825356043,1,,3825356031,140,91.5,3825356023,155,,3825356037,141,11.0,3825356041,213,6.3,3825356027,56,Right,3825982317,178,,3825356039,212,56.7,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484721,17,12,1,1,21,ba5e91hjacvma2sjvixn00pjo,1,15.6,88.4,2022-10-07T19:01:39.019Z,2022-10-08T04:26:46Z,3825356047,56,Back,3825356133,167,,3825356069,15,,3825356053,212,8.3,3825356049,140,15.7,3825356051,141,100.0,3825982341,388,,3825356055,213,1.6,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484771,17,5,1,1,22,2l0ldgiwsgb8d6y3z0sfgjzyj,1,87.2,-1,2022-10-07T19:01:39.761Z,2022-10-08T04:26:50Z,3825356387,233,18,3825356339,56,Right,3825356341,347,,,,,,,,,,,,,,,,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484729,18,5,1,1,22,ba5e91hjacvma2sjvixn00pjo,0,12.8,101,2022-10-07T19:01:39.761Z,2022-10-08T04:26:51Z,3825356391,233,17,3825356097,347,,3825356095,56,Back,,,,,,,,,,,,,,,,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484909,18,1,1,1,33,2l0ldgiwsgb8d6y3z0sfgjzyj,1,91.5,0,2022-10-07T19:01:50.808Z,2022-10-08T04:26:55Z,3825356983,141,6.9,3825356977,107,,3825356985,212,6.1,3825356981,140,91.7,3825356979,56,Right,3825356987,213,1.5,,,,,,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484937,19,1,1,1,34,2l0ldgiwsgb8d6y3z0sfgjzyj,1,92.9,11.8,2022-10-07T19:01:51.673Z,2022-10-08T04:27:23Z,3825357137,140,93.2,3825357135,56,Right,3825982487,178,,3825357143,213,4.8,3825357139,141,4.4,3825357141,212,5.0,,,,,,,bpf2fcb73l96fwspo72shmkiy,Aimar Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484947,20,3,1,1,36,2l0ldgiwsgb8d6y3z0sfgjzyj,0,91.2,9.5,2022-10-07T19:01:54.101Z,2022-10-08T04:27:29Z,3825357235,233,19,3825357163,286,,3825816483,465,,3825982505,178,,3825357161,56,Right,,,,,,,,,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484943,19,7,1,1,36,ba5e91hjacvma2sjvixn00pjo,1,8.8,90.5,2022-10-07T19:01:54.332Z,2022-10-08T04:27:32Z,3825357157,56,Back,3825357203,233,20,3825357159,285,,3825816469,385,,3825357153,167,,3825982513,178,,,,,,,,64ctdbd0w5ikj0fkcuu9jdbhm,Ilaix Moriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484953,20,5,1,1,37,ba5e91hjacvma2sjvixn00pjo,0,8.7,101,2022-10-07T19:01:54.806Z,2022-10-08T04:27:39Z,3825357469,233,21,3825357173,56,Back,3825357175,347,,,,,,,,,,,,,,,,,64ctdbd0w5ikj0fkcuu9jdbhm,Ilaix Moriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485005,21,5,1,1,37,2l0ldgiwsgb8d6y3z0sfgjzyj,1,91.3,-1,2022-10-07T19:01:54.806Z,2022-10-08T04:27:39Z,3825357433,347,,3825357429,56,Right,3825357449,233,20,,,,,,,,,,,,,,,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485091,22,1,1,1,46,2l0ldgiwsgb8d6y3z0sfgjzyj,1,89.5,0,2022-10-07T19:02:04.217Z,2022-10-08T04:31:28Z,3825357937,141,11.7,3825357931,107,,3825357935,140,89.2,3825357939,212,8.5,3825357941,213,1.6,3825357933,56,Right,,,,,,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485103,23,1,1,1,48,2l0ldgiwsgb8d6y3z0sfgjzyj,0,89.2,11.7,2022-10-07T19:02:06.356Z,2022-10-08T04:31:32Z,3825357999,141,0.0,3825358003,213,4.5,3825983879,178,,3825357997,140,87.2,3825357995,56,Right,3825358001,212,9.3,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485123,21,5,1,1,49,ba5e91hjacvma2sjvixn00pjo,1,13.1,101.4,2022-10-07T19:02:07.348Z,2022-10-08T04:31:36Z,3825358075,56,Back,3825358085,233,24,3825358077,347,,,,,,,,,,,,,,,,,64ctdbd0w5ikj0fkcuu9jdbhm,Ilaix Moriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485107,24,5,1,1,49,2l0ldgiwsgb8d6y3z0sfgjzyj,0,86.9,-1.4,2022-10-07T19:02:07.348Z,2022-10-08T04:31:36Z,3825358013,347,,3825358011,56,Right,3825358111,233,21,,,,,,,,,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485219,22,1,1,2,2,ba5e91hjacvma2sjvixn00pjo,1,14.3,100,2022-10-07T19:02:20.259Z,2022-10-08T04:31:39Z,3825358703,213,6.0,3825358693,140,27.8,3825358691,56,Back,3825358695,141,95.3,3825358697,212,14.8,3825358689,107,,,,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485239,23,1,1,2,3,ba5e91hjacvma2sjvixn00pjo,1,27.8,95.3,2022-10-07T19:02:21.207Z,2022-10-08T04:31:52Z,3825358811,141,96.2,3825983931,178,,3825358815,213,3.1,3825984035,21,,3825358807,56,Back,3825358813,212,10.8,3825816571,156,,3825358809,140,17.5,afyga3n1mliw0btcuixt6xolx,E. Cavani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485269,24,1,1,2,4,ba5e91hjacvma2sjvixn00pjo,0,16.7,96.2,2022-10-07T19:02:22.070Z,2022-10-08T04:32:06Z,3825358959,140,24.4,3825358963,212,14.2,3825358955,157,,3825358967,1,,3825358957,56,Back,3825358965,213,5.3,3825984115,178,,3825358961,141,79.1,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485279,25,61,1,2,7,2l0ldgiwsgb8d6y3z0sfgjzyj,1,75.5,19,2022-10-07T19:02:24.834Z,2022-10-08T04:33:45Z,3825358995,56,Right,3825984697,178,,,,,,,,,,,,,,,,,,,,bpf2fcb73l96fwspo72shmkiy,Aimar Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485291,26,49,1,2,8,2l0ldgiwsgb8d6y3z0sfgjzyj,1,67.2,17.7,2022-10-07T19:02:26.190Z,2022-10-08T04:33:54Z,,,,,,,,,,,,,,,,,,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485309,27,50,1,2,10,2l0ldgiwsgb8d6y3z0sfgjzyj,1,75.6,8.5,2022-10-07T19:02:28.152Z,2022-10-08T04:34:03Z,3825817049,233,25,3825359115,286,,3825359113,56,Right,,,,,,,,,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485299,25,7,1,2,11,ba5e91hjacvma2sjvixn00pjo,0,24.4,91.5,2022-10-07T19:02:28.387Z,2022-10-08T04:34:07Z,3825816993,385,,3825359079,285,,3825984855,178,,3825359245,233,27,3825359077,56,Back,,,,,,,,,,e7del0ovpcpntqdgh8idxok4p,Hugo Guillamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
