id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/15/value,assist,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2531228115,1,34,16,0,0,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2023-04-09T17:41:25.855Z,2023-04-09T19:04:18Z,4177435707,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4177739213,197,257,4177435701,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4177435703,59,"1, 20, 3, 23, 19, 5, 7, 6, 25, 17, 18, 2, 4, 8, 9, 12, 13, 14, 15, 16, 21, 24, 34",4177435699,30,"5dfvefxvwj8kixbajluw25mtx, bpfp895223p7w0px2ui3nb2l1, 39c5g6782qlrtw55fsre7exnt, 8onruhr4es313aq52xsl7nxlh, 533095rnz0k8mxqe6gzn0mfo5, bi8nrmyaxsgbhixw921fzvm5l, 3ca7tqrdasmeop6ud9zot0wdl, b5rea5r4h8bclpenau2au142x, diixuwl5rn7f8vjleqfqy4st1, u04ao1ldrjjesgqq52o7ghqt, 8eh38t4oyyt728co362f6uqqd, 96kskr71ls9jtky9hn0iuk9d6, 5cfem3t7stlov2fqltu3faevp, 676ehh6cwla4o9igey7qr1uqd, 8oc3lpz3xttrnwxk1fnnv7owl, 4yzk41dkluqfxb8o3dbq06zqi, 9xwog4v0ij8m1vs7doi52li39, d7mgn0oexyymir3upflm8gfyt, amt4voyjzhnvr55t08hzlw50q, lp63o37czdwete0smmu62k89, 1ho7koiegfhsuevuum2meibu2, c3rreq5bz6smx1ynf9zsune1h, 1bdnkqbxm2u5ror7ipig5m73e",4177435709,194,b5rea5r4h8bclpenau2au142x,4177435711,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4177435705,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531229187,1,34,16,0,0,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2023-04-09T17:43:08.381Z,2023-04-09T19:06:14Z,4177441361,194,b9kfek16otvdorssn0wzkb36d,4177441357,130,10,4177715719,197,16765,4177441363,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4177441353,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4177441351,30,"2yt9oajv9dkbju8tgy1g2nmqd, ieu0x9fy8hpqyztdjg8bgpnt, 20m7tijt8jnedjd4x87olmaqd, am5gj5qg3gjtyhvwfnj8sjz6d, 548jzfl9higq44w9bgqvcjh05, av5g4nr853anks78vl6jh4s7p, amxunh6enoc99r07cp7qt621h, b9kfek16otvdorssn0wzkb36d, 716n1970vi9rvw5b4w9qmjfth, 46kq5653o302ebz4o5yzsss0l, 3ga7qj3h3dbmqucxmaxhmrjdh, cfhk5255hz4wbs2zsrq219a6t, b6gclblu9lz3sstpla966ik7p, 58qeglyxdi7y8ttg8sddv8set, ejcyvgclry4g5pc2rtptifphx, 31wf775s975qy3il33oora8k5, 40h47dhimsmeiury61w1ourx1, 59234as8h70fejyfm7492np3p, 9e7ybe0nsu3byq2tteey3zuy2, c90gk99jn34wxtlad784hpnv8",4177441359,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4177441355,59,"13, 16, 21, 22, 2, 15, 14, 6, 8, 19, 5, 1, 3, 4, 11, 12, 17, 20, 24, 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280189,2,32,1,0,0,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2023-04-09T19:01:16.464Z,2023-04-09T19:01:17Z,4177728797,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280167,2,32,1,0,0,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2023-04-09T19:01:16.464Z,2023-04-10T05:42:52Z,4177728703,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280215,3,1,1,0,0,3budh3j9xivsid3ptm8ptpy4k,1,50,50,2023-04-09T19:01:16.541Z,2023-04-10T06:48:21Z,4177728919,212,22.7,4177728915,140,28.5,4177728917,141,53.4,4177728923,279,S,4177728921,213,3.0,4177728913,56,Back,4178986235,178,,,,,diixuwl5rn7f8vjleqfqy4st1,Raúl de Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280253,4,1,1,0,2,3budh3j9xivsid3ptm8ptpy4k,0,28.5,53.4,2023-04-09T19:01:19.408Z,2023-04-10T06:48:31Z,4177729129,212,53.8,4177729119,155,,4177729131,213,0.7,4177729125,141,100.0,4178986411,178,,4177729133,1,,4177729121,56,Left,4177729123,140,69.1,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280385,3,5,1,0,5,4ku8o6uf87yd8iecdalipo6wd,1,32.2,-1.8,2023-04-09T19:01:22.220Z,2023-04-10T06:48:35Z,4177729867,56,Back,4177732659,233,5,4177729869,347,,,,,,,,,,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280257,5,5,1,0,5,3budh3j9xivsid3ptm8ptpy4k,0,67.8,101.8,2023-04-09T19:01:22.220Z,2023-04-10T06:48:36Z,4177729143,56,Left,4177729145,347,,4177732681,233,3,,,,,,,,,,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280391,4,1,1,0,15,4ku8o6uf87yd8iecdalipo6wd,1,30.9,0,2023-04-09T19:01:31.619Z,2023-04-10T06:48:37Z,4177729919,107,,4177729931,213,0.6,4177729925,141,12.0,4177729927,212,15.8,4177734447,189,,4177729921,56,Back,4177729923,140,43.3,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531323903,410,61,1,0,18,4ku8o6uf87yd8iecdalipo6wd,1,40.4,12.3,2023-04-09T19:01:35.077Z,2023-04-10T06:48:46Z,4177967751,189,,4178986799,178,,4177967639,56,Back,,,,,,,,,,,,,,,,46kq5653o302ebz4o5yzsss0l,Álvaro Morata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
