id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2501561017,6,49,1,0,28,4yg9ttzw0m51048doksv8uq5r,1,29.4,49.9,2023-01-28T17:31:20.603Z,2023-01-29T01:14:30Z,,,,,,,,,,,,,,,,,,,,,,,,,33r4ae8aivh27ho0ix9mnkedx,Bigas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561057,7,1,1,0,28,4yg9ttzw0m51048doksv8uq5r,0,29.4,49.9,2023-01-28T17:31:20.701Z,2023-01-29T01:14:36Z,3999855843,157,,3999855847,140,63.3,4001124891,178,,3999855853,213,6.0,3999855851,212,36.8,3999855845,56,Center,3999855855,1,,3999855849,141,36.1,33r4ae8aivh27ho0ix9mnkedx,Bigas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561077,7,44,1,0,30,10eyb18v5puw4ez03ocaug09m,1,35.2,68.4,2023-01-28T17:31:23.241Z,2023-01-29T08:43:57Z,3999855969,233,8,3999855939,56,Back,3999855941,285,,,,,,,,,,,,,,,,,b25dws1pbgbxuwt09of8xpe51,K. Rekik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561063,8,44,1,0,30,4yg9ttzw0m51048doksv8uq5r,0,64.8,31.6,2023-01-28T17:31:23.242Z,2023-01-29T01:14:45Z,3999855973,233,7,3999855879,56,Center,3999855883,286,,,,,,,,,,,,,,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561083,8,61,1,0,31,10eyb18v5puw4ez03ocaug09m,1,34.2,73.3,2023-01-28T17:31:23.323Z,2023-01-29T08:43:57Z,4001125483,388,,3999855967,56,Back,4001125481,21,,,,,,,,,,,,,,,,,b25dws1pbgbxuwt09of8xpe51,K. Rekik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561113,9,1,1,0,32,4yg9ttzw0m51048doksv8uq5r,1,64.6,36.9,2023-01-28T17:31:24.756Z,2023-01-29T01:15:32Z,3999856137,1,,3999856133,212,33.7,4001126349,178,,3999856131,141,17.4,3999856119,56,Right,3999856123,140,94.1,3999856115,155,,3999856135,213,5.9,e18oezz5jq7pf3h4azgv3ofrp,Fidel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561169,10,1,1,0,39,4yg9ttzw0m51048doksv8uq5r,0,97.3,6.7,2023-01-28T17:31:31.746Z,2023-01-29T01:15:37Z,3999856425,141,29.2,3999856433,213,1.8,4001126593,178,,3999856421,56,Center,3999856429,212,15.6,3999856423,140,94.2,,,,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561167,9,49,1,0,41,10eyb18v5puw4ez03ocaug09m,1,4.5,69.5,2023-01-28T17:31:33.948Z,2023-01-29T01:15:42Z,,,,,,,,,,,,,,,,,,,,,,,,,b25dws1pbgbxuwt09of8xpe51,K. Rekik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561183,10,1,1,0,41,10eyb18v5puw4ez03ocaug09m,1,4.4,69.5,2023-01-28T17:31:34.058Z,2023-01-29T01:15:46Z,3999856505,212,8.2,3999856497,56,Back,3999856501,141,81.0,4001126907,178,,3999856507,213,1.2,3999856499,140,6.9,,,,,,,b25dws1pbgbxuwt09of8xpe51,K. Rekik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561209,11,1,1,0,43,10eyb18v5puw4ez03ocaug09m,1,6.8,80.9,2023-01-28T17:31:36.122Z,2023-01-29T01:15:49Z,3999856627,140,13.6,3999856631,212,7.2,3999856629,141,80.3,3999856633,213,6.2,3999856625,56,Back,4001127013,178,,,,,,,,rlgrvvibryod2g92hqc97ii2,L. Badé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561243,12,1,1,0,45,10eyb18v5puw4ez03ocaug09m,1,13.6,80.3,2023-01-28T17:31:37.310Z,2023-01-29T01:15:58Z,3999856813,213,4.2,4001127351,178,,3999856809,141,55.2,3999856805,56,Back,3999856807,140,3.8,3999856811,212,19.9,,,,,,,depu0zp8jqcyv0jzf5r9yums5,I. Rakitić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561285,13,1,1,0,48,10eyb18v5puw4ez03ocaug09m,1,4.7,50.4,2023-01-28T17:31:40.788Z,2023-01-29T01:16:01Z,3999857051,56,Back,3999857059,213,5.1,3999857055,141,14.1,4001127477,178,,3999857053,140,13.0,3999857057,212,26.2,,,,,,,c9cp6fxbxyc2a3kfotkompxx,Y. Bounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561317,14,1,1,0,50,10eyb18v5puw4ez03ocaug09m,1,13.5,10.9,2023-01-28T17:31:43.027Z,2023-01-29T01:16:09Z,4001127759,178,,3999857221,212,26.3,3999857217,140,38.5,3999857223,213,6.2,3999857219,141,9.4,3999857215,56,Back,4000089659,155,,,,,2mg2n8e1d83gbeykfwzz0fumt,Jesús Navas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561323,15,1,1,0,52,10eyb18v5puw4ez03ocaug09m,0,36.5,8.7,2023-01-28T17:31:44.797Z,2023-01-29T01:16:19Z,4000090479,212,14.3,4001128027,178,,4000090471,168,,3999857235,56,Back,4000090475,140,48.0,4000090481,213,0.6,4000090477,141,20.0,,,,5c4ku1hmhy6l9dq8a5jp1qf9x,Suso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561337,11,49,1,0,54,4yg9ttzw0m51048doksv8uq5r,1,50.2,88.1,2023-01-28T17:31:46.892Z,2023-01-29T01:16:57Z,,,,,,,,,,,,,,,,,,,,,,,,,f0a2qk3jzxercn67bben5eled,Gumbau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561359,12,1,1,0,54,4yg9ttzw0m51048doksv8uq5r,1,50.2,88.1,2023-01-28T17:31:46.946Z,2023-01-29T01:17:34Z,3999857395,56,Center,3999857403,213,5.2,3999857399,141,44.9,3999857393,157,,4001130371,178,,3999857397,140,64.2,3999857401,212,32.8,3999857405,1,,f0a2qk3jzxercn67bben5eled,Gumbau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561371,13,3,1,0,57,4yg9ttzw0m51048doksv8uq5r,0,64.5,45.8,2023-01-28T17:31:50.227Z,2023-01-29T01:18:02Z,4001130691,178,,3999857549,233,16,4000639301,464,,3999857435,286,,3999857433,56,Center,,,,,,,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561405,16,7,1,0,58,10eyb18v5puw4ez03ocaug09m,0,35.5,54.2,2023-01-28T17:31:50.309Z,2023-01-29T01:17:50Z,3999857519,56,Back,4001130837,178,,3999857541,233,13,3999857521,285,,4000639213,385,,,,,,,,,,,depu0zp8jqcyv0jzf5r9yums5,I. Rakitić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561411,14,1,1,1,0,4yg9ttzw0m51048doksv8uq5r,0,66.6,49.4,2023-01-28T17:31:52.654Z,2023-01-29T01:18:07Z,3999857573,212,3.1,3999857569,140,68.0,3999857755,236,,4001131255,178,,3999857575,213,1.1,3999857567,56,Center,3999857571,141,53.4,3999857757,233,17,9ivrglgy0tibv881e1a93psr9,L. Boyé,3999857761,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561435,17,74,1,1,0,10eyb18v5puw4ez03ocaug09m,1,32.9,48.7,2023-01-28T17:31:52.765Z,2023-01-29T01:18:11Z,3999857685,56,Back,3999857687,285,,3999857773,233,14,4001131365,178,,,,,,,,,,,,,,65osnocfqxv6mmpb69hm446ad,Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561447,18,49,1,1,1,10eyb18v5puw4ez03ocaug09m,1,33.2,48.4,2023-01-28T17:31:53.706Z,2023-01-29T01:18:40Z,,,,,,,,,,,,,,,,,,,,,,,,,depu0zp8jqcyv0jzf5r9yums5,I. Rakitić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561471,19,1,1,1,2,10eyb18v5puw4ez03ocaug09m,1,33.2,48.4,2023-01-28T17:31:54.773Z,2023-01-29T01:18:47Z,3999857865,213,0.8,3999857861,141,63.7,3999857857,56,Back,3999857863,212,14.5,3999857859,140,42.8,4001132227,178,,,,,,,,depu0zp8jqcyv0jzf5r9yums5,I. Rakitić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561487,20,1,1,1,3,10eyb18v5puw4ez03ocaug09m,1,42.9,64.2,2023-01-28T17:31:55.541Z,2023-01-29T01:18:53Z,3999857967,141,84.2,3999857963,56,Back,3999857971,213,2.1,3999857965,140,36.0,3999857969,212,15.4,4001132359,178,,,,,,,,8ty68f4i1lwjdktycd2oy5a6t,L. Ocampos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561503,21,1,1,1,7,10eyb18v5puw4ez03ocaug09m,1,34.1,86.4,2023-01-28T17:31:59.267Z,2023-01-29T01:18:56Z,3999858089,212,13.9,3999858085,140,23.4,3999858091,213,3.8,4001132419,178,,3999858083,56,Back,3999858087,141,74.4,,,,,,,djal5dsafpnhip4lu0ait94np,M. Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561523,22,1,1,1,9,10eyb18v5puw4ez03ocaug09m,1,23.5,74.4,2023-01-28T17:32:01.299Z,2023-01-29T01:18:59Z,3999858221,140,36.0,3999858225,212,13.6,4001132485,178,,3999858219,56,Back,3999858223,141,69.4,3999858227,213,6.0,,,,,,,b25dws1pbgbxuwt09of8xpe51,K. Rekik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561559,23,2,1,1,11,10eyb18v5puw4ez03ocaug09m,1,37.3,65.4,2023-01-28T17:32:03.523Z,2023-01-29T01:19:06Z,3999858415,56,Center,4001132669,178,,3999858431,4,,3999858419,141,54.5,3999858723,7,4bbqmasyopxoymo4umcxd4e09,3999858417,140,74.4,3999858425,1,,,,,depu0zp8jqcyv0jzf5r9yums5,I. Rakitić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561657,15,55,1,1,11,4yg9ttzw0m51048doksv8uq5r,1,23.1,50.1,2023-01-28T17:32:03.524Z,2023-01-29T01:19:06Z,,,,,,,,,,,,,,,,,,,,,,,,,2zn2o5lzchz7oattq9pnjr8wl,E. Roco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561581,24,43,1,1,16,10eyb18v5puw4ez03ocaug09m,1,0,0,2023-01-28T17:32:08.845Z,2023-01-28T17:32:11Z,3999858685,144,61,3999858557,56,Center,,,,,,,,,,,,,,,,,,,4bbqmasyopxoymo4umcxd4e09,Y. En-Nesyri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561961,16,1,1,1,45,4yg9ttzw0m51048doksv8uq5r,1,29,49.6,2023-01-28T17:32:37.807Z,2023-01-29T01:19:16Z,3999860345,241,,3999860351,141,14.6,3999860355,213,4.7,3999860349,140,29.4,3999860343,5,,3999860347,56,Back,4001132897,178,,3999860353,212,23.8,2zn2o5lzchz7oattq9pnjr8wl,E. Roco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501562017,17,1,1,1,47,4yg9ttzw0m51048doksv8uq5r,1,29.4,13.8,2023-01-28T17:32:40.101Z,2023-01-29T01:19:19Z,3999860591,155,,3999860599,212,52.1,3999860603,1,,3999860595,140,78.1,3999860601,213,0.2,4001133003,178,,3999860593,56,Center,3999860597,141,28.5,b69uny9udp3ab2zccwa0qnrh1,Diego González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501562021,18,50,1,1,50,4yg9ttzw0m51048doksv8uq5r,1,78.2,28,2023-01-28T17:32:42.807Z,2023-01-29T01:19:28Z,3999860621,286,,3999860619,56,Center,3999860755,233,25,,,,,,,,,,,,,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501562047,25,7,1,1,51,10eyb18v5puw4ez03ocaug09m,1,21.8,72,2023-01-28T17:32:43.632Z,2023-01-29T01:19:39Z,3999860717,285,,3999860735,233,18,3999860715,56,Back,4001133587,178,,4000640449,384,,,,,,,,,,,b25dws1pbgbxuwt09of8xpe51,K. Rekik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501562055,26,1,1,1,53,10eyb18v5puw4ez03ocaug09m,0,25.5,66.6,2023-01-28T17:32:45.469Z,2023-01-29T01:19:44Z,3999860779,212,8.9,3999860767,157,,3999860783,1,,3999860771,56,Back,3999860775,140,33.8,3999860781,213,0.2,4001133689,388,,3999860777,141,69.1,65osnocfqxv6mmpb69hm446ad,Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501562081,19,1,1,1,56,4yg9ttzw0m51048doksv8uq5r,0,64.6,39.5,2023-01-28T17:32:48.506Z,2023-01-29T01:19:49Z,3999860955,140,80.0,3999860959,212,16.6,3999860951,3,,4001133785,388,,3999860957,141,45.1,3999860953,56,Center,3999860961,213,0.2,,,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501562117,27,1,1,1,58,10eyb18v5puw4ez03ocaug09m,0,18.9,54.8,2023-01-28T17:32:50.452Z,2023-01-29T01:19:53Z,3999861171,3,,3999861179,212,6.8,3999861175,140,25.3,3999861173,56,Back,3999861177,141,56.5,4001133957,388,,3999861181,213,0.2,,,,rlgrvvibryod2g92hqc97ii2,L. Badé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501562159,20,1,1,2,2,4yg9ttzw0m51048doksv8uq5r,1,71.2,49.7,2023-01-28T17:32:54.605Z,2023-01-29T01:19:59Z,3999861349,140,77.5,3999861355,213,0.0,4001134089,388,,3999861351,141,49.9,3999861345,168,,3999861353,212,6.6,3999861347,56,Center,3999861343,3,,1ore4ght7ls393tcpbmah9dcl,Pere Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501562167,21,61,1,2,3,4yg9ttzw0m51048doksv8uq5r,0,77.6,50,2023-01-28T17:32:55.370Z,2023-01-29T01:20:04Z,4001134213,178,,3999861385,56,Center,,,,,,,,,,,,,,,,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501562175,28,1,1,2,3,10eyb18v5puw4ez03ocaug09m,1,19.7,54.9,2023-01-28T17:32:56.018Z,2023-01-29T01:20:16Z,3999861415,140,26.6,4001134511,388,,3999861419,212,9.9,3999861411,3,,3999861421,213,0.7,3999861417,141,64.8,3999861413,56,Back,,,,rlgrvvibryod2g92hqc97ii2,L. Badé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501562185,29,1,1,2,5,10eyb18v5puw4ez03ocaug09m,1,28,67.2,2023-01-28T17:32:57.458Z,2023-01-29T01:20:22Z,3999861475,213,3.3,3999861471,141,60.4,3999861467,56,Back,3999861473,212,22.5,3999861469,140,7.0,3999861465,3,,4001134759,388,,,,,depu0zp8jqcyv0jzf5r9yums5,I. Rakitić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501562193,30,52,1,2,7,10eyb18v5puw4ez03ocaug09m,1,7,60.4,2023-01-28T17:32:59.350Z,2023-01-29T01:20:26Z,4001134835,178,,4000641491,377,,,,,,,,,,,,,,,,,,,,c9cp6fxbxyc2a3kfotkompxx,Y. Bounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501562401,31,80,1,2,19,10eyb18v5puw4ez03ocaug09m,0,9.2,44.5,2023-01-28T17:33:11.518Z,2023-01-29T01:20:28Z,4001134893,178,,3999862403,189,,,,,,,,,,,,,,,,,,,,c9cp6fxbxyc2a3kfotkompxx,Y. Bounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501562527,32,1,1,2,26,10eyb18v5puw4ez03ocaug09m,1,21.2,51.7,2023-01-28T17:33:19.147Z,2023-01-29T01:20:31Z,3999862907,213,0.5,3999862903,141,62.8,3999862899,56,Back,3999862905,212,17.2,3999862901,140,35.9,4001134987,178,,,,,,,,c9cp6fxbxyc2a3kfotkompxx,Y. Bounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501562533,33,1,1,2,27,10eyb18v5puw4ez03ocaug09m,1,36,63,2023-01-28T17:33:20.143Z,2023-01-29T01:20:36Z,3999862973,156,,3999862953,212,13.3,3999862945,56,Back,3999862951,141,73.9,3999862949,140,25.5,3999862955,213,2.5,4001135097,178,,,,,depu0zp8jqcyv0jzf5r9yums5,I. Rakitić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501562583,34,1,1,2,30,10eyb18v5puw4ez03ocaug09m,1,26.7,79.8,2023-01-28T17:33:22.434Z,2023-01-29T01:20:39Z,3999863247,141,81.4,3999863243,56,Left,4001135177,178,,3999863249,212,26.8,3999863251,213,0.0,3999863245,140,52.2,,,,,,,b25dws1pbgbxuwt09of8xpe51,K. Rekik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501562597,35,1,1,2,33,10eyb18v5puw4ez03ocaug09m,1,38.2,81,2023-01-28T17:33:25.817Z,2023-01-29T01:20:47Z,3999863343,140,32.9,3999863347,212,8.0,4001135433,178,,3999863345,141,89.4,3999863349,213,2.3,3999863341,56,Back,,,,,,,4bbqmasyopxoymo4umcxd4e09,Y. En-Nesyri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
