id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/16/value,qualifier/17/value
2539154505,1,34,16,0,0,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2023-04-25T16:20:19.660Z,2023-04-25T17:32:52Z,4219681653,197,1511,4219681645,59,"1, 20, 22, 24, 23, 32, 10, 4, 16, 15, 7, 2, 5, 6, 8, 11, 12, 13, 18, 19, 21",4219681641,30,"el98wqtf7w1ap9ei2bxqwtx3p, 91lln39q4rzbp8z000p0evn4l, 2qauzcv74cd8uqfv2ibl52ymt, aabvyjqpd63os1yzthx8ej6c5, 6pfbtlfphouu35kbwjiavwgyd, 8nbnru9t2qxaotxw0hiaocdt5, bpvxqbiu11k4ivohi3798kxxx, 9c2cfavuofg0yz3307nkgi0ut, 2gaojeqbhh6oj3ao7b3nxxx0q, aziqdd6dqjjgr6ifmzve0cz4l, wwdfv8zkkgplnpbz12pv8frp, 2vvr0pc9xgoiq1pmxpjysyr8q, 4ktnru3pqurww9h9af7n2959l, 2rn90c44nbr991vxlj2nmwxqt, 7s0xu9z5egw0sjf8qibdwa6s5, cn3ocv5r0d0un0no4wlxl5y39, dbj7ww9wogmp0dod5aj4ys0a2, cfm1cx3wneiqljgyv0tthp0ph, 3r9gdse50kyeq9ya1o3ul0e6t, 1jffh172t15s6ws7nou0fc251, d2z22er0uqxu3w3h3ta36wh61",4219681651,194,2qauzcv74cd8uqfv2ibl52ymt,4219681655,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4219681643,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4219681649,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4219681647,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539155537,1,34,16,0,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2023-04-25T16:24:18.386Z,2023-04-25T20:36:17Z,4219687427,197,278,4219687429,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4219687415,30,"15no5m0njma23gf0ygu9agt05, akjusy9dt1qd2fjhttviek6ol, d34tmogp5h4rwuo3pcxtwp0fe, 1wezo3pjdktc0iqaxze3uh2sq, 7ms6l8qho3p4jm1soleldqvv9, 8ij122duxc65thlj8flk2xdjp, 9xbo6c8uq29ueuyinngjjiaj9, 5t2ngljfiapcn98qlnbifg53p, 946z96r5q70ryslp3hlhafnx1, eqw6fu3no9qxejk17tqgeey5m, 6nq6p1kfoejfmnzpckquv4tn8, amjegysk3et638l4od103c7o5, 6dx2fxufm98xtdobuwppis34l, d3pdr28q2n295ldry2lc1uklx, f4gpe0pxov8sea9e0fs24h8q2, cuxm7t8cql3v06hqf18wvcul1, 2zcha0sd7axiu2s2c0bccz2s5, 96cbv23es0gucmd2v0qvk3iwa, 1vupjbihmf0b4gzjskmrmptqt, bpf2fcb73l96fwspo72shmkiy, 94jrxsnf1ta2u65ommyge7bo5, 46gkf4nhkwnep0mey80hd57h0",4219687423,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4219687417,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4219687419,59,"25, 2, 20, 34, 4, 3, 14, 16, 17, 19, 33, 1, 5, 6, 7, 9, 11, 12, 15, 22, 23, 42",4219687425,194,7ms6l8qho3p4jm1soleldqvv9,4219687421,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539171543,2,32,1,0,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2023-04-25T17:32:36.181Z,2023-04-25T17:32:36Z,4219777205,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539171549,2,32,1,0,0,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2023-04-25T17:32:36.181Z,2023-04-25T21:38:13Z,4219777227,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539171557,3,1,1,0,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,50,50,2023-04-25T17:32:36.281Z,2023-04-25T17:32:38Z,4219777271,279,S,4219777269,213,3.1,4219777267,212,16.6,4219777263,140,34.2,4219777265,141,51.0,4219777261,56,Back,,,,,,,9xbo6c8uq29ueuyinngjjiaj9,Rubén García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539171567,4,1,1,0,2,2l0ldgiwsgb8d6y3z0sfgjzyj,1,34.2,51,2023-04-25T17:32:38.584Z,2023-04-25T17:32:40Z,4219777347,213,2.9,4219777341,140,25.6,4219777339,56,Back,4219777345,212,9.3,4219777343,141,54.3,,,,,,,,,,1wezo3pjdktc0iqaxze3uh2sq,Iker Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539171569,5,1,1,0,4,2l0ldgiwsgb8d6y3z0sfgjzyj,1,25.6,54.3,2023-04-25T17:32:40.593Z,2023-04-25T17:32:41Z,4219777351,56,Back,4219777355,141,51.3,4219777357,212,6.9,4219777359,213,6.0,4219777353,140,31.9,,,,,,,,,,8ij122duxc65thlj8flk2xdjp,Juan Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539171577,6,1,1,0,5,2l0ldgiwsgb8d6y3z0sfgjzyj,1,33.2,56.7,2023-04-25T17:32:41.361Z,2023-04-25T22:27:49Z,4219777403,213,2.6,4219777395,56,Back,4219777397,140,26.5,4219777399,141,63.1,4219777401,212,8.3,,,,,,,,,,1wezo3pjdktc0iqaxze3uh2sq,Iker Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539171613,7,1,1,0,6,2l0ldgiwsgb8d6y3z0sfgjzyj,1,25.9,58.5,2023-04-25T17:32:42.496Z,2023-04-25T22:27:58Z,4219777605,212,16.3,4219777599,56,Back,4219777601,140,31.3,4219777603,141,81.0,4219777607,213,1.2,,,,,,,,,,8ij122duxc65thlj8flk2xdjp,Juan Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539171617,8,1,1,0,9,2l0ldgiwsgb8d6y3z0sfgjzyj,1,28.2,81.2,2023-04-25T17:32:46.153Z,2023-04-25T22:28:11Z,4219777631,213,5.1,4219777627,141,68.6,4219777629,212,9.4,4219777623,56,Back,4219777625,140,31.9,,,,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
