id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value,assist,qualifier/19/value
2449972281,1,34,16,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-08-22T18:41:39.646Z,2022-08-22T20:22:14Z,3726859861,194,6navc0x6p4yqy76zyo3zocwr9,3727018425,197,704,3726859863,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3726859851,30,"4wbwcfbeokv5j4nuudbxgaw2d, ay89se5rytzay8md0yeadykq2, d7pzcnoztn30xoj5b2sr9slt6, 4o0ei8wawffrg2hvnbmcxipxx, 39dgr8s91agremy3nvp4q2221, 8xd59g0c36012q6mg5f2fl239, c320492cbp1otejfp1i1oane1, 2udtmz4lvh4vil16mxvo0j4l, 6navc0x6p4yqy76zyo3zocwr9, 27hwtukeqxh91ch1f3qr1it49, bqmhsb2bsuuuijw2ci39l01k9, 8ikm0hxyz2qaonz3qmynu0xqt, 2nq5nzq35tfwc7po29dtwqp78, 20ebw399jhbq0i5x2eacrrs6i, 2y9jp3hak8dnf8cavdqrx1cyd, 8tnz3pqkqdhbr08p96i9w8i96, 3xxwjf3ymu1j9825xjuwuknah, 9iwptrplnmwst5nfimyuqekq2, dhn85ec5ty14hpbk7eirasvtg, 618ct0ti4q9ksggep1allpmac, 25h51j4zz5m180na6sy5ybbpw, eonkaqrhhxzaa3nt0iena4us",3726859853,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3726859857,130,19,3726859855,59,"1, 20, 3, 5, 22, 15, 21, 14, 7, 9, 17, 2, 4, 8, 10, 11, 16, 19, 30, 32, 33, 36",3726859859,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449973923,1,34,16,0,0,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2022-08-22T18:45:52.208Z,2022-08-22T20:02:29Z,3726870035,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3727027513,197,1579,3726870031,194,9see13i1f0n1ju4uhs8sijutx,3726870019,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3726870027,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3726870023,130,10,3726870021,59,"13, 21, 3, 6, 23, 2, 11, 18, 19, 10, 20, 1, 4, 7, 8, 9, 16, 27, 28, 29, 30, 31, 32",3726870017,30,"vota9gwygxp3wc998tl7ldxx, 5lzbyj5i0cotpry4gneap8c89, 2zgcbp9g85uxudxadiw3twmvp, cue88fm1v1ysfuwhql68czydx, 32sds4yk7ch30mng0gyzhdk9h, 9see13i1f0n1ju4uhs8sijutx, eiqt71z69beq7akuhot0foset, 5gorfhj7uwpomrhlso1krxrkl, 52e2ogoex674bz6pcwluapdxx, b64p21hmhsqgrn6n04mk00zpx, dkv5svrbfiq996qchro44dfpx, 1f2t5vsayiiluw330yiw4ft1x, qg0ok4244nmslpvxnoj6zn8q, ckne0j1fs5cxufyicjbygdi39, 3f673373jylbr4ir0bklci40l, 5l6e9nd0defapk1w2ucndowr9, aso41hpuq5oh825n83boc5x0q, 5mj2vxkh3pmkbwj139mp93n4l, e8t77ifx5ddju8ihbgu5iy8lw, 1pim2m8qrj4gqjovepl1dlmhg, 5qkgkfk0hys1vu2d2p4da0x78, 5zyvj7s681tgg9bec02za6nhm, b9uidnhsk87uav22iftb4osgk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450001991,2,32,1,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-08-22T20:01:19.473Z,2023-03-14T15:34:46Z,3727034759,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450001985,2,32,1,0,0,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2022-08-22T20:01:19.473Z,2022-08-22T20:01:19Z,3727034735,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450002017,3,1,1,0,0,1n1j0wsl763lq7ee1k0c11c02,1,49.9,50,2022-08-22T20:01:19.513Z,2022-08-23T02:49:17Z,3727034927,140,32.1,3727034929,141,56.0,3727034925,56,Back,3727034933,213,2.9,3727375183,178,,3727034931,212,19.1,3727034935,279,S,,,,52e2ogoex674bz6pcwluapdxx,Borja Mayoral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450002035,4,1,1,0,3,1n1j0wsl763lq7ee1k0c11c02,0,32.1,56,2022-08-22T20:01:22.500Z,2022-08-23T02:49:23Z,3727375227,178,,3727035009,56,Center,3727035011,140,62.2,3727035013,141,25.8,3727035017,213,5.7,3727035007,155,,3727035019,1,,3727035015,212,37.7,cue88fm1v1ysfuwhql68czydx,Domingos Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450002041,3,8,1,0,5,7h7eg7q7dbwvzww78h9d5eh0h,1,36.8,73.1,2022-08-22T20:01:24.906Z,2022-08-23T02:49:31Z,3727035045,56,Back,3727179759,384,,3727035047,15,,3727375281,388,,,,,,,,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450002055,4,1,1,0,6,7h7eg7q7dbwvzww78h9d5eh0h,0,31.8,77.3,2022-08-22T20:01:26.367Z,2022-08-23T02:49:37Z,3727035121,140,48.8,3727035117,3,,3727035127,213,0.2,3727035123,141,83.9,3727035119,56,Back,3727035125,212,18.4,3727375349,388,,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450002053,5,44,1,0,8,1n1j0wsl763lq7ee1k0c11c02,1,50.8,16.2,2022-08-22T20:01:28.468Z,2022-08-23T06:50:33Z,3727035107,56,Right,3727035197,233,5,3727035219,286,,,,,,,,,,,,,,,,,9see13i1f0n1ju4uhs8sijutx,D. Dakonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450002063,5,44,1,0,8,7h7eg7q7dbwvzww78h9d5eh0h,0,49.2,83.8,2022-08-22T20:01:28.469Z,2022-08-23T02:49:43Z,3727035205,233,5,3727035225,285,,3727035155,56,Back,,,,,,,,,,,,,,,,6navc0x6p4yqy76zyo3zocwr9,C. Stuani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
