id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/15/value,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/18/value,qualifier/20/value
2471883081,1,34,16,0,0,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2022-10-15T10:49:54.101Z,2022-10-15T12:05:31Z,3843747135,197,1511,3843508257,59,"1, 20, 22, 24, 23, 32, 11, 4, 18, 8, 7, 2, 3, 6, 9, 10, 14, 15, 16, 17, 21, 26, 36",3843508261,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843508251,30,"el98wqtf7w1ap9ei2bxqwtx3p, 91lln39q4rzbp8z000p0evn4l, 2qauzcv74cd8uqfv2ibl52ymt, aabvyjqpd63os1yzthx8ej6c5, 6pfbtlfphouu35kbwjiavwgyd, 8nbnru9t2qxaotxw0hiaocdt5, cn3ocv5r0d0un0no4wlxl5y39, 9c2cfavuofg0yz3307nkgi0ut, 3r9gdse50kyeq9ya1o3ul0e6t, 7s0xu9z5egw0sjf8qibdwa6s5, wwdfv8zkkgplnpbz12pv8frp, 87d9nk7nzy4blezcur66rz1ed, 9wozklkj2p3a83j51p27a59ed, 2rn90c44nbr991vxlj2nmwxqt, 3ia1z3fooszynz9a81dn17oid, bpvxqbiu11k4ivohi3798kxxx, 92b22xcwri3rokbvu09htjhwq, a8ws0c0qiekoeqib6xxet0ixh, 8wh06x3xb8duroz673s3c43x1, 9rm0qaumcii8d9zqxkh9nq4lx, d2z22er0uqxu3w3h3ta36wh61, 8h6je56fe74djcd3va7iq6yhg, 4zve4017u2i3zvxlnjruv25t5",3843508265,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843508263,194,7s0xu9z5egw0sjf8qibdwa6s5,3843508255,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3843508259,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471883663,1,34,16,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-10-15T10:52:34.020Z,2022-10-15T11:58:09Z,3843511967,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3843511971,130,10,3843511979,194,8ikm0hxyz2qaonz3qmynu0xqt,3843511965,30,"4wbwcfbeokv5j4nuudbxgaw2d, 2nq5nzq35tfwc7po29dtwqp78, d7pzcnoztn30xoj5b2sr9slt6, 3xxwjf3ymu1j9825xjuwuknah, 8ikm0hxyz2qaonz3qmynu0xqt, 39dgr8s91agremy3nvp4q2221, c320492cbp1otejfp1i1oane1, cuqawmfekh86mgo758udxw7v9, bqmhsb2bsuuuijw2ci39l01k9, 27hwtukeqxh91ch1f3qr1it49, 2udtmz4lvh4vil16mxvo0j4l, 4o0ei8wawffrg2hvnbmcxipxx, 6navc0x6p4yqy76zyo3zocwr9, 20ebw399jhbq0i5x2eacrrs6i, 2y9jp3hak8dnf8cavdqrx1cyd, 8tnz3pqkqdhbr08p96i9w8i96, 2do89l8kf9yuelzq1b5mo549h, eavhyxb9dfjh0jp5yzg8p8udx, 8xd59g0c36012q6mg5f2fl239, ay89se5rytzay8md0yeadykq2, 9um7x9zd0e000zt57l3yearqh, q5omphitvnrcnoda4jh9fdux, bixz0as48s0jmvl2bdctr2tt6",3843511977,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843740929,197,704,3843511969,59,"1, 4, 3, 16, 2, 22, 21, 18, 17, 9, 14, 5, 7, 8, 10, 11, 12, 13, 15, 20, 23, 25, 26",3843511981,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471931385,2,32,1,0,0,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2022-10-15T12:00:55.041Z,2022-10-15T12:00:55Z,3843748093,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471931427,2,32,1,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-10-15T12:00:55.041Z,2022-10-15T21:55:25Z,3843748295,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471931407,3,1,1,0,0,82q9159y2u7mkfn3z6hy75r4o,1,50,50,2022-10-15T12:00:55.101Z,2022-10-15T22:04:58Z,3846948335,178,,3843748191,56,Back,3843748193,140,34.0,3843748195,141,61.7,3843748199,213,2.7,3843748201,279,S,3843748197,212,18.6,,,,9c2cfavuofg0yz3307nkgi0ut,Rubén Alcaraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471931435,4,1,1,0,2,82q9159y2u7mkfn3z6hy75r4o,1,34.4,62.6,2022-10-15T12:00:57.469Z,2022-10-15T22:05:37Z,3843748339,212,16.1,3843748341,213,1.1,3843748337,141,83.9,3843748335,140,41.2,3843748333,56,Back,3846949037,178,,,,,,,,8nbnru9t2qxaotxw0hiaocdt5,Víctor Chust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471931477,5,1,1,0,5,82q9159y2u7mkfn3z6hy75r4o,1,43.4,88.7,2022-10-15T12:01:00.108Z,2022-10-15T22:05:42Z,3843748499,140,33.7,3846949113,178,,3843748505,213,4.1,3843748503,212,17.1,3843748497,56,Back,3843748501,141,68.5,,,,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471931507,6,1,1,0,7,82q9159y2u7mkfn3z6hy75r4o,1,30.8,62,2022-10-15T12:01:02.964Z,2022-10-15T22:05:45Z,3846949235,178,,3843748657,56,Back,3843748659,140,28.1,3843748665,213,4.6,3843748663,212,19.9,3843748661,141,33.0,,,,,,,8nbnru9t2qxaotxw0hiaocdt5,Víctor Chust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471931533,7,1,1,0,10,82q9159y2u7mkfn3z6hy75r4o,1,28,30.6,2022-10-15T12:01:05.260Z,2022-10-15T22:05:49Z,3843748799,212,15.6,3843748795,140,31.4,3843748793,56,Back,3846949319,178,,3843748801,213,4.9,3843748797,141,8.2,,,,,,,6pfbtlfphouu35kbwjiavwgyd,Luis Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471931555,8,1,1,0,12,82q9159y2u7mkfn3z6hy75r4o,1,29.9,10.4,2022-10-15T12:01:07.497Z,2022-10-15T22:05:54Z,3846949421,178,,3843748897,213,0.8,3843748895,212,11.0,3843748893,141,21.9,3843748889,56,Back,3843748891,140,37.3,,,,,,,91lln39q4rzbp8z000p0evn4l,Iza Carcelén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
