id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/11/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2518209089,5,1,1,0,11,3kq9cckrnlogidldtdie2fkbl,1,21.2,26.8,2023-03-11T13:02:22.097Z,2023-03-12T03:29:47Z,4087668173,56,Back,4087668177,141,36.4,4087668179,212,6.7,4091362605,178,,4087668181,213,1.3,4087668175,140,22.6,,,,,,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209131,6,1,1,0,13,3kq9cckrnlogidldtdie2fkbl,1,22,36.9,2023-03-11T13:02:23.681Z,2023-03-12T03:29:49Z,4087668413,141,70.6,4087668417,213,2.1,4087668415,212,26.2,4087668409,56,Back,4091362715,178,,4087668411,140,10.0,,,,,,,cdcbi6xmy0uts703489e0acb9,T. Kroos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209157,7,1,1,0,17,3kq9cckrnlogidldtdie2fkbl,1,10.4,71.2,2023-03-11T13:02:27.289Z,2023-03-12T03:29:52Z,4087668555,140,15.9,4087668559,212,17.7,4087668561,213,1.2,4087668557,141,95.8,4087668553,56,Back,4091362827,178,,,,,,,,7o4nc6jwsi3quvnwinstqwyj9,Nacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209217,8,1,1,0,19,3kq9cckrnlogidldtdie2fkbl,1,17,94.6,2023-03-11T13:02:29.417Z,2023-03-12T03:29:56Z,4087668869,140,28.8,4087668871,141,96.5,4087668867,56,Back,4087668873,212,12.5,4087668875,213,0.1,4091363029,178,,,,,,,,en2c7z1raqmcwee78297pbnu2,E. Camavinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209245,9,1,1,0,22,3kq9cckrnlogidldtdie2fkbl,1,22.9,95,2023-03-11T13:02:32.987Z,2023-03-12T03:29:58Z,4091363139,178,,4087668983,141,92.3,4087668987,213,3.4,4087668981,140,15.1,4087668979,56,Back,4087668985,212,8.4,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209257,10,1,1,0,25,3kq9cckrnlogidldtdie2fkbl,1,15.5,91.2,2023-03-11T13:02:35.142Z,2023-03-12T03:30:01Z,4087669045,141,85.0,4087669049,213,5.7,4087669047,212,8.3,4087669043,140,22.3,4087669041,56,Back,4091363283,178,,,,,,,,en2c7z1raqmcwee78297pbnu2,E. Camavinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209293,11,1,1,0,26,3kq9cckrnlogidldtdie2fkbl,0,23.1,82.7,2023-03-11T13:02:36.594Z,2023-03-12T03:30:04Z,4087669215,141,74.2,4087669219,213,5.5,4087669217,212,8.5,4087669213,140,29.0,4091363457,178,,4087669211,56,Back,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518931929,621,67,1,0,27,c8llrezkm3b3op4afrou6b487,1,67.7,24.6,2023-03-11T13:02:37.692Z,2023-03-12T05:51:44Z,4091511567,233,1003,,,,,,,,,,,,,,,,,,,,,,32fnehcyqzc55h6auev06odwq,José Gragera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518931925,1003,67,1,0,27,3kq9cckrnlogidldtdie2fkbl,0,32.3,75.4,2023-03-11T13:02:37.693Z,2023-03-12T04:42:40Z,4091511575,233,621,,,,,,,,,,,,,,,,,,,,,,cdcbi6xmy0uts703489e0acb9,T. Kroos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209289,7,8,1,0,27,c8llrezkm3b3op4afrou6b487,1,67.5,25.3,2023-03-11T13:02:37.696Z,2023-03-12T05:51:44Z,4091363669,178,,4089614001,384,,4087669197,56,Center,,,,,,,,,,,,,,,,32fnehcyqzc55h6auev06odwq,José Gragera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209337,12,4,1,0,28,3kq9cckrnlogidldtdie2fkbl,1,30.6,74.6,2023-03-11T13:02:38.167Z,2023-03-12T03:30:17Z,4087669423,56,Back,4087669839,295,,4087669425,152,,4087669429,285,,4087669421,13,,4087669519,233,8,,,,,,,cdcbi6xmy0uts703489e0acb9,T. Kroos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209353,8,4,1,0,28,c8llrezkm3b3op4afrou6b487,0,69.4,25.4,2023-03-11T13:02:38.168Z,2023-03-12T03:30:17Z,4087669527,233,12,4087669501,152,,4091363995,178,,4087669975,295,,4087669499,56,Center,4087669497,13,,4087669505,286,,,,,32fnehcyqzc55h6auev06odwq,José Gragera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209475,13,1,1,0,40,3kq9cckrnlogidldtdie2fkbl,1,26.7,69.4,2023-03-11T13:02:50.152Z,2023-03-12T03:30:23Z,4087670195,152,,4087670199,140,23.8,4087670203,212,20.4,4087670197,56,Back,4087670193,5,,4087670205,213,4.6,4087670201,141,39.8,4087670349,189,,7o4nc6jwsi3quvnwinstqwyj9,Nacho,4091364315,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209481,14,1,1,0,40,3kq9cckrnlogidldtdie2fkbl,1,23.8,39.8,2023-03-11T13:02:51.114Z,2023-03-12T03:30:26Z,4087670557,189,,4087670221,212,13.1,4087670219,141,22.3,4087670223,213,5.1,4087670215,56,Back,4087670217,140,29.0,4091364467,178,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209495,15,1,1,0,44,3kq9cckrnlogidldtdie2fkbl,1,29.1,22.3,2023-03-11T13:02:54.696Z,2023-03-12T03:30:31Z,4087670331,212,12.0,4087670325,56,Back,4087670329,141,38.5,4087670327,140,24.5,4087670333,213,2.0,4091364759,178,,,,,,,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209539,16,1,1,0,47,3kq9cckrnlogidldtdie2fkbl,1,26.5,41.6,2023-03-11T13:02:57.312Z,2023-03-12T03:30:35Z,4087670547,1,,4087670543,212,34.8,4087670545,213,1.4,4091364853,178,,4087670539,140,30.9,4087670541,141,92.3,4087670537,56,Back,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209603,17,1,1,0,52,3kq9cckrnlogidldtdie2fkbl,1,36.2,85.6,2023-03-11T13:03:02.954Z,2023-03-12T03:30:41Z,4091365039,178,,4087670863,141,42.8,4087670867,212,29.3,4087670871,213,4.6,4087670861,140,33.1,4087670859,56,Back,,,,,,,en2c7z1raqmcwee78297pbnu2,E. Camavinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209653,18,1,1,0,56,3kq9cckrnlogidldtdie2fkbl,1,33.8,40.5,2023-03-11T13:03:06.177Z,2023-03-12T03:30:43Z,4087671095,140,52.6,4087671099,212,31.0,4087671093,56,Right,4087671097,141,5.4,4087671101,213,5.4,4091365101,178,,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209683,19,1,1,1,0,3kq9cckrnlogidldtdie2fkbl,1,53.5,6.7,2023-03-11T13:03:10.272Z,2023-03-12T03:30:47Z,4087671261,141,32.5,4087671257,56,Back,4087671259,140,37.3,4087671263,212,24.4,4091365265,178,,4087671265,213,2.3,,,,,,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209717,20,1,1,1,2,3kq9cckrnlogidldtdie2fkbl,1,37.8,34.4,2023-03-11T13:03:12.970Z,2023-03-12T03:30:50Z,4087671407,213,1.6,4087671403,141,67.1,4087671405,212,22.2,4091365533,178,,4087671401,140,38.1,4087671399,56,Back,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209749,21,1,1,1,5,3kq9cckrnlogidldtdie2fkbl,1,38.6,68.8,2023-03-11T13:03:15.337Z,2023-03-12T03:30:53Z,4087671571,56,Back,4091365679,178,,4087671573,140,48.6,4087671577,212,11.9,4087671579,213,0.5,4087671575,141,76.9,,,,,,,7o4nc6jwsi3quvnwinstqwyj9,Nacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209811,22,1,1,1,7,3kq9cckrnlogidldtdie2fkbl,1,56.1,79.8,2023-03-11T13:03:17.904Z,2023-03-12T03:30:56Z,4087671879,212,11.9,4087671881,213,0.3,4091365923,178,,4087671875,140,66.8,4087671877,141,85.6,4087671873,56,Left,,,,,,,cdcbi6xmy0uts703489e0acb9,T. Kroos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209865,23,1,1,1,10,3kq9cckrnlogidldtdie2fkbl,1,59.7,95.6,2023-03-11T13:03:21.059Z,2023-03-12T03:31:01Z,4087672149,141,75.6,4091366115,178,,4087672145,56,Back,4087672153,213,4.0,4087672147,140,47.7,4087672151,212,18.5,,,,,,,en2c7z1raqmcwee78297pbnu2,E. Camavinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209919,24,1,1,1,14,3kq9cckrnlogidldtdie2fkbl,1,46.5,72.5,2023-03-11T13:03:24.128Z,2023-03-12T03:31:04Z,4087672489,56,Back,4087672495,212,18.0,4087672497,213,4.7,4087672493,141,46.1,4091366319,178,,4087672491,140,46.6,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209977,25,1,1,1,18,3kq9cckrnlogidldtdie2fkbl,0,56.2,34.6,2023-03-11T13:03:28.560Z,2023-03-12T03:31:09Z,4091366485,178,,4087672803,212,48.1,4087672807,213,6.1,4087672791,56,Right,4087672811,1,,4087672799,141,19.6,4087672793,140,100.0,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209991,9,5,1,1,23,c8llrezkm3b3op4afrou6b487,1,-1.2,79.8,2023-03-11T13:03:33.679Z,2023-03-12T03:31:11Z,4087672837,56,Back,4087672839,346,,4087672855,233,26,,,,,,,,,,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518209985,26,5,1,1,23,3kq9cckrnlogidldtdie2fkbl,0,101.2,20.2,2023-03-11T13:03:33.679Z,2023-03-12T03:31:12Z,4087672823,56,Right,4087672825,346,,4087672865,233,9,,,,,,,,,,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518210283,10,1,1,1,37,c8llrezkm3b3op4afrou6b487,1,5,49.9,2023-03-11T13:03:47.880Z,2023-03-12T03:31:14Z,4087674347,1,,4087674343,212,49.8,4087674345,213,5.6,4087674339,140,41.4,4087674341,141,2.9,4087674335,155,,4087674351,74,,4087674337,56,Back,bglk6tokkpgjltpzljp1p345x,Fernando Pacheco,4087674333,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518210367,11,1,1,1,43,c8llrezkm3b3op4afrou6b487,1,55.4,4.9,2023-03-11T13:03:53.551Z,2023-03-12T03:31:24Z,4087674815,140,82.0,4087674819,212,45.7,4087678735,154,,4087674823,1,,4087674813,56,Center,4087674817,141,58.1,4087678733,210,15,4087674821,213,0.9,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,4091366869,178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518210375,12,15,1,1,47,c8llrezkm3b3op4afrou6b487,1,90.1,65.4,2023-03-11T13:03:57.720Z,2023-03-12T03:31:24Z,4087678757,55,11,4087678771,231,57.8,4087676049,64,,4087678767,147,61.2,4091367039,178,,4087678755,154,,4087674861,22,,4087678753,29,,92pz9nafg5h4qeqpiw3011ihh,M. Braithwaite,4087676073,233,,27,4087678765,146,92.8,4087678763,103,19,4087676047,72,4087678769,230,95.4,4087676053,82,4087678761,102,49.9,4087674865,56,Center,4087678751,78,,,,,,,,,,,,,,,
2518210381,27,10,1,1,47,3kq9cckrnlogidldtdie2fkbl,1,9.8,34.7,2023-03-11T13:03:57.796Z,2023-03-12T03:31:35Z,4091367415,389,,4087674879,56,Back,4087674877,94,,4087676097,233,12,,,,,,,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518210393,13,6,1,1,49,c8llrezkm3b3op4afrou6b487,1,91.8,66,2023-03-11T13:03:59.352Z,2023-03-12T03:31:42Z,4087674947,56,Center,4087677915,73,,4087675859,233,28,,,,,,,,,,,,,,,,92pz9nafg5h4qeqpiw3011ihh,M. Braithwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518210417,28,6,1,1,49,3kq9cckrnlogidldtdie2fkbl,0,8.2,34,2023-03-11T13:03:59.352Z,2023-03-12T03:31:42Z,4087675901,233,13,4087675039,56,Back,4087675041,73,,,,,,,,,,,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518210863,14,1,1,2,17,c8llrezkm3b3op4afrou6b487,1,99.8,99.2,2023-03-11T13:04:27.200Z,2023-03-12T03:31:54Z,4087677275,223,,4087677273,155,,4087677267,2,,4087677287,1,,4089618287,20,,4087677271,6,,4087677281,141,40.7,4087677279,140,92.1,7xmaybxu4zd5k338bi3drkxcl,Darder,4087677277,56,1,Center,4091367943,178,,4087677283,212,40.6,4087682811,154,4087677285,213,4.5,4087682809,210,,,,,,,,,15,,,,,,,,,,,,,,
2518210865,15,15,1,2,19,c8llrezkm3b3op4afrou6b487,1,91.2,43.5,2023-03-11T13:04:29.376Z,2023-03-12T03:31:54Z,4087682817,29,,4087682841,147,48.7,4087682369,25,,4087682825,55,14,4087682835,103,34.2,4087682371,15,,4087682833,102,50.3,4087677311,56,Center,6810qbng9pfg1bztczv11grmd,L. Cabrera,4087677309,17,,,4087682375,328,,4087682821,154,,4087688155,233,4087682839,146,99.3,4087682815,79,4091368191,388,,,,,,,,30,,,,,,,,,,,,,
2518210859,30,10,1,2,21,3kq9cckrnlogidldtdie2fkbl,1,0.6,50.3,2023-03-11T13:04:31.127Z,2023-03-12T03:32:02Z,4087677257,56,Back,4087688331,233,15,4087688039,182,,4087688037,177,,4089620479,378,,,,,,,,,,,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518210853,29,44,1,2,21,3kq9cckrnlogidldtdie2fkbl,1,3.8,51.4,2023-03-11T13:04:31.191Z,2023-03-12T05:51:44Z,4087677241,56,Back,4087677243,285,,4087684723,233,16,,,,,,,,,,,,,,,,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518210929,16,44,1,2,21,c8llrezkm3b3op4afrou6b487,0,96.2,48.6,2023-03-11T13:04:31.192Z,2023-03-12T03:32:34Z,4087677631,286,,4087684729,233,29,4087677629,56,Center,,,,,,,,,,,,,,,,adi6l78sdvet408eho4fi4xk9,Vinicius Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518212673,59,52,1,2,21,3kq9cckrnlogidldtdie2fkbl,1,3,50.2,2023-03-11T13:04:31.275Z,2023-03-12T05:51:45Z,4091370475,388,,4089622323,378,,,,,,,,,,,,,,,,,,,,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518210971,31,1,1,2,24,3kq9cckrnlogidldtdie2fkbl,1,13.8,56,2023-03-11T13:04:34.832Z,2023-03-12T03:32:57Z,4087677827,56,Back,4087677833,212,23.9,4087677825,123,,4087677835,213,1.0,4087677829,140,26.2,4087677831,141,85.5,4091370629,178,,,,,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518211137,32,1,1,2,32,3kq9cckrnlogidldtdie2fkbl,1,46.4,87.6,2023-03-11T13:04:42.385Z,2023-03-12T03:33:01Z,4087678663,56,Left,4087678667,141,98.4,4087678669,212,31.0,4087678671,213,0.2,4091370781,178,,4087678665,140,75.1,,,,,,,cdcbi6xmy0uts703489e0acb9,T. Kroos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518211139,33,61,1,2,40,3kq9cckrnlogidldtdie2fkbl,0,86.6,81.2,2023-03-11T13:04:50.414Z,2023-03-12T03:33:12Z,4087678675,56,Left,4091371259,178,,,,,,,,,,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518934011,625,43,1,2,42,c8llrezkm3b3op4afrou6b487,1,0,0,2023-03-11T13:04:52.176Z,2023-03-12T04:50:46Z,4091523497,233,1033,4091524833,144,67,,,,,,,,,,,,,,,,,,,4ypoy27moehhbiaf3o1bntht6,Rubén Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518934009,1033,43,1,2,42,3kq9cckrnlogidldtdie2fkbl,1,0,0,2023-03-11T13:04:52.177Z,2023-03-12T04:50:45Z,4091523509,233,625,4091524819,144,67,,,,,,,,,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
