id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/10/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/16/value
2502101813,203,1,1,18,20,2l0ldgiwsgb8d6y3z0sfgjzyj,1,75.1,16.1,2023-01-29T15:32:55.342Z,2023-01-30T05:54:08Z,4002685039,56,Right,4002685041,140,65.3,4004075011,178,,4002685047,213,3.1,4002685043,141,16.2,4002685045,212,10.3,,,,,,,9xbo6c8uq29ueuyinngjjiaj9,Rubén García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101863,204,1,1,18,23,2l0ldgiwsgb8d6y3z0sfgjzyj,1,65.5,34.2,2023-01-29T15:32:58.803Z,2023-01-30T05:54:19Z,4002685303,212,26.7,4002685305,213,1.8,4004075165,178,,4002685301,141,72.6,4002685299,140,60.3,4002685297,56,Center,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101919,205,1,1,18,25,2l0ldgiwsgb8d6y3z0sfgjzyj,1,60.1,72.4,2023-01-29T15:33:01.072Z,2023-01-30T05:54:31Z,4004075325,178,,4002685587,56,Left,4002685589,140,65.5,4002685595,213,1.1,4002685593,212,12.3,4002685591,141,88.4,,,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101973,206,1,1,18,29,2l0ldgiwsgb8d6y3z0sfgjzyj,1,72.4,85.9,2023-01-29T15:33:05.159Z,2023-01-30T05:54:39Z,4002685877,140,73.6,4002685879,141,69.9,4002685875,56,Center,4004075401,178,,4002685883,213,4.8,4002685881,212,11.0,,,,,,,d34tmogp5h4rwuo3pcxtwp0fe,Manu Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102019,207,1,1,18,32,2l0ldgiwsgb8d6y3z0sfgjzyj,1,72.2,73.5,2023-01-29T15:33:07.769Z,2023-01-30T05:54:47Z,4002686165,212,23.8,4002686167,213,3.9,4002686163,141,49.1,4002686161,140,55.9,4002686157,56,Center,4004075497,178,,,,,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102065,208,1,1,18,34,2l0ldgiwsgb8d6y3z0sfgjzyj,1,55.9,49.1,2023-01-29T15:33:09.277Z,2023-01-30T05:55:04Z,4002686443,213,5.2,4002686441,212,18.3,4002686435,56,Center,4004075713,178,,4002686437,140,64.7,4002686439,141,25.8,,,,,,,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102125,209,1,1,18,37,2l0ldgiwsgb8d6y3z0sfgjzyj,1,68.9,24.3,2023-01-29T15:33:13.256Z,2023-01-30T05:55:20Z,4002686769,212,16.5,4002686763,56,Right,4002686767,141,4.1,4002686765,140,77.6,4004075903,178,,4002686771,213,5.3,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102149,210,1,1,18,40,2l0ldgiwsgb8d6y3z0sfgjzyj,0,73.7,5.5,2023-01-29T15:33:15.525Z,2023-01-30T05:55:25Z,4002686899,213,0.9,4002686893,140,94.9,4002686897,212,33.7,4002686895,141,42.8,4002686901,1,,4002686889,56,Center,4002686885,155,,4004075979,178,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102163,203,52,1,18,42,4ku8o6uf87yd8iecdalipo6wd,1,4.4,66.3,2023-01-29T15:33:18.076Z,2023-01-30T05:55:32Z,4003467491,377,,4004076035,178,,,,,,,,,,,,,,,,,,,,2yt9oajv9dkbju8tgy1g2nmqd,J. Oblak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102315,204,1,1,18,52,4ku8o6uf87yd8iecdalipo6wd,1,10.4,44.8,2023-01-29T15:33:28.074Z,2023-01-30T05:55:41Z,4002687703,123,,4002687709,141,35.0,4002687707,140,9.4,4002687719,213,4.6,4002687705,56,Back,4002687715,212,6.7,4004076139,178,,,,,2yt9oajv9dkbju8tgy1g2nmqd,J. Oblak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102355,205,1,1,18,54,4ku8o6uf87yd8iecdalipo6wd,1,9.3,33.8,2023-01-29T15:33:29.567Z,2023-01-30T05:55:47Z,4002687927,213,5.3,4002687923,141,3.5,4002687919,56,Back,4002687925,212,24.4,4002687921,140,21.7,4004076219,178,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102391,206,1,1,18,57,4ku8o6uf87yd8iecdalipo6wd,1,23.7,2.6,2023-01-29T15:33:32.751Z,2023-01-30T05:55:57Z,4004076325,178,,4002688109,212,28.1,4002688103,56,Back,4002688107,141,40.7,4002688105,140,34.0,4002688111,213,1.2,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102427,207,1,1,18,59,4ku8o6uf87yd8iecdalipo6wd,1,33.9,40.7,2023-01-29T15:33:34.849Z,2023-01-30T05:56:07Z,4004076431,178,,4002688301,56,Back,4002688305,141,49.9,4002688307,212,8.7,4002688309,213,2.3,4002688303,140,28.1,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102473,208,1,1,19,1,4ku8o6uf87yd8iecdalipo6wd,1,28.1,49.9,2023-01-29T15:33:36.496Z,2023-01-30T05:56:20Z,4002688587,56,Back,4002688589,140,19.4,4002688591,141,88.7,4004076597,178,,4002688597,213,1.9,4002688593,212,27.9,,,,,,,b9kfek16otvdorssn0wzkb36d,Koke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102517,209,1,1,19,6,4ku8o6uf87yd8iecdalipo6wd,1,19.4,88.7,2023-01-29T15:33:41.679Z,2023-01-30T05:56:28Z,4002688819,213,5.9,4002688807,56,Back,4002688817,212,14.0,4002688815,141,81.8,4004076695,178,,4002688811,140,32.0,,,,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102619,210,1,1,19,9,4ku8o6uf87yd8iecdalipo6wd,1,32,73.1,2023-01-29T15:33:44.465Z,2023-01-30T05:56:37Z,4002689457,213,4.5,4002689453,141,45.8,4002689455,212,18.9,4002689449,56,Back,4004076781,178,,4002689451,140,28.6,,,,,,,ejcyvgclry4g5pc2rtptifphx,T. Lemar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102719,211,1,1,19,16,4ku8o6uf87yd8iecdalipo6wd,1,46.4,33.2,2023-01-29T15:33:51.282Z,2023-01-30T05:56:50Z,4002690005,141,18.7,4002690009,213,5.2,4002689999,56,Right,4002690007,212,11.4,4002690001,140,51.8,4004076915,178,,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102779,212,1,1,19,21,4ku8o6uf87yd8iecdalipo6wd,1,70.2,11.8,2023-01-29T15:33:57.255Z,2023-01-30T05:56:58Z,4002690311,141,19.3,4002690313,212,7.4,4002690309,140,65.1,4002690307,56,Right,4002690315,213,2.4,4004077009,178,,,,,,,,ejcyvgclry4g5pc2rtptifphx,T. Lemar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102817,213,1,1,19,25,4ku8o6uf87yd8iecdalipo6wd,0,69.1,26.2,2023-01-29T15:34:00.852Z,2023-01-30T05:57:05Z,4002690605,4,,4002690529,56,Center,4004077091,178,,4002690535,212,26.0,4002690533,141,33.4,4002690537,213,0.2,4002690531,140,93.4,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102823,211,54,1,19,27,2l0ldgiwsgb8d6y3z0sfgjzyj,1,6.6,65.1,2023-01-29T15:34:03.132Z,2023-01-30T08:59:40Z,4004137425,179,,4002690607,232,,,,,,,,,,,,,,,,,,,,15no5m0njma23gf0ygu9agt05,Aitor Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102847,212,52,1,19,27,2l0ldgiwsgb8d6y3z0sfgjzyj,1,6.6,65.1,2023-01-29T15:34:03.263Z,2023-01-30T08:59:38Z,4004137397,179,,4003467757,376,,,,,,,,,,,,,,,,,,,,15no5m0njma23gf0ygu9agt05,Aitor Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102985,213,1,1,19,31,2l0ldgiwsgb8d6y3z0sfgjzyj,1,12.4,60.8,2023-01-29T15:34:06.450Z,2023-01-30T05:59:58Z,4002691359,141,15.8,4002691353,56,Back,4002691357,140,26.8,4002691349,123,,4002691361,212,34.1,4002691367,1,,4002691363,213,5.2,4004078865,178,,15no5m0njma23gf0ygu9agt05,Aitor Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103033,214,1,1,19,38,2l0ldgiwsgb8d6y3z0sfgjzyj,1,41,8.9,2023-01-29T15:34:13.794Z,2023-01-30T06:00:06Z,4002691581,141,30.9,4004078961,178,,4002691587,213,1.8,4002691583,212,15.3,4002691579,140,38.0,4002691577,56,Back,,,,,,,ao3iplhzj0tiu5uhte7vq7m96,Diego Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103069,215,1,1,19,40,2l0ldgiwsgb8d6y3z0sfgjzyj,1,34.3,32.8,2023-01-29T15:34:15.907Z,2023-01-30T06:00:12Z,4004079031,178,,4002691803,212,9.7,4002691805,213,0.7,4002691795,140,41.3,4002691799,141,42.1,4002691793,56,Back,,,,,,,eqw6fu3no9qxejk17tqgeey5m,Pablo Ibáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103089,216,1,1,19,43,2l0ldgiwsgb8d6y3z0sfgjzyj,1,44.5,44.6,2023-01-29T15:34:18.705Z,2023-01-30T06:00:30Z,4002691889,140,45.4,4002691887,56,Back,4004079257,178,,4002691893,212,13.6,4002691895,213,1.5,4002691891,141,64.5,,,,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103123,217,1,1,19,45,2l0ldgiwsgb8d6y3z0sfgjzyj,1,46.7,67.5,2023-01-29T15:34:20.544Z,2023-01-30T06:00:49Z,4002692093,213,1.2,4004079487,178,,4002692091,212,18.0,4002692085,56,Left,4002692087,140,53.5,4002692089,141,91.8,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103159,218,1,1,19,48,2l0ldgiwsgb8d6y3z0sfgjzyj,1,54.2,91.7,2023-01-29T15:34:23.650Z,2023-01-30T06:01:04Z,4002692299,140,51.8,4002692297,56,Center,4002692301,141,74.8,4004079633,178,,4002692305,213,4.5,4002692303,212,11.8,,,,,,,d34tmogp5h4rwuo3pcxtwp0fe,Manu Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103195,219,1,1,19,50,2l0ldgiwsgb8d6y3z0sfgjzyj,1,48.2,76.1,2023-01-29T15:34:25.504Z,2023-01-30T06:01:19Z,4002692485,212,9.9,4004079807,178,,4002692489,213,4.0,4002692481,141,65.5,4002692473,56,Back,4002692477,140,41.7,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103245,220,1,1,19,51,2l0ldgiwsgb8d6y3z0sfgjzyj,1,41.8,64.3,2023-01-29T15:34:27.196Z,2023-01-30T06:01:27Z,4004079895,178,,4002692763,56,Back,4002692769,212,11.3,4002692767,141,79.1,4002692765,140,46.7,4002692771,213,1.1,,,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103283,221,1,1,19,56,2l0ldgiwsgb8d6y3z0sfgjzyj,1,52.1,72.3,2023-01-29T15:34:31.385Z,2023-01-30T06:01:35Z,4002692945,212,13.5,4004079973,178,,4002692947,213,4.2,4002692943,141,54.6,4002692941,140,46.3,4002692939,56,Back,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103317,222,1,1,19,58,2l0ldgiwsgb8d6y3z0sfgjzyj,1,46.3,53.9,2023-01-29T15:34:33.310Z,2023-01-30T06:01:44Z,4002693121,212,17.7,4002693117,140,41.6,4002693119,141,28.9,4002693123,213,4.4,4002693115,56,Back,4004080081,178,,,,,,,,eqw6fu3no9qxejk17tqgeey5m,Pablo Ibáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103355,223,1,1,20,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,41.4,22.8,2023-01-29T15:34:35.593Z,2023-01-30T06:01:49Z,4002693321,56,Right,4002693323,140,52.8,4002693327,212,19.0,4002693325,141,1.1,4002693331,213,5.4,4004080155,178,,,,,,,,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103383,224,1,1,20,2,2l0ldgiwsgb8d6y3z0sfgjzyj,1,52.8,1.1,2023-01-29T15:34:37.877Z,2023-01-30T06:01:57Z,4002693491,140,55.2,4004080233,178,,4002693495,212,9.0,4002693493,141,13.8,4002693497,213,1.3,4002693489,56,Right,,,,,,,ao3iplhzj0tiu5uhte7vq7m96,Diego Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103397,225,50,1,20,4,2l0ldgiwsgb8d6y3z0sfgjzyj,1,55.6,10.8,2023-01-29T15:34:39.496Z,2023-01-30T09:00:57Z,4002693573,56,Right,4002693579,286,,4002693809,233,214,,,,,,,,,,,,,,,,9xbo6c8uq29ueuyinngjjiaj9,Rubén García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103421,214,7,1,20,4,4ku8o6uf87yd8iecdalipo6wd,0,44.4,89.2,2023-01-29T15:34:40.108Z,2023-01-30T06:02:33Z,4003468221,383,,4002693719,285,,4002693717,56,Back,4002693787,233,225,4004080615,178,,,,,,,,,,,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103445,226,1,1,20,5,2l0ldgiwsgb8d6y3z0sfgjzyj,1,55.8,6.7,2023-01-29T15:34:41.083Z,2023-01-30T06:02:40Z,4002693941,140,59.6,4002693945,212,5.1,4002693943,141,2.0,4002693947,213,5.6,4002693939,56,Right,4004080665,178,,,,,,,,9xbo6c8uq29ueuyinngjjiaj9,Rubén García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103477,227,1,1,20,8,2l0ldgiwsgb8d6y3z0sfgjzyj,1,53.6,6.1,2023-01-29T15:34:44.126Z,2023-01-30T06:02:56Z,4002694107,56,Back,4002694109,140,41.9,4002694113,212,16.4,4002694115,213,2.4,4004080797,178,,4002694111,141,22.1,,,,,,,ao3iplhzj0tiu5uhte7vq7m96,Diego Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103635,228,1,1,20,11,2l0ldgiwsgb8d6y3z0sfgjzyj,1,42.1,25.6,2023-01-29T15:34:46.541Z,2023-01-30T06:03:03Z,4002695005,213,1.6,4002695003,212,26.1,4002694999,140,40.4,4002694997,56,Back,4002695001,141,63.9,4004080883,178,,,,,,,,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103675,229,1,1,20,23,2l0ldgiwsgb8d6y3z0sfgjzyj,1,52.6,71.2,2023-01-29T15:34:59.225Z,2023-01-30T06:03:12Z,4002695271,212,18.3,4002695273,213,0.3,4002695269,141,78.4,4002695267,140,69.4,4002695263,56,Center,4004080969,178,,,,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103711,230,1,1,20,24,2l0ldgiwsgb8d6y3z0sfgjzyj,1,69.7,78.2,2023-01-29T15:35:00.025Z,2023-01-30T06:03:28Z,4002695475,140,71.9,4002695479,212,12.3,4002695481,213,1.4,4002695477,141,95.9,4002695473,56,Left,4004081121,178,,,,,,,,d34tmogp5h4rwuo3pcxtwp0fe,Manu Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103747,231,1,1,20,29,2l0ldgiwsgb8d6y3z0sfgjzyj,1,76.2,94.5,2023-01-29T15:35:04.882Z,2023-01-30T06:03:36Z,4004081201,178,,4002695651,141,85.3,4002695649,140,83.7,4002695647,56,Left,4002695655,213,5.6,4002695653,212,10.1,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103773,232,3,1,20,31,2l0ldgiwsgb8d6y3z0sfgjzyj,0,87.2,86,2023-01-29T15:35:06.745Z,2023-01-30T06:03:44Z,4002695825,56,Left,4003468701,465,,4002773749,233,215,4004081275,178,,4002695927,286,,,,,,,,,,,d34tmogp5h4rwuo3pcxtwp0fe,Manu Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103779,215,7,1,20,31,4ku8o6uf87yd8iecdalipo6wd,1,12.8,14,2023-01-29T15:35:06.826Z,2023-01-30T06:03:52Z,4002695873,285,,4003468545,385,,4002695871,56,Back,4004081351,178,,4002773663,233,232,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103797,216,49,1,20,32,4ku8o6uf87yd8iecdalipo6wd,1,14.1,27.5,2023-01-29T15:35:07.989Z,2023-01-30T06:04:02Z,,,,,,,,,,,,,,,,,,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103827,217,1,1,20,32,4ku8o6uf87yd8iecdalipo6wd,1,14.1,27.5,2023-01-29T15:35:08.021Z,2023-01-30T06:04:11Z,4002696149,212,18.8,4002696143,56,Back,4002696147,141,11.6,4002696145,140,28.8,4004081503,178,,4002696151,213,5.7,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103837,218,1,1,20,34,4ku8o6uf87yd8iecdalipo6wd,0,28.8,11.6,2023-01-29T15:35:10.249Z,2023-01-30T06:04:20Z,4002696211,213,1.4,4002696201,141,47.2,4002696197,56,Back,4002696199,140,33.7,4002696205,212,24.7,4004081583,178,,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103847,233,61,1,20,35,2l0ldgiwsgb8d6y3z0sfgjzyj,1,71.9,74.5,2023-01-29T15:35:11.133Z,2023-01-30T06:04:46Z,4002696261,56,Center,4004081813,178,,,,,,,,,,,,,,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103875,219,3,1,20,36,4ku8o6uf87yd8iecdalipo6wd,0,35.6,53.5,2023-01-29T15:35:12.061Z,2023-01-30T06:05:06Z,4002696391,56,Back,4002700403,233,234,4002696393,286,,4004081997,178,,4004081999,21,,4003468943,465,,,,,,,,6fdvv4zs5pl6qj7pp6tsp5iad,Á. Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103887,234,7,1,20,37,2l0ldgiwsgb8d6y3z0sfgjzyj,0,64.4,46.5,2023-01-29T15:35:12.289Z,2023-01-30T09:01:29Z,4004138631,21,,4002696453,56,Center,4002696455,285,,4003468815,383,,4004083019,178,,4002696493,233,219,,,,,,,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103907,220,1,1,20,38,4ku8o6uf87yd8iecdalipo6wd,1,36.3,56.9,2023-01-29T15:35:13.503Z,2023-01-30T06:06:47Z,4002696571,56,Back,4004083081,178,,4002696575,141,50.4,4002696573,140,31.1,4002696579,213,3.8,4002696577,212,7.0,,,,,,,6fdvv4zs5pl6qj7pp6tsp5iad,Á. Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103921,221,61,1,20,39,4ku8o6uf87yd8iecdalipo6wd,0,31.1,50.4,2023-01-29T15:35:14.514Z,2023-01-30T06:07:06Z,4002696643,56,Back,4004083267,178,,,,,,,,,,,,,,,,,,,,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502104811,244,1,1,20,40,2l0ldgiwsgb8d6y3z0sfgjzyj,0,58.5,52.8,2023-01-29T15:35:15.563Z,2023-01-30T06:07:15Z,4002701957,286,,4002701953,233,222,4002701951,236,,4002701943,140,61.5,4002701947,212,3.4,4002701949,213,5.9,4002701945,141,51.1,4004083371,389,,eqw6fu3no9qxejk17tqgeey5m,Pablo Ibáñez,4002701941,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103931,222,74,1,20,40,4ku8o6uf87yd8iecdalipo6wd,1,35.5,50,2023-01-29T15:35:15.614Z,2023-01-30T06:07:28Z,4002701997,233,244,4002696703,56,Back,4004083503,178,,4002696705,285,,,,,,,,,,,,,,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103953,235,49,1,20,41,2l0ldgiwsgb8d6y3z0sfgjzyj,1,55.1,47.8,2023-01-29T15:35:16.893Z,2023-01-30T06:07:33Z,,,,,,,,,,,,,,,,,,,,,,,,,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103985,236,1,1,20,42,2l0ldgiwsgb8d6y3z0sfgjzyj,1,53.6,47.6,2023-01-29T15:35:17.680Z,2023-01-30T06:07:45Z,4002696953,212,32.2,4002696959,1,,4002696957,213,1.5,4004083675,178,,4002696945,56,Left,4002696949,141,94.6,4002696943,157,,4002696947,140,57.1,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502103993,237,43,1,20,45,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2023-01-29T15:35:20.416Z,2023-01-29T15:35:47Z,4002696971,347,0,4002699279,144,5,4002696969,56,Left,,,,,,,,,,,,,,,,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502248553,905,3,1,20,46,2l0ldgiwsgb8d6y3z0sfgjzyj,0,59,95.7,2023-01-29T15:35:21.854Z,2023-01-30T06:08:02Z,4004083849,178,,4003469545,464,,4003469543,286,,4003469547,467,3ga7qj3h3dbmqucxmaxhmrjdh,4003469541,56,Left,,,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502104055,238,1,1,20,47,2l0ldgiwsgb8d6y3z0sfgjzyj,1,51,91.1,2023-01-29T15:35:23.146Z,2023-01-30T06:08:24Z,4004084083,178,,4002697357,56,Center,4002697359,140,54.0,4002697361,141,75.4,4002697365,213,5.0,4002697363,212,11.1,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502104081,239,1,1,20,49,2l0ldgiwsgb8d6y3z0sfgjzyj,1,54.3,72.4,2023-01-29T15:35:24.433Z,2023-01-30T06:08:35Z,4004084195,178,,4002697465,56,Back,4002697469,141,76.6,4002697467,140,41.3,4002697473,213,2.9,4002697471,212,13.9,,,,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502104131,240,1,1,20,52,2l0ldgiwsgb8d6y3z0sfgjzyj,1,41.5,76.6,2023-01-29T15:35:27.716Z,2023-01-30T06:08:51Z,4002697721,140,61.0,4004084365,178,,4002697727,213,5.6,4002697723,141,50.3,4002697725,212,27.2,4002697719,56,Center,,,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502104195,241,1,1,20,54,2l0ldgiwsgb8d6y3z0sfgjzyj,1,63,44.6,2023-01-29T15:35:29.876Z,2023-01-30T06:08:42Z,4002698045,212,22.0,4002698043,141,17.3,4002698047,213,5.3,4002698041,140,74.3,4004084267,178,,4002698037,56,Right,,,,,,,eqw6fu3no9qxejk17tqgeey5m,Pablo Ibáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502104205,242,3,1,20,58,2l0ldgiwsgb8d6y3z0sfgjzyj,0,79,25,2023-01-29T15:35:33.733Z,2023-01-30T06:09:04Z,4002698213,233,223,4003470259,465,,4004084511,178,,4002698107,56,Center,4002698109,286,,,,,,,,,,,9xbo6c8uq29ueuyinngjjiaj9,Rubén García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502104215,223,7,1,20,58,4ku8o6uf87yd8iecdalipo6wd,1,21,75,2023-01-29T15:35:33.918Z,2023-01-30T06:09:08Z,4003470137,383,,4002698167,56,Back,4002698169,285,,4004084543,178,,4002698191,233,242,,,,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502104219,224,49,1,21,0,4ku8o6uf87yd8iecdalipo6wd,1,22.8,72.6,2023-01-29T15:35:35.407Z,2023-01-30T06:09:15Z,,,,,,,,,,,,,,,,,,,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
