id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,qualifier/9/value,keyPass,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2493869853,4,1,1,0,15,7h7eg7q7dbwvzww78h9d5eh0h,1,42.6,100,2022-12-29T16:00:28.463Z,2022-12-30T04:13:11Z,3959437191,212,8.8,3959437183,107,,3959437185,56,Back,3959437189,141,90.5,3959437187,140,46.5,3959437193,213,5.2,,,,,,,d7pzcnoztn30xoj5b2sr9slt6,Miguel Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869855,5,1,1,0,16,7h7eg7q7dbwvzww78h9d5eh0h,1,46.5,90.4,2022-12-29T16:00:29.265Z,2022-12-30T04:13:20Z,3959437203,212,8.3,3959437197,56,Back,3959437199,140,39.2,3959437201,141,95.2,3960316043,178,,3959437205,213,2.7,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869859,6,1,1,0,19,7h7eg7q7dbwvzww78h9d5eh0h,1,28.1,95,2022-12-29T16:00:32.957Z,2022-12-30T04:13:36Z,3959437233,56,Back,3960316097,178,,3959437237,141,92.3,3959437235,140,9.4,3959437239,212,19.7,3959437241,213,3.2,,,,,,,d7pzcnoztn30xoj5b2sr9slt6,Miguel Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869867,7,1,1,0,21,7h7eg7q7dbwvzww78h9d5eh0h,1,9.8,94.8,2022-12-29T16:00:34.745Z,2022-12-30T04:13:49Z,3959437289,212,19.5,3959437285,140,4.0,3959437287,141,67.6,3960316153,178,,3959437283,56,Back,3959437291,213,4.4,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869883,8,1,1,0,25,7h7eg7q7dbwvzww78h9d5eh0h,1,3.1,65.5,2022-12-29T16:00:38.233Z,2022-12-30T04:13:53Z,3959437363,56,Back,3959437371,213,5.9,3959437361,155,,3959437373,1,,3959437367,141,34.0,3959437369,212,52.5,3960316173,178,,3959437365,140,48.7,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869887,9,61,1,0,27,7h7eg7q7dbwvzww78h9d5eh0h,0,51.8,31.1,2022-12-29T16:00:41.111Z,2022-12-30T04:14:30Z,3960316297,15,,3960316299,388,,3959437379,56,Center,,,,,,,,,,,,,,,,9um7x9zd0e000zt57l3yearqh,Iván Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869885,9,49,1,0,29,3budh3j9xivsid3ptm8ptpy4k,1,50.9,60.5,2022-12-29T16:00:42.962Z,2022-12-30T04:14:39Z,,,,,,,,,,,,,,,,,,,,,,,,,1ho7koiegfhsuevuum2meibu2,P. Ciss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869901,10,1,1,0,31,3budh3j9xivsid3ptm8ptpy4k,1,51.4,56.7,2022-12-29T16:00:44.402Z,2022-12-30T04:14:42Z,3959437433,212,15.6,3960316365,178,,3959437437,213,6.0,3959437427,140,65.8,3959437425,56,Center,3959437429,141,51.3,,,,,,,1ho7koiegfhsuevuum2meibu2,P. Ciss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869905,11,1,1,0,33,3budh3j9xivsid3ptm8ptpy4k,1,68.4,52.8,2022-12-29T16:00:46.190Z,2022-12-30T04:14:44Z,3959437477,213,1.3,3959437475,212,25.0,3959437471,140,75.3,3960316369,178,,3959437473,141,88.0,3959437467,155,,3959437469,56,Left,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869909,12,1,1,0,36,3budh3j9xivsid3ptm8ptpy4k,0,72.8,78.1,2022-12-29T16:00:50.055Z,2022-12-30T04:14:48Z,3959437489,155,,3959437493,140,79.5,3960316389,178,,3959437495,141,34.6,3959437499,213,4.9,3959437497,212,30.4,3959437491,56,Center,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869911,10,1,1,0,38,7h7eg7q7dbwvzww78h9d5eh0h,1,18,67.8,2022-12-29T16:00:51.633Z,2022-12-30T04:14:53Z,3959437541,1,,3959437531,56,Back,3959437537,212,15.6,3959437535,141,53.8,3960316409,388,,3959437539,213,5.6,3959437529,157,,3959437533,140,29.8,d7pzcnoztn30xoj5b2sr9slt6,Miguel Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869915,11,1,1,0,40,7h7eg7q7dbwvzww78h9d5eh0h,0,29.8,54,2022-12-29T16:00:53.242Z,2022-12-30T04:14:59Z,3959437561,56,Back,3959437569,213,6.0,3959437565,141,50.1,3959437567,212,9.2,3960316443,388,,3959437563,140,38.2,3959437559,3,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869921,13,1,1,0,41,3budh3j9xivsid3ptm8ptpy4k,1,62.3,55.8,2022-12-29T16:00:54.979Z,2022-12-30T04:15:03Z,3959437593,56,Back,3959437601,213,3.1,3960316463,178,,3959437595,140,43.2,3959437599,212,20.1,3959437597,141,56.7,,,,,,,1ho7koiegfhsuevuum2meibu2,P. Ciss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869929,14,1,1,0,45,3budh3j9xivsid3ptm8ptpy4k,1,40.9,59.9,2022-12-29T16:00:58.432Z,2022-12-30T04:15:08Z,3959437643,212,22.4,3959437641,141,92.1,3959437645,213,1.4,3960316497,178,,3959437637,56,Back,3959437639,140,45.3,,,,,,,533095rnz0k8mxqe6gzn0mfo5,F. Lejeune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869935,15,1,1,0,48,3budh3j9xivsid3ptm8ptpy4k,1,42.6,91.4,2022-12-29T16:01:01.464Z,2022-12-30T04:15:13Z,3959437689,56,Back,3959437693,141,80.8,3959437691,140,24.2,3960316533,178,,3959437695,212,20.6,3959437697,213,3.5,,,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869945,16,1,1,0,50,3budh3j9xivsid3ptm8ptpy4k,1,25.3,79.9,2022-12-29T16:01:03.952Z,2022-12-30T04:15:16Z,3959437757,141,50.9,3959437759,212,26.8,3959437755,140,8.0,3959437753,56,Back,3959437761,213,4.0,3960316553,178,,,,,,,,533095rnz0k8mxqe6gzn0mfo5,F. Lejeune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869949,17,1,1,0,53,3budh3j9xivsid3ptm8ptpy4k,0,8.1,51.2,2022-12-29T16:01:06.172Z,2022-12-30T04:15:19Z,3959437791,1,,3959437783,141,87.1,3959437787,213,0.6,3960316577,178,,3959437785,212,45.6,3959437779,56,Back,3959437781,140,44.8,3959437777,157,,5dfvefxvwj8kixbajluw25mtx,S. Dimitrievski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869959,12,1,1,0,56,7h7eg7q7dbwvzww78h9d5eh0h,0,54.5,8.4,2022-12-29T16:01:09.194Z,2022-12-30T04:15:28Z,3959437839,141,34.7,3959437835,56,Center,3959437837,140,75.9,3960316621,388,,3959437841,212,28.7,3959437843,213,0.7,3959437833,3,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869963,18,1,1,0,58,3budh3j9xivsid3ptm8ptpy4k,0,25.9,63.3,2022-12-29T16:01:12.061Z,2022-12-30T04:15:35Z,3960316645,178,,3959437871,212,16.5,3959437863,3,,3959437873,213,5.5,3959437867,140,36.6,3959437869,141,45.5,3959437865,56,Back,,,,533095rnz0k8mxqe6gzn0mfo5,F. Lejeune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869969,13,44,1,1,0,7h7eg7q7dbwvzww78h9d5eh0h,1,62.3,57.8,2022-12-29T16:01:14.123Z,2022-12-30T05:44:25Z,3959437895,286,,3959437897,233,19,3959437893,56,Center,,,,,,,,,,,,,,,,d7pzcnoztn30xoj5b2sr9slt6,Miguel Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869967,19,44,1,1,0,3budh3j9xivsid3ptm8ptpy4k,0,37.7,42.2,2022-12-29T16:01:14.124Z,2022-12-30T04:15:39Z,3959437915,233,13,3959437889,56,Back,3959437891,285,,,,,,,,,,,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869971,14,1,1,1,1,7h7eg7q7dbwvzww78h9d5eh0h,0,57.7,76.7,2022-12-29T16:01:14.181Z,2022-12-30T05:44:26Z,3959437903,3,,3959437911,212,12.6,3959437913,213,0.2,3959437907,140,69.4,3960316679,388,,3959437905,56,Left,3959437909,141,80.6,,,,d7pzcnoztn30xoj5b2sr9slt6,Miguel Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869981,20,1,1,1,2,3budh3j9xivsid3ptm8ptpy4k,0,29.3,18,2022-12-29T16:01:15.999Z,2022-12-30T04:15:56Z,3959437973,141,18.2,3959437967,3,,3959437969,56,Back,3960316733,388,,3959437971,140,47.7,3959437977,213,0.0,3959437975,212,19.3,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869987,15,1,1,1,4,7h7eg7q7dbwvzww78h9d5eh0h,0,53.4,74.3,2022-12-29T16:01:18.099Z,2022-12-30T04:16:02Z,3959438023,213,3.5,3959438013,3,,3960316749,178,,3959438021,212,18.7,3959438015,56,Back,3959438019,141,63.9,3959438017,140,36.9,,,,d7pzcnoztn30xoj5b2sr9slt6,Miguel Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493870005,16,51,1,1,5,7h7eg7q7dbwvzww78h9d5eh0h,1,43,66,2022-12-29T16:01:18.165Z,2022-12-30T04:16:23Z,3959438129,170,,,,,,,,,,,,,,,,,,,,,,,d7pzcnoztn30xoj5b2sr9slt6,Miguel Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493870007,21,16,1,1,11,3budh3j9xivsid3ptm8ptpy4k,1,88.9,36.7,2022-12-29T16:01:24.367Z,2022-12-30T04:16:31Z,3960173401,395,97.1,3959438145,56,Center,3959438345,374,2022-12-29 16:01:23.539,3959438619,231,45.7,3959438611,103,2.5,3959438607,76,,3959492829,214,,3959438143,63,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,3960316825,178,3959438141,22,3959438609,102,52.6,3959438341,20,3959438349,375,01:10.403,3959438615,458,3959438613,215,3960173403,396,47.5,3959438617,230,97.1,3959492435,136,,,,,,,,,,,,,,,,,
2493870109,17,1,1,2,15,7h7eg7q7dbwvzww78h9d5eh0h,1,49.9,49.9,2022-12-29T16:02:29.010Z,2022-12-30T04:16:41Z,3959438775,56,Back,3959438779,140,35.0,3960316863,178,,3959438785,212,15.7,3959438789,213,3.0,3959438783,141,52.1,3959438791,279,G,,,,9um7x9zd0e000zt57l3yearqh,Iván Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493870119,18,1,1,2,18,7h7eg7q7dbwvzww78h9d5eh0h,0,35,52.1,2022-12-29T16:02:32.111Z,2022-12-30T04:16:45Z,3959438839,213,5.9,3959438829,155,,3959438835,141,29.5,3959438837,212,40.8,3959438831,56,Center,3959438841,1,,3960316873,178,,3959438833,140,71.0,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493870113,22,44,1,2,21,3budh3j9xivsid3ptm8ptpy4k,1,31.1,73.8,2022-12-29T16:02:34.935Z,2022-12-30T05:44:26Z,3959438863,233,19,3959438797,56,Back,3959438799,285,,,,,,,,,,,,,,,,,1ho7koiegfhsuevuum2meibu2,P. Ciss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493870121,19,44,1,2,21,7h7eg7q7dbwvzww78h9d5eh0h,0,68.9,26.2,2022-12-29T16:02:34.936Z,2022-12-30T04:21:07Z,3959438847,286,,3959438871,233,22,3959438845,56,Center,,,,,,,,,,,,,,,,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493870117,23,1,1,2,21,3budh3j9xivsid3ptm8ptpy4k,0,33.4,77,2022-12-29T16:02:34.995Z,2022-12-30T05:44:27Z,3959438823,141,71.7,3959438825,212,7.7,3959438817,3,,3960317223,388,,3959438827,213,5.8,3959438819,56,Back,3959438821,140,39.9,,,,1ho7koiegfhsuevuum2meibu2,P. Ciss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493870125,20,61,1,2,24,7h7eg7q7dbwvzww78h9d5eh0h,0,70.2,29.7,2022-12-29T16:02:37.484Z,2022-12-30T04:21:29Z,3959438879,56,Center,3960317233,178,,,,,,,,,,,,,,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493870123,24,49,1,2,25,3budh3j9xivsid3ptm8ptpy4k,1,32.1,74.7,2022-12-29T16:02:38.241Z,2022-12-30T04:21:34Z,,,,,,,,,,,,,,,,,,,,,,,,,1ho7koiegfhsuevuum2meibu2,P. Ciss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493870137,25,1,1,2,25,3budh3j9xivsid3ptm8ptpy4k,1,33.3,74.5,2022-12-29T16:02:38.307Z,2022-12-30T04:21:38Z,3960317253,178,,3959438961,212,34.8,3959438965,1,,3959438963,213,0.4,3959438957,140,63.5,3959438955,56,Left,3959438959,141,95.7,,,,1ho7koiegfhsuevuum2meibu2,P. Ciss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493870139,26,1,1,2,31,3budh3j9xivsid3ptm8ptpy4k,1,64.7,94.2,2022-12-29T16:02:44.920Z,2022-12-30T04:21:51Z,3959438973,141,91.2,3959438969,56,Left,3959438977,213,4.0,3959438975,212,2.8,3960317259,178,,3959438971,140,62.9,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493870141,27,3,1,2,33,3budh3j9xivsid3ptm8ptpy4k,0,59.2,90.4,2022-12-29T16:02:47.133Z,2022-12-30T04:21:57Z,3960189499,464,,3959438997,233,21,3959438983,286,,3959438981,56,Left,3960317271,178,,,,,,,,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493870143,21,7,1,2,34,7h7eg7q7dbwvzww78h9d5eh0h,1,40.8,9.6,2022-12-29T16:02:47.371Z,2022-12-30T04:22:13Z,3960189765,383,,3959438987,56,Back,3960317289,178,,3959438989,285,,3959438991,233,27,,,,,,,,,,9um7x9zd0e000zt57l3yearqh,Iván Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493870145,22,49,1,2,35,7h7eg7q7dbwvzww78h9d5eh0h,1,41.5,5.9,2022-12-29T16:02:48.647Z,2022-12-30T04:22:20Z,,,,,,,,,,,,,,,,,,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493870147,23,1,1,2,36,7h7eg7q7dbwvzww78h9d5eh0h,1,41.5,5.9,2022-12-29T16:02:49.920Z,2022-12-30T04:22:24Z,3959439003,141,11.2,3960317307,178,,3959439001,140,36.8,3959438999,56,Back,3959439007,213,2.5,3959439005,212,6.1,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493870151,24,1,1,2,36,7h7eg7q7dbwvzww78h9d5eh0h,1,36.8,11.2,2022-12-29T16:02:50.087Z,2022-12-30T04:22:29Z,3959439017,141,12.0,3959439019,212,15.4,3959439015,140,22.1,3960317323,178,,3959439021,213,3.1,3959439013,56,Back,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493870169,25,1,1,2,39,7h7eg7q7dbwvzww78h9d5eh0h,1,22.1,12.1,2022-12-29T16:02:52.953Z,2022-12-30T04:22:32Z,3960317335,178,,3959439141,140,4.5,3959439145,212,29.8,3959439147,213,2.2,3959439139,56,Back,3959439143,141,46.5,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493870173,26,1,1,2,48,7h7eg7q7dbwvzww78h9d5eh0h,1,6,47.6,2022-12-29T16:03:01.851Z,2022-12-30T04:22:36Z,3959439155,141,22.7,3959439159,213,5.2,3959439157,212,19.3,3959439151,56,Back,3960317353,178,,3959439153,140,14.9,,,,,,,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
