id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/12/value,qualifier/13/value,qualifier/11/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/15/value
2514987325,7,1,1,0,26,7h7eg7q7dbwvzww78h9d5eh0h,1,32.5,81.4,2023-03-04T13:01:23.987Z,2023-03-04T19:27:19Z,4070597887,213,4.4,4070597885,212,20.9,4070597881,140,26.4,4072942453,178,,4070788411,189,,4070597879,56,Back,4070597883,141,52.2,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987339,8,1,1,0,27,7h7eg7q7dbwvzww78h9d5eh0h,1,26.8,49.5,2023-03-04T13:01:25.127Z,2023-03-04T19:27:25Z,4070597953,141,50.1,4070597949,56,Back,4070597957,213,3.1,4072942887,178,,4070597951,140,10.1,4070597955,212,17.5,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987351,9,1,1,0,30,7h7eg7q7dbwvzww78h9d5eh0h,1,8.4,56.5,2023-03-04T13:01:27.557Z,2023-03-04T19:27:32Z,4070598019,213,5.3,4070598011,56,Back,4070598015,141,41.0,4070598017,212,13.1,4070598013,140,15.8,4072943415,178,,,,,,,,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987385,10,1,1,0,32,7h7eg7q7dbwvzww78h9d5eh0h,1,13.4,39.8,2023-03-04T13:01:29.924Z,2023-03-04T19:28:22Z,4070598169,213,0.6,4072947029,178,,4070598167,212,13.2,4070598161,56,Back,4070598165,141,50.1,4070598163,140,24.1,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987399,11,1,1,0,33,7h7eg7q7dbwvzww78h9d5eh0h,1,29.2,37.5,2023-03-04T13:01:30.948Z,2023-03-04T19:28:28Z,4072947467,178,,4070598251,212,18.8,4070598245,56,Back,4070598247,140,33.5,4070598249,141,10.6,4070598253,213,5.0,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987405,12,1,1,0,36,7h7eg7q7dbwvzww78h9d5eh0h,0,34,10,2023-03-04T13:01:34.424Z,2023-03-04T19:28:54Z,4070598323,286,,4070598319,233,5,4070598269,56,Back,4072949431,178,,4070598277,213,0,4070598271,140,34.4,4070598273,141,10.0,4070598275,212,0.4,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,4070598317,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987393,5,74,1,0,37,1n1j0wsl763lq7ee1k0c11c02,1,60.7,90,2023-03-04T13:01:34.578Z,2023-03-04T19:29:51Z,4072953283,178,,4070598219,56,Left,4070598327,233,12,4070598223,285,,,,,,,,,,,,,,5l6e9nd0defapk1w2ucndowr9,Portu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987401,6,49,1,0,37,1n1j0wsl763lq7ee1k0c11c02,1,61.8,90,2023-03-04T13:01:34.970Z,2023-03-04T19:30:03Z,,,,,,,,,,,,,,,,,,,,,,,,,5l6e9nd0defapk1w2ucndowr9,Portu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515680689,955,83,1,0,37,7h7eg7q7dbwvzww78h9d5eh0h,1,37.2,9.5,2023-03-04T13:01:35.205Z,2023-03-05T04:09:50Z,4074289379,399,88550,,,,,,,,,,,,,,,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987413,7,1,1,0,38,1n1j0wsl763lq7ee1k0c11c02,1,61.8,90,2023-03-04T13:01:36.187Z,2023-03-04T19:30:10Z,4070598351,212,8.5,4070598345,56,Center,4070598347,140,65.4,4070598349,141,78.8,4072954557,178,,4070598353,213,5.2,,,,,,,5l6e9nd0defapk1w2ucndowr9,Portu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987415,8,61,1,0,39,1n1j0wsl763lq7ee1k0c11c02,0,65.4,78.8,2023-03-04T13:01:36.641Z,2023-03-04T19:30:24Z,4072955427,178,,4070598357,56,Center,,,,,,,,,,,,,,,,,,,entqiwoor6dhwqcg5s82krfth,M. El Haddadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515026285,420,1,1,0,40,7h7eg7q7dbwvzww78h9d5eh0h,1,33.7,24.7,2023-03-04T13:01:37.622Z,2023-03-04T19:30:34Z,4070790555,56,Back,4070790557,140,34.7,4072956095,178,,4070790561,141,29.1,4070790565,212,3.2,4070790567,213,1.2,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987419,13,49,1,0,40,7h7eg7q7dbwvzww78h9d5eh0h,1,36.6,27.3,2023-03-04T13:01:37.931Z,2023-03-04T19:30:42Z,,,,,,,,,,,,,,,,,,,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987445,14,1,1,0,41,7h7eg7q7dbwvzww78h9d5eh0h,1,37,30.6,2023-03-04T13:01:39.249Z,2023-03-04T19:30:48Z,4070598507,140,44.7,4070598505,56,Back,4070598511,212,18.0,4072957227,178,,4070598509,141,54.2,4070598513,213,1.1,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987477,15,1,1,0,45,7h7eg7q7dbwvzww78h9d5eh0h,1,45.4,74.1,2023-03-04T13:01:42.530Z,2023-03-04T19:30:53Z,4070598683,140,43.7,4070598689,213,1.7,4070598685,141,91.4,4070598681,56,Back,4070598687,212,11.9,4072957683,178,,,,,,,,1acqdy7jz9v4i1jwf5u809byt,Borja García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987489,16,2,1,0,47,7h7eg7q7dbwvzww78h9d5eh0h,1,38.9,90.7,2023-03-04T13:01:44.464Z,2023-03-04T19:30:57Z,4072957897,178,,4070598757,56,Left,4070598759,140,63.5,4070599431,7,bqmhsb2bsuuuijw2ci39l01k9,4070598761,141,95.8,,,,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987593,10,55,1,0,47,1n1j0wsl763lq7ee1k0c11c02,1,36.5,9.3,2023-03-04T13:01:44.465Z,2023-03-04T19:30:57Z,,,,,,,,,,,,,,,,,,,,,,,,,9see13i1f0n1ju4uhs8sijutx,D. Dakonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987519,9,43,1,0,49,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2023-03-04T13:01:47.317Z,2023-03-04T13:02:06Z,4070599417,144,5,4070598883,347,0,4070598881,56,Back,4070598885,233,18,,,,,,,,,,,,,entqiwoor6dhwqcg5s82krfth,M. El Haddadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987493,17,43,1,0,52,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2023-03-04T13:01:49.811Z,2023-03-04T13:02:08Z,4070599527,144,61,4070598781,56,Left,,,,,,,,,,,,,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987495,18,43,1,0,52,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2023-03-04T13:01:50.412Z,2023-03-04T13:02:10Z,4070598783,56,Left,4070599587,144,5,4070598785,347,0,,,,,,,,,,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987737,11,1,1,1,14,1n1j0wsl763lq7ee1k0c11c02,1,25.4,15,2023-03-04T13:02:12.376Z,2023-03-04T19:31:04Z,4070599949,196,,4072958515,178,,4070599945,5,,4070599963,1,,4070599951,241,,4070599957,141,88.7,4070599961,213,0.8,4070599953,56,Left,vota9gwygxp3wc998tl7ldxx,David Soria,4070599947,155,4070599959,212,67.7,4070599955,140,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987759,12,1,1,1,18,1n1j0wsl763lq7ee1k0c11c02,1,68.7,88.7,2023-03-04T13:02:16.426Z,2023-03-04T19:31:14Z,4070600093,213,5.4,4070600087,140,73.9,4070600089,141,78.2,4072959279,388,,4070600091,212,9.0,4070600083,56,Center,4070600079,3,,,,,5l6e9nd0defapk1w2ucndowr9,Portu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515681959,755,67,1,1,19,1n1j0wsl763lq7ee1k0c11c02,1,74.1,77.5,2023-03-04T13:02:17.325Z,2023-03-05T04:47:25Z,4074295599,233,964,,,,,,,,,,,,,,,,,,,,,,b64p21hmhsqgrn6n04mk00zpx,E. Ünal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515681957,964,67,1,1,19,7h7eg7q7dbwvzww78h9d5eh0h,0,25.9,22.5,2023-03-04T13:02:17.326Z,2023-03-05T04:14:21Z,4074295603,233,755,,,,,,,,,,,,,,,,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987763,13,1,1,1,21,1n1j0wsl763lq7ee1k0c11c02,0,73.9,78.2,2023-03-04T13:02:18.630Z,2023-03-04T19:31:29Z,4070600103,140,77.4,4072960431,178,,4070600109,213,6.1,4070600107,212,3.7,4070600105,141,77.2,4070600101,56,Center,,,,,,,b64p21hmhsqgrn6n04mk00zpx,E. Ünal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987755,19,49,1,1,22,7h7eg7q7dbwvzww78h9d5eh0h,1,20.2,15.2,2023-03-04T13:02:19.911Z,2023-03-05T04:14:45Z,,,,,,,,,,,,,,,,,,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987811,20,4,1,1,22,7h7eg7q7dbwvzww78h9d5eh0h,1,22.5,18.7,2023-03-04T13:02:20.303Z,2023-03-04T19:32:11Z,4070600333,152,,4070600335,265,,4070600331,56,Back,4070600337,285,,4070600329,13,,4070600343,233,14,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987801,14,4,1,1,22,1n1j0wsl763lq7ee1k0c11c02,0,77.5,81.3,2023-03-04T13:02:20.304Z,2023-03-04T19:32:10Z,4070600285,13,,4070600287,56,Left,4070600293,286,,4070600371,233,20,4070600289,152,,4070600291,265,,4072963697,178,,,,,5l6e9nd0defapk1w2ucndowr9,Portu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514987981,21,1,1,1,38,7h7eg7q7dbwvzww78h9d5eh0h,1,22.9,25.2,2023-03-04T13:02:36.147Z,2023-03-04T19:32:16Z,4070601151,140,7.0,4070601157,213,2.4,4070601145,5,,4072963817,178,,4070601149,56,Back,4070601155,212,23.7,4070792271,189,,4070601147,152,,39dgr8s91agremy3nvp4q2221,S. Bueno,4070601153,141,,,,,,,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514988007,22,1,1,1,40,7h7eg7q7dbwvzww78h9d5eh0h,1,7,49.9,2023-03-04T13:02:38.395Z,2023-03-04T19:32:17Z,4070601243,141,74.1,4070601239,56,Back,4070792329,189,,4072964291,178,,4070601247,213,1.5,4070601241,140,7.6,4070601245,212,16.5,,,,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514988027,23,1,1,1,42,7h7eg7q7dbwvzww78h9d5eh0h,1,7.6,73.3,2023-03-04T13:02:39.744Z,2023-03-04T19:32:23Z,4070601303,213,4.6,4072964795,178,,4070601299,141,49.3,4070601297,140,6.4,4070601295,56,Back,4070601301,212,16.4,,,,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514988045,24,1,1,1,44,7h7eg7q7dbwvzww78h9d5eh0h,1,6.7,48.8,2023-03-04T13:02:42.049Z,2023-03-04T19:32:28Z,4070601383,141,14.7,4070601379,56,Back,4072965183,178,,4070601385,212,23.5,4070601381,140,10.4,4070601387,213,4.9,,,,,,,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514988051,25,1,1,1,46,7h7eg7q7dbwvzww78h9d5eh0h,0,10.4,14.9,2023-03-04T13:02:43.647Z,2023-03-04T19:32:34Z,4070601419,213,6.2,4070601415,141,14.7,4070601413,140,11.7,4070601497,286,,4070601491,236,,4070601417,212,1.4,4070601411,56,Back,4070601493,233,15,39dgr8s91agremy3nvp4q2221,S. Bueno,4072965885,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514988127,26,51,1,1,46,7h7eg7q7dbwvzww78h9d5eh0h,1,11.7,14.7,2023-03-04T13:02:43.667Z,2023-03-04T19:33:01Z,4070601819,170,,,,,,,,,,,,,,,,,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514988061,15,74,1,1,46,1n1j0wsl763lq7ee1k0c11c02,1,92.2,82.7,2023-03-04T13:02:43.745Z,2023-03-04T19:32:39Z,4070601471,56,Left,4070601509,233,25,4070601473,285,,4072966397,178,,,,,,,,,,,,,,entqiwoor6dhwqcg5s82krfth,M. El Haddadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515022261,386,49,1,1,48,1n1j0wsl763lq7ee1k0c11c02,1,97.3,65.5,2023-03-04T13:02:46.009Z,2023-03-04T19:33:22Z,,,,,,,,,,,,,,,,,,,,,,,,,52e2ogoex674bz6pcwluapdxx,Borja Mayoral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514988079,16,1,1,1,48,1n1j0wsl763lq7ee1k0c11c02,1,99.2,68.2,2023-03-04T13:02:46.033Z,2023-03-04T19:33:50Z,4070601593,140,91.3,4070604825,210,16,4070601599,213,4.0,4070604827,154,,4072970741,178,,4070602643,195,,4070601595,141,53.4,4070604829,22,,52e2ogoex674bz6pcwluapdxx,Borja Mayoral,4070601591,56,4070601597,212,13.0,,,,Center,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514988081,17,16,1,1,50,1n1j0wsl763lq7ee1k0c11c02,1,91.8,56.3,2023-03-04T13:02:48.017Z,2023-03-04T19:33:52Z,4070604873,231,52.3,4070602401,374,2023-03-04 13:02:47.526,4070604859,154,,4070604867,103,2.5,4070601609,56,Center,4070604865,102,47.4,4070601607,17,,4072393197,396,52.3,b64p21hmhsqgrn6n04mk00zpx,E. Ünal,4070604861,55,4070602393,20,,4070602405,375,01:50.088,16,,4070601605,22,4072972447,178,4070604857,29,4072393195,395,99.0,4072393193,80,4070604871,230,98.9,4070604869,214,,,,,,,,,,,,,
2514988945,27,1,1,3,17,7h7eg7q7dbwvzww78h9d5eh0h,1,50.2,50.1,2023-03-04T13:04:15.413Z,2023-03-04T19:34:03Z,4070605751,212,18.4,4070605755,279,G,4070605749,141,41.2,4070605753,213,3.5,4072973693,178,,4070605745,56,Back,4070605747,140,33.7,,,,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514988967,28,1,1,3,19,7h7eg7q7dbwvzww78h9d5eh0h,1,33.9,41.6,2023-03-04T13:04:17.272Z,2023-03-04T19:34:10Z,4072974257,178,,4070605851,212,15.0,4070605849,141,63.6,4070605853,213,1.7,4070605841,56,Back,4070605845,140,32.4,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514988985,29,1,1,3,21,7h7eg7q7dbwvzww78h9d5eh0h,1,32.4,66.1,2023-03-04T13:04:18.769Z,2023-03-04T19:34:20Z,4072975075,178,,4070605961,213,1.3,4070605957,141,91.7,4070605955,140,37.5,4070605951,56,Back,4070605959,212,18.2,,,,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514989019,32,4,1,3,23,7h7eg7q7dbwvzww78h9d5eh0h,1,33.8,81.3,2023-03-04T13:04:21.369Z,2023-03-04T19:34:37Z,4070606089,13,,4070606093,152,,4070606317,233,18,4070606095,265,,4070606091,56,Back,4070606097,286,,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514989063,18,4,1,3,23,1n1j0wsl763lq7ee1k0c11c02,0,66.2,18.7,2023-03-04T13:04:21.370Z,2023-03-04T19:34:37Z,4070606355,233,32,4070606291,152,,4070606359,285,,4072976087,178,,4070606289,56,Right,4070606287,13,,4070606293,265,,,,,1p6ccbu8hzugj05qtea21rw7p,D. Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
