id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/15/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2499635757,7,1,1,0,9,74mcjsm72vr3l9pw2i4qfjchj,1,65.9,26.1,2023-01-22T13:01:13.562Z,2023-01-23T03:22:10Z,3989843135,212,14.6,3989843129,56,Right,3989843131,140,64.7,3991535433,178,,3989843133,141,4.7,3989843137,213,4.6,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499635779,8,1,1,0,12,74mcjsm72vr3l9pw2i4qfjchj,1,61.3,4.6,2023-01-22T13:01:16.600Z,2023-01-23T03:23:22Z,3989843241,140,40.9,3989843243,141,13.7,3989843247,213,2.9,3989843245,212,22.3,3991535645,178,,3989843239,56,Back,,,,,,,7c2qwyzh82a45s25zmdahrd91,A. Mandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499635807,9,1,1,0,15,74mcjsm72vr3l9pw2i4qfjchj,1,36.8,16.1,2023-01-22T13:01:19.228Z,2023-01-23T03:23:26Z,3991535653,178,,3989843417,140,14.0,3989843427,213,2.4,3989843413,56,Back,3989843421,141,46.3,3989843425,212,31.5,,,,,,,aza9jho12wrfa3oczxoj670mh,Jorge Cuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499635837,10,1,1,0,20,74mcjsm72vr3l9pw2i4qfjchj,1,15.2,49.4,2023-01-22T13:01:23.886Z,2023-01-23T03:23:30Z,3989843545,141,72.9,3991535661,178,,3989843541,56,Back,3989843543,140,26.5,3989843547,212,19.9,3989843549,213,0.9,,,,,,,76r2yw3wtql61qh5l0yumdn85,Pepe Reina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499635869,11,1,1,0,24,74mcjsm72vr3l9pw2i4qfjchj,1,32.7,69.1,2023-01-22T13:01:28.402Z,2023-01-23T03:23:33Z,3991535669,178,,3989843705,212,27.0,3989843699,56,Back,3989843707,213,4.5,3989843703,141,30.4,3989843701,140,26.9,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499635885,12,1,1,0,27,74mcjsm72vr3l9pw2i4qfjchj,1,27.3,31.3,2023-01-22T13:01:31.590Z,2023-01-23T03:23:38Z,3989843807,141,15.6,3989843809,212,11.9,3989843803,56,Back,3989843811,213,5.2,3991535683,178,,3989843805,140,32.2,,,,,,,aza9jho12wrfa3oczxoj670mh,Jorge Cuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499635903,13,1,1,0,29,74mcjsm72vr3l9pw2i4qfjchj,1,30,17,2023-01-22T13:01:33.244Z,2023-01-23T03:24:21Z,3989843903,56,Back,3989843911,213,2.5,3991535847,178,,3989843913,1,,3989843909,212,33.5,3989843907,141,46.3,3989843905,140,4.3,,,,7c2qwyzh82a45s25zmdahrd91,A. Mandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499635917,14,1,1,0,32,74mcjsm72vr3l9pw2i4qfjchj,1,4.5,49,2023-01-22T13:01:36.222Z,2023-01-23T03:24:26Z,3989843975,141,73.5,3989843971,56,Back,3989843973,140,9.3,3989843977,212,17.4,3991535871,178,,3989843979,213,1.3,,,,,,,76r2yw3wtql61qh5l0yumdn85,Pepe Reina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499635959,15,1,1,0,35,74mcjsm72vr3l9pw2i4qfjchj,1,10.4,75,2023-01-22T13:01:39.207Z,2023-01-23T03:24:31Z,3989844175,141,93.5,3991535887,178,,3989844177,212,16.5,3989844179,213,0.9,3989844171,56,Back,3989844173,140,20.5,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499635995,16,1,1,0,41,74mcjsm72vr3l9pw2i4qfjchj,1,36.6,95,2023-01-22T13:01:45.654Z,2023-01-23T03:24:40Z,3989844365,141,73.2,3991535933,178,,3989844361,56,Back,3989844363,140,30.1,3989844367,212,16.3,3989844369,213,4.3,,,,,,,dfjph36vcwfj5cevut4x3vf11,J. Mojica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636009,17,1,1,0,47,74mcjsm72vr3l9pw2i4qfjchj,1,30.4,63.4,2023-01-22T13:01:50.953Z,2023-01-23T03:24:48Z,3989844429,140,30.8,3989844427,56,Back,3989844435,213,4.7,3991535949,178,,3989844431,141,30.7,3989844433,212,22.2,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636021,18,1,1,0,50,74mcjsm72vr3l9pw2i4qfjchj,1,31.4,32.4,2023-01-22T13:01:54.518Z,2023-01-23T03:24:56Z,3989844515,213,1.5,3991535965,178,,3989844511,141,63.0,3989844513,212,20.8,3989844509,140,32.1,3989844507,56,Back,,,,,,,aza9jho12wrfa3oczxoj670mh,Jorge Cuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636039,19,1,1,0,54,74mcjsm72vr3l9pw2i4qfjchj,1,32.2,62.7,2023-01-22T13:01:58.190Z,2023-01-23T03:25:18Z,3989844595,141,30.3,3989844599,213,4.7,3989844597,212,22.0,3989844593,140,32.7,3991536039,178,,3989844591,56,Back,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636053,20,1,1,0,57,74mcjsm72vr3l9pw2i4qfjchj,1,31.9,28.8,2023-01-22T13:02:00.732Z,2023-01-23T03:26:00Z,3989844683,141,7.9,3989844681,140,37.8,3991536225,178,,3989844687,213,5.1,3989844679,56,Back,3989844685,212,15.5,,,,,,,aza9jho12wrfa3oczxoj670mh,Jorge Cuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636061,21,1,1,0,59,74mcjsm72vr3l9pw2i4qfjchj,1,35.9,7.9,2023-01-22T13:02:02.773Z,2023-01-23T03:26:04Z,3989844745,212,9.8,3989844739,56,Back,3991536243,178,,3989844741,140,44.7,3989844743,141,3.2,3989844747,213,6.0,,,,,,,7c2qwyzh82a45s25zmdahrd91,A. Mandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636073,22,1,1,1,1,74mcjsm72vr3l9pw2i4qfjchj,1,40.6,8.5,2023-01-22T13:02:05.149Z,2023-01-23T03:26:07Z,3991536263,178,,3989844815,213,1.6,3989844811,141,22.4,3989844813,212,9.5,3989844809,140,40.1,3989844807,56,Back,,,,,,,3bm08rp9rgzh6cjhk0picxs6h,S. Chukwueze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636089,23,1,1,1,2,74mcjsm72vr3l9pw2i4qfjchj,1,40.1,22.4,2023-01-22T13:02:06.351Z,2023-01-23T03:26:11Z,3991536291,178,,3989844875,212,13.7,3989844869,56,Back,3989844877,213,3.9,3989844871,140,30.8,3989844873,141,8.2,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636105,24,1,1,1,4,74mcjsm72vr3l9pw2i4qfjchj,1,33,9.7,2023-01-22T13:02:08.280Z,2023-01-23T03:26:18Z,3989844955,212,16.2,3991536321,178,,3989844949,56,Back,3989844957,213,1.9,3989844953,141,31.9,3989844951,140,27.4,,,,,,,7c2qwyzh82a45s25zmdahrd91,A. Mandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636125,25,1,1,1,7,74mcjsm72vr3l9pw2i4qfjchj,1,29.6,37.7,2023-01-22T13:02:10.708Z,2023-01-23T03:26:21Z,3989845065,56,Back,3989845067,140,29.5,3991536351,178,,3989845069,141,72.0,3989845073,213,1.6,3989845071,212,23.3,,,,,,,aza9jho12wrfa3oczxoj670mh,Jorge Cuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636145,26,1,1,1,11,74mcjsm72vr3l9pw2i4qfjchj,1,35.4,72.1,2023-01-22T13:02:15.434Z,2023-01-23T03:26:25Z,3989845217,56,Back,3989845219,140,30.8,3989845223,212,19.3,3989845221,141,44.6,3991536375,178,,3989845225,213,4.5,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636165,27,1,1,1,15,74mcjsm72vr3l9pw2i4qfjchj,1,34,40.9,2023-01-22T13:02:19.337Z,2023-01-23T03:26:29Z,3991536405,178,,3989845337,213,4.8,3989845333,141,21.6,3989845331,140,34.8,3989845329,56,Back,3989845335,212,13.2,,,,,,,aza9jho12wrfa3oczxoj670mh,Jorge Cuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636187,28,1,1,1,19,74mcjsm72vr3l9pw2i4qfjchj,1,33.8,26.2,2023-01-22T13:02:22.787Z,2023-01-23T03:26:32Z,3991536429,178,,3989845465,56,Back,3989845469,141,47.2,3989845467,140,27.2,3989845471,212,15.9,3989845473,213,2.0,,,,,,,7c2qwyzh82a45s25zmdahrd91,A. Mandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636249,29,1,1,1,21,74mcjsm72vr3l9pw2i4qfjchj,1,26.1,52.1,2023-01-22T13:02:25.442Z,2023-01-23T03:26:35Z,3989845785,212,18.9,3989845781,140,8.8,3989845783,141,44.6,3991536451,178,,3989845779,56,Back,3989845787,213,3.4,,,,,,,aza9jho12wrfa3oczxoj670mh,Jorge Cuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636281,30,1,1,1,26,74mcjsm72vr3l9pw2i4qfjchj,0,14.4,32.7,2023-01-22T13:02:30.410Z,2023-01-23T03:26:47Z,3989845985,212,63.9,3989845987,213,0.0,3989845979,56,Center,3989845977,155,,3989845989,1,,3989845981,140,75.2,3991536495,178,,3989845983,141,36.4,76r2yw3wtql61qh5l0yumdn85,Pepe Reina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636295,31,4,1,1,30,74mcjsm72vr3l9pw2i4qfjchj,1,67.2,39.2,2023-01-22T13:02:34.101Z,2023-01-23T03:26:56Z,3989846053,13,,3989846057,152,,3989846059,265,,3989846061,286,,3989846055,56,Center,3989846225,233,5,,,,,,,4eezya3lwcwur6c8s6rl0rzvu,Yeremy Pino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636317,5,4,1,1,30,7h7eg7q7dbwvzww78h9d5eh0h,0,32.8,60.8,2023-01-22T13:02:34.102Z,2023-01-23T03:26:55Z,3989846195,152,,3989846191,13,,3989846193,56,Back,3991536553,178,,3989846197,265,,3989846199,285,,3989846591,233,31,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636491,6,17,1,2,1,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2023-01-22T13:03:05.441Z,2023-01-23T03:27:05Z,3989847315,393,,3989847313,31,,3989847317,13,243,,,,,,,,,,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636811,32,1,1,2,56,74mcjsm72vr3l9pw2i4qfjchj,1,66.6,41.5,2023-01-22T13:04:00.270Z,2023-01-23T03:27:26Z,3989849771,154,,3989849037,56,Center,3989849769,210,13,3989849039,140,91.6,3989849031,5,,3989849045,213,6.2,3989849033,155,,3991536673,178,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,1,3989849043,212,26.3,3989849041,141,38.9,3989849035,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636817,34,13,1,2,58,74mcjsm72vr3l9pw2i4qfjchj,1,90.8,41.8,2023-01-22T13:04:02.426Z,2023-01-23T03:27:26Z,3989849069,56,Center,3989849067,17,,3989849787,102,50.9,3991536707,178,,3989849789,103,80.6,3989849797,231,48.2,3989849795,230,99.4,3989849473,24,,2biwwlvzgsu5kmyw5w1adpmtx,Gerard Moreno,,3989849793,328,,3989849779,29,,3989849791,108,3989849777,74,3989849781,154,3989849475,72,3989849783,55,32,,,,,,,,,,,,,,,,,,,,,
2499636793,7,5,1,3,0,7h7eg7q7dbwvzww78h9d5eh0h,1,-0.7,55,2023-01-22T13:04:03.972Z,2023-01-23T03:27:30Z,3989849077,233,33,3989848909,346,,3989848907,56,Back,,,,,,,,,,,,,,,,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636813,33,5,1,3,0,74mcjsm72vr3l9pw2i4qfjchj,0,100.7,45,2023-01-22T13:04:03.972Z,2023-01-23T03:27:29Z,3989849051,346,,3989849093,233,7,3989849049,56,Center,,,,,,,,,,,,,,,,2biwwlvzgsu5kmyw5w1adpmtx,Gerard Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636977,8,1,1,3,24,7h7eg7q7dbwvzww78h9d5eh0h,1,4.2,49.6,2023-01-22T13:04:28.598Z,2023-01-23T03:27:31Z,3989850035,141,53.0,3989850043,237,,3989850029,124,,3989850033,140,9.6,3989850031,56,Back,3989969479,189,,3989850039,213,0.4,3989850037,212,6.1,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636981,9,1,1,3,26,7h7eg7q7dbwvzww78h9d5eh0h,1,9.6,53,2023-01-22T13:04:30.149Z,2023-01-23T03:27:33Z,3989850069,56,Back,3989850077,213,4.5,3989969517,189,,3989850073,141,34.5,3989850071,140,6.9,3989850075,212,12.9,3991536745,178,,,,,8ikm0hxyz2qaonz3qmynu0xqt,B. Espinosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636991,10,1,1,3,29,7h7eg7q7dbwvzww78h9d5eh0h,1,6.9,34.5,2023-01-22T13:04:33.332Z,2023-01-23T03:27:36Z,3989850133,155,,3989850137,140,35.7,3989850139,141,21.8,3989850143,213,6.0,3989850141,212,31.4,3989850135,56,Back,3991536755,178,,,,,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636993,11,61,1,3,31,7h7eg7q7dbwvzww78h9d5eh0h,0,35.7,21.8,2023-01-22T13:04:35.421Z,2023-01-23T03:27:47Z,3991536803,178,,3989850147,56,Back,,,,,,,,,,,,,,,,,,,9um7x9zd0e000zt57l3yearqh,Iván Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499636997,35,49,1,3,32,74mcjsm72vr3l9pw2i4qfjchj,1,66.2,69.1,2023-01-22T13:04:36.467Z,2023-01-23T03:28:03Z,,,,,,,,,,,,,,,,,,,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499637027,36,1,1,3,33,74mcjsm72vr3l9pw2i4qfjchj,1,66.3,69.1,2023-01-22T13:04:37.341Z,2023-01-23T03:28:07Z,3989850319,212,11.6,3991536873,178,,3989850317,141,52.1,3989850313,56,Center,3989850321,213,4.7,3989850315,140,66.2,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499637031,37,61,1,3,34,74mcjsm72vr3l9pw2i4qfjchj,0,67,52.2,2023-01-22T13:04:38.298Z,2023-01-23T04:03:55Z,3989850333,56,Center,3991536909,178,,,,,,,,,,,,,,,,,,,,5mx86rwy0u4xi1b5kqin4lhx,É. Capoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499637019,12,49,1,3,37,7h7eg7q7dbwvzww78h9d5eh0h,1,35.8,37.3,2023-01-22T13:04:40.852Z,2023-01-23T03:28:31Z,,,,,,,,,,,,,,,,,,,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499637061,13,1,1,3,37,7h7eg7q7dbwvzww78h9d5eh0h,1,33.8,43.7,2023-01-22T13:04:40.890Z,2023-01-23T03:28:53Z,3991537061,178,,3989850475,56,Back,3989850477,140,42.4,3989850479,141,66.2,3989850483,213,1.0,3989850481,212,17.8,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499637093,14,1,1,3,45,7h7eg7q7dbwvzww78h9d5eh0h,1,59.5,79.4,2023-01-22T13:04:49.084Z,2023-01-23T03:28:59Z,3989850655,213,1.0,3989850653,212,8.4,3989850651,141,89.9,3989850647,56,Left,3989850649,140,63.8,3991537105,178,,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499637119,15,1,1,3,47,7h7eg7q7dbwvzww78h9d5eh0h,1,63.6,88.7,2023-01-22T13:04:50.854Z,2023-01-23T03:29:10Z,3989850795,213,3.1,3991537181,178,,3989850787,56,Left,3989850793,212,10.9,3989850791,141,89.7,3989850789,140,53.2,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499637133,16,4,1,3,52,7h7eg7q7dbwvzww78h9d5eh0h,1,44.5,84.9,2023-01-22T13:04:56.468Z,2023-01-23T03:29:16Z,3989850871,286,,3989850863,13,,3989850869,152,,3989850867,56,Back,3989850865,295,,3989855445,233,38,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
