id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/16/value
2446716519,8,1,1,0,16,3czravw89omgc9o4s0w3l1bg5,1,12.5,48.7,2022-08-15T15:30:52.327Z,2022-08-16T04:39:40Z,3709663061,141,28.4,3709663057,56,Back,3709663063,212,23.5,3710485193,178,,3709663065,213,5.7,3709663059,140,30.6,,,,,,,4vlurpsi44g09g159t61u83bp,Unai Simón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716535,9,1,1,0,25,3czravw89omgc9o4s0w3l1bg5,1,53.5,25.4,2022-08-15T15:31:01.506Z,2022-08-16T04:40:01Z,3709663147,140,64.0,3710485227,178,,3709663149,141,4.3,3709663153,213,5.4,3709663145,56,Right,3709663151,212,18.1,,,,,,,9d5h5wxf44qu4fw3jk2pgis16,Dani Vivian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716541,10,1,1,0,28,3czravw89omgc9o4s0w3l1bg5,0,69.4,3.8,2022-08-15T15:31:04.397Z,2022-08-16T04:40:10Z,3709663169,56,Right,3709663171,140,62.8,3709663177,213,3.1,3709663173,141,4.6,3710485475,178,,3709663175,212,7.0,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446864365,673,67,1,0,28,50x1m4u58lffhq6v6ga1hbxmy,1,37.7,95,2022-08-15T15:31:04.406Z,2022-08-16T05:47:08Z,3710504515,233,963,,,,,,,,,,,,,,,,,,,,,,9e7b5cm66oxf26fmp33yuppsl,Dani Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446864363,963,67,1,0,28,3czravw89omgc9o4s0w3l1bg5,0,62.3,5,2022-08-15T15:31:04.407Z,2022-08-16T05:13:46Z,3710504519,233,673,,,,,,,,,,,,,,,,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716539,4,61,1,0,28,50x1m4u58lffhq6v6ga1hbxmy,1,39.6,95,2022-08-15T15:31:04.433Z,2022-08-16T05:47:08Z,3710485563,178,,3709663167,56,Back,,,,,,,,,,,,,,,,,,,9e7b5cm66oxf26fmp33yuppsl,Dani Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716549,11,1,1,0,30,3czravw89omgc9o4s0w3l1bg5,1,61,5.5,2022-08-15T15:31:06.346Z,2022-08-16T04:40:23Z,3709663267,140,64.2,3709663273,213,1.0,3710485627,178,,3709663265,56,Right,3709663271,212,6.6,3709663269,141,13.9,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716551,12,50,1,0,31,3czravw89omgc9o4s0w3l1bg5,1,64.6,21.8,2022-08-15T15:31:07.326Z,2022-08-16T04:40:48Z,3709663279,286,,3709663277,56,Center,3709663383,233,5,,,,,,,,,,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716557,5,7,1,0,32,50x1m4u58lffhq6v6ga1hbxmy,0,35.4,78.2,2022-08-15T15:31:08.286Z,2022-08-16T04:40:56Z,3709663337,233,12,3709663311,285,,3709663309,56,Back,3710485937,178,,3709908169,383,,,,,,,,,,,4uuvyzac4sd4ysjpv9eng1d5h,R. Battaglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446725011,386,61,1,0,33,3czravw89omgc9o4s0w3l1bg5,1,66.3,19.9,2022-08-15T15:31:09.506Z,2022-08-16T04:41:06Z,3710486047,389,,3710486045,21,,3709713519,56,Right,,,,,,,,,,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716559,6,4,1,0,37,50x1m4u58lffhq6v6ga1hbxmy,1,35.2,77.8,2022-08-15T15:31:14.046Z,2022-08-16T04:41:09Z,3709663321,286,,3709663315,56,Back,3709663319,265,,3709663317,152,,3709663385,233,13,3709663313,13,,,,,,,,4uuvyzac4sd4ysjpv9eng1d5h,R. Battaglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716565,13,4,1,0,37,3czravw89omgc9o4s0w3l1bg5,0,64.8,22.2,2022-08-15T15:31:14.047Z,2022-08-16T04:41:09Z,3709663389,233,6,3709663371,13,,3710486079,178,,3709663377,265,,3709663373,56,Center,3709663379,285,,3709663375,152,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716569,7,1,1,0,38,50x1m4u58lffhq6v6ga1hbxmy,1,35.8,67.7,2022-08-15T15:31:14.247Z,2022-08-16T04:41:15Z,3709663411,152,,3709663409,5,,3709663413,56,Back,3709663417,141,42.1,3709663419,212,19.1,3709663415,140,43.2,3710486131,178,,3709663421,213,5.1,9e7b5cm66oxf26fmp33yuppsl,Dani Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716575,8,1,1,0,41,50x1m4u58lffhq6v6ga1hbxmy,1,53.1,42.7,2022-08-15T15:31:18.135Z,2022-08-16T04:41:18Z,3709663467,140,62.1,3709663471,212,26.1,3709663469,141,7.0,3709663465,56,Right,3709663477,213,5.1,3710486165,178,,,,,,,,8b3igmuipfhfzm39ack89de96,Lee Kang-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716583,9,1,1,0,46,50x1m4u58lffhq6v6ga1hbxmy,1,62.5,5.9,2022-08-15T15:31:22.476Z,2022-08-16T04:41:24Z,3710486193,178,,3709663561,140,25.0,3709663567,213,3.0,3709663563,141,11.6,3709663569,1,,3709663559,56,Back,3709663565,212,39.6,,,,22dchchxwrsty67ultrs61qz9,Pablo Maffeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716585,10,1,1,0,49,50x1m4u58lffhq6v6ga1hbxmy,1,23.9,11.8,2022-08-15T15:31:25.724Z,2022-08-16T04:41:28Z,3709663577,141,48.2,3709663573,56,Back,3710486259,178,,3709663575,140,24.0,3709663579,212,24.8,3709663581,213,1.6,,,,,,,9t88fceutc2x108ga0qkzkafp,M. Valjent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716599,11,1,1,0,51,50x1m4u58lffhq6v6ga1hbxmy,1,24,48.4,2022-08-15T15:31:27.576Z,2022-08-16T04:41:33Z,3709663663,212,19.5,3710486323,178,,3709663657,56,Back,3709663661,141,20.2,3709663659,140,20.9,3709663665,213,4.5,,,,,,,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716607,12,1,1,0,54,50x1m4u58lffhq6v6ga1hbxmy,1,22.2,25.9,2022-08-15T15:31:30.876Z,2022-08-16T04:41:37Z,3709663727,141,49.6,3709663723,56,Back,3709663731,213,0.6,3709663721,155,,3709663725,140,43.4,3710486375,178,,3709663729,212,27.5,,,,9t88fceutc2x108ga0qkzkafp,M. Valjent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716609,13,1,1,0,56,50x1m4u58lffhq6v6ga1hbxmy,0,42.3,48.5,2022-08-15T15:31:32.892Z,2022-08-16T04:41:54Z,3709663743,213,4.9,3710486545,388,,3709663739,141,42.4,3709663735,56,Back,3709666927,168,,3709663741,212,4.2,3709663737,140,42.9,,,,3pwr7lqvo4o08c4nvzqpuue39,V. Muriqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716611,14,49,1,0,56,3czravw89omgc9o4s0w3l1bg5,1,57.4,65.1,2022-08-15T15:31:33.111Z,2022-08-16T04:42:01Z,,,,,,,,,,,,,,,,,,,,,,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716637,15,1,1,0,58,3czravw89omgc9o4s0w3l1bg5,1,57.3,65.1,2022-08-15T15:31:34.725Z,2022-08-16T04:42:08Z,3709663881,141,84.8,3709663879,140,79.2,3710486699,178,,3709663877,56,Left,3709663883,212,26.6,3709663885,213,0.5,,,,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716639,16,3,1,1,3,3czravw89omgc9o4s0w3l1bg5,0,89.4,86.2,2022-08-15T15:31:39.247Z,2022-08-16T04:42:21Z,3709921607,464,,3710486839,178,,3709663891,286,,3709663889,56,Left,3709663949,233,14,,,,,,,,,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716651,14,7,1,1,3,50x1m4u58lffhq6v6ga1hbxmy,1,10.6,13.8,2022-08-15T15:31:39.477Z,2022-08-16T04:42:26Z,3709921687,383,,3709663943,285,,3709663941,56,Back,3709663945,233,16,3710486905,178,,,,,,,,,,,9t88fceutc2x108ga0qkzkafp,M. Valjent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716661,15,1,1,1,5,50x1m4u58lffhq6v6ga1hbxmy,0,4,15.5,2022-08-15T15:31:41.478Z,2022-08-16T04:42:32Z,3709664005,213,4.8,3710486945,178,,3709663999,140,5.4,3709664003,212,11.3,3709663997,56,Back,3709664001,141,0.0,,,,,,,9t88fceutc2x108ga0qkzkafp,M. Valjent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716653,17,43,1,1,7,3czravw89omgc9o4s0w3l1bg5,1,0,0,2022-08-15T15:31:43.338Z,2022-08-15T15:31:45Z,3709664025,144,61,3709663963,56,Left,,,,,,,,,,,,,,,,,,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716663,16,5,1,1,7,50x1m4u58lffhq6v6ga1hbxmy,0,7.1,-0.9,2022-08-15T15:31:43.986Z,2022-08-16T04:42:37Z,3709664007,56,Back,3709664135,233,18,3709664009,347,,,,,,,,,,,,,,,,,9t88fceutc2x108ga0qkzkafp,M. Valjent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716685,18,5,1,1,7,3czravw89omgc9o4s0w3l1bg5,1,92.9,100.9,2022-08-15T15:31:43.986Z,2022-08-16T04:42:37Z,3709664127,233,16,3709664119,56,Left,3709664121,347,,,,,,,,,,,,,,,,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716693,19,1,1,1,19,3czravw89omgc9o4s0w3l1bg5,1,89.8,100,2022-08-15T15:31:55.407Z,2022-08-16T04:42:45Z,3709664175,141,87.3,3709664179,213,4.0,3709664177,212,12.9,3709664173,140,81.6,3709664169,107,,3709664171,56,Left,,,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716697,20,1,1,1,21,3czravw89omgc9o4s0w3l1bg5,1,81.6,89.1,2022-08-15T15:31:57.747Z,2022-08-16T04:42:50Z,3709664217,140,79.0,3710487137,178,,3709664223,213,2.2,3709664219,141,94.8,3709664221,212,4.7,3709664215,56,Left,,,,,,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716713,21,1,1,1,23,3czravw89omgc9o4s0w3l1bg5,1,77.8,95.1,2022-08-15T15:31:59.876Z,2022-08-16T04:42:55Z,3709664311,140,53.5,3709664309,56,Center,3709664313,141,61.8,3709664317,213,3.9,3710487203,178,,3709664319,1,,3709664315,212,34.1,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716719,22,1,1,1,29,3czravw89omgc9o4s0w3l1bg5,1,53.2,53.6,2022-08-15T15:32:05.336Z,2022-08-16T04:43:00Z,3709664387,141,35.2,3709664383,56,Center,3709664391,213,5.2,3710487241,178,,3709664385,140,59.9,3709664389,212,14.4,,,,,,,9d5h5wxf44qu4fw3jk2pgis16,Dani Vivian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716731,23,1,1,1,35,3czravw89omgc9o4s0w3l1bg5,0,61.7,60.2,2022-08-15T15:32:11.875Z,2022-08-16T04:43:06Z,3709664451,212,32.1,3709664445,56,Center,3709664453,213,0.0,3709664449,141,62.1,3709664447,140,92.2,3710487289,178,,3709664455,1,,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716733,17,52,1,1,47,50x1m4u58lffhq6v6ga1hbxmy,1,7.7,42.1,2022-08-15T15:32:23.606Z,2022-08-16T04:43:31Z,3710487491,178,,3709923127,376,,,,,,,,,,,,,,,,,,,,6ekdnbnk56xlxforb5owt3dn9,P. Rajković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716781,18,1,1,1,51,50x1m4u58lffhq6v6ga1hbxmy,1,13.8,41.9,2022-08-15T15:32:28.045Z,2022-08-16T04:43:35Z,3709664715,212,24.0,3710487543,178,,3709664707,123,,3709664711,140,21.3,3709664709,56,Back,3709664713,141,75.3,3709664717,213,1.2,,,,6ekdnbnk56xlxforb5owt3dn9,P. Rajković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716791,19,1,1,1,56,50x1m4u58lffhq6v6ga1hbxmy,1,22.6,76.8,2022-08-15T15:32:32.468Z,2022-08-16T04:43:40Z,3710487593,178,,3709664765,141,75.5,3709664769,213,6.2,3709664763,140,38.8,3709664767,212,17.0,3709664761,56,Back,,,,,,,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716799,20,1,1,1,57,50x1m4u58lffhq6v6ga1hbxmy,1,38.8,75.5,2022-08-15T15:32:33.727Z,2022-08-16T04:43:46Z,3709664807,56,Back,3709664815,213,1.9,3709664813,212,15.7,3709664809,140,33.7,3710487657,178,,3709664811,141,97.2,,,,,,,9e7b5cm66oxf26fmp33yuppsl,Dani Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716801,21,61,1,1,58,50x1m4u58lffhq6v6ga1hbxmy,0,33.7,97.2,2022-08-15T15:32:35.067Z,2022-08-16T04:43:55Z,3709664819,56,Back,3710487759,178,,,,,,,,,,,,,,,,,,,,9ej7t1srxjcxe5p627eumn6d,Jaume Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716803,22,5,1,2,0,50x1m4u58lffhq6v6ga1hbxmy,0,30.9,100.9,2022-08-15T15:32:36.218Z,2022-08-16T04:44:00Z,3709664933,233,24,3709664825,56,Back,3709664827,347,,,,,,,,,,,,,,,,,9ej7t1srxjcxe5p627eumn6d,Jaume Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716817,24,5,1,2,0,3czravw89omgc9o4s0w3l1bg5,1,69.1,-0.9,2022-08-15T15:32:36.218Z,2022-08-16T04:44:00Z,3709664909,347,,3709664907,56,Right,3709664915,233,22,,,,,,,,,,,,,,,,ddvvwqxpsqqboupi3gx1ijhed,I. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716825,25,1,1,2,7,3czravw89omgc9o4s0w3l1bg5,1,64.6,0,2022-08-15T15:32:43.397Z,2022-08-16T04:44:12Z,3709664967,56,Right,3709664975,213,2.2,3709664969,140,59.8,3709664971,141,7.9,3709664965,107,,3709664973,212,8.4,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716829,26,1,1,2,9,3czravw89omgc9o4s0w3l1bg5,1,60.7,6.4,2022-08-15T15:32:45.857Z,2022-08-16T04:44:19Z,3709664997,213,3.6,3709664993,141,1.6,3709664991,140,54.0,3710487979,178,,3709664995,212,7.8,3709664989,56,Right,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716835,27,1,1,2,10,3czravw89omgc9o4s0w3l1bg5,1,54,1.6,2022-08-15T15:32:46.866Z,2022-08-16T04:44:24Z,3709665039,213,2.5,3709665035,141,7.9,3709665031,56,Back,3709665037,212,7.3,3710488041,178,,3709665033,140,48.4,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716857,28,1,1,2,12,3czravw89omgc9o4s0w3l1bg5,1,48.4,8.5,2022-08-15T15:32:49.177Z,2022-08-16T04:44:33Z,3709665137,141,50.3,3709665133,140,45.5,3710488113,178,,3709665131,56,Back,3709665141,213,1.7,3709665139,212,28.6,,,,,,,9d5h5wxf44qu4fw3jk2pgis16,Dani Vivian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716873,29,1,1,2,19,3czravw89omgc9o4s0w3l1bg5,1,62.8,66,2022-08-15T15:32:55.426Z,2022-08-16T04:44:37Z,3709665215,141,73.8,3709665219,213,0.5,3709665217,212,10.2,3710488163,178,,3709665213,140,71.1,3709665211,56,Center,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446716877,30,1,1,2,22,3czravw89omgc9o4s0w3l1bg5,1,71.1,85.8,2022-08-15T15:32:58.235Z,2022-08-16T04:44:42Z,3709665231,213,0.4,3709665223,56,Left,3709665227,141,94.1,3710488215,178,,3709665229,212,16.3,3709665225,140,85.7,,,,,,,81png9xvfr224o03vaksp6aqd,Muniain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
