id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2536714163,5,1,1,0,9,82q9159y2u7mkfn3z6hy75r4o,0,26.9,38.9,2023-04-21T19:01:13.025Z,2023-04-22T06:34:04Z,4206665263,141,53.0,4207539465,178,,4206665265,212,21.6,4206665255,56,Back,4206665259,140,45.3,4206669067,157,,4206669069,1,,4206665267,213,0.5,6pfbtlfphouu35kbwjiavwgyd,Luis Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536714173,7,49,1,0,11,c8llrezkm3b3op4afrou6b487,1,55.5,42.2,2023-04-21T19:01:14.890Z,2023-04-22T06:34:08Z,,,,,,,,,,,,,,,,,,,,,,,,,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536714207,8,1,1,0,13,c8llrezkm3b3op4afrou6b487,1,66.8,50.7,2023-04-21T19:01:17.536Z,2023-04-22T06:34:21Z,4206665527,213,1.1,4206665517,155,,4206665523,141,77.7,4206665525,212,20.1,4207539657,178,,4206665519,56,Center,4206665521,140,74.7,,,,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536714229,9,1,1,0,17,c8llrezkm3b3op4afrou6b487,1,74.4,80.7,2023-04-21T19:01:20.849Z,2023-04-22T06:34:26Z,4206665633,56,Center,4206665635,140,66.5,4206665639,212,8.7,4206665641,213,3.4,4207539813,178,,4206665637,141,77.0,,,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536714251,10,1,1,0,18,c8llrezkm3b3op4afrou6b487,1,67.7,81.5,2023-04-21T19:01:22.353Z,2023-04-22T06:34:34Z,4206665757,140,74.0,4206665761,212,9.4,4206665759,141,71.6,4206665763,213,5.5,4207539893,178,,4206665755,56,Center,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536714275,11,1,1,0,19,c8llrezkm3b3op4afrou6b487,1,74,71.6,2023-04-21T19:01:23.261Z,2023-04-22T06:34:41Z,4206665889,141,91.7,4207540025,178,,4206665891,212,13.7,4206665885,56,Left,4206665887,140,75.2,4206665893,213,1.5,,,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536714309,12,1,1,0,21,c8llrezkm3b3op4afrou6b487,1,75.2,91.7,2023-04-21T19:01:25.611Z,2023-04-22T06:34:47Z,4206666085,141,87.6,4206666083,140,68.2,4207540099,178,,4206666081,56,Left,4206666089,213,3.5,4206666087,212,7.9,,,,,,,8rprxly1blrhq9cwhfqoheeax,Adrià Pedrosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536714387,13,1,1,0,24,c8llrezkm3b3op4afrou6b487,1,68,88.2,2023-04-21T19:01:27.924Z,2023-04-22T06:34:53Z,4206666539,213,4.2,4206666531,56,Center,4206666529,155,,4206666541,1,,4206666533,140,52.6,4206666535,141,40.9,4207540169,178,,4206666537,212,36.0,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536714391,14,1,1,0,30,c8llrezkm3b3op4afrou6b487,0,55.3,34.1,2023-04-21T19:01:33.938Z,2023-04-22T06:35:02Z,4206666567,212,9.6,4206666563,140,64.4,4206666565,141,35.8,4207540313,178,,4206666569,213,0.1,4206666561,56,Center,,,,,,,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536714427,6,61,1,0,30,82q9159y2u7mkfn3z6hy75r4o,1,36.4,78.5,2023-04-21T19:01:34.258Z,2023-04-22T06:35:16Z,4206666779,56,Back,4207540545,178,,,,,,,,,,,,,,,,,,,,wwdfv8zkkgplnpbz12pv8frp,Rubén Sobrino,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536714457,15,1,1,0,33,c8llrezkm3b3op4afrou6b487,1,58.3,16,2023-04-21T19:01:36.927Z,2023-04-22T06:35:25Z,4206666911,56,Right,4206666925,212,7.2,4207540639,178,,4206666931,213,5.5,4206666921,141,8.3,4206666915,140,63.0,,,,,,,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536714483,16,1,1,0,34,c8llrezkm3b3op4afrou6b487,1,63,8.3,2023-04-21T19:01:38.579Z,2023-04-22T06:35:31Z,4206667069,140,57.2,4207540677,178,,4206667073,212,10.2,4206667067,56,Right,4206667075,213,2.2,4206667071,141,20.3,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536714501,17,1,1,0,36,c8llrezkm3b3op4afrou6b487,1,57.2,20.3,2023-04-21T19:01:40.243Z,2023-04-22T06:35:38Z,4207540725,178,,4206667169,140,46.7,4206667173,212,12.9,4206667167,56,Back,4206667175,213,3.7,4206667171,141,10.4,,,,,,,32fnehcyqzc55h6auev06odwq,José Gragera,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536714569,18,1,1,0,38,c8llrezkm3b3op4afrou6b487,0,44.6,6.5,2023-04-21T19:01:42.723Z,2023-04-22T06:35:45Z,4206667547,1,,4206667537,56,Right,4207540761,178,,4206667545,213,0.0,4206667543,212,33.1,4206667539,140,76.1,4206667529,155,,4206667541,141,8.0,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536714589,7,61,1,0,41,82q9159y2u7mkfn3z6hy75r4o,0,19,86.4,2023-04-21T19:01:45.014Z,2023-04-22T06:57:47Z,4207556921,388,,4206667587,56,Back,,,,,,,,,,,,,,,,,,,9wozklkj2p3a83j51p27a59ed,Fali,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536714605,8,5,1,0,43,82q9159y2u7mkfn3z6hy75r4o,0,21.7,101.8,2023-04-21T19:01:47.276Z,2023-04-22T06:35:59Z,4206667663,56,Back,4206669111,233,19,4206667665,347,,,,,,,,,,,,,,,,,9wozklkj2p3a83j51p27a59ed,Fali,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536714909,19,5,1,0,43,c8llrezkm3b3op4afrou6b487,1,78.3,-1.8,2023-04-21T19:01:47.276Z,2023-04-22T06:35:58Z,4206669049,56,Right,4206669051,347,,4206669075,233,8,,,,,,,,,,,,,,,,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536714961,20,1,1,1,2,c8llrezkm3b3op4afrou6b487,0,77.8,0,2023-04-21T19:02:06.226Z,2023-04-22T06:36:06Z,4206669327,140,88.7,4206669335,1,,4206669323,107,,4206669325,56,Center,4206669333,213,1.1,4206669329,141,30.8,4206669331,212,24.8,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536714957,9,12,1,1,4,82q9159y2u7mkfn3z6hy75r4o,1,9.4,59.9,2023-04-21T19:02:08.216Z,2023-04-22T06:36:16Z,4206669309,212,7.6,4206669305,140,15.3,4206669303,56,Back,4206669337,15,,4207541053,178,,4206669311,213,0.6,4206669307,141,66.5,,,,9c2cfavuofg0yz3307nkgi0ut,Rubén Alcaraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536714985,21,61,1,1,4,c8llrezkm3b3op4afrou6b487,1,80.9,29.6,2023-04-21T19:02:08.614Z,2023-04-22T06:36:57Z,4206669479,56,Center,4207541523,178,,,,,,,,,,,,,,,,,,,,32fnehcyqzc55h6auev06odwq,José Gragera,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536714987,10,49,1,1,6,82q9159y2u7mkfn3z6hy75r4o,1,32.5,72.4,2023-04-21T19:02:10.039Z,2023-04-22T06:37:02Z,,,,,,,,,,,,,,,,,,,,,,,,,2gaojeqbhh6oj3ao7b3nxxx0q,Chris Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536881927,745,67,1,1,6,82q9159y2u7mkfn3z6hy75r4o,1,33.3,71.9,2023-04-21T19:02:10.047Z,2023-04-22T07:35:19Z,4207557869,233,829,,,,,,,,,,,,,,,,,,,,,,2gaojeqbhh6oj3ao7b3nxxx0q,Chris Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536881925,829,67,1,1,6,c8llrezkm3b3op4afrou6b487,0,66.7,28.1,2023-04-21T19:02:10.048Z,2023-04-22T07:00:00Z,4207557875,233,745,,,,,,,,,,,,,,,,,,,,,,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536715003,11,1,1,1,6,82q9159y2u7mkfn3z6hy75r4o,0,32.5,72.4,2023-04-21T19:02:10.674Z,2023-04-22T06:37:09Z,4206669577,213,2.7,4206669569,140,26.2,4207541729,178,,4206669567,56,Back,4206669573,212,7.2,4206669571,141,76.5,,,,,,,2gaojeqbhh6oj3ao7b3nxxx0q,Chris Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536715017,22,49,1,1,7,c8llrezkm3b3op4afrou6b487,1,74.3,22,2023-04-21T19:02:11.129Z,2023-04-22T06:37:15Z,,,,,,,,,,,,,,,,,,,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536715027,23,1,1,1,7,c8llrezkm3b3op4afrou6b487,1,74.3,22,2023-04-21T19:02:11.151Z,2023-04-22T06:37:20Z,4206669657,140,74.5,4206669655,56,Center,4206669663,213,1.5,4206669661,212,9.3,4206669659,141,35.6,4207541931,178,,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536715039,24,1,1,1,8,c8llrezkm3b3op4afrou6b487,1,74.6,35.8,2023-04-21T19:02:12.518Z,2023-04-22T06:37:26Z,4206669731,56,Center,4207542027,178,,4206669739,213,2.3,4206669733,140,65.9,4206669735,141,50.4,4206669737,212,13.5,,,,,,,cspjsye2x9pmnvdxjmghwnyi2,Nico Melamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536715087,25,1,1,1,10,c8llrezkm3b3op4afrou6b487,1,65.9,50.7,2023-04-21T19:02:14.644Z,2023-04-22T06:37:31Z,4206670027,140,73.4,4207542079,178,,4206670025,56,Left,4206670033,213,1.2,4206670029,141,82.7,4206670031,212,23.1,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536715091,26,3,1,1,14,c8llrezkm3b3op4afrou6b487,0,85.8,93.2,2023-04-21T19:02:18.104Z,2023-04-22T06:37:38Z,4207145413,465,,4206670049,56,Left,4206670051,286,,4207542189,178,,4206670185,233,12,,,,,,,,,,8rprxly1blrhq9cwhfqoheeax,Adrià Pedrosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536715099,12,7,1,1,15,82q9159y2u7mkfn3z6hy75r4o,1,14.2,6.8,2023-04-21T19:02:19.626Z,2023-04-22T06:37:43Z,4206670085,167,,4207145425,385,,4206670089,285,,4206670087,56,Back,4206670167,233,26,4207542237,178,,,,,,,,91lln39q4rzbp8z000p0evn4l,Iza Carcelén,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536715111,13,5,1,1,16,82q9159y2u7mkfn3z6hy75r4o,0,13,-1.6,2023-04-21T19:02:20.184Z,2023-04-22T06:37:49Z,4206670159,56,Back,4206671977,233,27,4206670161,347,,,,,,,,,,,,,,,,,91lln39q4rzbp8z000p0evn4l,Iza Carcelén,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536715421,27,5,1,1,16,c8llrezkm3b3op4afrou6b487,1,87,101.6,2023-04-21T19:02:20.184Z,2023-04-22T06:37:48Z,4206671885,56,Left,4206671887,347,,4206671919,233,13,,,,,,,,,,,,,,,,8rprxly1blrhq9cwhfqoheeax,Adrià Pedrosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536715465,28,1,1,1,43,c8llrezkm3b3op4afrou6b487,0,85,100,2023-04-21T19:02:47.695Z,2023-04-22T06:37:57Z,4206672149,140,92.1,4206672151,141,60.6,4206672155,213,5.0,4206672157,1,,4206672147,56,Center,4206672145,107,,4206672153,212,28.7,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536715511,14,12,1,1,46,82q9159y2u7mkfn3z6hy75r4o,1,6.7,40.4,2023-04-21T19:02:49.748Z,2023-04-22T06:38:05Z,4206672377,141,47.5,4206672387,15,,4207542569,388,,4206672379,212,5.7,4206672381,213,2.1,4206672373,56,Back,4206672375,140,3.9,,,,2gaojeqbhh6oj3ao7b3nxxx0q,Chris Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536715515,15,11,1,1,48,82q9159y2u7mkfn3z6hy75r4o,1,3.9,47.5,2023-04-21T19:02:52.302Z,2023-04-22T06:38:09Z,4206672417,88,,4206672415,56,Back,4207145983,378,,4207542609,388,,,,,,,,,,,,,,el98wqtf7w1ap9ei2bxqwtx3p,J. Ledesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536715789,16,1,1,2,6,82q9159y2u7mkfn3z6hy75r4o,0,16.5,36,2023-04-21T19:03:10.487Z,2023-04-22T06:38:29Z,4206673921,56,Center,4206673929,213,6.2,4206673931,1,,4206673923,140,54.8,4206673925,141,29.3,4206673917,199,,4206673927,212,40.5,,,,el98wqtf7w1ap9ei2bxqwtx3p,J. Ledesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536715795,29,1,1,2,10,c8llrezkm3b3op4afrou6b487,0,37.8,65.6,2023-04-21T19:03:14.148Z,2023-04-22T06:38:25Z,4206673957,212,19.7,4206673953,140,55.2,4207542917,388,,4206673955,141,76.4,4206673951,56,Center,4206673959,213,0.4,4206673949,3,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536715847,17,1,1,2,11,82q9159y2u7mkfn3z6hy75r4o,1,43.3,24.7,2023-04-21T19:03:15.286Z,2023-04-22T06:38:32Z,4206674275,213,0.4,4206674267,140,56.0,4206674271,212,14.4,4206674263,3,,4207542985,178,,4206674265,56,Center,4206674269,141,32.8,,,,91lln39q4rzbp8z000p0evn4l,Iza Carcelén,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536715891,18,1,1,2,13,82q9159y2u7mkfn3z6hy75r4o,0,56,32.8,2023-04-21T19:03:16.973Z,2023-04-22T06:38:38Z,4206674463,56,Center,4207543089,178,,4206884125,155,,4206674471,141,29.3,4206674479,213,6.2,4206674467,140,79.4,4206674475,212,24.7,,,,9c2cfavuofg0yz3307nkgi0ut,Rubén Alcaraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536715877,30,61,1,2,16,c8llrezkm3b3op4afrou6b487,1,26.8,71.6,2023-04-21T19:03:20.022Z,2023-04-22T06:38:48Z,4207543263,178,,4206674427,56,Back,,,,,,,,,,,,,,,,,,,8rprxly1blrhq9cwhfqoheeax,Adrià Pedrosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536715921,31,49,1,2,19,c8llrezkm3b3op4afrou6b487,1,7.4,87.3,2023-04-21T19:03:23.335Z,2023-04-22T06:39:12Z,,,,,,,,,,,,,,,,,,,,,,,,,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536715943,32,1,1,2,19,c8llrezkm3b3op4afrou6b487,0,7.4,87.3,2023-04-21T19:03:23.359Z,2023-04-22T06:39:09Z,4206674799,140,13.7,4206674803,212,7.0,4206674805,213,0.3,4206674807,1,,4206884619,233,19,4206884617,236,,4206674801,141,90.8,4207543437,178,,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,4206674795,157,4206884623,286,4206674797,56,Back,,,,,,,,,,,,,,,,,,,,,
2536715987,19,74,1,2,19,82q9159y2u7mkfn3z6hy75r4o,1,85.3,10.5,2023-04-21T19:03:23.433Z,2023-04-22T06:39:16Z,4206675037,56,Right,4206884641,233,32,4206884581,285,,4207543791,178,,,,,,,,,,,,,,bpvxqbiu11k4ivohi3798kxxx,T. Bongonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536716019,20,5,1,2,21,82q9159y2u7mkfn3z6hy75r4o,0,77.8,-1.6,2023-04-21T19:03:25.561Z,2023-04-22T06:39:22Z,4206675169,347,,4206676833,233,33,4206675167,56,Right,,,,,,,,,,,,,,,,bpvxqbiu11k4ivohi3798kxxx,T. Bongonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536716321,33,5,1,2,21,c8llrezkm3b3op4afrou6b487,1,22.2,101.6,2023-04-21T19:03:25.561Z,2023-04-22T06:39:22Z,4206676777,56,Back,4206676779,347,,4206676803,233,20,,,,,,,,,,,,,,,,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536716371,34,1,1,2,42,c8llrezkm3b3op4afrou6b487,1,26.5,100,2023-04-21T19:03:46.385Z,2023-04-22T06:39:28Z,4206677047,140,57.8,4206677039,107,,4206677051,141,97.2,4206677061,1,,4206677059,213,6.2,4206677055,212,33.0,4206677043,56,Left,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536716405,35,1,1,2,44,c8llrezkm3b3op4afrou6b487,1,57.8,97.2,2023-04-21T19:03:47.819Z,2023-04-22T06:39:33Z,4206677237,212,7.5,4206677235,141,88.7,4207544065,178,,4206677233,140,53.3,4206677239,213,4.0,4206677231,56,Left,,,,,,,8rprxly1blrhq9cwhfqoheeax,Adrià Pedrosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536716411,36,1,1,2,45,c8llrezkm3b3op4afrou6b487,1,48,89.2,2023-04-21T19:03:49.306Z,2023-04-22T06:39:40Z,4206677269,213,3.0,4206677261,56,Back,4206677263,140,35.6,4206677265,141,92.5,4207544149,178,,4206677267,212,13.2,,,,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536716427,37,1,1,2,47,c8llrezkm3b3op4afrou6b487,1,39.9,91.1,2023-04-21T19:03:50.758Z,2023-04-22T06:39:47Z,4206677353,212,17.7,4206677355,213,5.9,4206677351,141,81.0,4206677349,140,55.4,4206677347,56,Left,4207544247,178,,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,
