id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/11/value,qualifier/15/value,qualifier/16/value,assist,qualifier/14/value,qualifier/17/value,qualifier/10/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/19/value
2508096949,3,74,1,0,15,4yg9ttzw0m51048doksv8uq5r,1,41.4,30,2023-02-15T20:02:21.989Z,2023-02-16T06:56:48Z,4035065699,178,,4034213693,233,9,4034213509,285,,4034213507,56,Back,,,,,,,,,,,,,a045sz2acqbfgyq9puwsu8sx6,R. Nteka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097047,10,1,1,0,18,3kq9cckrnlogidldtdie2fkbl,1,55.6,93.4,2023-02-15T20:02:24.667Z,2023-02-16T06:56:55Z,4035065823,178,,4034214013,56,Back,4034214027,213,3.7,4034214015,140,41.9,4034214023,212,17.2,4034214019,141,79.4,,,,,,,c1mm3hdfcs78obhxmhailzidx,K. Benzema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097097,11,1,1,0,21,3kq9cckrnlogidldtdie2fkbl,1,38.9,74.9,2023-02-15T20:02:27.879Z,2023-02-16T06:57:00Z,4034214331,140,38.2,4034214329,56,Back,4034214337,213,4.7,4035065959,178,,4034214335,212,24.4,4034214333,141,39.1,,,,,,,7o4nc6jwsi3quvnwinstqwyj9,Nacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097115,12,1,1,0,26,3kq9cckrnlogidldtdie2fkbl,1,43.5,37.9,2023-02-15T20:02:32.793Z,2023-02-16T06:57:03Z,4034214467,141,68.8,4035066027,178,,4034214469,212,21.0,4034214471,213,1.6,4034214465,140,42.4,4034214463,56,Back,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097153,13,1,1,0,28,3kq9cckrnlogidldtdie2fkbl,1,42.4,68.8,2023-02-15T20:02:34.941Z,2023-02-16T06:57:07Z,4034214673,141,85.5,4034214675,212,13.2,4034214669,56,Back,4034214677,213,1.0,4035066099,178,,4034214671,140,48.9,,,,,,,7o4nc6jwsi3quvnwinstqwyj9,Nacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097169,14,1,1,0,31,3kq9cckrnlogidldtdie2fkbl,1,50.7,85.6,2023-02-15T20:02:37.541Z,2023-02-16T06:57:12Z,4034214765,213,0.7,4035066181,178,,4034214763,212,8.9,4034214761,141,93.9,4034214757,56,Left,4034214759,140,57.2,,,,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097203,15,1,1,0,32,3kq9cckrnlogidldtdie2fkbl,1,57.2,93.9,2023-02-15T20:02:39.468Z,2023-02-16T06:57:16Z,4034214913,140,45.2,4034214915,141,88.2,4035066307,178,,4034214911,56,Back,4034214919,213,3.4,4034214917,212,13.2,,,,,,,6w5wyari2p4bh2zzy2x2f6hg5,D. Alaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097261,16,1,1,0,35,3kq9cckrnlogidldtdie2fkbl,1,44.8,82.8,2023-02-15T20:02:41.990Z,2023-02-16T06:57:20Z,4034215267,56,Back,4034215273,212,27.2,4034215275,213,4.7,4035066397,178,,4034215269,140,43.5,4034215271,141,42.8,,,,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097319,17,1,1,0,41,3kq9cckrnlogidldtdie2fkbl,1,40.9,31.7,2023-02-15T20:02:47.846Z,2023-02-16T06:57:23Z,4034215499,140,41.6,4034215497,56,Back,4035066461,178,,4034215501,141,64.9,4034215503,212,22.6,4034215505,213,1.5,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097339,18,1,1,0,44,3kq9cckrnlogidldtdie2fkbl,1,45.1,64.6,2023-02-15T20:02:51.193Z,2023-02-16T06:57:26Z,4035066545,178,,4034215617,213,1.0,4034215609,140,52.6,4034215613,141,84.3,4034215615,212,15.5,4034215605,56,Left,,,,,,,7o4nc6jwsi3quvnwinstqwyj9,Nacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097389,19,1,1,0,46,3kq9cckrnlogidldtdie2fkbl,1,52.6,84.3,2023-02-15T20:02:53.064Z,2023-02-16T06:57:32Z,4034215919,213,1.1,4034215917,212,10.5,4034215909,56,Left,4035066649,178,,4034215915,141,97.8,4034215913,140,57.4,,,,,,,6w5wyari2p4bh2zzy2x2f6hg5,D. Alaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097433,20,1,1,0,49,3kq9cckrnlogidldtdie2fkbl,1,51.3,98,2023-02-15T20:02:55.787Z,2023-02-16T06:57:40Z,4035066821,178,,4034216111,141,89.0,4034216107,140,38.4,4034216105,56,Back,4034216113,212,14.9,4034216115,213,3.6,,,,,,,broq8imimhtlejtffissquy5m,Rodrygo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097487,21,1,1,0,52,3kq9cckrnlogidldtdie2fkbl,1,38.4,89,2023-02-15T20:02:58.907Z,2023-02-16T06:57:46Z,4034216397,56,Back,4034216405,213,3.9,4034216403,212,32.5,4034216399,140,15.1,4034216407,1,,4034216401,141,57.5,4035067015,178,,,,,6w5wyari2p4bh2zzy2x2f6hg5,D. Alaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097525,22,1,1,0,57,3kq9cckrnlogidldtdie2fkbl,1,15.1,55.1,2023-02-15T20:03:03.688Z,2023-02-16T06:57:53Z,4034216611,141,76.7,4035067151,178,,4034216607,56,Back,4034216609,140,20.4,4034216615,213,1.2,4034216613,212,15.7,,,,,,,38bp85766w04a0nuulq5fiig9,A. Lunin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097549,23,1,1,1,1,3kq9cckrnlogidldtdie2fkbl,1,29.5,81.4,2023-02-15T20:03:07.794Z,2023-02-16T06:58:17Z,4034216745,141,96.1,4034216739,56,Back,4034216741,140,28.0,4034216749,212,10.1,4034216753,213,1.7,4035067607,178,,,,,,,,7o4nc6jwsi3quvnwinstqwyj9,Nacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097597,24,1,1,1,4,3kq9cckrnlogidldtdie2fkbl,1,27.6,92.4,2023-02-15T20:03:10.578Z,2023-02-16T06:58:21Z,4034217059,141,72.5,4034217057,140,9.5,4034217061,212,23.3,4035067721,178,,4034217055,56,Back,4034217063,213,3.8,,,,,,,6w5wyari2p4bh2zzy2x2f6hg5,D. Alaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097675,25,1,1,1,7,3kq9cckrnlogidldtdie2fkbl,1,10.5,66.3,2023-02-15T20:03:14.125Z,2023-02-16T06:58:26Z,4034217477,141,30.4,4035067863,178,,4034217481,213,5.0,4034217479,212,25.5,4034217473,56,Back,4034217475,140,17.5,,,,,,,38bp85766w04a0nuulq5fiig9,A. Lunin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097717,26,1,1,1,13,3kq9cckrnlogidldtdie2fkbl,1,25.4,33.2,2023-02-15T20:03:20.116Z,2023-02-16T06:58:30Z,4034217707,213,1.5,4035067951,178,,4034217699,56,Back,4034217701,140,28.4,4034217703,141,73.2,4034217705,212,27.4,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097745,27,1,1,1,16,3kq9cckrnlogidldtdie2fkbl,1,28.4,73.7,2023-02-15T20:03:23.269Z,2023-02-16T06:58:37Z,4034217837,212,16.5,4034217839,213,1.1,4034217831,56,Back,4035068109,178,,4034217833,140,36.2,4034217835,141,94.8,,,,,,,7o4nc6jwsi3quvnwinstqwyj9,Nacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097811,28,1,1,1,18,3kq9cckrnlogidldtdie2fkbl,1,36.2,94.8,2023-02-15T20:03:25.431Z,2023-02-16T06:58:41Z,4034218235,56,Back,4034218241,212,8.8,4034218237,140,35.1,4034218243,213,4.6,4034218239,141,81.9,4035068225,178,,,,,,,,6w5wyari2p4bh2zzy2x2f6hg5,D. Alaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097813,29,50,1,1,23,3kq9cckrnlogidldtdie2fkbl,1,38,65.4,2023-02-15T20:03:29.541Z,2023-02-16T06:58:53Z,4034218247,56,Back,4034218379,233,4,4034218249,286,,,,,,,,,,,,,,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097831,4,7,1,1,23,4yg9ttzw0m51048doksv8uq5r,1,62,34.6,2023-02-15T20:03:30.348Z,2023-02-16T06:58:57Z,4034894857,383,,4034218331,285,,4034218329,56,Center,4034218371,233,29,4035068581,178,,,,,,,,,,,a045sz2acqbfgyq9puwsu8sx6,R. Nteka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097835,5,49,1,1,25,4yg9ttzw0m51048doksv8uq5r,1,66.4,31,2023-02-15T20:03:31.604Z,2023-02-16T06:59:06Z,,,,,,,,,,,,,,,,,,,,,,,,,a971j313ztjvcgojpg6u390b9,E. Ponce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097899,6,1,1,1,25,4yg9ttzw0m51048doksv8uq5r,1,66.4,31.9,2023-02-15T20:03:32.473Z,2023-02-16T06:59:22Z,4034218707,141,41.5,4034218711,213,1.5,4034218709,212,6.6,4035069131,178,,4034218705,140,67.0,4034218703,56,Center,,,,,,,a971j313ztjvcgojpg6u390b9,E. Ponce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097921,7,1,1,1,28,4yg9ttzw0m51048doksv8uq5r,0,67.5,42.1,2023-02-15T20:03:34.923Z,2023-02-16T07:00:26Z,4034218819,56,Center,4034218827,213,0.5,4035070535,178,,4034218821,140,75.9,4034218825,212,10.0,4034218823,141,49.1,,,,,,,8axw2xc0dl8vsdub6nq4nhjo5,Raúl Guti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097903,30,49,1,1,29,3kq9cckrnlogidldtdie2fkbl,1,24.1,49.1,2023-02-15T20:03:36.164Z,2023-02-16T07:00:30Z,,,,,,,,,,,,,,,,,,,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097955,31,1,1,1,31,3kq9cckrnlogidldtdie2fkbl,1,18,54.8,2023-02-15T20:03:38.411Z,2023-02-16T07:00:33Z,4034218991,140,3.2,4034218989,56,Back,4034218997,213,3.2,4034218995,212,15.6,4035070687,178,,4034218993,141,52.6,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097983,32,1,1,1,34,3kq9cckrnlogidldtdie2fkbl,0,3.1,48.6,2023-02-15T20:03:41.257Z,2023-02-16T07:00:42Z,4034219127,212,35.9,4034219129,213,5.0,4034219121,56,Back,4034219131,1,,4034219125,141,0.0,4035070863,178,,4034219123,140,12.7,,,,38bp85766w04a0nuulq5fiig9,A. Lunin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508098127,8,5,1,1,37,4yg9ttzw0m51048doksv8uq5r,1,88.7,101.7,2023-02-15T20:03:43.574Z,2023-02-16T07:00:46Z,4034219991,347,,4034219989,56,Left,4034220043,233,33,,,,,,,,,,,,,,,,8axw2xc0dl8vsdub6nq4nhjo5,Raúl Guti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508097989,33,5,1,1,37,3kq9cckrnlogidldtdie2fkbl,0,11.3,-1.7,2023-02-15T20:03:43.574Z,2023-02-16T07:00:46Z,4034220047,233,8,4034219141,56,Back,4034219143,347,,,,,,,,,,,,,,,,,38bp85766w04a0nuulq5fiig9,A. Lunin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508098243,9,1,1,2,2,4yg9ttzw0m51048doksv8uq5r,0,89.3,100,2023-02-15T20:04:08.661Z,2023-02-16T07:00:54Z,4034220657,140,91.8,4034220661,212,20.3,4034220663,213,4.8,4034220659,141,71.8,4034220655,56,Center,4034220653,107,,,,,,,,7wjmaxqunpd84il1p5w4xwrmd,Clerc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508098263,34,44,1,2,3,3kq9cckrnlogidldtdie2fkbl,1,7.6,32.2,2023-02-15T20:04:10.265Z,2023-02-16T08:30:39Z,4034220743,285,,4034220741,56,Back,4034220883,233,11,,,,,,,,,,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508098281,11,44,1,2,3,4yg9ttzw0m51048doksv8uq5r,0,92.4,67.8,2023-02-15T20:04:10.266Z,2023-02-16T07:01:00Z,4034220855,56,Center,4034220907,233,34,4034220857,286,,,,,,,,,,,,,,,,,a045sz2acqbfgyq9puwsu8sx6,R. Nteka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508098273,35,12,1,2,3,3kq9cckrnlogidldtdie2fkbl,1,7.1,36.3,2023-02-15T20:04:10.364Z,2023-02-16T08:30:40Z,4034220801,212,2.1,4035071729,388,,4034220847,15,,4034220795,140,8.1,4034220803,213,5.2,4034220791,56,Back,4034220799,141,33.7,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508098267,10,61,1,2,3,4yg9ttzw0m51048doksv8uq5r,1,91.8,71.8,2023-02-15T20:04:10.417Z,2023-02-16T07:02:00Z,4035071965,15,,4034220771,56,Center,4035071967,178,,,,,,,,,,,,,,,,,a045sz2acqbfgyq9puwsu8sx6,R. Nteka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508098295,36,44,1,2,5,3kq9cckrnlogidldtdie2fkbl,1,10.1,35.6,2023-02-15T20:04:11.996Z,2023-02-16T08:30:40Z,4034220961,285,,4034222797,233,14,4034220959,56,Back,,,,,,,,,,,,,,,,en2c7z1raqmcwee78297pbnu2,E. Camavinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508098599,14,44,1,2,5,4yg9ttzw0m51048doksv8uq5r,0,89.9,64.4,2023-02-15T20:04:11.997Z,2023-02-16T07:02:10Z,4034222813,233,36,4034222671,56,Center,4034222673,286,,,,,,,,,,,,,,,,,a045sz2acqbfgyq9puwsu8sx6,R. Nteka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508098301,37,12,1,2,5,3kq9cckrnlogidldtdie2fkbl,1,10.7,39.4,2023-02-15T20:04:12.081Z,2023-02-16T08:30:40Z,4034220997,213,5.6,4034220989,56,Back,4034220991,140,16.4,4034221025,15,,4035072877,388,,4034220993,141,32.4,4034220995,212,7.6,,,,en2c7z1raqmcwee78297pbnu2,E. Camavinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508098327,12,1,1,2,7,4yg9ttzw0m51048doksv8uq5r,1,83.6,68.8,2023-02-15T20:04:13.566Z,2023-02-16T07:02:35Z,4034221135,3,,4034221137,56,Center,4034221145,213,5.0,4034221139,140,85.5,4034221143,212,6.7,4034222307,154,,4034221141,141,59.4,4035073085,388,,e18oezz5jq7pf3h4azgv3ofrp,Fidel,4034222305,210,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508098335,13,13,1,2,8,4yg9ttzw0m51048doksv8uq5r,1,86.8,59,2023-02-15T20:04:14.729Z,2023-02-16T07:02:36Z,4034222341,55,12,4034222353,328,,4034221973,72,,4034222359,230,99.1,4034222335,75,,4034221181,17,,4034222347,103,4.2,4034222345,102,37.5,a045sz2acqbfgyq9puwsu8sx6,R. Nteka,4034222337,29,,,4034222355,146,96.4,4034226393,160,4034221977,153,4034222357,147,42.1,4034221183,56,Center,4034222349,215,4035073383,388,4034222339,154,4034222351,108,4034222361,231,50.7,,,,,,,,,,,,,
2508098357,38,52,1,2,10,3kq9cckrnlogidldtdie2fkbl,1,3.4,58,2023-02-15T20:04:16.662Z,2023-02-16T07:02:40Z,4035073453,178,,4034902499,376,,,,,,,,,,,,,,,,,,,,38bp85766w04a0nuulq5fiig9,A. Lunin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508098475,39,80,1,2,21,3kq9cckrnlogidldtdie2fkbl,0,9.4,48.6,2023-02-15T20:04:27.903Z,2023-02-16T07:02:47Z,4035073649,178,,4034234149,189,,,,,,,,,,,,,,,,,,,,38bp85766w04a0nuulq5fiig9,A. Lunin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
