id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,assist,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/13/value,qualifier/16/value,qualifier/14/value
2512748953,83,1,1,9,21,3czravw89omgc9o4s0w3l1bg5,1,21.3,24.4,2023-02-26T13:10:41.921Z,2023-02-26T21:55:10Z,4058778537,141,40.1,4058778539,212,24.5,4060780141,178,,4058778531,56,Back,4058778541,213,0.5,4058778535,140,42.3,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512749011,84,1,1,9,26,3czravw89omgc9o4s0w3l1bg5,1,42.3,56.9,2023-02-26T13:10:46.372Z,2023-02-26T21:55:17Z,4060780315,178,,4058778809,56,Left,4058778815,141,94.4,4058778821,213,1.1,4058778819,212,29.1,4058778811,140,55.6,,,,,,,81png9xvfr224o03vaksp6aqd,Muniain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512749067,85,1,1,9,32,3czravw89omgc9o4s0w3l1bg5,1,56,90,2023-02-26T13:10:52.203Z,2023-02-26T21:55:21Z,4058779089,212,19.9,4058779087,141,81.8,4058779091,213,3.4,4058779085,140,37.8,4058779083,56,Back,4060780431,178,,,,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512749115,86,1,1,9,36,3czravw89omgc9o4s0w3l1bg5,1,39.8,64.8,2023-02-26T13:10:56.554Z,2023-02-26T21:55:26Z,4058779355,56,Back,4058779363,213,4.9,4058779361,212,26.1,4060780581,178,,4058779359,141,27.1,4058779357,140,44.5,,,,,,,5kd57453a90zahgdxwkghr816,Aitor Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512749183,87,1,1,9,40,3czravw89omgc9o4s0w3l1bg5,1,55,12,2023-02-26T13:11:00.248Z,2023-02-26T21:55:29Z,4058779723,212,19.4,4060780707,178,,4058779717,141,17.3,4058779713,140,73.2,4058779729,213,0.2,4058779709,56,Right,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512749287,88,1,1,9,43,3czravw89omgc9o4s0w3l1bg5,1,88.5,22.5,2023-02-26T13:11:04.011Z,2023-02-26T21:55:32Z,4058780261,212,51.8,4058780255,56,Left,4059769251,20,,4060780861,178,,4058780263,213,1.5,4058780265,1,,4058780251,2,,4059769249,224,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,4058780257,140,4058780259,141,93.0,,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512749303,89,1,1,9,51,3czravw89omgc9o4s0w3l1bg5,1,90.9,96,2023-02-26T13:11:11.671Z,2023-02-26T21:55:38Z,4058780351,141,89.4,4058780347,56,Left,4058780349,140,77.1,4058780353,212,15.2,4060781049,178,,4058780355,213,3.4,,,,,,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512749313,90,1,1,9,54,3czravw89omgc9o4s0w3l1bg5,0,79.2,88.1,2023-02-26T13:11:14.181Z,2023-02-26T21:55:42Z,4058780415,213,5.1,4059770313,224,,4059770315,72,,4058780413,212,5.1,4058780407,56,Left,4058780409,140,81.2,4058780405,155,,4058780403,2,,8hm6d6395johhjsoe8jz6dcyd,Yuri,4058780411,141,4060781115,178,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512749329,110,61,1,9,54,7h7eg7q7dbwvzww78h9d5eh0h,1,17.2,20,2023-02-26T13:11:14.427Z,2023-02-26T21:56:03Z,4060781415,388,,4058780505,56,Back,4060781699,21,,,,,,,,,,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512749345,91,13,1,9,55,3czravw89omgc9o4s0w3l1bg5,1,85.4,54.3,2023-02-26T13:11:15.815Z,2023-02-26T21:56:08Z,4058780785,20,,4058781303,77,,4058780609,22,,4058781317,458,,4058780611,17,,4058781315,328,,4058781321,231,50.2,4058781313,108,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,4058781307,102,4060781941,388,69.4,,,4058780613,56,Center,4058781311,103,43.1,4058781319,230,98.1,,,,,,,,,,,,,,,,,,,
2512749365,92,5,1,9,56,3czravw89omgc9o4s0w3l1bg5,0,101,63.2,2023-02-26T13:11:16.943Z,2023-02-26T21:56:12Z,4058786191,233,112,4058780719,56,Center,4058780721,346,,,,,,,,,,,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512749423,112,5,1,9,56,7h7eg7q7dbwvzww78h9d5eh0h,1,-1,36.8,2023-02-26T13:11:16.943Z,2023-02-26T21:56:12Z,4058781051,346,,4058786171,233,92,4058781049,56,Back,,,,,,,,,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512749399,111,43,1,10,1,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2023-02-26T13:11:21.244Z,2023-02-26T13:11:25Z,4058780903,56,Back,4058780933,73,0,4058781203,144,6,,,,,,,,,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512749963,113,1,1,10,44,7h7eg7q7dbwvzww78h9d5eh0h,1,2.8,55.3,2023-02-26T13:12:04.516Z,2023-02-26T21:56:13Z,4058783851,124,,4058783865,237,,4058783859,212,7.6,4058783857,141,65.5,4058783855,140,5.7,4058784133,189,,4058783861,213,1.2,4058783853,56,Back,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512750277,117,61,1,10,45,7h7eg7q7dbwvzww78h9d5eh0h,1,6.6,70.8,2023-02-26T13:12:05.521Z,2023-02-26T21:56:14Z,4058785445,56,Back,4058785489,189,,4060782131,178,,,,,,,,,,,,,,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512750363,118,61,1,10,46,7h7eg7q7dbwvzww78h9d5eh0h,1,10.5,57.3,2023-02-26T13:12:06.746Z,2023-02-26T21:56:17Z,4058786189,189,,4058785875,56,Back,4060782243,178,,,,,,,,,,,,,,,,,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512749977,114,1,1,10,47,7h7eg7q7dbwvzww78h9d5eh0h,0,19.1,93.3,2023-02-26T13:12:07.976Z,2023-02-26T21:56:23Z,4058783907,3,,4058783909,56,Back,4058783913,141,85.6,4058783915,212,9.8,4058783917,213,5.7,4060782375,178,,4058783911,140,27.0,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513242083,1238,67,1,10,49,3czravw89omgc9o4s0w3l1bg5,1,60.1,13.4,2023-02-26T13:12:09.467Z,2023-02-27T09:15:44Z,4061381773,233,999,,,,,,,,,,,,,,,,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513242079,999,67,1,10,49,7h7eg7q7dbwvzww78h9d5eh0h,0,39.9,86.6,2023-02-26T13:12:09.468Z,2023-02-27T07:34:52Z,4061381785,233,1238,,,,,,,,,,,,,,,,,,,,,,1acqdy7jz9v4i1jwf5u809byt,Borja García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512749973,93,8,1,10,49,3czravw89omgc9o4s0w3l1bg5,1,57.6,12,2023-02-26T13:12:09.476Z,2023-02-27T09:15:45Z,4059771797,383,,4060782577,388,,4058783905,56,Right,,,,,,,,,,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512749993,94,49,1,10,50,3czravw89omgc9o4s0w3l1bg5,1,61.1,17.9,2023-02-26T13:12:10.996Z,2023-02-26T21:56:41Z,,,,,,,,,,,,,,,,,,,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512750043,95,1,1,10,51,3czravw89omgc9o4s0w3l1bg5,1,68.1,27.4,2023-02-26T13:12:12.110Z,2023-02-26T21:56:50Z,4058784223,212,10.5,4058784225,213,1.3,4058784219,140,70.3,4058784217,56,Center,4058784221,141,42.4,4060783009,178,,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512750079,96,1,1,10,52,3czravw89omgc9o4s0w3l1bg5,1,70.2,41.6,2023-02-26T13:12:12.910Z,2023-02-26T21:56:54Z,4058784399,155,,4058784405,141,20.9,4058784403,140,94.6,4058784407,212,29.2,4060783161,178,,4058784409,213,5.8,4058784401,56,Right,,,,81png9xvfr224o03vaksp6aqd,Muniain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512750103,97,1,1,10,55,3czravw89omgc9o4s0w3l1bg5,0,94.7,20.7,2023-02-26T13:12:15.653Z,2023-02-26T21:57:01Z,4058784545,141,48.7,4058784551,213,1.7,4059772427,20,,4058784539,56,Center,4060783297,178,,4059772425,386,,4058784535,2,,4059772423,225,,ddvvwqxpsqqboupi3gx1ijhed,I. Williams,4058784547,212,4058784541,140,19.1,,93.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512750135,115,12,1,10,56,7h7eg7q7dbwvzww78h9d5eh0h,1,5,49.4,2023-02-26T13:12:16.908Z,2023-02-26T21:57:07Z,4058784667,141,100.0,4058784669,212,35.2,4058784741,167,,4058784663,56,Back,4060783457,178,,4058784665,140,6.4,4058784671,213,1.5,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512750381,98,5,1,10,59,3czravw89omgc9o4s0w3l1bg5,1,90.6,-1.6,2023-02-26T13:12:19.709Z,2023-02-26T21:57:11Z,4058785961,56,Right,4058785963,347,,4058785977,233,116,,,,,,,,,,,,,,,,ddvvwqxpsqqboupi3gx1ijhed,I. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512750141,116,5,1,10,59,7h7eg7q7dbwvzww78h9d5eh0h,0,9.4,101.6,2023-02-26T13:12:19.709Z,2023-02-26T21:57:11Z,4058785999,233,98,4058784695,56,Back,4058784699,347,,,,,,,,,,,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512750401,99,1,1,11,14,3czravw89omgc9o4s0w3l1bg5,1,87.5,0,2023-02-26T13:12:34.906Z,2023-02-26T21:57:17Z,4058786057,56,Right,4058786059,140,79.3,4058786063,212,10.1,4058786065,213,2.6,4058786061,141,5.9,4058786055,107,,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512750483,100,1,1,11,17,3czravw89omgc9o4s0w3l1bg5,1,76.5,5.9,2023-02-26T13:12:37.446Z,2023-02-26T21:57:21Z,4058786521,212,20.9,4058786515,56,Right,4058786523,213,2.8,4058786517,140,57.9,4058786519,141,16.7,4060783879,178,,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512750563,101,1,1,11,24,3czravw89omgc9o4s0w3l1bg5,1,59,23.4,2023-02-26T13:12:44.596Z,2023-02-26T21:57:24Z,4060783985,178,,4058786921,141,34.8,4058786917,56,Center,4058786919,140,64.3,4058786925,213,0.9,4058786923,212,9.5,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512750575,102,1,1,11,28,3czravw89omgc9o4s0w3l1bg5,0,66.2,23.4,2023-02-26T13:12:48.461Z,2023-02-26T21:57:27Z,4058786983,212,10.7,4058786979,140,75.0,4058786977,56,Right,4058786981,141,15.6,4058786985,213,5.8,4060784143,178,,,,,,,,81png9xvfr224o03vaksp6aqd,Muniain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512750579,119,8,1,11,28,7h7eg7q7dbwvzww78h9d5eh0h,1,25.4,83.3,2023-02-26T13:12:48.970Z,2023-02-26T21:57:34Z,4059778189,384,,4058787005,56,Back,4060784371,178,,,,,,,,,,,,,,,,,1acqdy7jz9v4i1jwf5u809byt,Borja García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512750599,120,49,1,11,30,7h7eg7q7dbwvzww78h9d5eh0h,1,25.7,91.2,2023-02-26T13:12:50.426Z,2023-02-26T21:57:38Z,,,,,,,,,,,,,,,,,,,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512750673,121,3,1,11,32,7h7eg7q7dbwvzww78h9d5eh0h,0,47.4,92,2023-02-26T13:12:52.403Z,2023-02-26T21:57:59Z,4060785119,178,,4058787393,286,,4059778791,211,,4058787391,56,Back,4059779311,465,,4058787581,233,103,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512750675,103,1,1,11,33,3czravw89omgc9o4s0w3l1bg5,1,47,12.2,2023-02-26T13:12:53.669Z,2023-02-26T21:58:02Z,4059779137,212,7.6,4059779139,213,0.7,4060785195,178,,4059779133,140,52.7,4058787403,56,Right,4059779135,141,19.0,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512750689,104,49,1,11,34,3czravw89omgc9o4s0w3l1bg5,1,53.6,12.9,2023-02-26T13:12:54.639Z,2023-02-26T21:58:07Z,,,,,,,,,,,,,,,,,,,,,,,,,81png9xvfr224o03vaksp6aqd,Muniain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512750735,105,1,1,11,37,3czravw89omgc9o4s0w3l1bg5,0,60.1,16.1,2023-02-26T13:12:58.044Z,2023-02-26T21:58:10Z,4058787709,155,,4058787721,1,,4058787715,141,46.4,4058787713,140,88.1,4058787719,213,0.6,4058787717,212,35.9,4060785391,178,,4058787711,56,Center,81png9xvfr224o03vaksp6aqd,Muniain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512750755,122,11,1,11,40,7h7eg7q7dbwvzww78h9d5eh0h,1,14.7,56.4,2023-02-26T13:13:00.506Z,2023-02-26T21:58:15Z,4059780427,378,,4058787825,88,,4060785505,388,,4058787823,56,Back,,,,,,,,,,,,,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751019,123,1,1,11,56,7h7eg7q7dbwvzww78h9d5eh0h,1,13.2,55.4,2023-02-26T13:13:16.227Z,2023-02-26T22:03:49Z,4058789185,123,,4058789191,141,14.7,4058789199,213,5.1,4060785559,178,,4058789195,212,30.0,4058789223,189,,4058789187,56,Back,4058789189,140,24.3,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751043,124,1,1,11,56,7h7eg7q7dbwvzww78h9d5eh0h,1,24.3,14.7,2023-02-26T13:13:17.060Z,2023-02-26T21:58:19Z,4058789315,140,36.6,4058789321,213,0.7,4058789313,56,Back,4058795383,189,,4058789319,212,17.1,4060785615,178,,4058789317,141,31.2,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751055,125,1,1,11,59,7h7eg7q7dbwvzww78h9d5eh0h,1,39.1,32.7,2023-02-26T13:13:19.833Z,2023-02-26T21:58:27Z,4058789363,56,Center,4058789365,140,65.9,4058789371,213,0.0,4058789367,141,33.4,4058789369,212,28.1,4060785797,178,,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751099,126,1,1,12,0,7h7eg7q7dbwvzww78h9d5eh0h,1,54.1,26.1,2023-02-26T13:13:21.112Z,2023-02-26T21:59:03Z,4058789627,212,14.2,4058789631,213,5.4,4058789621,56,Right,4058789623,140,63.0,4060786799,178,,4058789625,141,10.3,,,,,,,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751137,127,1,1,12,5,7h7eg7q7dbwvzww78h9d5eh0h,1,76.8,15.5,2023-02-26T13:13:26.168Z,2023-02-26T21:59:08Z,4058789805,141,11.9,4058789803,140,90.7,4060786923,178,,4058789801,56,Right,4058789807,212,14.8,4058789809,213,6.1,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751159,128,1,1,12,9,7h7eg7q7dbwvzww78h9d5eh0h,1,98.2,7.1,2023-02-26T13:13:29.753Z,2023-02-26T21:59:14Z,4058789921,141,8.9,4058789925,213,3.0,4060787043,178,,4058789923,212,11.6,4058789919,140,87.2,4058789917,56,Right,,,,,,,3auwtiburdxrp2i5me2d97f11,V. Tsygankov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751203,129,1,1,12,11,7h7eg7q7dbwvzww78h9d5eh0h,0,89,8.8,2023-02-26T13:13:31.439Z,2023-02-26T21:59:19Z,4058790171,212,41.0,4058790157,56,Center,4059785749,20,,4058790153,2,,4058790155,155,,4058790169,141,68.8,4058790165,140,93.0,4059785747,224,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,4060787211,178,4058790173,213,,,1.5,4058790175,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751201,106,12,1,12,13,3czravw89omgc9o4s0w3l1bg5,1,6.3,30.4,2023-02-26T13:13:34.133Z,2023-02-26T21:59:29Z,4058790149,212,14.5,4058790147,141,27.3,4058790143,56,Back,4058790145,140,20.0,4058790209,15,,4058790151,213,6.1,4060787483,388,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751307,130,1,1,12,17,7h7eg7q7dbwvzww78h9d5eh0h,1,86,77.2,2023-02-26T13:13:37.491Z,2023-02-26T21:59:37Z,4058790709,212,7.2,4058790707,141,87.8,4058790705,140,86.1,4060787721,178,,4058790711,213,1.6,4058790703,56,Left,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751319,131,1,1,12,22,7h7eg7q7dbwvzww78h9d5eh0h,0,84.1,87.4,2023-02-26T13:13:42.355Z,2023-02-26T21:59:40Z,4058790775,140,86.0,4060787799,178,,4058790773,56,Center,4058790769,2,,4058790781,213,4.8,4059787257,20,,4059787255,223,,4058790771,155,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,4058790779,212,4058790777,141,28.2,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751317,107,12,1,12,23,3czravw89omgc9o4s0w3l1bg5,1,13.5,51.8,2023-02-26T13:13:43.878Z,2023-02-26T21:59:45Z,4058790783,15,,4060787877,178,,4058790757,140,44.5,4058790759,141,29.7,4058790763,213,5.9,4058790761,212,35.9,4058790755,56,Back,,,,5kd57453a90zahgdxwkghr816,Aitor Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751433,132,1,1,12,28,7h7eg7q7dbwvzww78h9d5eh0h,1,52.1,67.9,2023-02-26T13:13:48.447Z,2023-02-26T21:59:57Z,4058791447,1,,4060788179,178,,4058791443,212,35.7,4058791439,140,20.1,4058791437,56,Back,4058791441,141,50.1,4058791445,213,3.5,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751459,133,1,1,12,35,7h7eg7q7dbwvzww78h9d5eh0h,0,19.3,39.1,2023-02-26T13:13:55.686Z,2023-02-26T22:00:02Z,4058791585,212,48.3,4058791577,155,,4058791579,56,Right,4058791583,141,6.8,4058791581,140,60.3,4058791589,1,,4060788307,178,,4058791587,213,5.8,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751499,108,1,1,12,38,3czravw89omgc9o4s0w3l1bg5,0,37.9,91.7,2023-02-26T13:13:58.336Z,2023-02-26T22:00:09Z,4058791805,3,,4060788539,388,,4058791811,141,100.0,4058791807,56,Left,4058791809,140,53.3,4058791815,213,0.4,4058791813,212,17.6,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751507,109,5,1,12,40,3czravw89omgc9o4s0w3l1bg5,0,56.9,101.9,2023-02-26T13:14:00.519Z,2023-02-26T22:00:29Z,4058791847,347,,4058792143,233,134,4058791845,56,Left,,,,,,,,,,,,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751557,134,5,1,12,40,7h7eg7q7dbwvzww78h9d5eh0h,1,43.1,-1.9,2023-02-26T13:14:00.519Z,2023-02-26T22:00:29Z,4058792071,56,Back,4058792075,347,,4058792093,233,109,,,,,,,,,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751623,135,1,1,12,45,7h7eg7q7dbwvzww78h9d5eh0h,1,38.8,0,2023-02-26T13:14:05.400Z,2023-02-26T22:00:32Z,4058792427,107,,4058792429,56,Back,4058792431,140,13.5,4058792439,1,,4058792437,213,2.5,4058792435,212,33.0,4058792433,141,26.7,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751661,136,1,1,12,49,7h7eg7q7dbwvzww78h9d5eh0h,1,16.2,25.5,2023-02-26T13:14:10.096Z,2023-02-26T22:00:37Z,4060789299,178,,4058792603,212,17.0,4058792605,213,1.5,4058792599,140,17.7,4058792597,56,Back,4058792601,141,50.4,,,,,,,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751707,137,1,1,12,52,7h7eg7q7dbwvzww78h9d5eh0h,1,17.8,50.3,2023-02-26T13:14:13.060Z,2023-02-26T22:00:43Z,4058792821,56,Back,4060789423,178,,4058792827,212,22.9,4058792829,213,5.0,4058792823,140,24.5,4058792825,141,18.3,,,,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751721,138,1,1,12,57,7h7eg7q7dbwvzww78h9d5eh0h,1,31.9,15.6,2023-02-26T13:14:17.319Z,2023-02-26T22:00:49Z,4058792917,141,3.2,4058792919,212,8.6,4058792913,56,Back,4060789571,178,,4058792915,140,33.6,4058792921,213,4.9,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751759,139,1,1,12,58,7h7eg7q7dbwvzww78h9d5eh0h,1,32.7,5.2,2023-02-26T13:14:18.846Z,2023-02-26T22:00:55Z,4058793135,213,1.5,4058793133,212,7.8,4058793129,140,33.2,4058793127,56,Back,4060789663,178,,4058793131,141,16.7,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751775,140,1,1,13,2,7h7eg7q7dbwvzww78h9d5eh0h,1,37.5,14.7,2023-02-26T13:14:22.335Z,2023-02-26T22:01:01Z,4058793209,141,4.3,4058793207,140,30.4,4060789777,178,,4058793213,213,3.9,4058793211,212,10.3,4058793205,56,Back,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751819,141,1,1,13,3,7h7eg7q7dbwvzww78h9d5eh0h,1,30.5,5.2,2023-02-26T13:14:23.904Z,2023-02-26T22:01:04Z,4058793383,140,19.6,4058793385,141,21.0,4060789843,178,,4058793387,212,15.7,4058793389,213,2.4,4058793381,56,Back,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751855,142,1,1,13,7,7h7eg7q7dbwvzww78h9d5eh0h,1,23.3,27.6,2023-02-26T13:14:27.336Z,2023-02-26T22:01:06Z,4058793537,212,22.0,4058793539,213,1.5,4060789923,178,,4058793531,56,Back,4058793535,141,59.9,4058793533,140,23.8,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751889,143,1,1,13,9,7h7eg7q7dbwvzww78h9d5eh0h,1,26,64.2,2023-02-26T13:14:30.105Z,2023-02-26T22:01:09Z,4058793689,56,Back,4058793695,212,23.0,4058793693,141,96.9,4058793697,213,1.3,4060790003,178,,4058793691,140,31.5,,,,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512751899,144,1,1,13,12,7h7eg7q7dbwvzww78h9d5eh0h,1,31.9,96.9,2023-02-26T13:14:32.312Z,2023-02-26T22:01:15Z,4058793755,56,Back,4058793761,212,14.3,4060790161,178,,4058793763,213,6.3,4058793759,141,96.6,4058793757,140,45.5,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
