id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/15/value,assist,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2537224187,1,34,16,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2023-04-22T15:31:37.304Z,2023-04-22T16:26:55Z,4209710891,197,16543,4209329317,194,6navc0x6p4yqy76zyo3zocwr9,4209329313,130,7,4209329305,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4209329319,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4209329309,59,"13, 4, 16, 18, 2, 15, 8, 23, 7, 14, 12, 1, 3, 11, 17, 19, 20, 25, 26, 36",4209329301,30,"eavhyxb9dfjh0jp5yzg8p8udx, 2nq5nzq35tfwc7po29dtwqp78, 3xxwjf3ymu1j9825xjuwuknah, cuqawmfekh86mgo758udxw7v9, 8ikm0hxyz2qaonz3qmynu0xqt, 8xd59g0c36012q6mg5f2fl239, 3auwtiburdxrp2i5me2d97f11, 9um7x9zd0e000zt57l3yearqh, 6navc0x6p4yqy76zyo3zocwr9, 2udtmz4lvh4vil16mxvo0j4l, 2do89l8kf9yuelzq1b5mo549h, 4wbwcfbeokv5j4nuudbxgaw2d, d7pzcnoztn30xoj5b2sr9slt6, 8tnz3pqkqdhbr08p96i9w8i96, bqmhsb2bsuuuijw2ci39l01k9, 9iwptrplnmwst5nfimyuqekq2, ay89se5rytzay8md0yeadykq2, cabhrleu1pd1z0aarmf1zgkwl, bixz0as48s0jmvl2bdctr2tt6, eonkaqrhhxzaa3nt0iena4us",4209329315,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537226393,1,34,16,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-04-22T15:32:48.901Z,2023-04-22T16:29:02Z,4209341215,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4209341209,130,4,4209341211,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4209341205,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4209341213,194,74gwlzg12wr9pkwmdh9xpa505,4209719317,197,273,4209341207,59,"1, 27, 18, 20, 24, 15, 4, 8, 25, 11, 9, 2, 5, 6, 7, 10, 13, 17, 19, 21, 22, 39, 46",4209341203,30,"74gwlzg12wr9pkwmdh9xpa505, dka9aakcyyvh98m2uhkvs6qz8, 3zyib6lm9w7bi6lbek5m0dbrp, bsi12817nc1ul082qn48d4rft, 3fatiz92fyc3cn91ca11i0iqd, 81egd7oua1lfq2j8lke5z0ueh, 66t7zm54jgmcjtiizl9g0rkkp, 234yd91ki5snm5wipuxzogkp, 3rrges782prcprsn207dk4zit, 2z183ceh099zdd3wq5fvs1aay, 1pg0b32xb9230zit0ndyd79ih, d8v7fh30bn0rbhj0lgn1j17th, 9f83clp1v95kvlxdb376tgbth, 1whtyw1adggpz4j1xp7sjbeg9, 25txz41mi9auu289jliapd6tx, 2z101tpx36mno6neclyrym8yd, 5vyiq10fusxvrx4tajz9lmg9h, b6rbjpzuq9vo9kdil1tlyl2ad, 1jz6a0l9q2v38adtntoe30t1, 46gpq48n4d5bntwa8v2t78hcl, 8sh9iw9qs8y8056r5zmcpvemt, 9tp35qqu1heburu0g5wa6jv56, 4wtzkgtuu5ty0hsc8jd9vi6tw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537298307,2,32,1,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2023-04-22T16:30:25.078Z,2023-04-22T16:30:25Z,4209725051,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537298325,3,32,1,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-04-22T16:30:25.078Z,2023-04-23T07:05:57Z,4209725137,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537298345,3,1,1,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,50,50,2023-04-22T16:30:25.537Z,2023-04-23T11:21:15Z,4209725229,141,46.1,4209725225,56,Center,4209725233,213,5.5,4209725231,212,3.7,4212886927,178,,4209725227,140,52.5,4209725235,279,S,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537298385,4,1,1,0,2,7h7eg7q7dbwvzww78h9d5eh0h,1,52.2,51.8,2023-04-22T16:30:27.207Z,2023-04-23T11:21:23Z,4209725459,212,33.7,4209725463,1,,4209725461,213,1.0,4209725451,56,Left,4209725455,140,68.3,4209725457,141,94.7,4212887439,178,,,,,9um7x9zd0e000zt57l3yearqh,Iván Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537298417,5,1,1,0,7,7h7eg7q7dbwvzww78h9d5eh0h,0,77.1,96.2,2023-04-22T16:30:32.356Z,2023-04-23T11:21:29Z,4209725625,213,4.8,4209725617,56,Center,4209725621,141,59.0,4209725623,212,25.4,4212887949,178,,4209725619,140,79.5,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537298439,4,49,1,0,8,4jelr92fsge73q39is6qvhxb3,1,25.5,39.5,2023-04-22T16:30:33.497Z,2023-04-23T11:21:42Z,,,,,,,,,,,,,,,,,,,,,,,,,234yd91ki5snm5wipuxzogkp,Monchu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537298489,5,1,1,0,8,4jelr92fsge73q39is6qvhxb3,1,25.5,39.5,2023-04-22T16:30:33.517Z,2023-04-23T11:21:47Z,4209725923,213,4.9,4209725919,141,4.3,4209725915,56,Back,4212888959,178,,4209725921,212,24.2,4209725917,140,29.1,,,,,,,234yd91ki5snm5wipuxzogkp,Monchu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537298499,6,1,1,0,10,4jelr92fsge73q39is6qvhxb3,0,29.5,9.9,2023-04-22T16:30:35.739Z,2023-04-23T11:22:13Z,4209726039,213,6.1,4209730211,157,,4209730213,1,,4209726035,141,2.5,4209726031,56,Right,4212890693,178,,4209726033,140,57.6,4209726037,212,29.9,dka9aakcyyvh98m2uhkvs6qz8,Iván Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537298515,6,49,1,0,14,7h7eg7q7dbwvzww78h9d5eh0h,1,45.5,95.1,2023-04-22T16:30:39.726Z,2023-04-23T11:32:59Z,,,,,,,,,,,,,,,,,,,,,,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537298509,7,43,1,0,15,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-04-22T16:30:40.784Z,2023-04-22T16:31:46Z,4209726089,56,Right,4209731155,144,5,4209726091,347,0,,,,,,,,,,,,,,,,dka9aakcyyvh98m2uhkvs6qz8,Iván Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537298571,7,1,1,0,18,7h7eg7q7dbwvzww78h9d5eh0h,0,49.2,97.8,2023-04-22T16:30:43.437Z,2023-04-23T11:33:09Z,4209726329,140,52.8,4209726333,212,3.8,4209726327,56,Left,4212927723,178,,4209726331,141,97.4,4209726335,213,6.2,,,,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537298611,8,61,1,0,18,4jelr92fsge73q39is6qvhxb3,1,44.7,3.8,2023-04-22T16:30:43.477Z,2023-04-23T11:33:15Z,4209726545,56,Back,4212928297,178,,,,,,,,,,,,,,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537298689,9,4,1,0,20,4jelr92fsge73q39is6qvhxb3,1,27.8,9.6,2023-04-22T16:30:45.516Z,2023-04-23T11:33:23Z,4209726973,13,,4209727001,233,8,4209726977,152,,4209726981,285,,4209726975,56,Back,4209726979,265,,,,,,,,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537298669,8,4,1,0,20,7h7eg7q7dbwvzww78h9d5eh0h,0,72.2,90.4,2023-04-22T16:30:45.517Z,2023-04-23T11:33:23Z,4209726847,152,,4209726843,13,,4212928875,178,,4209726851,286,,4209726845,56,Left,4209726849,265,,4209727029,233,9,,,,2do89l8kf9yuelzq1b5mo549h,Toni Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537299305,9,27,1,0,26,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2023-04-22T16:30:51.467Z,2023-04-23T11:33:46Z,4209730077,53,2do89l8kf9yuelzq1b5mo549h,4209808439,233,10,4209730075,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537299383,10,27,1,0,26,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-04-22T16:30:51.467Z,2023-04-23T11:33:46Z,4209730487,53,3fatiz92fyc3cn91ca11i0iqd,4209730483,41,Injury,4209808401,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537300005,10,28,1,1,41,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2023-04-22T16:32:06.226Z,2023-04-23T11:33:49Z,4209733721,55,9,4209808531,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537299843,11,28,1,1,41,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-04-22T16:32:06.226Z,2023-04-23T11:33:49Z,4209808489,233,10,4209732669,55,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537300009,12,1,1,1,45,4jelr92fsge73q39is6qvhxb3,1,34.7,16.7,2023-04-22T16:32:10.476Z,2023-04-23T11:34:00Z,4209988185,189,,4209733749,140,32.4,4209733745,152,,4209733751,141,40.9,4209733755,213,1.7,4212931383,178,,4209733747,56,Back,4209733743,5,,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,4209733753,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537300063,13,1,1,1,49,4jelr92fsge73q39is6qvhxb3,1,32.4,40.9,2023-04-22T16:32:14.386Z,2023-04-23T11:34:05Z,4212932315,178,,4209733987,56,Back,4209734011,213,1.5,4209733995,141,74.5,4209733989,140,34.5,4209988307,189,,4209734005,212,23.0,,,,bsi12817nc1ul082qn48d4rft,M. Hongla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537300111,14,1,1,1,53,4jelr92fsge73q39is6qvhxb3,1,34.4,72.9,2023-04-22T16:32:18.696Z,2023-04-23T11:34:15Z,4209734231,213,4.5,4209734227,141,45.5,4212932983,178,,4209734221,56,Back,4209734225,140,31.2,4209734229,212,18.9,,,,,,,81egd7oua1lfq2j8lke5z0ueh,J. El Yamiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537300153,15,1,1,1,56,4jelr92fsge73q39is6qvhxb3,1,30.9,42.7,2023-04-22T16:32:21.281Z,2023-04-23T11:34:21Z,4209734449,140,29.7,4209734451,141,14.7,4209734455,213,4.6,4212933509,178,,4209734447,56,Back,4209734453,212,19.1,,,,,,,bsi12817nc1ul082qn48d4rft,M. Hongla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537300255,16,1,1,1,59,4jelr92fsge73q39is6qvhxb3,1,28.1,16.7,2023-04-22T16:32:24.287Z,2023-04-23T11:34:31Z,4209734901,213,1.6,4209734899,212,17.7,4209734895,140,28.3,4209734897,141,42.8,4209734893,56,Back,4212934223,178,,,,,,,,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537300299,17,1,1,2,4,4jelr92fsge73q39is6qvhxb3,1,35.9,59,2023-04-22T16:32:29.286Z,2023-04-23T11:34:37Z,4212934657,178,,4209735129,140,32.7,4209735127,56,Back,4209735131,141,92.0,4209735135,213,1.7,4209735133,212,22.7,,,,,,,bsi12817nc1ul082qn48d4rft,M. Hongla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537300377,18,1,1,2,6,4jelr92fsge73q39is6qvhxb3,1,32.7,92,2023-04-22T16:32:31.447Z,2023-04-23T11:34:40Z,4209735441,56,Left,4209735501,212,24.3,4209735497,140,55.3,4209735503,213,6.1,4209735499,141,84.5,4212934883,178,,,,,,,,81egd7oua1lfq2j8lke5z0ueh,J. El Yamiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537300413,19,1,1,2,8,4jelr92fsge73q39is6qvhxb3,1,42.8,83.6,2023-04-22T16:32:33.579Z,2023-04-23T11:34:46Z,4209735585,213,3.9,4209735577,56,Back,4212935383,178,,4209735581,141,65.5,4209735583,212,17.9,4209735579,140,30.4,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537300507,20,1,1,2,12,4jelr92fsge73q39is6qvhxb3,1,31.3,54.6,2023-04-22T16:32:38.027Z,2023-04-23T11:34:50Z,4209735937,56,Back,4209735945,213,5.0,4209735939,140,38.5,4212935581,178,,4209735941,141,22.4,4209735943,212,23.2,,,,,,,bsi12817nc1ul082qn48d4rft,M. Hongla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537300615,21,1,1,2,15,4jelr92fsge73q39is6qvhxb3,1,44.3,18.9,2023-04-22T16:32:41.036Z,2023-04-23T11:34:55Z,4209736327,141,3.1,4209736323,56,Right,4209736331,213,5.9,4209736325,140,67.6,4212935981,178,,4209736329,212,26.7,,,,,,,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537300669,22,1,1,2,19,4jelr92fsge73q39is6qvhxb3,1,77.1,8.3,2023-04-22T16:32:44.657Z,2023-04-23T11:35:01Z,4209736551,212,14.4,4209736545,56,Center,4209736547,140,81.0,4209736553,213,1.3,4209736549,141,28.6,4212936351,178,,,,,,,,dka9aakcyyvh98m2uhkvs6qz8,Iván Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
