id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist
2494337621,1,34,16,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2022-12-31T14:02:10.817Z,2022-12-31T15:24:21Z,3961927443,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3961927453,197,284,3961927445,59,"1, 2, 18, 10, 3, 4, 16, 6, 7, 11, 21, 5, 8, 9, 12, 13, 14, 15, 22, 23, 24, 26, 35",3961927441,30,"76r2yw3wtql61qh5l0yumdn85, 6wpnjdlg2p8f19y3gjpz1su6t, a3w1uczgmswm3cwk4vmvoglhx, c29mprqv2ulztd22b6uckczx1, e615cmv1tfzu84f0z8mwi5711, 57s7gfvt5btbfzm600wn7df55, 5zoz3mjooujpv0wdcphyrztd6, 5mx86rwy0u4xi1b5kqin4lhx, 2biwwlvzgsu5kmyw5w1adpmtx, 3bm08rp9rgzh6cjhk0picxs6h, 4eezya3lwcwur6c8s6rl0rzvu, aza9jho12wrfa3oczxoj670mh, 5soi8e2hlk77rlsbsl76hg3xl, 4rktv6j9sioe0gmu7jt77fsh5, dfjph36vcwfj5cevut4x3vf11, 1lgrnaje6y7un5dzzll84p91, 9m2qujt0h0zrd0n1akjqjo0r9, amcwh6w0brmkttg4uc5qm6z9w, 9y7202khwzb48ea7im646m11x, 7c2qwyzh82a45s25zmdahrd91, eh70fwampgdyfv3hu25o2qx, e5z3qvavx4jag4653q536icmi, eiqcjlj9kmitoj8g50vaglawa",3961927449,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3961927447,130,4,3961927455,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3961927451,194,e615cmv1tfzu84f0z8mwi5711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494338051,1,34,16,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2022-12-31T14:03:59.449Z,2022-12-31T15:23:56Z,3961929625,59,"25, 2, 14, 17, 24, 12, 4, 18, 7, 11, 16, 1, 3, 5, 6, 8, 9, 13, 15, 19, 20, 21, 22",3961929631,194,5b1q9bpe23j98eoy4fwi7ld5h,3961929629,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3961929635,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3961929621,30,"20o2dr1mdk18xhxmkujzgak89, 8vmrboswsfyb5bfoq07s6susp, 5b1q9bpe23j98eoy4fwi7ld5h, 1bnn3tokzwvl4vvw34yxsq9gq, 5uig03vbbv71f0q31cp3vfbv9, eucssbf7wamb41y1gixfodivp, b2e12l3s3dxgyr8d2rk5qb9ey, 9dc4qkvh0vk5kwymibji00kp, afyga3n1mliw0btcuixt6xolx, 9z3aqwq5swt9qklwnzuhqcogl, 7yngrviue4iji7w0f9ql07j6x, 23zkmpw4902qf9xvd8z5wptcl, f1e3gi3dx3er2vz7loriw6e39, 96w1jlcwuci7kqqfskfsp6191, e7del0ovpcpntqdgh8idxok4p, 64ctdbd0w5ikj0fkcuu9jdbhm, 5qgc6zjc38a5xjl35gs7h3vu1, bqrz2xmu25taby17bl7cycjqh, csqsdjsa4leo6z86qphjuectm, 7yieh5r0uzk6d6x9o060c2bfu, wlqj34ev5mucxtfx6j4tr9at, d6kzekcwqw0q8fq6wt6rmyusq, eiz5j566h4fq4wro1t9lfuw2x",3961929627,130,4,3961929623,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3961929633,197,11762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494352911,2,32,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2022-12-31T15:18:00.634Z,2022-12-31T15:18:00Z,3962008447,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494352919,2,32,1,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2022-12-31T15:18:00.634Z,2022-12-31T23:37:01Z,3962008469,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494352933,3,1,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,50,50,2022-12-31T15:18:00.646Z,2023-01-01T04:33:22Z,3962008533,279,S,3962008523,56,Back,3962341581,178,,3962008529,212,11.7,3962008527,141,61.8,3962008525,140,41.9,3962008531,213,2.4,,,,1bnn3tokzwvl4vvw34yxsq9gq,Nico González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494352939,4,1,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,41.9,61.8,2022-12-31T15:18:01.386Z,2023-01-01T04:33:27Z,3962008557,56,Back,3962008561,141,51.0,3962008559,140,35.3,3962008565,213,4.0,3962008563,212,10.1,3962341585,178,,,,,,,,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494352955,5,1,1,0,1,ba5e91hjacvma2sjvixn00pjo,1,35.3,51,2022-12-31T15:18:02.154Z,2023-01-01T04:33:32Z,3962008635,56,Back,3962008637,140,48.6,3962008639,141,89.7,3962008641,212,29.8,3962008643,213,1.1,3962341613,178,,,,,,,,5uig03vbbv71f0q31cp3vfbv9,E. Cömert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494352971,6,1,1,0,4,ba5e91hjacvma2sjvixn00pjo,0,48.6,89.7,2022-12-31T15:18:05.457Z,2023-01-01T04:33:37Z,3962341629,178,,3962008723,141,35.7,3962008719,56,Center,3962056053,157,,3962008725,212,40.2,3962008721,140,64.2,3962008727,213,5.1,3962008729,1,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494352981,3,1,1,0,8,74mcjsm72vr3l9pw2i4qfjchj,0,30.4,57.9,2022-12-31T15:18:08.920Z,2023-01-01T04:34:05Z,3962341691,388,,3962008801,212,20.0,3962008793,3,,3962008797,140,12.4,3962008799,141,48.2,3962008803,213,3.5,3962008795,56,Back,,,,5mx86rwy0u4xi1b5kqin4lhx,É. Capoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494352991,7,1,1,0,11,ba5e91hjacvma2sjvixn00pjo,0,86.2,53.1,2022-12-31T15:18:12.323Z,2023-01-01T04:34:32Z,3962008849,56,Center,3962008851,140,87.7,3962008857,213,5.1,3962008855,212,4.1,3962341795,389,,3962008889,286,,3962008881,236,,3962008885,233,4,afyga3n1mliw0btcuixt6xolx,E. Cavani,3962008853,141,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
