id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,assist,qualifier/16/value
2510134387,6,1,1,0,20,agh9ifb2mw3ivjusgedj7c3fe,1,38.8,96.7,2023-02-19T20:03:07.023Z,2023-02-20T08:46:21Z,4044966563,141,74.6,4045932997,178,,4044966567,213,4.3,4044966559,56,Back,4044966565,212,16.7,4044966561,140,31.8,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134407,7,1,1,0,23,agh9ifb2mw3ivjusgedj7c3fe,1,31.7,72.2,2023-02-19T20:03:09.726Z,2023-02-20T08:46:25Z,4045933031,178,,4044966667,212,18.6,4044966665,141,44.8,4044966661,56,Back,4044966663,140,31.1,4044966669,213,4.7,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134437,8,1,1,0,25,agh9ifb2mw3ivjusgedj7c3fe,1,31.2,43,2023-02-19T20:03:12.142Z,2023-02-20T08:46:30Z,4044966821,213,4.7,4044966817,141,12.4,4044966815,140,31.4,4045933069,178,,4044966813,56,Back,4044966819,212,20.8,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,A. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134457,9,1,1,0,28,agh9ifb2mw3ivjusgedj7c3fe,1,30.6,15.6,2023-02-19T20:03:15.325Z,2023-02-20T08:46:35Z,4044966917,141,52.3,4045933153,178,,4044966921,213,2.2,4044966915,140,14.1,4044966913,56,Back,4044966919,212,30.4,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,J. Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134505,10,1,1,0,32,agh9ifb2mw3ivjusgedj7c3fe,1,14.1,52.3,2023-02-19T20:03:18.968Z,2023-02-20T08:46:38Z,4044967169,213,0.9,4044967163,140,25.2,4045933177,178,,4044967165,141,75.1,4044967161,56,Back,4044967167,212,19.4,,,,,,,2e55g4q93y382cg7h0yk5rtud,M. ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134525,11,1,1,0,36,agh9ifb2mw3ivjusgedj7c3fe,1,35.9,79.1,2023-02-19T20:03:23.398Z,2023-02-20T08:46:42Z,4044967285,141,96.2,4045933203,178,,4044967289,213,0.8,4044967281,56,Back,4044967287,212,15.7,4044967283,140,45.9,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134543,12,1,1,0,40,agh9ifb2mw3ivjusgedj7c3fe,1,53.9,96.5,2023-02-19T20:03:26.832Z,2023-02-20T08:46:45Z,4044967345,56,Back,4044967353,213,4.1,4044967347,140,49.3,4044967349,141,85.9,4045933241,178,,4044967351,212,8.7,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134551,13,1,1,0,40,agh9ifb2mw3ivjusgedj7c3fe,1,48.7,85.7,2023-02-19T20:03:27.444Z,2023-02-20T08:46:49Z,4044967407,213,3.4,4044967401,140,38.6,4045933277,178,,4044967405,212,10.9,4044967399,56,Back,4044967403,141,82.3,,,,,,,4q6kuikopbgls8y2rwqiu415h,Sergi Roberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134573,14,1,1,0,43,agh9ifb2mw3ivjusgedj7c3fe,1,38.6,82.3,2023-02-19T20:03:29.917Z,2023-02-20T08:46:52Z,4044967509,213,4.7,4044967503,140,38.5,4044967501,56,Back,4045933339,178,,4044967505,141,74.1,4044967507,212,5.6,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134587,15,1,1,0,44,agh9ifb2mw3ivjusgedj7c3fe,1,38.5,74.1,2023-02-19T20:03:30.742Z,2023-02-20T08:46:57Z,4044967587,141,84.9,4045933413,178,,4044967585,140,38.4,4044967583,56,Back,4044967591,213,1.6,4044967589,212,7.3,,,,,,,ezviixcyaaj162saxs2yl27s9,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134593,16,1,1,0,45,agh9ifb2mw3ivjusgedj7c3fe,1,38.4,84.9,2023-02-19T20:03:32.351Z,2023-02-20T08:46:59Z,4044967613,140,35.6,4044967619,213,4.3,4045933445,178,,4044967617,212,6.6,4044967611,56,Back,4044967615,141,76.2,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134599,17,1,1,0,47,agh9ifb2mw3ivjusgedj7c3fe,1,35.6,76.2,2023-02-19T20:03:34.260Z,2023-02-20T08:47:05Z,4044967643,141,84.4,4044967645,212,5.6,4044967641,140,35.2,4044967639,56,Back,4045933525,178,,4044967647,213,1.6,,,,,,,ezviixcyaaj162saxs2yl27s9,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134653,18,1,1,0,48,agh9ifb2mw3ivjusgedj7c3fe,1,35.2,84.4,2023-02-19T20:03:35.063Z,2023-02-20T08:47:08Z,4044967961,141,54.4,4044967965,212,26.8,4044967953,56,Back,4044967969,213,4.0,4045933583,178,,4044967957,140,18.7,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134675,19,1,1,0,52,agh9ifb2mw3ivjusgedj7c3fe,1,19.6,50.2,2023-02-19T20:03:38.590Z,2023-02-20T08:47:11Z,4044968077,212,14.7,4044968075,141,29.1,4044968071,56,Back,4044968073,140,22.6,4045933613,178,,4044968079,213,4.9,,,,,,,2e55g4q93y382cg7h0yk5rtud,M. ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134737,20,1,1,0,56,agh9ifb2mw3ivjusgedj7c3fe,1,35.1,23.8,2023-02-19T20:03:43.278Z,2023-02-20T08:47:14Z,4045933659,178,,4044968373,141,44.6,4044968375,212,18.9,4044968371,140,23.2,4044968369,56,Back,4044968377,213,2.3,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,A. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134769,21,1,1,1,0,agh9ifb2mw3ivjusgedj7c3fe,1,25.4,50.9,2023-02-19T20:03:46.888Z,2023-02-20T08:47:17Z,4044968501,213,1.0,4044968493,56,Back,4044968499,212,21.1,4044968497,141,76.2,4045933689,178,,4044968495,140,37.0,,,,,,,2e55g4q93y382cg7h0yk5rtud,M. ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134867,22,1,1,1,4,agh9ifb2mw3ivjusgedj7c3fe,1,40.2,69.8,2023-02-19T20:03:51.255Z,2023-02-20T08:47:20Z,4045933719,178,,4044968919,213,5.4,4044968913,140,67.1,4044968909,155,,4044968915,141,15.3,4044968911,56,Right,4044968917,212,46.6,4044968921,1,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134873,23,50,1,1,9,agh9ifb2mw3ivjusgedj7c3fe,1,65.2,25,2023-02-19T20:03:55.973Z,2023-02-20T08:47:38Z,4044969055,233,6,4044968929,56,Center,4044968933,286,,,,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134885,6,7,1,1,9,82q9159y2u7mkfn3z6hy75r4o,0,34.8,75,2023-02-19T20:03:56.030Z,2023-02-20T08:47:41Z,4044968977,285,,4044969039,233,23,4045934073,178,,4045496791,383,,4044968975,56,Back,,,,,,,,,,92b22xcwri3rokbvu09htjhwq,B. Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134913,24,1,1,1,10,agh9ifb2mw3ivjusgedj7c3fe,1,69.3,21.1,2023-02-19T20:03:57.512Z,2023-02-20T08:47:45Z,4045934141,178,,4044969143,141,23.0,4044969145,212,6.1,4044969141,140,75.0,4044969139,56,Center,4044969147,213,0.2,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134923,25,1,1,1,12,agh9ifb2mw3ivjusgedj7c3fe,0,75.7,22.8,2023-02-19T20:03:59.145Z,2023-02-20T08:47:47Z,4044970205,286,,4044970199,236,,4044969167,2,,4045497221,20,,4044969181,140,78.3,4044969177,56,Center,4044970201,233,7,4044969189,213,0.9,afxjicw89683nlpms9yy5x51x,R. Lewandowski,4045497219,224,4045934199,178,4044969187,212,4.5,4044969185,141,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134917,7,12,1,1,12,82q9159y2u7mkfn3z6hy75r4o,1,19.3,75.6,2023-02-19T20:03:59.256Z,2023-02-20T08:48:09Z,4045934561,21,,4044970167,185,,4044970233,233,25,4045934559,178,,4044969151,56,Back,,,,,,,,,,d2z22er0uqxu3w3h3ta36wh61,S. Arzamendia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134937,8,61,1,1,13,82q9159y2u7mkfn3z6hy75r4o,0,26.2,77.8,2023-02-19T20:04:00.334Z,2023-02-20T08:48:15Z,4045934715,178,,4044969269,56,Back,,,,,,,,,,,,,,,,,,,92b22xcwri3rokbvu09htjhwq,B. Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134935,26,43,1,1,14,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2023-02-19T20:04:00.868Z,2023-02-19T20:04:26Z,4044970579,144,61,4044969267,56,Center,,,,,,,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,R. Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134967,27,3,1,1,15,agh9ifb2mw3ivjusgedj7c3fe,0,81.4,29.4,2023-02-19T20:04:02.134Z,2023-02-20T08:48:20Z,4044969357,286,,4044969447,233,9,4045934827,178,,4044969355,56,Center,4045497699,464,,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134955,9,7,1,1,15,82q9159y2u7mkfn3z6hy75r4o,1,18.6,70.6,2023-02-19T20:04:02.175Z,2023-02-20T08:48:24Z,4044969337,285,,4044969369,233,27,4044969335,56,Back,4045934923,178,,4045497751,383,,,,,,,,,,,d2z22er0uqxu3w3h3ta36wh61,S. Arzamendia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134961,10,49,1,1,16,82q9159y2u7mkfn3z6hy75r4o,1,25.2,65.8,2023-02-19T20:04:03.080Z,2023-02-20T08:48:40Z,,,,,,,,,,,,,,,,,,,,,,,,,d2z22er0uqxu3w3h3ta36wh61,S. Arzamendia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134989,11,1,1,1,17,82q9159y2u7mkfn3z6hy75r4o,1,23.5,67.8,2023-02-19T20:04:04.257Z,2023-02-20T08:48:43Z,4044969477,141,64.9,4044969481,213,6.2,4045935539,178,,4044969475,140,39.6,4044969473,56,Back,4044969479,212,17.0,,,,,,,d2z22er0uqxu3w3h3ta36wh61,S. Arzamendia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510135003,12,1,1,1,18,82q9159y2u7mkfn3z6hy75r4o,1,42.6,65.1,2023-02-19T20:04:05.518Z,2023-02-20T08:48:46Z,4045935651,178,,4044969573,140,34.3,4044969579,213,4.3,4044973327,156,,4044969577,212,20.7,4044969571,56,Back,4044969575,141,37.5,,,,aziqdd6dqjjgr6ifmzve0cz4l,Roger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510233823,698,3,1,1,21,82q9159y2u7mkfn3z6hy75r4o,0,34.9,38,2023-02-19T20:04:07.681Z,2023-02-20T08:48:51Z,4045498387,467,bzgh5psb1janz9y3btpswngbu,4045498385,464,,4045935799,178,,4045498381,56,Back,4045498383,286,,,,,,,,,,,bpvxqbiu11k4ivohi3798kxxx,T. Bongonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510135037,14,4,1,1,21,82q9159y2u7mkfn3z6hy75r4o,1,37.8,31.8,2023-02-19T20:04:07.969Z,2023-02-20T08:48:55Z,4044969695,56,Back,4044969697,152,,4044969699,265,,4044969693,13,,4044969717,233,28,4044969701,286,,,,,,,,bpvxqbiu11k4ivohi3798kxxx,T. Bongonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510135029,28,4,1,1,21,agh9ifb2mw3ivjusgedj7c3fe,0,62.2,68.2,2023-02-19T20:04:07.970Z,2023-02-20T08:48:54Z,4045935887,178,,4044969645,13,,4044969655,152,,4044969649,56,Center,4044969659,265,,4044969739,233,14,4044969661,285,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510135005,13,43,1,1,21,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2023-02-19T20:04:08.250Z,2023-02-19T20:04:12Z,4044969777,144,61,4044969583,56,Back,,,,,,,,,,,,,,,,,,,bpvxqbiu11k4ivohi3798kxxx,T. Bongonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510135307,15,1,1,1,48,82q9159y2u7mkfn3z6hy75r4o,1,40.5,28.2,2023-02-19T20:04:35.434Z,2023-02-20T08:48:57Z,4044971295,1,,4044971283,152,,4045935937,178,,4044971279,155,,4044971277,5,,4044971281,196,,4044971289,141,91.7,4044971291,212,48.5,6pfbtlfphouu35kbwjiavwgyd,Luis Hernández,4044971293,213,4044971285,56,4044971287,140,61.5,,,,1.1,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510135329,16,1,1,1,52,82q9159y2u7mkfn3z6hy75r4o,1,59,92.9,2023-02-19T20:04:38.855Z,2023-02-20T08:49:01Z,4044971427,56,Left,4044971435,213,4.2,4044971431,141,81.8,4045936045,178,,4044971433,212,8.9,4044971429,140,54.5,,,,,,,d2z22er0uqxu3w3h3ta36wh61,S. Arzamendia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510135349,17,1,1,1,54,82q9159y2u7mkfn3z6hy75r4o,1,58.8,86,2023-02-19T20:04:41.488Z,2023-02-20T08:49:05Z,4044971551,212,7.8,4044971549,141,92.6,4045936203,178,,4044971545,56,Left,4044971553,213,2.5,4044971547,140,52.7,,,,,,,9c2cfavuofg0yz3307nkgi0ut,Rubén Alcaraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510135377,18,1,1,1,56,82q9159y2u7mkfn3z6hy75r4o,0,54.3,95.7,2023-02-19T20:04:43.249Z,2023-02-20T08:49:09Z,4044971673,1,,4044971667,141,69.1,4044971661,155,,4044971665,140,85.6,4044971663,56,Center,4044971671,213,5.8,4044971669,212,37.5,4045936325,178,,d2z22er0uqxu3w3h3ta36wh61,S. Arzamendia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510135397,29,52,1,2,0,agh9ifb2mw3ivjusgedj7c3fe,1,14.2,30.1,2023-02-19T20:04:46.656Z,2023-02-20T08:49:13Z,4045936471,178,,4045498909,376,,,,,,,,,,,,,,,,,,,,2e55g4q93y382cg7h0yk5rtud,M. ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510135483,30,1,1,2,2,agh9ifb2mw3ivjusgedj7c3fe,1,14.5,43.3,2023-02-19T20:04:48.849Z,2023-02-20T08:49:17Z,4044972215,141,67.2,4045936585,178,,4044972211,56,Back,4044972217,212,18.9,4044972219,213,1.0,4044972213,140,23.6,4044972209,123,,,,,2e55g4q93y382cg7h0yk5rtud,M. ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510135515,31,1,1,2,9,agh9ifb2mw3ivjusgedj7c3fe,1,32.4,73.9,2023-02-19T20:04:55.555Z,2023-02-20T08:49:20Z,4044972383,212,28.8,4044972379,140,28.2,4044972377,56,Back,4044972385,213,4.6,4045936705,178,,4044972381,141,32.0,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510135541,32,1,1,2,12,agh9ifb2mw3ivjusgedj7c3fe,1,32.5,28.3,2023-02-19T20:04:58.953Z,2023-02-20T08:49:23Z,4045936811,178,,4044972459,56,Back,4044972467,213,0.1,4044972461,140,38.6,4044972465,212,6.4,4044972463,141,29.0,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,A. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510135561,33,1,1,2,15,agh9ifb2mw3ivjusgedj7c3fe,1,45.8,32.2,2023-02-19T20:05:02.010Z,2023-02-20T08:49:27Z,4044972567,141,40.6,4044972565,140,58.7,4044972563,56,Center,4044972571,213,0.4,4045936949,178,,4044972569,212,14.7,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510328467,1242,67,1,2,16,agh9ifb2mw3ivjusgedj7c3fe,1,61.3,39.6,2023-02-19T20:05:03.047Z,2023-02-20T12:51:43Z,4045982753,233,824,,,,,,,,,,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,R. Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510328461,824,67,1,2,16,82q9159y2u7mkfn3z6hy75r4o,0,38.7,60.4,2023-02-19T20:05:03.048Z,2023-02-20T09:31:16Z,4045982759,233,1242,,,,,,,,,,,,,,,,,,,,,,9wozklkj2p3a83j51p27a59ed,Fali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
