id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,assist,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,keyPass,qualifier/11/value,qualifier/14/value,qualifier/16/value,qualifier/17/value,qualifier/19/value
2454939263,3,1,1,0,15,3kq9cckrnlogidldtdie2fkbl,1,57.4,77.4,2022-09-03T14:18:20.021Z,2022-09-03T22:46:42Z,3753321067,212,8.5,3753321065,141,74.0,3755913511,178,,3753321063,140,65.2,3753321061,56,Center,3753321069,213,6.0,,,,,,,6w5wyari2p4bh2zzy2x2f6hg5,D. Alaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454939295,4,49,1,0,16,3kq9cckrnlogidldtdie2fkbl,1,65.3,74,2022-09-03T14:18:21.161Z,2022-09-03T22:46:53Z,,,,,,,,,,,,,,,,,,,,,,,,,diod1hv5hv7v7z7mfleev1txx,L. Modrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454939305,5,1,1,0,16,3kq9cckrnlogidldtdie2fkbl,0,65.3,74,2022-09-03T14:18:21.244Z,2022-09-03T22:46:59Z,3753321269,213,1.6,3753372127,155,,3753321255,56,Left,3753321263,141,92.1,3753321259,140,64.7,3753321265,212,12.3,3755914231,178,,,,,diod1hv5hv7v7z7mfleev1txx,L. Modrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454939429,9,61,1,0,18,ah8dala7suqqkj04n2l8xz4zd,1,39.8,14.9,2022-09-03T14:18:22.697Z,2022-09-03T22:47:16Z,3755914705,388,,3753321915,56,Back,3755914703,15,,,,,,,,,,,,,,,,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454939441,6,1,1,0,19,3kq9cckrnlogidldtdie2fkbl,1,65.3,89.6,2022-09-03T14:18:24.031Z,2022-09-03T22:47:27Z,3755915173,178,,3753321977,213,4.3,3753321969,56,Center,3753321975,212,13.9,3753321973,141,71.3,3753321971,140,59.4,,,,,,,6q69l3ppqfqbryjubcrujfi6t,F. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455570907,914,43,1,0,21,3kq9cckrnlogidldtdie2fkbl,1,0,0,2022-09-03T14:18:26.141Z,2022-09-04T04:15:55Z,3756747481,178,0,3756747519,144,82,,,,,,,,,,,,,,,,,,,diod1hv5hv7v7z7mfleev1txx,L. Modrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454939511,7,1,1,0,21,3kq9cckrnlogidldtdie2fkbl,1,59.4,71.3,2022-09-03T14:18:26.190Z,2022-09-03T22:47:33Z,3753322393,213,3.3,3753322389,141,67.8,3753322391,212,14.7,3753322385,56,Back,3753322387,140,45.6,3755915431,178,,,,,,,,diod1hv5hv7v7z7mfleev1txx,L. Modrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454939559,8,1,1,0,23,3kq9cckrnlogidldtdie2fkbl,1,45.6,67.8,2022-09-03T14:18:27.811Z,2022-09-03T22:47:37Z,3753322659,212,19.0,3753322653,56,Left,3753322661,213,0.8,3753322655,140,58.8,3755915597,178,,3753322657,141,87.0,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454939631,9,1,1,0,24,3kq9cckrnlogidldtdie2fkbl,1,58.8,87,2022-09-03T14:18:29.603Z,2022-09-03T22:47:54Z,3753323033,141,96.3,3755916365,178,,3753323031,140,67.1,3753323039,213,0.6,3753323029,56,Left,3753323035,212,10.8,,,,,,,en2c7z1raqmcwee78297pbnu2,E. Camavinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454939711,10,1,1,0,26,3kq9cckrnlogidldtdie2fkbl,1,67.1,96.3,2022-09-03T14:18:31.311Z,2022-09-03T22:48:05Z,3753323453,213,0.1,3755916829,178,,3753323449,141,97.8,3753323451,212,7.1,3753323445,56,Left,3753323447,140,73.8,,,,,,,6q69l3ppqfqbryjubcrujfi6t,F. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454939717,11,3,1,0,28,3kq9cckrnlogidldtdie2fkbl,0,71.2,96.4,2022-09-03T14:18:33.075Z,2022-09-03T22:48:14Z,3755917181,178,,3753323507,286,,3753323505,56,Left,3755706843,464,,3753324209,233,10,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454939797,10,7,1,0,28,ah8dala7suqqkj04n2l8xz4zd,0,28.8,3.6,2022-09-03T14:18:33.279Z,2022-09-03T22:48:25Z,3753324065,233,11,3755917607,178,,3753323895,56,Back,3755264029,385,,3753323897,285,,,,,,,,,,,75079gtd2efpviyo605ozsd79,Sergio Canales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454939757,12,61,1,0,28,3kq9cckrnlogidldtdie2fkbl,1,73.2,97.5,2022-09-03T14:18:33.404Z,2022-09-03T22:48:31Z,3755917885,178,,3753323669,56,Left,,,,,,,,,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454939817,11,49,1,0,29,ah8dala7suqqkj04n2l8xz4zd,1,36.6,7.9,2022-09-03T14:18:34.170Z,2022-09-03T22:50:18Z,,,,,,,,,,,,,,,,,,,,,,,,,75079gtd2efpviyo605ozsd79,Sergio Canales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454939873,12,1,1,0,29,ah8dala7suqqkj04n2l8xz4zd,1,36.6,7.9,2022-09-03T14:18:34.381Z,2022-09-03T22:50:23Z,3753324283,56,Back,3753324291,213,3.2,3753324289,212,3.2,3753324287,141,7.6,3753324285,140,33.6,3755918579,178,,,,,,,,75079gtd2efpviyo605ozsd79,Sergio Canales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454945413,45,1,1,0,31,ah8dala7suqqkj04n2l8xz4zd,1,27.6,9.1,2022-09-03T14:18:35.732Z,2022-09-03T22:50:34Z,3753353859,56,Back,3753353865,140,14.6,3753353871,212,14.4,3755918767,178,,3753353873,213,2.8,3753353867,141,15.8,,,,,,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454939969,13,1,1,0,33,ah8dala7suqqkj04n2l8xz4zd,1,18.2,16.7,2022-09-03T14:18:38.192Z,2022-09-03T22:50:45Z,3753324773,212,27.1,3753324767,56,Back,3753324771,141,53.0,3755918995,178,,3753324775,213,2.0,3753324769,140,7.5,,,,,,,f5blplnlgn04f54kqsfx1b7qh,Luiz Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454940163,14,1,1,0,37,ah8dala7suqqkj04n2l8xz4zd,1,4.3,61.1,2022-09-03T14:18:42.261Z,2022-09-03T22:50:51Z,3753325767,141,85.2,3753325773,213,0.5,3753325759,155,,3753325765,140,34.1,3753325763,56,Back,3753325777,1,,3755922661,178,,3753325769,212,35.3,s96k2x2cts0vo6y6aaeui5zp,Rui Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454940191,15,44,1,0,40,ah8dala7suqqkj04n2l8xz4zd,1,42.3,88.4,2022-09-03T14:18:44.692Z,2022-09-04T06:56:45Z,3753325889,285,,3753325937,233,13,3753325885,56,Back,,,,,,,,,,,,,,,,c4je25rkbg2n45xs5iurevhlh,Juanmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454940137,13,44,1,0,40,3kq9cckrnlogidldtdie2fkbl,0,57.7,11.6,2022-09-03T14:18:44.693Z,2022-09-03T22:51:30Z,3753325623,56,Right,3753325985,233,15,3753325625,286,,,,,,,,,,,,,,,,,7oykphzczagr975xsqt70s89h,Dani Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454940319,16,1,1,0,40,ah8dala7suqqkj04n2l8xz4zd,0,34.1,85.2,2022-09-03T14:18:44.759Z,2022-09-04T06:56:45Z,3753326577,56,Center,3755923373,388,,3753326575,168,,3753326573,3,,3753326583,141,65.6,3753326581,140,71.6,3753326589,1,,3753326587,213,6.0,c4je25rkbg2n45xs5iurevhlh,Juanmi,3753326585,212,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454940255,14,49,1,0,45,3kq9cckrnlogidldtdie2fkbl,1,28.9,18.2,2022-09-03T14:18:50.481Z,2022-09-03T22:51:39Z,,,,,,,,,,,,,,,,,,,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454940547,15,1,1,0,48,3kq9cckrnlogidldtdie2fkbl,1,22.4,35.2,2022-09-03T14:18:52.942Z,2022-09-03T22:51:47Z,3753327813,140,25.2,3753327819,213,1.5,3753327817,212,26.4,3755924197,178,,3753327815,141,73.8,3753327809,56,Back,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454940723,16,1,1,0,51,3kq9cckrnlogidldtdie2fkbl,1,27.2,71.6,2022-09-03T14:18:55.851Z,2022-09-03T22:51:49Z,3755924313,178,,3753328849,213,4.4,3753328841,56,Back,3753328843,140,21.1,3753328845,141,38.6,3753328847,212,23.3,,,,,,,6w5wyari2p4bh2zzy2x2f6hg5,D. Alaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454940883,17,1,1,0,55,3kq9cckrnlogidldtdie2fkbl,1,22.5,38.6,2022-09-03T14:19:00.153Z,2022-09-03T22:51:54Z,3753329697,212,24.8,3753329695,141,74.1,3755924391,178,,3753329693,140,27.8,3753329691,56,Back,3753329699,213,1.3,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454941007,18,1,1,0,59,3kq9cckrnlogidldtdie2fkbl,1,29.3,73.8,2022-09-03T14:19:04.361Z,2022-09-03T22:51:58Z,3753330405,56,Back,3755924483,178,,3753330411,141,34.1,3753330413,212,27.7,3753330415,213,4.5,3753330409,140,23.2,,,,,,,6w5wyari2p4bh2zzy2x2f6hg5,D. Alaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454941115,19,1,1,1,3,3kq9cckrnlogidldtdie2fkbl,1,22.8,34.4,2022-09-03T14:19:08.482Z,2022-09-03T22:52:03Z,3753330931,141,47.2,3753330939,213,2.1,3755924645,178,,3753330927,140,17.7,3753330923,56,Back,3753330935,212,10.2,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454941243,20,1,1,1,6,3kq9cckrnlogidldtdie2fkbl,1,17.4,49.1,2022-09-03T14:19:11.402Z,2022-09-03T22:52:12Z,3753331579,213,1.1,3753331571,141,74.4,3755924877,178,,3753331573,212,19.6,3753331567,56,Back,3753331569,140,26.4,,,,,,,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454941281,21,1,1,1,10,3kq9cckrnlogidldtdie2fkbl,1,32.5,88.8,2022-09-03T14:19:14.990Z,2022-09-03T22:52:19Z,3753331803,213,1.4,3753331799,141,96.6,3755925123,178,,3753331801,212,5.4,3753331797,140,33.4,3753331795,56,Back,,,,,,,6w5wyari2p4bh2zzy2x2f6hg5,D. Alaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454941447,22,1,1,1,11,3kq9cckrnlogidldtdie2fkbl,1,33,96.6,2022-09-03T14:19:15.872Z,2022-09-03T22:52:25Z,3753332669,56,Back,3753332675,212,31.5,3753332677,213,4.0,3753332671,140,12.9,3755925321,178,,3753332673,141,62.3,,,,,,,6q69l3ppqfqbryjubcrujfi6t,F. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454941633,23,1,1,1,15,3kq9cckrnlogidldtdie2fkbl,1,21.4,59.4,2022-09-03T14:19:19.902Z,2022-09-03T22:52:34Z,3753333687,212,22.6,3753333685,141,26.8,3753333683,140,25.4,3755925591,178,,3753333689,213,4.9,3753333681,56,Back,,,,,,,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454941821,24,1,1,1,20,3kq9cckrnlogidldtdie2fkbl,1,30.4,25.7,2022-09-03T14:19:25.411Z,2022-09-03T22:52:43Z,3753334733,212,14.4,3753334731,141,39.2,3755925775,178,,3753334727,140,19.8,3753334723,56,Back,3753334735,213,2.5,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454942051,25,2,1,1,25,3kq9cckrnlogidldtdie2fkbl,1,23.9,45.1,2022-09-03T14:19:30.411Z,2022-09-03T22:52:49Z,3753335925,140,66.8,3755925889,178,,3753335937,1,,3753335929,141,92.6,3754432861,7,b4witgokm49tidm1a83qcvbop,3753335923,56,Left,,,,,,,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454942421,17,55,1,1,25,ah8dala7suqqkj04n2l8xz4zd,1,32.6,7.3,2022-09-03T14:19:30.412Z,2022-09-03T22:52:50Z,3754433315,189,,,,,,,,,,,,,,,,,,,,,,,4hhuyat3grozmgba4f55zyajt,Edgar González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454942055,26,43,1,1,30,3kq9cckrnlogidldtdie2fkbl,1,0,0,2022-09-03T14:19:35.604Z,2022-09-03T16:23:53Z,3754432915,144,61,3753335957,56,Left,,,,,,,,,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454942117,27,43,1,1,32,3kq9cckrnlogidldtdie2fkbl,1,0,0,2022-09-03T14:19:37.348Z,2022-09-03T16:23:55Z,3753336291,347,0,3754433089,144,5,3753338141,233,17,3753336289,56,Left,,,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454942539,18,1,1,1,41,ah8dala7suqqkj04n2l8xz4zd,1,25.4,1.7,2022-09-03T14:19:45.697Z,2022-09-03T22:53:32Z,3754432869,152,,3753338591,212,8.8,3753338589,141,8.9,3753338595,213,2.6,3753338587,140,18.4,3755926979,178,,3753338585,56,Back,3754432867,5,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454942563,19,1,1,1,42,ah8dala7suqqkj04n2l8xz4zd,1,18,10.6,2022-09-03T14:19:46.863Z,2022-09-03T22:53:42Z,3753338713,56,Back,3753338719,212,10.5,3753338717,141,17.2,3755927265,178,,3753338715,140,27.0,3753338721,213,0.4,,,,,,,f5blplnlgn04f54kqsfx1b7qh,Luiz Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454942685,20,1,1,1,43,ah8dala7suqqkj04n2l8xz4zd,1,27,17.2,2022-09-03T14:19:47.761Z,2022-09-03T22:53:49Z,3753339375,56,Back,3753339381,212,9.2,3753339377,140,28.4,3753339385,213,4.9,3755927433,178,,3753339379,141,3.8,,,,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454942697,21,4,1,1,45,ah8dala7suqqkj04n2l8xz4zd,1,29.4,4.8,2022-09-03T14:19:50Z,2022-09-03T22:54:17Z,3753339447,285,,3753339445,265,,3753339443,152,,3753340047,233,28,3753339441,56,Back,3753339439,13,,,,,,,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454942783,28,4,1,1,45,3kq9cckrnlogidldtdie2fkbl,0,70.6,95.2,2022-09-03T14:19:50.001Z,2022-09-03T22:54:17Z,3753339967,286,,3753339957,56,Left,3753339963,265,,3753339955,13,,3753340121,233,21,3755928109,178,,3753339961,152,,,,,en2c7z1raqmcwee78297pbnu2,E. Camavinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454943293,22,1,1,2,2,ah8dala7suqqkj04n2l8xz4zd,1,26.2,9.4,2022-09-03T14:20:07.092Z,2022-09-03T22:54:26Z,3753342853,213,0.5,3753342825,152,,3753342819,5,,3755928329,178,,3753342843,140,32.4,3753342833,56,Back,3753342845,141,14.9,3753342847,212,7.5,f5blplnlgn04f54kqsfx1b7qh,Luiz Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454943369,23,1,1,2,3,ah8dala7suqqkj04n2l8xz4zd,1,32.4,14.9,2022-09-03T14:20:07.861Z,2022-09-03T22:54:32Z,3753343155,56,Back,3753343161,212,10.6,3755928503,178,,3753343157,140,23.7,3753343163,213,3.7,3753343159,141,7.0,,,,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
