id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,keyPass,qualifier/11/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/16/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2493907753,1,34,16,0,0,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2022-12-29T19:18:15.734Z,2022-12-29T21:44:10Z,3959658021,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3959658013,30,"2yt9oajv9dkbju8tgy1g2nmqd, amxunh6enoc99r07cp7qt621h, 20m7tijt8jnedjd4x87olmaqd, am5gj5qg3gjtyhvwfnj8sjz6d, av5g4nr853anks78vl6jh4s7p, 548jzfl9higq44w9bgqvcjh05, 9e7ybe0nsu3byq2tteey3zuy2, 58qeglyxdi7y8ttg8sddv8set, 46kq5653o302ebz4o5yzsss0l, 716n1970vi9rvw5b4w9qmjfth, 4z60ztggqxzfbp8w9ijoqefop, cfhk5255hz4wbs2zsrq219a6t, b6gclblu9lz3sstpla966ik7p, b9kfek16otvdorssn0wzkb36d, 6fdvv4zs5pl6qj7pp6tsp5iad, ejcyvgclry4g5pc2rtptifphx, 40h47dhimsmeiury61w1ourx1, f30avgacyfz88ppw9mh8v57md, cj3dik1dqyo2nf1jgmyn471sl, c90gk99jn34wxtlad784hpnv8, d3kuh0z8x9e9ywc7g4agv1yxg, d0di86falsvqnl1c4ev98my5m, 2afut2l48etvxg93rokm75dgq",3959658017,59,"13, 14, 21, 22, 15, 2, 34, 4, 19, 8, 7, 1, 3, 6, 10, 11, 17, 18, 23, 29, 30, 31, 39",3959658019,130,17,3959658027,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3959658023,194,2yt9oajv9dkbju8tgy1g2nmqd,3959658015,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3959658025,197,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493908459,1,34,16,0,0,4yg9ttzw0m51048doksv8uq5r,1,0,0,2022-12-29T19:23:01.222Z,2022-12-29T20:35:11Z,3959661691,130,17,3959661697,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3959661693,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3959661689,59,"13, 14, 23, 6, 5, 4, 8, 21, 9, 10, 18, 31, 1, 3, 11, 12, 15, 16, 19, 27, 32, 33",3959661687,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3959666431,197,281,3959661695,194,elb74prcilvsqzn9jdznrjavp,3959661685,30,"36bg0k385i4wwarffp6ak1syd, ewu1skobmxtz4f3z6dbnfm6dx, 7wjmaxqunpd84il1p5w4xwrmd, 33r4ae8aivh27ho0ix9mnkedx, elb74prcilvsqzn9jdznrjavp, b69uny9udp3ab2zccwa0qnrh1, 8axw2xc0dl8vsdub6nq4nhjo5, bkvvapojagxvj17nzk3oy8ct1, 9ivrglgy0tibv881e1a93psr9, 1ore4ght7ls393tcpbmah9dcl, aziqdd6dqjjgr6ifmzve0cz4l, 2fldl9cs7b2h76sp3947uhv8q, c0pl96o1zkrgvukte9zefl591, 2zn2o5lzchz7oattq9pnjr8wl, 1i9mqbswolg91evnmsrf5katx, 8f3eqla9yo5js50fv2tdu5vjd, defkaykmw8lmts2gumfa1jyzt, e18oezz5jq7pf3h4azgv3ofrp, a971j313ztjvcgojpg6u390b9, 8armge1lx5raqo63v1uybf3hm, 3j8o0403hmuxdvckhpd4kj28k, 4ulfw4ik3i6ks2t7utgek5l3o",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493955765,2,32,1,0,0,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2022-12-29T20:33:56.588Z,2022-12-30T04:43:40Z,3959920689,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493955761,2,32,1,0,0,4yg9ttzw0m51048doksv8uq5r,1,0,0,2022-12-29T20:33:56.588Z,2022-12-29T20:33:56Z,3959920671,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493955787,3,1,1,0,0,4yg9ttzw0m51048doksv8uq5r,1,49.6,49.6,2022-12-29T20:33:56.758Z,2022-12-30T07:57:56Z,3959920795,212,4.8,3959920791,141,43.3,3960395997,178,,3959920797,213,4.2,3959920789,140,47.5,3959920799,279,S,3959920787,56,Back,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493955819,4,1,1,0,0,4yg9ttzw0m51048doksv8uq5r,1,46.6,43.4,2022-12-29T20:33:57.507Z,2022-12-30T07:58:05Z,3959920959,140,31.0,3960396061,178,,3959920957,56,Back,3959920965,213,2.5,3959920963,212,20.0,3959920961,141,60.3,,,,,,,1ore4ght7ls393tcpbmah9dcl,Pere Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493955833,5,1,1,0,3,4yg9ttzw0m51048doksv8uq5r,1,30.8,66.4,2022-12-29T20:33:59.854Z,2022-12-30T07:58:25Z,3959921025,140,26.6,3959921031,213,2.1,3959921023,56,Back,3960396191,178,,3959921027,141,78.7,3959921029,212,9.5,,,,,,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493955867,6,1,1,0,6,4yg9ttzw0m51048doksv8uq5r,1,26.6,78.7,2022-12-29T20:34:02.988Z,2022-12-30T07:58:29Z,3960396223,178,,3959921227,56,Left,3959921235,213,0.1,3959921229,140,57.8,3959921231,141,85.3,3959921237,1,,3959921225,155,,3959921233,212,33.1,33r4ae8aivh27ho0ix9mnkedx,Bigas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493955879,7,1,1,0,9,4yg9ttzw0m51048doksv8uq5r,1,53.3,87.5,2022-12-29T20:34:06.478Z,2022-12-30T07:58:32Z,3960396231,178,,3959921291,212,4.3,3959921287,140,51.5,3959921289,141,93.2,3959921293,213,2.0,3959921285,56,Left,,,,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493955959,8,2,1,0,10,4yg9ttzw0m51048doksv8uq5r,1,51.5,93.2,2022-12-29T20:34:07.239Z,2022-12-30T07:58:45Z,3959921673,56,Left,3959921677,141,89.1,3960396297,178,,3959921671,7,aziqdd6dqjjgr6ifmzve0cz4l,3959921675,140,69.6,,,,,,,,,,7wjmaxqunpd84il1p5w4xwrmd,Clerc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
