id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value
2499864913,4,43,1,0,9,3czravw89omgc9o4s0w3l1bg5,1,0,0,2023-01-22T20:01:48.072Z,2023-01-22T20:49:01Z,3991077275,56,Back,3991077279,141,27.4,3991077277,140,25.0,3991077283,213,4.7,3991178029,144,1,3991077281,212,20.5,,,,,,,5kd57453a90zahgdxwkghr816,Aitor Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499864931,5,1,1,0,15,3czravw89omgc9o4s0w3l1bg5,1,43.2,10.1,2023-01-22T20:01:54.408Z,2023-01-23T10:13:35Z,3991077385,141,2.3,3991077387,212,17.0,3991706841,178,,3991077389,213,6.0,3991077381,56,Right,3991077383,140,58.6,,,,,,,9d5h5wxf44qu4fw3jk2pgis16,Dani Vivian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499864945,6,1,1,0,20,3czravw89omgc9o4s0w3l1bg5,1,75.6,1.1,2023-01-22T20:01:59.380Z,2023-01-23T10:13:41Z,3991077483,213,1.2,3991706895,178,,3991077481,212,8.7,3991077475,56,Right,3991077477,140,78.8,3991077479,141,12.9,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499864953,7,1,1,0,21,3czravw89omgc9o4s0w3l1bg5,0,79.2,15.6,2023-01-22T20:02:00.826Z,2023-01-23T10:13:47Z,3991077561,233,3,3991706959,178,,3991077517,56,Right,3991077525,213,0.6,3991077523,212,4.0,3991077559,236,,3991077521,141,19.1,3991077519,140,82.3,66jotyvbhtz5cjvhbby6luelm,Nico Williams,3991077565,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499864957,3,74,1,0,22,3kq9cckrnlogidldtdie2fkbl,1,17.7,81,2023-01-22T20:02:01.055Z,2023-01-23T10:13:51Z,3991077575,233,7,3991707019,178,,3991077531,56,Back,3991077533,285,,,,,,,,,,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499864969,8,3,1,0,23,3czravw89omgc9o4s0w3l1bg5,0,87.5,8.9,2023-01-22T20:02:02.392Z,2023-01-23T10:14:03Z,3991077607,286,,3991077605,56,Right,3991638275,465,,3991707171,178,,3991077639,233,4,,,,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499864971,4,7,1,0,23,3kq9cckrnlogidldtdie2fkbl,1,12.5,91.1,2023-01-22T20:02:02.658Z,2023-01-23T10:14:08Z,3991077613,167,,3991707217,178,,3991077633,233,8,3991638307,385,,3991077615,56,Back,3991077617,285,,,,,,,,6q69l3ppqfqbryjubcrujfi6t,F. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499864979,5,6,1,0,26,3kq9cckrnlogidldtdie2fkbl,0,9.2,86.2,2023-01-22T20:02:05.019Z,2023-01-23T10:14:13Z,3991079141,233,9,3991079127,73,,3991077663,56,Back,,,,,,,,,,,,,,,,6q69l3ppqfqbryjubcrujfi6t,F. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865013,9,6,1,0,26,3czravw89omgc9o4s0w3l1bg5,1,90.8,13.8,2023-01-22T20:02:05.019Z,2023-01-23T10:14:13Z,3991079137,233,5,3991077817,56,Right,3991077819,75,,,,,,,,,,,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865171,12,1,1,0,52,3czravw89omgc9o4s0w3l1bg5,1,99.6,0.5,2023-01-22T20:02:31.349Z,2023-01-23T10:14:52Z,3991104981,210,13,3991078729,212,29.6,3991078721,224,,3991638425,20,,3991078719,155,,3991078727,141,42.1,3991078725,140,91.4,3991104983,154,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,3991707415,178,1,3991078715,2,3991078717,6,3991078731,213,1.9,3991078723,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865175,13,13,1,0,53,3czravw89omgc9o4s0w3l1bg5,1,91.6,41.9,2023-01-22T20:02:32.493Z,2023-01-23T10:14:53Z,3991082695,153,,3991083067,146,93.0,3991104999,154,,3991083071,230,96.5,3991082687,25,,3991707753,388,,3991083063,103,5.6,3991082693,328,,5kd57453a90zahgdxwkghr816,Aitor Paredes,3991078749,56,,3991083059,73,3991105001,55,3991078747,17,,3991083073,231,46.8,Center,12,3991083069,147,80.2,3991083061,102,69.7,3991104997,29,3991082689,15,,,,,,,,,,,,,,,,
2499865161,6,49,1,0,54,3kq9cckrnlogidldtdie2fkbl,1,7.7,22.6,2023-01-22T20:02:33.425Z,2023-01-23T10:15:05Z,,,,,,,,,,,,,,,,,,,,,,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865197,7,1,1,0,58,3kq9cckrnlogidldtdie2fkbl,1,11.7,9.8,2023-01-22T20:02:37.019Z,2023-01-23T10:15:09Z,3991078887,212,18.1,3991078885,141,1.0,3991078881,56,Back,3991078883,140,28.0,3991078889,213,5.9,3991708039,178,,,,,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865201,8,1,1,1,0,3kq9cckrnlogidldtdie2fkbl,0,28,1,2023-01-22T20:02:39.482Z,2023-01-23T10:15:16Z,3991078915,56,Back,3991078917,140,24.5,3991708209,178,,3991079051,236,,3991078923,213,2.5,3991079057,286,,3991078919,141,4.7,3991078921,212,4.5,127eg3g8ig8j7obxtyc2tl8t1,Marco Asensio,3991079053,233,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865217,14,74,1,1,0,3czravw89omgc9o4s0w3l1bg5,1,68,95,2023-01-22T20:02:39.689Z,2023-01-23T10:15:19Z,3991708269,178,,3991079021,285,,3991079019,56,Left,3991079069,233,8,,,,,,,,,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865227,15,49,1,1,4,3czravw89omgc9o4s0w3l1bg5,1,58.7,78.1,2023-01-22T20:02:43.235Z,2023-01-23T10:59:59Z,,,,,,,,,,,,,,,,,,,,,,,,,488vwilxllk6nhf4o1wrh0gve,Oier Zarraga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865247,16,1,1,1,4,3czravw89omgc9o4s0w3l1bg5,1,57.6,87.8,2023-01-22T20:02:43.276Z,2023-01-23T10:15:36Z,3991079187,140,54.1,3991079185,56,Center,3991079191,212,23.8,3991079189,141,53.2,3991708571,178,,3991079193,213,4.6,,,,,,,488vwilxllk6nhf4o1wrh0gve,Oier Zarraga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865257,17,1,1,1,8,3czravw89omgc9o4s0w3l1bg5,1,53.3,54.2,2023-01-22T20:02:47.777Z,2023-01-23T10:15:40Z,3991079233,212,25.0,3991079231,141,88.7,3991079229,140,61.6,3991708675,178,,3991079235,213,1.2,3991079227,56,Left,,,,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865259,18,1,1,1,11,3czravw89omgc9o4s0w3l1bg5,0,68,95,2023-01-22T20:02:50.773Z,2023-01-23T10:15:43Z,3991708735,178,,3991079245,141,82.4,3991079247,212,10.6,3991079249,213,5.3,3991079243,140,73.9,3991079241,56,Left,,,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500003743,878,67,1,1,12,3kq9cckrnlogidldtdie2fkbl,1,23.2,16.5,2023-01-22T20:02:51.532Z,2023-01-23T12:16:56Z,3991768259,233,887,,,,,,,,,,,,,,,,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500003741,887,67,1,1,12,3czravw89omgc9o4s0w3l1bg5,0,76.8,83.5,2023-01-22T20:02:51.533Z,2023-01-23T11:02:04Z,3991768263,233,878,,,,,,,,,,,,,,,,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865271,9,8,1,1,12,3kq9cckrnlogidldtdie2fkbl,1,22.8,16.7,2023-01-22T20:02:51.563Z,2023-01-23T12:16:56Z,3991079309,56,Back,3991708809,178,,3991638991,385,,,,,,,,,,,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865305,19,1,1,1,18,3czravw89omgc9o4s0w3l1bg5,1,68.1,54.8,2023-01-22T20:02:57.338Z,2023-01-23T10:15:54Z,3991079535,212,25.2,3991079537,213,4.5,3991079533,141,18.2,3991708929,178,,3991079531,140,64.2,3991079529,56,Right,,,,,,,488vwilxllk6nhf4o1wrh0gve,Oier Zarraga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865351,20,1,1,1,21,3czravw89omgc9o4s0w3l1bg5,1,63.6,12.5,2023-01-22T20:03:00.519Z,2023-01-23T10:15:58Z,3991079781,212,8.2,3991709041,178,,3991079783,213,5.5,3991079777,140,68.9,3991079779,141,3.7,3991079775,56,Right,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865407,21,1,1,1,26,3czravw89omgc9o4s0w3l1bg5,0,91.5,6,2023-01-22T20:03:05.700Z,2023-01-23T10:16:03Z,3991079997,56,Center,3991079995,155,,3991080003,212,27.2,3991080005,213,1.4,3991079993,2,,3991080001,141,45.6,3991079999,140,94.9,3991639235,224,,66jotyvbhtz5cjvhbby6luelm,Nico Williams,3991709169,178,,3991639237,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865381,10,44,1,1,27,3kq9cckrnlogidldtdie2fkbl,1,5.7,54.2,2023-01-22T20:03:06.805Z,2023-01-23T12:16:56Z,3991079895,56,Back,3991079897,285,,3991080117,233,22,,,,,,,,,,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865413,22,44,1,1,27,3czravw89omgc9o4s0w3l1bg5,0,94.3,45.8,2023-01-22T20:03:06.806Z,2023-01-23T10:16:07Z,3991080123,233,10,3991080067,286,,3991080065,56,Center,,,,,,,,,,,,,,,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865397,11,12,1,1,28,3kq9cckrnlogidldtdie2fkbl,1,6,53.6,2023-01-22T20:03:06.866Z,2023-01-23T12:16:57Z,3991079961,141,79.2,3991079963,212,27.5,3991079957,56,Back,3991080021,15,,3991079965,213,0.7,3991709299,388,,3991079959,140,26.3,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865435,23,61,1,1,30,3czravw89omgc9o4s0w3l1bg5,1,75.5,20.4,2023-01-22T20:03:09.149Z,2023-01-23T10:16:22Z,3991709481,15,,3991080175,56,Right,3991709483,388,,,,,,,,,,,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500003895,898,67,1,1,30,3czravw89omgc9o4s0w3l1bg5,1,78.4,25.3,2023-01-22T20:03:09.619Z,2023-01-23T12:16:57Z,3991768885,233,879,,,,,,,,,,,,,,,,,,,,,,488vwilxllk6nhf4o1wrh0gve,Oier Zarraga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500003893,879,67,1,1,30,3kq9cckrnlogidldtdie2fkbl,0,21.6,74.7,2023-01-22T20:03:09.620Z,2023-01-23T11:03:38Z,3991768893,233,898,,,,,,,,,,,,,,,,,,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865461,24,1,1,1,30,3czravw89omgc9o4s0w3l1bg5,0,78.5,25.8,2023-01-22T20:03:09.653Z,2023-01-23T12:16:58Z,3991080283,141,6.9,3991080281,140,75.9,3991709549,178,,3991080279,56,Right,3991080287,213,4.5,3991080285,212,13.1,,,,,,,488vwilxllk6nhf4o1wrh0gve,Oier Zarraga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865449,12,49,1,1,32,3kq9cckrnlogidldtdie2fkbl,1,23.5,89.7,2023-01-22T20:03:11.670Z,2023-01-23T10:16:31Z,,,,,,,,,,,,,,,,,,,,,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865471,13,3,1,1,32,3kq9cckrnlogidldtdie2fkbl,1,26,93.9,2023-01-22T20:03:11.735Z,2023-01-23T10:16:35Z,3991709685,178,,3991639635,464,,3991080427,233,25,3991080321,56,Back,3991080323,285,,,,,,,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865481,25,45,1,1,32,3czravw89omgc9o4s0w3l1bg5,0,74,6.1,2023-01-22T20:03:11.735Z,2023-01-23T10:16:35Z,3991080389,56,Right,3991080391,286,,3991080435,233,13,,,,,,,,,,,,,,,,66jotyvbhtz5cjvhbby6luelm,Nico Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865517,14,1,1,1,34,3kq9cckrnlogidldtdie2fkbl,0,24.4,97.5,2023-01-22T20:03:13.163Z,2023-01-23T10:17:09Z,3991080573,56,Center,3991080579,141,68.1,3991080585,1,,3991080583,213,5.9,3991080581,212,50.1,3991080569,155,,3991080577,140,68.2,3991710145,178,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865521,26,49,1,1,40,3czravw89omgc9o4s0w3l1bg5,1,31.9,36.9,2023-01-22T20:03:19.022Z,2023-01-23T10:17:15Z,,,,,,,,,,,,,,,,,,,,,,,,,5kd57453a90zahgdxwkghr816,Aitor Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865561,27,1,1,1,43,3czravw89omgc9o4s0w3l1bg5,1,32.4,41,2023-01-22T20:03:22.474Z,2023-01-23T10:17:18Z,3991710227,178,,3991080825,56,Back,3991080827,140,43.8,3991080831,212,17.0,3991080833,213,0.8,3991080829,141,58.8,,,,,,,5kd57453a90zahgdxwkghr816,Aitor Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865579,28,1,1,1,46,3czravw89omgc9o4s0w3l1bg5,1,49,63.7,2023-01-22T20:03:24.917Z,2023-01-23T10:17:22Z,3991080925,212,20.3,3991080927,213,1.8,3991710357,178,,3991080921,140,45.4,3991080919,56,Back,3991080923,141,93.1,,,,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865621,29,1,1,1,50,3czravw89omgc9o4s0w3l1bg5,1,40.1,87.5,2023-01-22T20:03:28.938Z,2023-01-23T10:17:27Z,3991081171,141,77.9,3991710439,178,,3991081167,140,29.0,3991081163,56,Back,3991081175,212,13.4,3991081177,213,3.7,,,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865635,30,1,1,1,56,3czravw89omgc9o4s0w3l1bg5,1,39.6,72.9,2023-01-22T20:03:35.080Z,2023-01-23T10:17:29Z,3991081241,212,12.4,3991710491,178,,3991081243,213,1.4,3991081239,141,90.9,3991081237,140,41.3,3991081235,56,Back,,,,,,,5kd57453a90zahgdxwkghr816,Aitor Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865645,31,1,1,1,59,3czravw89omgc9o4s0w3l1bg5,1,44.9,96.4,2023-01-22T20:03:38.067Z,2023-01-23T10:17:35Z,3991081299,212,21.5,3991710561,178,,3991081293,140,52.0,3991081289,56,Center,3991081303,213,5.1,3991081297,141,66.8,,,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865649,32,61,1,2,1,3czravw89omgc9o4s0w3l1bg5,0,53.4,64.6,2023-01-22T20:03:39.989Z,2023-01-23T10:17:44Z,3991081327,56,Center,3991710719,178,,,,,,,,,,,,,,,,,,,,ddvvwqxpsqqboupi3gx1ijhed,I. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865661,15,49,1,2,2,3kq9cckrnlogidldtdie2fkbl,1,34.9,38.9,2023-01-22T20:03:41.701Z,2023-01-23T10:17:50Z,,,,,,,,,,,,,,,,,,,,,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865667,16,1,1,2,2,3kq9cckrnlogidldtdie2fkbl,1,40.2,35.3,2023-01-22T20:03:41.744Z,2023-01-23T10:17:55Z,3991180711,155,,3991081419,213,0.6,3991081411,56,Back,3991081413,140,47.2,3991081417,212,8.8,3991081415,141,42.3,3991710899,178,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
