id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2527405333,9,1,1,0,11,cobffe32r7g4skka9m19qib63,1,30.5,37.6,2023-04-02T12:02:12.789Z,2023-04-02T12:56:37Z,4157190689,141,77.0,4157190685,56,Back,4157190693,213,1.6,4157190687,140,29.6,4157190691,212,26.8,,,,,,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527405391,10,1,1,0,15,cobffe32r7g4skka9m19qib63,1,30.8,74.1,2023-04-02T12:02:17.349Z,2023-04-02T12:56:40Z,4157191005,56,Back,4157191015,212,42.1,4157191001,196,,4157191019,1,,4157191009,140,33.5,4157191013,141,12.3,4157191017,213,4.8,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527405441,11,1,1,0,19,cobffe32r7g4skka9m19qib63,1,31.5,11.6,2023-04-02T12:02:20.741Z,2023-04-02T12:56:41Z,4157191241,56,Back,4157191249,213,6.0,4157191245,141,5.3,4157191243,140,43.7,4157191247,212,13.5,,,,,,,,,,a5x0poaqzssg2yuou57qgyead,Chumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527405451,12,1,1,0,22,cobffe32r7g4skka9m19qib63,0,41.2,7.9,2023-04-02T12:02:24.293Z,2023-04-02T12:02:26Z,4157191279,140,38.9,4157191367,286,,4157191363,233,3,4157191289,213,3.2,4157191281,141,7.7,4157191361,236,,4157191287,212,2.4,4157191277,56,Back,3flv9yp9x61ph57xugztva9nu,Arnau Puigmal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527405457,3,74,1,0,22,6f27yvbqcngegwsg2ozxxdj4,1,58.8,89.9,2023-04-02T12:02:24.294Z,2023-04-02T12:07:12Z,4157191307,285,,4157191305,56,Left,4157191443,233,12,,,,,,,,,,,,,,,,1lym8zscp7l8icay2cya7cauh,L. de la Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527405559,13,1,1,0,25,cobffe32r7g4skka9m19qib63,1,36,26.4,2023-04-02T12:02:27.317Z,2023-04-02T12:02:29Z,4157191799,213,2.4,4157191797,212,9.4,4157191793,140,29.4,4157191791,56,Back,4157191795,141,35.8,,,,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527405599,14,1,1,0,28,cobffe32r7g4skka9m19qib63,1,27,41,2023-04-02T12:02:29.557Z,2023-04-02T12:56:52Z,4157191955,56,Back,4157191963,213,1.5,4157191959,141,70.0,4157191957,140,29.2,4157191961,212,19.9,,,,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527405659,15,1,1,0,29,cobffe32r7g4skka9m19qib63,1,32,73.8,2023-04-02T12:02:31.190Z,2023-04-02T12:56:53Z,4157192289,56,Back,4157192295,212,17.1,4157192293,141,96.9,4157192297,213,1.2,4157192291,140,38.4,,,,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527405701,16,1,1,0,32,cobffe32r7g4skka9m19qib63,1,39.3,91.5,2023-04-02T12:02:33.797Z,2023-04-02T12:02:35Z,4157192511,212,16.5,4157192513,213,5.0,4157192507,140,43.6,4157192509,141,68.1,4157192505,56,Back,,,,,,,,,,e53c7z5bdud6uycw32s3qgx9m,Álex Centelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527405709,17,1,1,0,33,cobffe32r7g4skka9m19qib63,0,44.8,72,2023-04-02T12:02:35.461Z,2023-04-02T12:02:37Z,4157192783,236,,4157192543,140,45.8,4157192547,212,1.2,4157192785,233,4,4157192545,141,72.7,4157192789,286,,4157192549,213,0.4,4157192541,56,Back,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527405743,4,74,1,0,33,6f27yvbqcngegwsg2ozxxdj4,1,51.1,14.5,2023-04-02T12:02:35.462Z,2023-04-02T12:07:12Z,4157192705,56,Right,4157192855,233,17,4157192707,285,,,,,,,,,,,,,,,,,at2bp41y9n3nd1phr2e3wrcnp,H. Seferović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527405781,5,49,1,0,37,6f27yvbqcngegwsg2ozxxdj4,1,35.7,8.2,2023-04-02T12:02:38.607Z,2023-04-02T12:03:00Z,,,,,,,,,,,,,,,,,,,,,,,,,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527405805,6,1,1,0,37,6f27yvbqcngegwsg2ozxxdj4,0,35.7,8.2,2023-04-02T12:02:38.863Z,2023-04-02T12:02:58Z,4157193015,212,8.1,4157193011,140,43.4,4157193017,213,6.2,4157193013,141,6.7,4157193009,56,Back,,,,,,,,,,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527405801,18,49,1,0,37,cobffe32r7g4skka9m19qib63,1,54.4,94.7,2023-04-02T12:02:39.093Z,2023-04-02T12:02:39Z,,,,,,,,,,,,,,,,,,,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527405829,19,1,1,0,38,cobffe32r7g4skka9m19qib63,0,55.3,95.4,2023-04-02T12:02:39.798Z,2023-04-02T12:02:40Z,4157193131,212,7.8,4157193127,140,62.7,4157193123,155,,4157193133,213,0.0,4157193125,56,Left,4157193129,141,95.7,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527405871,7,8,1,0,40,6f27yvbqcngegwsg2ozxxdj4,1,37.3,4.4,2023-04-02T12:02:41.654Z,2023-04-02T12:02:42Z,4157193385,15,,4157193363,56,Back,,,,,,,,,,,,,,,,,,,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527405919,8,5,1,0,40,6f27yvbqcngegwsg2ozxxdj4,0,40.5,-1.4,2023-04-02T12:02:41.950Z,2023-04-02T12:07:09Z,4157193715,233,20,4157193585,56,Back,4157193587,347,,,,,,,,,,,,,,,,,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527405945,20,5,1,0,40,cobffe32r7g4skka9m19qib63,1,59.5,101.4,2023-04-02T12:02:41.950Z,2023-04-02T12:02:45Z,4157193665,347,,4157193683,233,8,4157193663,56,Left,,,,,,,,,,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527406217,21,1,1,0,51,cobffe32r7g4skka9m19qib63,1,54.6,100,2023-04-02T12:02:53.030Z,2023-04-02T12:57:17Z,4157195061,212,35.7,4157195057,140,25.2,4157195053,107,,4157195055,56,Back,4157195767,189,,4157195059,141,74.5,4157195067,1,,4157195063,213,3.7,e53c7z5bdud6uycw32s3qgx9m,Álex Centelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527406267,22,1,1,0,56,cobffe32r7g4skka9m19qib63,1,23.8,71.5,2023-04-02T12:02:57.702Z,2023-04-02T12:57:18Z,4157195285,141,46.6,4157195289,213,4.3,4157195287,212,18.1,4157195281,56,Back,4157195283,140,17.6,,,,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527406315,23,1,1,0,58,cobffe32r7g4skka9m19qib63,1,18.4,44.3,2023-04-02T12:02:59.815Z,2023-04-02T12:57:21Z,4157195549,212,16.1,4157195545,140,26.0,4157195547,141,23.7,4157195543,56,Back,4157195551,213,5.2,,,,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527406359,24,1,1,1,1,cobffe32r7g4skka9m19qib63,1,27,23.6,2023-04-02T12:03:02.615Z,2023-04-02T12:57:22Z,4157195741,212,13.1,4157195743,213,2.1,4157195735,56,Back,4157195737,140,21.1,4157195739,141,40.6,,,,,,,,,,a5x0poaqzssg2yuou57qgyead,Chumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527406433,25,1,1,1,5,cobffe32r7g4skka9m19qib63,1,22.7,45.7,2023-04-02T12:03:06.839Z,2023-04-02T12:57:25Z,4157196133,213,1.3,4157196131,212,24.3,4157196125,56,Back,4157196129,141,80.5,4157196127,140,27.8,,,,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527406555,26,1,1,1,11,cobffe32r7g4skka9m19qib63,1,31.6,83.3,2023-04-02T12:03:12.577Z,2023-04-02T12:57:26Z,4157196843,212,19.7,4157196839,140,24.2,4157196841,141,56.6,4157196845,213,4.3,4157196837,56,Back,,,,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527406581,27,1,1,1,14,cobffe32r7g4skka9m19qib63,1,23.6,47.8,2023-04-02T12:03:15.607Z,2023-04-02T12:57:27Z,4157196977,213,5.1,4157196969,56,Back,4157196973,141,25.8,4157196971,140,28.7,4157196975,212,15.9,,,,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527406613,28,1,1,1,15,cobffe32r7g4skka9m19qib63,1,28.7,27.1,2023-04-02T12:03:16.903Z,2023-04-02T12:57:30Z,4157197111,141,47.8,4157197109,140,25.3,4157197115,213,1.8,4157197107,56,Back,4157197113,212,14.5,,,,,,,,,,a5x0poaqzssg2yuou57qgyead,Chumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527406661,29,1,1,1,16,cobffe32r7g4skka9m19qib63,1,25.1,50.6,2023-04-02T12:03:18.407Z,2023-04-02T12:57:31Z,4157197425,213,1.4,4157197415,140,30.0,4157197409,56,Back,4157197419,141,92.7,4157197423,212,29.1,,,,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527406693,30,1,1,1,19,cobffe32r7g4skka9m19qib63,1,31.1,96.3,2023-04-02T12:03:20.631Z,2023-04-02T12:57:32Z,4157197581,212,10.1,4157197585,213,5.7,4157197573,140,39.2,4157197577,141,88.3,4157197569,56,Back,,,,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527406735,31,1,1,1,20,cobffe32r7g4skka9m19qib63,1,39.2,88.3,2023-04-02T12:03:21.991Z,2023-04-02T12:03:30Z,4157197763,140,30.2,4157197767,212,10.3,4157197765,141,82.3,4157197761,56,Back,4157197769,213,3.5,,,,,,,,,,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527406795,32,1,1,1,22,cobffe32r7g4skka9m19qib63,1,30.8,79.6,2023-04-02T12:03:23.527Z,2023-04-02T12:03:25Z,4157198059,213,5.3,4157198047,56,Back,4157198057,212,11.0,4157198049,140,36.9,4157198053,141,66.4,,,,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527406825,33,1,1,1,24,cobffe32r7g4skka9m19qib63,0,36.7,72.9,2023-04-02T12:03:25.527Z,2023-04-02T12:03:26Z,4157198215,140,46.8,4157198217,141,100.0,4157198213,56,Back,4157198221,213,1.1,4157198219,212,21.7,,,,,,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527407139,9,5,1,1,25,6f27yvbqcngegwsg2ozxxdj4,1,50.3,-1.2,2023-04-02T12:03:26.777Z,2023-04-02T12:07:09Z,4157199731,233,34,4157199707,56,Right,4157199709,347,,,,,,,,,,,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527406833,34,5,1,1,25,cobffe32r7g4skka9m19qib63,0,49.7,101.2,2023-04-02T12:03:26.777Z,2023-04-02T12:03:38Z,4157198235,347,,4157198233,56,Back,4157199777,233,9,,,,,,,,,,,,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527407185,10,1,1,1,35,6f27yvbqcngegwsg2ozxxdj4,1,47,0,2023-04-02T12:03:37.203Z,2023-04-02T12:56:55Z,4157199943,56,Back,4157199947,141,21.5,4157199951,213,2.4,4157542099,189,,4157199945,140,32.2,4157199941,107,,4157199953,1,,4157199949,212,22.0,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527407255,11,1,1,1,37,6f27yvbqcngegwsg2ozxxdj4,1,32.1,24.2,2023-04-02T12:03:38.801Z,2023-04-02T12:03:41Z,4157200203,213,1.6,4157200197,140,31.6,4157200201,212,33.3,4157200199,141,73.1,4157200195,56,Back,4157200205,1,,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527407293,12,1,1,1,40,6f27yvbqcngegwsg2ozxxdj4,0,37.8,74.6,2023-04-02T12:03:41.617Z,2023-04-02T12:03:43Z,4157200365,140,59.3,4157200369,212,25.5,4157200371,213,0.5,4157200363,56,Left,4157200367,141,92.0,,,,,,,,,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527407351,35,8,1,1,42,cobffe32r7g4skka9m19qib63,1,42.5,9.2,2023-04-02T12:03:44.048Z,2023-04-02T12:04:17Z,4157200611,56,Back,,,,,,,,,,,,,,,,,,,,,,3flv9yp9x61ph57xugztva9nu,Arnau Puigmal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527407385,36,49,1,1,43,cobffe32r7g4skka9m19qib63,1,51.3,10,2023-04-02T12:03:44.832Z,2023-04-02T12:04:18Z,,,,,,,,,,,,,,,,,,,,,,,,,3flv9yp9x61ph57xugztva9nu,Arnau Puigmal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527407463,37,1,1,1,44,cobffe32r7g4skka9m19qib63,1,58.7,10.7,2023-04-02T12:03:46.344Z,2023-04-02T12:03:49Z,4157201101,141,10.7,4157201105,213,0,4157201099,140,85.4,4157201103,212,28.0,4157201097,56,Right,,,,,,,,,,3flv9yp9x61ph57xugztva9nu,Arnau Puigmal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527407615,38,1,1,1,47,cobffe32r7g4skka9m19qib63,1,85.4,10.7,2023-04-02T12:03:48.937Z,2023-04-02T12:57:53Z,4157201841,141,65.1,4157203693,154,,4157201833,2,,4157201847,1,,4157201835,155,,4157201845,213,1.4,4157201837,56,Center,4157201843,212,37.5,3cu2brlp37h4u00mm5n4hb651,Léo Baptistão,1,4157201839,140,91.5,4157203691,210,13,,,,,,,,,,,,,,,,,,,,,,,,,
2527407619,39,13,1,1,49,cobffe32r7g4skka9m19qib63,1,91.5,65.1,2023-04-02T12:03:50.745Z,2023-04-02T12:04:35Z,4157203745,55,38,4157203737,29,,4157204169,23,,4157203757,231,53.2,4157201863,64,,4157201865,56,Center,4157203731,72,,4157203751,103,58.3,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,,4157203733,77,,4157203749,102,59.5,4157203753,328,4157203741,154,4157203755,230,98.2,,,,,,,,,,,,,,,,,,
2527407565,13,5,1,1,50,6f27yvbqcngegwsg2ozxxdj4,1,-1.2,45.7,2023-04-02T12:03:52.242Z,2023-04-02T12:03:55Z,4157201619,346,,4157201973,233,40,4157201615,56,Back,,,,,,,,,,,,,,,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527407633,40,5,1,1,50,cobffe32r7g4skka9m19qib63,0,101.2,54.3,2023-04-02T12:03:52.242Z,2023-04-02T12:07:09Z,4157202011,233,13,4157201923,346,,4157201921,56,Center,,,,,,,,,,,,,,,,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527408201,14,1,1,2,16,6f27yvbqcngegwsg2ozxxdj4,0,4.4,49,2023-04-02T12:04:18.242Z,2023-04-02T12:04:21Z,4157204675,56,Left,4157204685,1,,4157204679,141,86.7,4157204681,212,77.5,4157204903,189,,4157204677,140,74.1,4157204673,124,,4157204687,74,,59ndqnsvggsoek170rdqyd1w5,Iván Villar,,4157204683,213,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527408209,41,49,1,2,18,cobffe32r7g4skka9m19qib63,1,28.8,15,2023-04-02T12:04:19.609Z,2023-04-02T12:04:19Z,,,,,,,,,,,,,,,,,,,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527408359,42,1,1,2,19,cobffe32r7g4skka9m19qib63,1,24.3,24.1,2023-04-02T12:04:20.745Z,2023-04-02T12:04:25Z,4157205415,140,3.4,4157205419,212,23.5,4157205421,213,2.8,4157205413,56,Back,4157205417,141,36.4,,,,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527408423,43,1,1,2,23,cobffe32r7g4skka9m19qib63,0,4.1,32.2,2023-04-02T12:04:24.953Z,2023-04-02T12:04:27Z,4157205729,1,,4157205721,140,45.1,4157205719,56,Back,4157205725,212,43.1,4157205717,155,,4157205727,213,6.2,4157205723,141,28.9,,,,c3secspt4xvu1q4g6aonn7zyt,Fernando Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527408433,15,44,1,2,25,6f27yvbqcngegwsg2ozxxdj4,1,55.9,72,2023-04-02T12:04:27.394Z,2023-04-02T12:04:30Z,4157205793,56,Center,4157206143,233,44,4157205795,286,,,,,,,,,,,,,,,,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
