id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/14/value,qualifier/13/value,qualifier/9/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value,qualifier/19/value
2530165475,9,1,1,0,17,4yg9ttzw0m51048doksv8uq5r,1,40.3,2.7,2023-04-08T12:00:33.884Z,2023-04-09T06:14:38Z,4171884175,141,10.2,4171884173,140,29.2,4171884177,212,12.7,4175378067,178,,4171884179,213,2.7,4171884171,56,Back,,,,,,,f0a2qk3jzxercn67bben5eled,Gumbau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165507,10,1,1,0,19,4yg9ttzw0m51048doksv8uq5r,1,29.2,12.8,2023-04-08T12:00:36.381Z,2023-04-09T06:14:41Z,4171884275,212,8.3,4171884273,141,19.1,4175378183,178,,4171884277,213,0.5,4171884271,140,36.0,4171884269,56,Back,,,,,,,ewu1skobmxtz4f3z6dbnfm6dx,H. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165509,11,1,1,0,20,4yg9ttzw0m51048doksv8uq5r,0,35.2,19.2,2023-04-08T12:00:37.104Z,2023-04-09T06:14:48Z,4171884301,236,,4171884287,212,1.1,4171884283,140,36.0,4171884285,141,18.2,4171884303,233,3,4171884281,56,Back,4171884307,286,,4171884289,213,5.6,clrlsy05spf55w39f84b7p3sa,John Nwankwo,4175378485,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165491,3,74,1,0,20,2l0ldgiwsgb8d6y3z0sfgjzyj,1,63.2,81.8,2023-04-08T12:00:37.263Z,2023-04-09T06:14:50Z,4171884339,233,11,4175378629,178,,4171884215,56,Left,4171884217,285,,,,,,,,,,,,,,3o41frgi9jxrms6rvc6ml1plh,D. Brašanac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165523,12,61,1,0,20,4yg9ttzw0m51048doksv8uq5r,1,35.4,19.4,2023-04-08T12:00:37.417Z,2023-04-09T06:14:55Z,4171884369,56,Back,4175378801,178,,,,,,,,,,,,,,,,,,,,clrlsy05spf55w39f84b7p3sa,John Nwankwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165501,4,49,1,0,21,2l0ldgiwsgb8d6y3z0sfgjzyj,1,64.2,82.1,2023-04-08T12:00:38.102Z,2023-04-09T06:14:58Z,,,,,,,,,,,,,,,,,,,,,,,,,3o41frgi9jxrms6rvc6ml1plh,D. Brašanac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165503,5,1,1,0,21,2l0ldgiwsgb8d6y3z0sfgjzyj,1,64.5,82.6,2023-04-08T12:00:38.159Z,2023-04-09T06:15:02Z,4171884249,213,0.4,4171884241,56,Left,4175379065,178,,4171884247,212,7.2,4171884245,141,86.8,4171884243,140,70.8,,,,,,,3o41frgi9jxrms6rvc6ml1plh,D. Brašanac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165519,6,1,1,0,21,2l0ldgiwsgb8d6y3z0sfgjzyj,1,71.4,85.7,2023-04-08T12:00:38.793Z,2023-04-09T06:15:05Z,4171884345,140,69.7,4175379309,178,,4171884343,56,Center,4171884351,213,4.5,4171884347,141,74.0,4171884349,212,8.2,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165543,7,1,1,0,23,2l0ldgiwsgb8d6y3z0sfgjzyj,1,65.7,73.8,2023-04-08T12:00:40.726Z,2023-04-09T06:15:12Z,4171884489,213,5.0,4171884483,140,72.2,4175379395,178,,4171884485,141,40.4,4171884487,212,23.7,4171884479,56,Center,4171884823,210,15,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165547,8,15,1,0,27,2l0ldgiwsgb8d6y3z0sfgjzyj,1,75.5,50.3,2023-04-08T12:00:44.030Z,2023-04-09T06:15:13Z,4171884845,103,6.3,4171885019,233,13,4175379549,178,,4171884831,29,,4171884825,78,,4171884843,102,51.0,4171884851,147,48.9,4171884837,55,7,2zcha0sd7axiu2s2c0bccz2s5,Kike Barja,4171884849,146,,98.8,4171884507,22,4171884511,56,Center,4171884509,18,4171884847,215,4171884557,72,,,,,,,,,,,,,,,,,,,,,,,
2530165559,13,10,1,0,28,4yg9ttzw0m51048doksv8uq5r,1,1.7,49.7,2023-04-08T12:00:44.921Z,2023-04-09T06:15:26Z,4173248277,376,,4171885031,233,8,4171884573,56,Back,4171884945,180,,4173248275,177,,4171884571,182,,,,,,,,36bg0k385i4wwarffp6ak1syd,Edgar Badia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165561,14,52,1,0,28,4yg9ttzw0m51048doksv8uq5r,1,1.8,50.1,2023-04-08T12:00:45.252Z,2023-04-09T06:15:21Z,4173248615,376,,4175379959,178,,,,,,,,,,,,,,,,,,,,36bg0k385i4wwarffp6ak1syd,Edgar Badia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165653,15,80,1,0,41,4yg9ttzw0m51048doksv8uq5r,0,5.1,52.6,2023-04-08T12:00:58.680Z,2023-04-09T06:15:30Z,4175380503,178,,,,,,,,,,,,,,,,,,,,,,,36bg0k385i4wwarffp6ak1syd,Edgar Badia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165691,16,1,1,0,44,4yg9ttzw0m51048doksv8uq5r,1,4.8,52.6,2023-04-08T12:01:01.191Z,2023-04-09T06:15:32Z,4171885379,212,18.4,4175380599,178,,4171885381,213,4.7,4171885377,141,25.6,4171885375,140,5.1,4171885373,56,Back,,,,,,,36bg0k385i4wwarffp6ak1syd,Edgar Badia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165713,17,1,1,0,47,4yg9ttzw0m51048doksv8uq5r,0,7.1,21.1,2023-04-08T12:01:04.252Z,2023-04-09T06:15:35Z,4175380795,178,,4171885479,56,Right,4171885487,213,6.2,4171885485,212,58.1,4171885483,141,17.6,4171885489,1,,4171885477,155,,4171885481,140,62.4,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165735,9,1,1,0,50,2l0ldgiwsgb8d6y3z0sfgjzyj,0,38.9,81.4,2023-04-08T12:01:07.240Z,2023-04-09T06:37:41Z,4171885589,141,72.8,4175435585,178,,4171885593,213,5.9,4171885583,3,,4171885585,56,Center,4171885587,140,54.7,4171885591,212,17.6,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530842059,769,67,1,0,51,4yg9ttzw0m51048doksv8uq5r,1,39.4,26.6,2023-04-08T12:01:08.483Z,2023-04-09T07:16:25Z,4175454119,233,990,,,,,,,,,,,,,,,,,,,,,,f0a2qk3jzxercn67bben5eled,Gumbau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530842057,990,67,1,0,51,2l0ldgiwsgb8d6y3z0sfgjzyj,0,60.6,73.4,2023-04-08T12:01:08.484Z,2023-04-09T06:44:29Z,4175454135,233,769,,,,,,,,,,,,,,,,,,,,,,3o41frgi9jxrms6rvc6ml1plh,D. Brašanac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165731,18,8,1,0,51,4yg9ttzw0m51048doksv8uq5r,1,44.6,26.8,2023-04-08T12:01:08.494Z,2023-04-09T07:16:26Z,4173251729,384,,4175435899,178,,4171885561,56,Back,,,,,,,,,,,,,,,,f0a2qk3jzxercn67bben5eled,Gumbau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165769,10,44,1,0,52,2l0ldgiwsgb8d6y3z0sfgjzyj,1,51.4,71.1,2023-04-08T12:01:09.786Z,2023-04-09T07:16:26Z,4171887701,286,,4171887699,56,Center,4171887719,233,19,,,,,,,,,,,,,,,,eqw6fu3no9qxejk17tqgeey5m,Pablo Ibáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165759,19,44,1,0,52,4yg9ttzw0m51048doksv8uq5r,0,48.6,28.9,2023-04-08T12:01:09.787Z,2023-04-09T06:37:53Z,4171885709,285,,4171885707,56,Back,4171887737,233,10,,,,,,,,,,,,,,,,1ore4ght7ls393tcpbmah9dcl,Pere Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165775,11,1,1,0,52,2l0ldgiwsgb8d6y3z0sfgjzyj,1,51,72.3,2023-04-08T12:01:09.841Z,2023-04-09T07:16:26Z,4171888219,213,0.2,4171888211,56,Center,4171888217,212,14.4,4175436199,388,,4171888209,3,,4171888215,141,77.1,4171888213,140,64.4,,,,eqw6fu3no9qxejk17tqgeey5m,Pablo Ibáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530166897,48,61,1,0,54,2l0ldgiwsgb8d6y3z0sfgjzyj,1,66.5,79.8,2023-04-08T12:01:11.740Z,2023-04-09T06:38:27Z,4175437539,178,,4175437537,21,,4171891563,56,Left,,,,,,,,,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530166961,49,61,1,0,54,2l0ldgiwsgb8d6y3z0sfgjzyj,1,66,80.4,2023-04-08T12:01:11.770Z,2023-04-09T06:38:38Z,4175438149,15,,4175438153,178,,4171891831,56,Left,,,,,,,,,,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165789,12,49,1,0,56,2l0ldgiwsgb8d6y3z0sfgjzyj,1,67,69.5,2023-04-08T12:01:13.413Z,2023-04-09T06:38:52Z,,,,,,,,,,,,,,,,,,,,,,,,,3o41frgi9jxrms6rvc6ml1plh,D. Brašanac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165793,13,1,1,0,57,2l0ldgiwsgb8d6y3z0sfgjzyj,1,65.5,60.4,2023-04-08T12:01:14.209Z,2023-04-09T06:38:56Z,4175438861,178,,4171885859,141,60.2,4171885861,212,11.4,4171885857,140,54.6,4171885855,56,Center,4171885863,213,3.2,,,,,,,3o41frgi9jxrms6rvc6ml1plh,D. Brašanac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165809,14,1,1,0,58,2l0ldgiwsgb8d6y3z0sfgjzyj,1,55.4,59.6,2023-04-08T12:01:15.541Z,2023-04-09T06:38:59Z,4171885931,140,52.6,4171885929,56,Center,4171885933,141,29.3,4171885935,212,20.8,4175438991,178,,4171885937,213,4.6,,,,,,,eqw6fu3no9qxejk17tqgeey5m,Pablo Ibáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165825,15,1,1,1,1,2l0ldgiwsgb8d6y3z0sfgjzyj,1,52.7,29.1,2023-04-08T12:01:18.420Z,2023-04-09T06:39:01Z,4171886001,212,23.6,4171886003,213,2.5,4171885995,56,Back,4171885999,141,49.1,4171885997,140,34.3,4175439161,178,,,,,,,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165845,16,1,1,1,5,2l0ldgiwsgb8d6y3z0sfgjzyj,1,33.8,53.6,2023-04-08T12:01:21.926Z,2023-04-09T06:39:05Z,4171886107,213,5.3,4175439279,178,,4171886103,141,33.8,4171886105,212,16.4,4171886099,56,Back,4171886101,140,42.7,,,,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165861,17,1,1,1,8,2l0ldgiwsgb8d6y3z0sfgjzyj,1,43.3,34.2,2023-04-08T12:01:24.966Z,2023-04-09T06:39:08Z,4175439471,178,,4171886193,212,18.7,4171886195,213,2.5,4171886189,140,29.5,4171886187,56,Back,4171886191,141,51.5,,,,,,,eqw6fu3no9qxejk17tqgeey5m,Pablo Ibáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165875,18,1,1,1,10,2l0ldgiwsgb8d6y3z0sfgjzyj,1,30.9,54.2,2023-04-08T12:01:27.646Z,2023-04-09T06:39:11Z,4171886249,212,23.9,4171886245,140,35.0,4171886251,213,1.4,4171886243,56,Back,4175439615,178,,4171886247,141,88.8,,,,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165887,19,1,1,1,12,2l0ldgiwsgb8d6y3z0sfgjzyj,1,35.8,90.9,2023-04-08T12:01:29.438Z,2023-04-09T06:39:14Z,4171886305,140,46.4,4171886309,141,96.0,4171886301,56,Back,4171886313,212,11.7,4175439797,178,,4171886317,213,0.3,,,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165899,20,1,1,1,14,2l0ldgiwsgb8d6y3z0sfgjzyj,1,44.9,88,2023-04-08T12:01:31.866Z,2023-04-09T06:39:18Z,4171886381,141,92.3,4171886377,56,Back,4171886379,140,33.9,4175440003,178,,4171886383,212,11.9,4171886385,213,2.9,,,,,,,d34tmogp5h4rwuo3pcxtwp0fe,Manu Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165931,21,1,1,1,17,2l0ldgiwsgb8d6y3z0sfgjzyj,1,30.1,81.8,2023-04-08T12:01:34.709Z,2023-04-09T06:39:21Z,4171886513,155,,4171886521,212,35.5,4171886515,56,Center,4171886517,140,52.6,4171886523,213,5.4,4171886525,1,,4171886519,141,42.9,4175440123,178,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165961,22,1,1,1,22,2l0ldgiwsgb8d6y3z0sfgjzyj,1,63.8,59.2,2023-04-08T12:01:39.526Z,2023-04-09T06:39:24Z,4171886685,212,14.6,4171886683,141,80.6,4171886679,56,Left,4171886687,213,1.5,4171886681,140,65.0,4175440243,178,,,,,,,,2zcha0sd7axiu2s2c0bccz2s5,Kike Barja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165973,20,45,1,1,28,4yg9ttzw0m51048doksv8uq5r,0,26.5,22.9,2023-04-08T12:01:45.058Z,2023-04-09T06:39:33Z,4171886733,285,,4171886731,56,Back,4171886757,233,23,,,,,,,,,,,,,,,,f0a2qk3jzxercn67bben5eled,Gumbau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165963,23,3,1,1,28,2l0ldgiwsgb8d6y3z0sfgjzyj,1,73.5,77.1,2023-04-08T12:01:45.058Z,2023-04-09T06:39:32Z,4171886747,233,20,4171886697,286,,4173259675,464,,4175440707,178,,4171886695,56,Center,,,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165975,24,1,1,1,29,2l0ldgiwsgb8d6y3z0sfgjzyj,1,73.5,73,2023-04-08T12:01:45.927Z,2023-04-09T06:39:36Z,4171886737,140,72.5,4171886743,213,4.5,4171886735,56,Center,4171886741,212,6.0,4175440817,178,,4171886739,141,64.3,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165981,25,1,1,1,31,2l0ldgiwsgb8d6y3z0sfgjzyj,1,69.4,63.1,2023-04-08T12:01:48.535Z,2023-04-09T06:39:40Z,4171886795,212,17.6,4175441027,178,,4171886793,141,39.4,4171886789,56,Center,4171886797,213,5.1,4171886791,140,76.2,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530165991,26,1,1,1,34,2l0ldgiwsgb8d6y3z0sfgjzyj,1,71.5,42.4,2023-04-08T12:01:51.169Z,2023-04-09T06:39:44Z,4171886835,141,24.1,4171886833,140,68.4,4171886837,212,12.9,4171886839,213,4.5,4175441267,178,,4171886831,56,Center,,,,,,,946z96r5q70ryslp3hlhafnx1,A. Budimir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530166005,27,1,1,1,36,2l0ldgiwsgb8d6y3z0sfgjzyj,1,71.7,21.5,2023-04-08T12:01:53.357Z,2023-04-09T06:39:47Z,4175441373,178,,4171886899,213,5.5,4171886891,56,Right,4171886897,212,16.5,4171886895,141,5.0,4171886893,140,83.2,,,,,,,eqw6fu3no9qxejk17tqgeey5m,Pablo Ibáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530166015,28,1,1,1,38,2l0ldgiwsgb8d6y3z0sfgjzyj,1,82.5,5,2023-04-08T12:01:55.318Z,2023-04-09T06:39:50Z,4171886931,141,20.4,4171886929,140,74.2,4171886927,56,Right,4175441503,178,,4171886933,212,13.6,4171886935,213,2.3,,,,,,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530166025,29,1,1,1,40,2l0ldgiwsgb8d6y3z0sfgjzyj,0,75.1,22.7,2023-04-08T12:01:57.789Z,2023-04-09T06:39:54Z,4171887007,212,31.1,4171886999,155,,4171887003,140,95.2,4173266769,72,,4173266767,223,,4171886997,2,,4171887009,213,0.8,4171887037,233,21,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,4171887005,141,,56.3,4175441701,178,4171887001,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530166029,21,11,1,1,42,4yg9ttzw0m51048doksv8uq5r,1,4.1,41.9,2023-04-08T12:01:59.661Z,2023-04-09T06:39:57Z,4171887023,88,,4175441827,388,,4173267177,378,,4171887021,56,Back,4171887041,233,29,,,,,,,,,,36bg0k385i4wwarffp6ak1syd,Edgar Badia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
