id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,keyPass,qualifier/14/value,qualifier/16/value,qualifier/17/value,qualifier/11/value
2466574453,1,34,16,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-10-02T15:24:12.339Z,2022-10-02T16:24:25Z,3815129981,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3815129989,194,8xd59g0c36012q6mg5f2fl239,3815444605,197,704,3815129991,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3815129985,130,10,3815129983,59,"1, 4, 3, 15, 2, 22, 18, 14, 9, 25, 17, 7, 8, 11, 12, 13, 16, 20, 21, 23, 26, 32, 33",3815129979,30,"4wbwcfbeokv5j4nuudbxgaw2d, 2nq5nzq35tfwc7po29dtwqp78, d7pzcnoztn30xoj5b2sr9slt6, 8xd59g0c36012q6mg5f2fl239, 8ikm0hxyz2qaonz3qmynu0xqt, 39dgr8s91agremy3nvp4q2221, cuqawmfekh86mgo758udxw7v9, 2udtmz4lvh4vil16mxvo0j4l, 27hwtukeqxh91ch1f3qr1it49, q5omphitvnrcnoda4jh9fdux, bqmhsb2bsuuuijw2ci39l01k9, 6navc0x6p4yqy76zyo3zocwr9, 20ebw399jhbq0i5x2eacrrs6i, 8tnz3pqkqdhbr08p96i9w8i96, 2do89l8kf9yuelzq1b5mo549h, eavhyxb9dfjh0jp5yzg8p8udx, 3xxwjf3ymu1j9825xjuwuknah, ay89se5rytzay8md0yeadykq2, c320492cbp1otejfp1i1oane1, 9um7x9zd0e000zt57l3yearqh, bixz0as48s0jmvl2bdctr2tt6, 618ct0ti4q9ksggep1allpmac, 25h51j4zz5m180na6sy5ybbpw",3815129987,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466580281,1,34,16,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2022-10-02T15:31:03.755Z,2022-10-02T16:31:13Z,3815161921,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3815161917,59,"1, 18, 12, 3, 6, 20, 23, 8, 19, 14, 21, 2, 4, 9, 13, 15, 16, 17, 22, 30, 33, 45",3815161925,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3815161923,194,e35v2pspdgl7t769d57e67ob9,3815161913,30,"w503zyr8ipyobglth281uklx, b91n9sdabth8oocdawayybdud, bj929w5yi7lnz36jxsi5qnq7e, 80aqmv4ht6rs1812qrr5j8kix, e35v2pspdgl7t769d57e67ob9, 7bs0ph4yksf6lvkg91u9nqzqi, dvrk8qmt9ta4c3kvjgsad7t91, atigcsq78g14w82lwvay26aj9, 6akzpi6rd6qq0ke07ojnhpoet, 1qkep5ck252k1g3oqza5ygh61, 13ll29mtf7pxwz1yf0i40tsd1, eucew4k6eswqr6emzsdg4if3d, 5vhikvmcesruckmfcfmm0q8d1, 8rb37jdev612rfbrbp8zovs9h, 1zjmgapwre4picauko9gnemll, dkt9892ixwnz1bkmgileo71sl, cme92rbmqszu51sjm99ho8a21, 7aoe0u87gxgv9tvgrotcfue7e, et849xmcdgsy5itb8i4w7qkq2, 7y8ns61qioqu7kfsqzkvkwhuy, dqiuqhsqsayvldfazfnp8d46i, 8bu8ivrdbh6lc4cpdaki5l9wq",3815161915,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3815471479,197,1593,3815161919,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466636639,2,32,1,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2022-10-02T16:31:45.478Z,2022-10-02T16:31:45Z,3815474031,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466636669,3,32,1,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-10-02T16:31:45.478Z,2022-10-02T21:25:31Z,3815474213,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466636687,3,1,1,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,49.9,50.3,2022-10-02T16:31:45.947Z,2022-10-03T06:37:53Z,3815474291,141,44.0,3815474293,212,11.5,3815474295,213,3.5,3815474289,140,39.7,3815474287,56,Back,3816960103,178,,3815474297,279,S,,,,6akzpi6rd6qq0ke07ojnhpoet,A. Sørloth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466636713,4,1,1,0,1,63f5h8t5e9qm1fqmvfkb23ghh,1,39.7,44,2022-10-02T16:31:47.059Z,2022-10-03T06:37:44Z,3815474467,213,2.3,3816960351,178,,3815474459,56,Back,3815474461,140,28.1,3815474465,212,18.1,3815474463,141,63.6,,,,,,,13ll29mtf7pxwz1yf0i40tsd1,David Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466636735,5,1,1,0,4,63f5h8t5e9qm1fqmvfkb23ghh,1,28.1,63.6,2022-10-02T16:31:49.510Z,2022-10-03T06:38:05Z,3815474597,140,27.4,3816960735,178,,3815474595,56,Back,3815474603,213,4.7,3815474601,212,16.9,3815474599,141,38.7,,,,,,,7bs0ph4yksf6lvkg91u9nqzqi,Jon Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466636797,6,1,1,0,8,63f5h8t5e9qm1fqmvfkb23ghh,1,28.2,36.1,2022-10-02T16:31:54.127Z,2022-10-03T06:38:09Z,3815474983,140,25.3,3815474985,141,59.4,3815474981,56,Back,3815474989,213,1.8,3815474987,212,16.1,3816960781,178,,,,,,,,e35v2pspdgl7t769d57e67ob9,Elustondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466636849,7,1,1,0,13,63f5h8t5e9qm1fqmvfkb23ghh,1,31.2,57.8,2022-10-02T16:31:58.717Z,2022-10-03T06:38:13Z,3815475319,141,26.6,3816960865,178,,3815475315,56,Back,3815475323,213,4.8,3815475317,140,33.5,3815475321,212,21.4,,,,,,,7bs0ph4yksf6lvkg91u9nqzqi,Jon Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466636891,8,1,1,0,17,63f5h8t5e9qm1fqmvfkb23ghh,1,38.6,22.4,2022-10-02T16:32:03.261Z,2022-10-03T06:38:15Z,3815475569,141,3.5,3815475573,213,4.9,3815475565,56,Back,3815475571,212,13.1,3816960905,178,,3815475567,140,41.0,,,,,,,e35v2pspdgl7t769d57e67ob9,Elustondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
