id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2456398049,9,1,1,0,15,4jelr92fsge73q39is6qvhxb3,1,30.2,12.8,2022-09-05T19:00:17.139Z,2022-09-06T04:52:06Z,3761089369,141,39.1,3761089371,212,21.9,3761089367,140,18.1,3761683095,178,,3761089365,56,Back,3761089373,213,2.2,,,,,,,1whtyw1adggpz4j1xp7sjbeg9,Álvaro Aguado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398057,10,1,1,0,21,4jelr92fsge73q39is6qvhxb3,1,19.5,40.1,2022-09-05T19:00:22.707Z,2022-09-06T04:52:19Z,3761089445,141,40.7,3761683153,178,,3761089447,212,7.3,3761089449,213,0.1,3761089443,140,26.4,3761089441,56,Back,,,,,,,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398091,11,43,1,0,21,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-09-05T19:00:23.055Z,2022-09-05T19:00:31Z,3761089539,213,2.5,3761089533,140,15.3,3761089667,144,1,3761089537,212,14.6,3761089531,56,Back,3761089535,141,54.2,,,,,,,b6rbjpzuq9vo9kdil1tlyl2ad,Roque Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456514231,920,67,1,0,22,4jelr92fsge73q39is6qvhxb3,1,27.2,41.2,2022-09-05T19:00:24.124Z,2022-09-06T08:35:37Z,3761725363,233,837,,,,,,,,,,,,,,,,,,,,,,b6rbjpzuq9vo9kdil1tlyl2ad,Roque Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456514229,837,67,1,0,22,cobffe32r7g4skka9m19qib63,0,72.8,58.8,2022-09-05T19:00:24.125Z,2022-09-06T06:19:52Z,3761725371,233,920,,,,,,,,,,,,,,,,,,,,,,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456420255,391,1,1,0,22,4jelr92fsge73q39is6qvhxb3,0,27.7,40.1,2022-09-05T19:00:24.132Z,2022-09-06T08:35:37Z,3761683223,178,,3761217341,141,40.1,3761217355,286,,3761217345,213,3.1,3761217337,56,Back,3761217339,140,27.2,3761217349,236,,3761217343,212,0.5,b6rbjpzuq9vo9kdil1tlyl2ad,Roque Mesa,3761217351,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398119,3,74,1,0,22,cobffe32r7g4skka9m19qib63,1,72.1,55.8,2022-09-05T19:00:24.169Z,2022-09-06T04:52:40Z,3761217255,285,,3761089687,56,Center,3761683271,178,,3761217373,233,391,,,,,,,,,,,,,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456440303,793,54,1,0,24,4jelr92fsge73q39is6qvhxb3,1,14.7,51.9,2022-09-05T19:00:26.416Z,2022-09-06T04:52:56Z,3761683387,389,,3761330943,232,,,,,,,,,,,,,,,,,,,,5vyiq10fusxvrx4tajz9lmg9h,Asenjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398099,12,52,1,0,25,4jelr92fsge73q39is6qvhxb3,1,15.9,53,2022-09-05T19:00:27.068Z,2022-09-06T04:53:06Z,3761683467,389,,3761330993,376,,,,,,,,,,,,,,,,,,,,5vyiq10fusxvrx4tajz9lmg9h,Asenjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398215,13,1,1,0,43,4jelr92fsge73q39is6qvhxb3,0,15.2,51.6,2022-09-05T19:00:45.293Z,2022-09-06T04:53:36Z,3761090259,212,47.2,3761090253,56,Center,3761090261,213,5.9,3761090491,189,,3761090257,141,24.0,3761090255,140,56.4,3761090263,1,,3761090251,199,,5vyiq10fusxvrx4tajz9lmg9h,Asenjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398225,4,1,1,0,43,cobffe32r7g4skka9m19qib63,0,37.8,77.2,2022-09-05T19:00:45.552Z,2022-09-06T04:53:55Z,3761683705,388,,3761090301,140,52.9,3761090297,3,,3761090299,56,Left,3761090311,213,0.1,3761090307,212,16.0,3761090505,189,,3761090303,141,80.5,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398247,14,1,1,0,45,4jelr92fsge73q39is6qvhxb3,1,49.9,15.1,2022-09-05T19:00:46.909Z,2022-09-06T04:54:14Z,3761090415,3,,3761090425,213,5.8,3761090417,56,Right,3761090423,212,18.5,3761683837,388,,3761090419,140,65.7,3761090421,141,3.1,,,,1whtyw1adggpz4j1xp7sjbeg9,Álvaro Aguado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398249,15,61,1,0,47,4jelr92fsge73q39is6qvhxb3,0,65.7,2.5,2022-09-05T19:00:49.599Z,2022-09-06T04:54:24Z,3761683919,178,,3761090431,56,Right,,,,,,,,,,,,,,,,,,,1jffh172t15s6ws7nou0fc251,Sergi Guardiola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398257,5,5,1,0,48,cobffe32r7g4skka9m19qib63,1,36.8,101,2022-09-05T19:00:50.461Z,2022-09-06T04:54:33Z,3761090463,347,,3761090481,233,16,3761090461,56,Back,,,,,,,,,,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398251,16,5,1,0,48,4jelr92fsge73q39is6qvhxb3,0,63.2,-1,2022-09-05T19:00:50.461Z,2022-09-06T04:54:33Z,3761090433,56,Right,3761090435,347,,3761090487,233,5,,,,,,,,,,,,,,,,1jffh172t15s6ws7nou0fc251,Sergi Guardiola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398319,6,1,1,0,58,cobffe32r7g4skka9m19qib63,1,32.9,100,2022-09-05T19:00:59.757Z,2022-09-06T04:54:39Z,3761090811,140,31.2,3761090809,56,Back,3761090815,212,15.5,3761090817,213,4.6,3761090807,107,,3761090813,141,78.1,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398353,7,1,1,0,59,cobffe32r7g4skka9m19qib63,1,31.2,78.1,2022-09-05T19:01:01.369Z,2022-09-06T04:54:53Z,3761091021,1,,3761091011,56,Back,3761091013,140,7.2,3761091019,213,3.8,3761684071,178,,3761091015,141,48.7,3761091017,212,32.2,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398377,8,1,1,1,5,cobffe32r7g4skka9m19qib63,1,7.6,43.7,2022-09-05T19:01:07.592Z,2022-09-06T04:55:01Z,3761091173,141,71.7,3761091169,56,Back,3761091175,212,19.3,3761091177,213,1.4,3761091171,140,10.8,3761684109,178,,,,,,,,c3secspt4xvu1q4g6aonn7zyt,Fernando Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398425,9,1,1,1,11,cobffe32r7g4skka9m19qib63,1,24.9,76.9,2022-09-05T19:01:12.676Z,2022-09-06T04:55:10Z,3761091379,141,98.0,3761091381,212,15.7,3761684177,178,,3761091375,56,Back,3761091383,213,1.2,3761091377,140,31.0,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398447,10,1,1,1,17,cobffe32r7g4skka9m19qib63,1,18.9,91.8,2022-09-05T19:01:19.298Z,2022-09-06T04:55:19Z,3761091473,56,Back,3761091479,212,24.2,3761091477,141,65.2,3761091475,140,3.6,3761091481,213,4.0,3761684247,178,,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398475,11,1,1,1,19,cobffe32r7g4skka9m19qib63,1,3.6,65.2,2022-09-05T19:01:21.426Z,2022-09-06T04:55:28Z,3761091651,212,56.1,3761091643,157,,3761091649,141,70.8,3761091645,56,Center,3761091647,140,56.9,3761684289,178,,3761091655,1,,3761091653,213,0.1,c3secspt4xvu1q4g6aonn7zyt,Fernando Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398477,12,50,1,1,25,cobffe32r7g4skka9m19qib63,1,53.8,68.4,2022-09-05T19:01:27.097Z,2022-09-06T04:55:53Z,3761095401,233,32,3761091661,56,Center,3761092649,286,,,,,,,,,,,,,,,,,8b6idfe7dx59wkbc8zf539zv9,Dyego Sousa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456399135,32,7,1,1,25,4jelr92fsge73q39is6qvhxb3,1,46.2,31.6,2022-09-05T19:01:27.216Z,2022-09-06T04:56:04Z,3761095373,56,Back,3761684585,178,,3761095375,285,,3761333723,384,,3761095395,233,12,,,,,,,,,,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398483,17,49,1,1,26,4jelr92fsge73q39is6qvhxb3,1,48.5,34.2,2022-09-05T19:01:27.849Z,2022-09-06T04:56:13Z,,,,,,,,,,,,,,,,,,,,,,,,,b6rbjpzuq9vo9kdil1tlyl2ad,Roque Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398493,18,50,1,1,26,4jelr92fsge73q39is6qvhxb3,1,47.6,33,2022-09-05T19:01:28.338Z,2022-09-06T04:56:31Z,3761091745,56,Back,3761091747,286,,3761091841,233,13,,,,,,,,,,,,,,,,b6rbjpzuq9vo9kdil1tlyl2ad,Roque Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398497,13,7,1,1,27,cobffe32r7g4skka9m19qib63,1,52.4,67,2022-09-05T19:01:28.900Z,2022-09-06T04:56:43Z,3761091787,285,,3761333837,384,,3761091785,56,Center,3761684871,178,,3761091827,233,18,,,,,,,,,,8b6idfe7dx59wkbc8zf539zv9,Dyego Sousa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398501,14,49,1,1,29,cobffe32r7g4skka9m19qib63,1,54.3,54.2,2022-09-05T19:01:30.907Z,2022-09-06T04:57:09Z,,,,,,,,,,,,,,,,,,,,,,,,,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398511,15,1,1,1,29,cobffe32r7g4skka9m19qib63,1,54.6,54.4,2022-09-05T19:01:31.210Z,2022-09-06T04:57:17Z,3761091871,140,55.4,3761091869,56,Center,3761091877,213,4.8,3761091875,212,11.0,3761091873,141,38.2,3761685401,178,,,,,,,,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398521,16,1,1,1,30,cobffe32r7g4skka9m19qib63,1,56.1,37.3,2022-09-05T19:01:32.436Z,2022-09-06T04:57:29Z,3761091935,213,5.2,3761091927,56,Right,3761091933,212,21.4,3761091929,140,65.4,3761091931,141,9.3,3761685597,178,,,,,,,,3cu2brlp37h4u00mm5n4hb651,Léo Baptistão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398543,17,1,1,1,34,cobffe32r7g4skka9m19qib63,0,71.1,14.6,2022-09-05T19:01:36.118Z,2022-09-06T04:57:47Z,3761092049,212,43.9,3761092041,155,,3761092053,1,,3761334463,20,,3761092047,141,60.6,3761092045,140,100.0,3761334461,224,,3761092039,2,,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,3761092043,56,Center,3761092051,213,0.8,3761685731,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398547,18,5,1,1,36,cobffe32r7g4skka9m19qib63,0,100.6,60.6,2022-09-05T19:01:38.550Z,2022-09-06T04:57:57Z,3761092063,56,Center,3761092065,346,,3761092101,233,19,,,,,,,,,,,,,,,,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398545,19,5,1,1,36,4jelr92fsge73q39is6qvhxb3,1,-0.6,39.4,2022-09-05T19:01:38.550Z,2022-09-06T04:57:58Z,3761092061,346,,3761092085,233,18,3761092059,56,Back,,,,,,,,,,,,,,,,3zyib6lm9w7bi6lbek5m0dbrp,Escudero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398693,20,1,1,1,58,4jelr92fsge73q39is6qvhxb3,1,5.2,39.4,2022-09-05T19:01:59.969Z,2022-09-06T05:11:14Z,3761092889,56,Back,3761092891,140,4.9,3761092887,124,,3761092901,237,,3761092895,212,7.5,3761092897,213,1.6,3761092893,141,50.4,,,,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398695,21,1,1,2,0,4jelr92fsge73q39is6qvhxb3,1,7.8,50,2022-09-05T19:02:02.609Z,2022-09-06T05:11:25Z,3761092921,140,22.7,3761092919,56,Back,3761690123,178,,3761092923,141,46.9,3761092925,212,15.8,3761092927,213,6.1,,,,,,,5vyiq10fusxvrx4tajz9lmg9h,Asenjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398701,22,1,1,2,4,4jelr92fsge73q39is6qvhxb3,1,22.7,46.9,2022-09-05T19:02:05.710Z,2022-09-06T05:11:32Z,3761092959,141,52.4,3761690155,178,,3761092957,140,4.7,3761092955,56,Back,3761092961,212,19.3,3761092963,213,2.9,,,,,,,1whtyw1adggpz4j1xp7sjbeg9,Álvaro Aguado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398717,23,1,1,2,7,4jelr92fsge73q39is6qvhxb3,1,4.1,57.3,2022-09-05T19:02:09.229Z,2022-09-06T05:11:38Z,3761093053,212,24.5,3761690219,178,,3761093055,213,1.2,3761093047,56,Back,3761093049,140,12.2,3761093051,141,91.1,,,,,,,5vyiq10fusxvrx4tajz9lmg9h,Asenjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398721,24,1,1,2,10,4jelr92fsge73q39is6qvhxb3,1,14.3,96.6,2022-09-05T19:02:12.141Z,2022-09-06T05:11:54Z,3761093071,56,Back,3761093075,141,96.9,3761093077,212,13.8,3761093073,140,27.4,3761093079,213,0.0,3761690331,178,,,,,,,,9f83clp1v95kvlxdb376tgbth,Javier Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398759,25,1,1,2,12,4jelr92fsge73q39is6qvhxb3,1,25.5,97.4,2022-09-05T19:02:14.169Z,2022-09-06T05:12:07Z,3761093253,140,24.1,3761093259,213,4.4,3761093255,141,89.6,3761093251,56,Back,3761093257,212,5.5,3761690435,178,,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398769,26,1,1,2,17,4jelr92fsge73q39is6qvhxb3,1,18.7,95.4,2022-09-05T19:02:19.069Z,2022-09-06T05:12:16Z,3761093305,213,4.7,3761093303,212,6.7,3761093297,56,Back,3761690487,178,,3761093301,141,85.6,3761093299,140,18.9,,,,,,,9f83clp1v95kvlxdb376tgbth,Javier Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398781,27,1,1,2,19,4jelr92fsge73q39is6qvhxb3,1,16.9,89,2022-09-05T19:02:20.799Z,2022-09-06T05:12:29Z,3761093373,213,2.7,3761690551,178,,3761093369,141,93.9,3761093365,56,Back,3761093367,140,10.2,3761093371,212,7.8,,,,,,,b6rbjpzuq9vo9kdil1tlyl2ad,Roque Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398799,28,1,1,2,20,4jelr92fsge73q39is6qvhxb3,0,10.5,94.1,2022-09-05T19:02:22.242Z,2022-09-06T05:12:44Z,3761093515,212,38.7,3761093517,213,6.2,3761690641,178,,3761093509,56,Back,3761093513,141,89.7,3761093507,157,,3761093519,1,,3761093511,140,47.2,9f83clp1v95kvlxdb376tgbth,Javier Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398805,19,8,1,2,24,cobffe32r7g4skka9m19qib63,1,54.4,21.9,2022-09-05T19:02:25.872Z,2022-09-06T05:12:58Z,3761093537,56,Center,3761336103,384,,3761690823,178,,,,,,,,,,,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398817,20,1,1,2,25,cobffe32r7g4skka9m19qib63,1,59.6,26.7,2022-09-05T19:02:26.915Z,2022-09-06T05:13:11Z,3761093597,212,5.5,3761093595,141,18.8,3761093593,140,60.7,3761690935,388,,3761093591,56,Right,3761093601,213,4.9,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456398821,21,49,1,2,26,cobffe32r7g4skka9m19qib63,1,60.3,19.2,2022-09-05T19:02:28.118Z,2022-09-06T05:13:23Z,,,,,,,,,,,,,,,,,,,,,,,,,3cu2brlp37h4u00mm5n4hb651,Léo Baptistão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
