id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/13/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2470352535,1,34,16,0,0,4yg9ttzw0m51048doksv8uq5r,1,0,0,2022-10-10T17:45:03.363Z,2022-10-10T19:27:10Z,3835366195,59,"13, 17, 23, 6, 5, 14, 8, 20, 18, 19, 21, 1, 2, 4, 9, 10, 11, 12, 15, 22, 24, 26, 28",3835563351,197,281,3835366197,130,10,3835366191,30,"36bg0k385i4wwarffp6ak1syd, ac5f9msbvijksbq5s2ivwh979, 7wjmaxqunpd84il1p5w4xwrmd, 33r4ae8aivh27ho0ix9mnkedx, elb74prcilvsqzn9jdznrjavp, ewu1skobmxtz4f3z6dbnfm6dx, 8axw2xc0dl8vsdub6nq4nhjo5, f0a2qk3jzxercn67bben5eled, aziqdd6dqjjgr6ifmzve0cz4l, a971j313ztjvcgojpg6u390b9, bkvvapojagxvj17nzk3oy8ct1, c0pl96o1zkrgvukte9zefl591, f54pd3cld0qkc8ol15bk9ye39, b69uny9udp3ab2zccwa0qnrh1, 9ivrglgy0tibv881e1a93psr9, 1ore4ght7ls393tcpbmah9dcl, 1i9mqbswolg91evnmsrf5katx, 8f3eqla9yo5js50fv2tdu5vjd, defkaykmw8lmts2gumfa1jyzt, eg5xrgue41p7yq97ge9iri99m, agmcwbzoertg4l8njpdai7kl, clrlsy05spf55w39f84b7p3sa, 8twklnbsk3tiyw713l06n340k",3835366201,194,elb74prcilvsqzn9jdznrjavp,3835366199,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3835366193,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3835366203,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470354511,1,34,16,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,0,0,2022-10-10T17:51:05.328Z,2022-10-10T19:31:37Z,3835560587,197,348,3835377743,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3835377751,194,9dewnn65ylruq567thg7ebqhh,3835377747,130,17,3835377745,59,"1, 15, 3, 6, 21, 24, 4, 12, 7, 10, 19, 2, 5, 8, 9, 11, 14, 16, 20, 22, 23, 29, 31",3835377749,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3835377741,30,"6ekdnbnk56xlxforb5owt3dn9, 22dchchxwrsty67ultrs61qz9, esk1w6ycz34w1r3te22shohrd, 3n66mcws9belxbv3pu5uwhfu2, 9dewnn65ylruq567thg7ebqhh, 9t88fceutc2x108ga0qkzkafp, 7ubtan6a51o79w469zawrqqqd, baax58gbtxlbuj3duulpms4q1, 3pwr7lqvo4o08c4nvzqpuue39, 2td3iejdken4orcduqrdutrhm, 8b3igmuipfhfzm39ack89de96, dtuwn06lnvxugaj637i553r2t, cjtqtr93yjd3ee7tslzi1bd9l, 3h58t56r9if0oh4qd3gz1wfrp, 2wdjbfzaiokiawrbn5wzsx61h, 6v5jjz9ryqacsd8vovugvlsyd, 9e7b5cm66oxf26fmp33yuppsl, 4uuvyzac4sd4ysjpv9eng1d5h, 9n447dc5s8na89g3ovx9zvbv9, ec26i7ddimq76bit2zz8fbsnp, 3j66drshfcoje5wb7gjybi9qt, ew9uk1caw2zx4qkxj3vb02kx6, 5qh2kdatvb03o8oiqvkaaxje2",3835377753,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470389015,2,32,1,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,0,0,2022-10-10T19:28:28.597Z,2022-10-10T19:28:28Z,3835565173,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470389025,4,32,1,0,0,4yg9ttzw0m51048doksv8uq5r,1,0,0,2022-10-10T19:28:28.597Z,2022-10-11T05:36:03Z,3835565197,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470389027,3,1,1,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,49.9,50,2022-10-10T19:28:28.687Z,2022-10-11T05:49:35Z,3835565207,213,5.5,3835565205,212,2.5,3835565199,56,Center,3835565209,279,S,3835565201,140,51.5,3835565203,141,47.3,3836076993,178,,,,,2td3iejdken4orcduqrdutrhm,Antonio Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470389033,4,1,1,0,1,50x1m4u58lffhq6v6ga1hbxmy,1,52.6,44.3,2022-10-10T19:28:30.186Z,2022-10-11T05:49:54Z,3835565233,140,56.6,3836077103,178,,3835565235,141,10.1,3835565237,212,23.6,3835565231,56,Right,3835565239,213,4.9,,,,,,,8b3igmuipfhfzm39ack89de96,Lee Kang-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470389041,5,1,1,0,4,50x1m4u58lffhq6v6ga1hbxmy,1,55.7,13.4,2022-10-10T19:28:32.801Z,2022-10-11T05:49:58Z,3835565253,56,Back,3835565261,213,2.8,3835565255,140,35.3,3835565257,141,24.5,3836077151,178,,3835565259,212,22.7,,,,,,,22dchchxwrsty67ultrs61qz9,Pablo Maffeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470389067,6,1,1,0,7,50x1m4u58lffhq6v6ga1hbxmy,1,35.8,26.8,2022-10-10T19:28:35.745Z,2022-10-11T05:50:01Z,3835565387,56,Back,3836077177,178,,3835565393,212,14.7,3835565389,140,33.9,3835565395,213,1.7,3835565391,141,48.2,,,,,,,9t88fceutc2x108ga0qkzkafp,M. Valjent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470389081,7,1,1,0,12,50x1m4u58lffhq6v6ga1hbxmy,1,41.5,50.9,2022-10-10T19:28:41.185Z,2022-10-11T05:50:12Z,3835565447,140,48.1,3836077247,178,,3835565445,56,Back,3835565449,141,40.2,3835565453,213,5.5,3835565451,212,10.0,,,,,,,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470389099,8,1,1,0,14,50x1m4u58lffhq6v6ga1hbxmy,1,46.6,44,2022-10-10T19:28:42.771Z,2022-10-11T05:50:19Z,3835565541,141,51.5,3835565545,213,2.7,3835565537,56,Back,3836077325,178,,3835565539,140,36.4,3835565543,212,11.9,,,,,,,7ubtan6a51o79w469zawrqqqd,Ruíz de Galarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
