id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2472778591,1,34,16,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2022-10-16T11:01:35.647Z,2022-10-16T12:01:10Z,3848276649,30,"w503zyr8ipyobglth281uklx, b91n9sdabth8oocdawayybdud, bj929w5yi7lnz36jxsi5qnq7e, 80aqmv4ht6rs1812qrr5j8kix, 48gjuou5eashpj8wbwd18iju1, 6xulax65kp4aid70nk7g5jr2t, dvrk8qmt9ta4c3kvjgsad7t91, 5vhikvmcesruckmfcfmm0q8d1, 6akzpi6rd6qq0ke07ojnhpoet, 1qkep5ck252k1g3oqza5ygh61, 13ll29mtf7pxwz1yf0i40tsd1, e35v2pspdgl7t769d57e67ob9, 21vx56lpd276xqbu11ubkf78q, atigcsq78g14w82lwvay26aj9, 8rb37jdev612rfbrbp8zovs9h, 1zjmgapwre4picauko9gnemll, dkt9892ixwnz1bkmgileo71sl, cme92rbmqszu51sjm99ho8a21, 7aoe0u87gxgv9tvgrotcfue7e, 7bs0ph4yksf6lvkg91u9nqzqi, et849xmcdgsy5itb8i4w7qkq2, 7y8ns61qioqu7kfsqzkvkwhuy, dqiuqhsqsayvldfazfnp8d46i",3848276659,194,5vhikvmcesruckmfcfmm0q8d1,3848276657,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848276661,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848531655,197,16475,3848276653,59,"1, 18, 12, 3, 5, 24, 23, 4, 19, 14, 21, 6, 7, 8, 9, 13, 15, 16, 17, 20, 22, 30, 33",3848276655,130,2,3848276651,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472780025,1,34,16,0,0,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2022-10-16T11:03:35.155Z,2022-10-16T12:01:13Z,3848531835,197,279,3848284049,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848284047,130,21,3848284053,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848284043,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3848284041,30,"c1b9p5bk8hfyw0bi6thva0lw5, 7k2alak95p1u2ysftwwiaqsid, 40gxfsz7bgrkdudqewlpxzyzt, e3czx0nsuw10acnftbr8ud0bt, 3qrk8nw6nc8o96n7jr1az21ux, e8s9ssopq5nmp51zymvqp8jbp, ea5xlslcii56ycrlmyo6uiimt, 37b6tzaexinmfadvi4you5wmi, cs2yx3hiqjsb4i5ul2r5kmdat, 2ge9oa66xgsefhhpvuboua76x, 5ez2huoeh2g3ijpgr7m15lg5, c3sl9ajm4q424r4u37iath3hl, 64h0x8sur55l07oaiuog4v2z9, 2aumz6rtq4ufba7z7zn5v8frp, 59ndqnsvggsoek170rdqyd1w5, 9g4devlvymukexrvfgkipd6tx, e91yegwfliqhfy9yyk19otafo, cbym98g15egnbeda05mt3drrp, adwkydlkclg8u72rxh51lvkyd, 1lym8zscp7l8icay2cya7cauh, 3sy16pz110zmyq073ao24l1ck",3848284051,194,7k2alak95p1u2ysftwwiaqsid,3848284045,59,"1, 2, 17, 8, 15, 4, 5, 28, 10, 18, 11, 3, 7, 9, 13, 14, 19, 20, 21, 23, 26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472831201,2,32,1,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2022-10-16T12:01:17.717Z,2022-10-16T12:01:22Z,3848532005,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472831209,2,32,1,0,0,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2022-10-16T12:01:17.717Z,2022-10-17T00:32:37Z,3848532047,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472831253,3,1,1,0,0,6f27yvbqcngegwsg2ozxxdj4,1,50,50,2022-10-16T12:01:17.917Z,2022-10-17T02:52:04Z,3848532301,279,S,3848532297,212,20.4,3848532299,213,3.4,3848532295,141,42.2,3848532291,56,Back,3851505119,178,,3848532293,140,31.2,,,,37b6tzaexinmfadvi4you5wmi,Gabri Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472831265,4,1,1,0,3,6f27yvbqcngegwsg2ozxxdj4,1,30.6,40.9,2022-10-16T12:01:20.797Z,2022-10-17T02:52:11Z,3851505283,178,,3848532371,212,16.7,3848532365,56,Back,3848532373,213,5.0,3848532369,141,17.1,3848532367,140,34.5,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472831271,5,1,1,0,5,6f27yvbqcngegwsg2ozxxdj4,1,33.8,17.7,2022-10-16T12:01:22.837Z,2022-10-17T02:52:16Z,3848532397,140,38.1,3848532399,141,2.9,3848532403,213,5.1,3851505355,178,,3848532395,56,Back,3848532401,212,11.0,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473407647,884,43,1,0,6,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2022-10-16T12:01:23.766Z,2022-10-17T04:59:36Z,3851618779,178,0,3851618829,144,82,,,,,,,,,,,,,,,,,,,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473427793,1383,83,1,0,7,63f5h8t5e9qm1fqmvfkb23ghh,1,63.6,96.5,2022-10-16T12:01:24.876Z,2022-10-17T06:37:30Z,3851713523,399,76508,,,,,,,,,,,,,,,,,,,,,,6akzpi6rd6qq0ke07ojnhpoet,A. Sørloth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472831305,6,1,1,0,7,6f27yvbqcngegwsg2ozxxdj4,1,37.7,2.9,2022-10-16T12:01:24.877Z,2022-10-17T02:52:19Z,3848532569,56,Right,3848532577,213,0.0,3848532575,212,29.2,3848532571,140,65.5,3848532573,141,4.7,3851505433,178,,,,,,,,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
