id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/10/value,keyPass,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/19/value
2445466169,1,34,16,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2022-08-13T15:51:24.447Z,2022-08-13T16:53:12Z,3702916271,130,2,3702916273,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3702916267,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3702916269,59,"13, 8, 24, 6, 3, 4, 21, 10, 26, 7, 19, 1, 5, 11, 12, 20, 22, 23, 30, 35",3702916275,194,e615cmv1tfzu84f0z8mwi5711,3703123029,197,284,3702916265,30,"1lgrnaje6y7un5dzzll84p91, 5soi8e2hlk77rlsbsl76hg3xl, eh70fwampgdyfv3hu25o2qx, 5mx86rwy0u4xi1b5kqin4lhx, e615cmv1tfzu84f0z8mwi5711, 57s7gfvt5btbfzm600wn7df55, 4eezya3lwcwur6c8s6rl0rzvu, c29mprqv2ulztd22b6uckczx1, amcwh6w0brmkttg4uc5qm6z9w, 2biwwlvzgsu5kmyw5w1adpmtx, a7bs2dkwmy1cjryql6z3n9kut, 76r2yw3wtql61qh5l0yumdn85, aza9jho12wrfa3oczxoj670mh, 3bm08rp9rgzh6cjhk0picxs6h, 87g6qlasqe627i5g7ir30j2sp, 12qc3dkodeb8ykg6pc0kqf2l1, 9y7202khwzb48ea7im646m11x, 7c2qwyzh82a45s25zmdahrd91, 5zoz3mjooujpv0wdcphyrztd6, eiqcjlj9kmitoj8g50vaglawa",3702916277,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445476385,1,34,16,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-08-13T16:00:58.561Z,2022-08-13T17:03:01Z,3702970643,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3702970639,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3702970637,130,7,3703122843,197,273,3702970635,59,"25, 2, 18, 8, 24, 15, 11, 17, 7, 6, 19, 1, 4, 5, 10, 12, 21, 22, 23, 27, 30, 31, 32",3702970641,194,b6rbjpzuq9vo9kdil1tlyl2ad,3702970633,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3702970631,30,"5vyiq10fusxvrx4tajz9lmg9h, d8v7fh30bn0rbhj0lgn1j17th, 3zyib6lm9w7bi6lbek5m0dbrp, 234yd91ki5snm5wipuxzogkp, 3fatiz92fyc3cn91ca11i0iqd, 81egd7oua1lfq2j8lke5z0ueh, 2z183ceh099zdd3wq5fvs1aay, b6rbjpzuq9vo9kdil1tlyl2ad, 25txz41mi9auu289jliapd6tx, 1whtyw1adggpz4j1xp7sjbeg9, 2do89l8kf9yuelzq1b5mo549h, 74gwlzg12wr9pkwmdh9xpa505, 66t7zm54jgmcjtiizl9g0rkkp, 9f83clp1v95kvlxdb376tgbth, 2z101tpx36mno6neclyrym8yd, 7v5zw48zp3pxd39q1i2qmul79, 46gpq48n4d5bntwa8v2t78hcl, 3tbzdsya9q8uiwpunluutobf9, 6sj650wwmo08r10xzz2l9xkut, dka9aakcyyvh98m2uhkvs6qz8, a71gkmuckp1pjbkqoczfljcb8, d8om2m3knmfqt17u5emlapi50, b64ooee68x644gdibifgssrh0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445511803,2,32,1,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-08-13T17:01:35.687Z,2022-08-13T23:22:33Z,3703150417,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445511785,2,32,1,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2022-08-13T17:01:35.687Z,2022-08-13T17:01:36Z,3703150305,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445511911,3,1,1,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,50,50,2022-08-13T17:01:35.847Z,2022-08-14T03:54:18Z,3703150931,140,30.6,3703150933,141,46.4,3705388385,178,,3703150935,212,20.5,3703150939,279,S,3703150937,213,3.3,3703150929,56,Back,,,,amcwh6w0brmkttg4uc5qm6z9w,N. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445511917,4,1,1,0,1,74mcjsm72vr3l9pw2i4qfjchj,1,30.6,46.4,2022-08-13T17:01:37.563Z,2022-08-14T03:54:28Z,3703150973,141,51.5,3703150971,140,31.0,3703150977,213,1.5,3703150975,212,3.5,3705388591,178,,3703150969,56,Back,,,,,,,e615cmv1tfzu84f0z8mwi5711,Raúl Albiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445511927,5,1,1,0,3,74mcjsm72vr3l9pw2i4qfjchj,0,31,51.5,2022-08-13T17:01:39.070Z,2022-08-14T03:54:31Z,3703151025,56,Center,3705388665,178,,3703151027,140,97.2,3703151029,141,30.5,3703151039,1,,3703151037,213,6.1,3703151033,212,71.0,3703151023,155,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445511955,3,49,1,0,8,4jelr92fsge73q39is6qvhxb3,1,2.2,72.4,2022-08-13T17:01:43.888Z,2022-08-14T03:54:37Z,,,,,,,,,,,,,,,,,,,,,,,,,5vyiq10fusxvrx4tajz9lmg9h,Asenjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445512019,4,1,1,0,11,4jelr92fsge73q39is6qvhxb3,1,3.9,67.3,2022-08-13T17:01:46.958Z,2022-08-14T03:54:43Z,3703151659,56,Back,3705389029,178,,3703151667,141,33.4,3703151673,213,5.0,3703151663,140,9.5,3703151671,212,23.8,,,,,,,5vyiq10fusxvrx4tajz9lmg9h,Asenjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445512039,5,1,1,0,14,4jelr92fsge73q39is6qvhxb3,1,8.5,30.4,2022-08-13T17:01:49.970Z,2022-08-14T03:56:12Z,3703151771,56,Back,3703151773,140,19.5,3703151775,141,7.0,3705390879,178,,3703151777,212,19.7,3703151779,213,5.3,,,,,,,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
