id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2510458377,1,34,16,0,0,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2023-02-20T18:55:42.848Z,2023-02-20T20:20:13Z,4046682083,194,9see13i1f0n1ju4uhs8sijutx,4046682077,59,"13, 2, 4, 24, 6, 15, 9, 18, 10, 19, 17, 1, 3, 5, 7, 8, 14, 16, 20, 21, 22, 23, 27",4046682075,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4046792259,197,1579,4046682079,130,2,4046682085,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4046682073,30,"vota9gwygxp3wc998tl7ldxx, 9see13i1f0n1ju4uhs8sijutx, qg0ok4244nmslpvxnoj6zn8q, bh4a2zneilpvi1t7etuhkfl61, cue88fm1v1ysfuwhql68czydx, 2o3bka7gokfjkej1f600ovbo5, 5l6e9nd0defapk1w2ucndowr9, 5gorfhj7uwpomrhlso1krxrkl, b64p21hmhsqgrn6n04mk00zpx, 52e2ogoex674bz6pcwluapdxx, entqiwoor6dhwqcg5s82krfth, 1f2t5vsayiiluw330yiw4ft1x, 2zgcbp9g85uxudxadiw3twmvp, ch1lxxbn01at4jmkafy4uevh1, ckne0j1fs5cxufyicjbygdi39, 3f673373jylbr4ir0bklci40l, 8lg4tqh5bepeexbhghyr7pze2, aso41hpuq5oh825n83boc5x0q, dkv5svrbfiq996qchro44dfpx, 5lzbyj5i0cotpry4gneap8c89, 1p6ccbu8hzugj05qtea21rw7p, 32sds4yk7ch30mng0gyzhdk9h, 5mj2vxkh3pmkbwj139mp93n4l",4046682081,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510458631,1,34,16,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2023-02-20T18:59:05.774Z,2023-02-20T20:41:22Z,4046683515,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4046683519,130,4,4046786977,197,1597,4046683517,59,"25, 20, 14, 18, 5, 12, 8, 4, 19, 9, 16, 1, 3, 6, 13, 15, 21, 22, 24, 29, 33, 36, 43",4046683523,194,5b1q9bpe23j98eoy4fwi7ld5h,4046683513,30,"20o2dr1mdk18xhxmkujzgak89, wlqj34ev5mucxtfx6j4tr9at, 5b1q9bpe23j98eoy4fwi7ld5h, 9dc4qkvh0vk5kwymibji00kp, 96w1jlcwuci7kqqfskfsp6191, eucssbf7wamb41y1gixfodivp, 64ctdbd0w5ikj0fkcuu9jdbhm, b2e12l3s3dxgyr8d2rk5qb9ey, 7yieh5r0uzk6d6x9o060c2bfu, 5qgc6zjc38a5xjl35gs7h3vu1, 7yngrviue4iji7w0f9ql07j6x, 23zkmpw4902qf9xvd8z5wptcl, f1e3gi3dx3er2vz7loriw6e39, e7del0ovpcpntqdgh8idxok4p, bqrz2xmu25taby17bl7cycjqh, csqsdjsa4leo6z86qphjuectm, d6kzekcwqw0q8fq6wt6rmyusq, eiz5j566h4fq4wro1t9lfuw2x, 5uig03vbbv71f0q31cp3vfbv9, 66fshzi5f86wt1lwa4kdhiooa, 6o76owze8y78ue9sb49g8kyz8, aqqd7tq7z6bj3wn3u3sz3uuqc, 10ajc7czhwojjz22cxokqkvf8",4046683521,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4046683525,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510479149,2,32,1,0,0,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2023-02-20T20:03:29.888Z,2023-02-21T01:19:20Z,4046794805,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510479145,3,32,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2023-02-20T20:03:29.888Z,2023-02-20T20:03:30Z,4046794791,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510479163,3,1,1,0,0,1n1j0wsl763lq7ee1k0c11c02,1,50.1,50.1,2023-02-20T20:03:30.260Z,2023-02-21T01:22:36Z,4046794883,212,19.2,4046794877,56,Back,4046794879,140,32.2,4046794885,213,3.4,4047069743,178,,4046794881,141,44.2,4046794887,279,S,,,,52e2ogoex674bz6pcwluapdxx,Borja Mayoral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510479171,4,1,1,0,3,1n1j0wsl763lq7ee1k0c11c02,1,35.1,44.5,2023-02-20T20:03:33.386Z,2023-02-21T01:22:40Z,4046794921,56,Left,4046794927,212,49.4,4046794929,213,0.7,4046794931,1,,4046794925,141,91.5,4046794919,155,,4047069797,178,,4046794923,140,71.0,cue88fm1v1ysfuwhql68czydx,Domingos Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510479175,5,1,1,0,5,1n1j0wsl763lq7ee1k0c11c02,1,71,91.5,2023-02-20T20:03:35.518Z,2023-02-21T01:22:44Z,4047069829,388,,4046794963,212,11.5,4046794957,56,Center,4046794961,141,76.5,4046794965,213,5.2,4046794955,3,,4046794959,140,76.0,,,,qg0ok4244nmslpvxnoj6zn8q,G. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510479179,6,1,1,0,6,1n1j0wsl763lq7ee1k0c11c02,0,76,76.5,2023-02-20T20:03:36.564Z,2023-02-21T01:22:53Z,4046794977,155,,4046794983,141,51.8,4046794979,56,Center,4046794985,212,17.9,4046794987,213,5.1,4046794981,140,81.9,4047069881,178,,,,,b64p21hmhsqgrn6n04mk00zpx,E. Ünal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510479185,4,12,1,0,8,ba5e91hjacvma2sjvixn00pjo,1,19.6,49.6,2023-02-20T20:03:38.523Z,2023-02-21T01:22:58Z,4047069965,178,,4046795011,141,47.6,4046795015,213,6.1,4046795009,140,26.3,4046795013,212,7.2,4046795007,56,Back,,,,,,,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510479187,5,49,1,0,8,ba5e91hjacvma2sjvixn00pjo,1,26.3,47.6,2023-02-20T20:03:38.881Z,2023-02-21T01:23:05Z,,,,,,,,,,,,,,,,,,,,,,,,,b2e12l3s3dxgyr8d2rk5qb9ey,Y. Musah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
