id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/9/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,assist
2458907257,1,34,16,0,0,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2022-09-11T17:46:43.193Z,2022-09-11T18:57:54Z,3774408733,194,75079gtd2efpviyo605ozsd79,3774408735,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3774408731,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3774408727,59,"13, 23, 15, 14, 16, 19, 11, 5, 9, 10, 28, 1, 2, 3, 4, 12, 17, 18, 21, 24, 25, 33",3774408729,130,8,3774408723,30,"s96k2x2cts0vo6y6aaeui5zp, euy1s0xo19019kegzcpp1gez9, 3m7wjcmet9b8sc5tu0ct8j0et, 10f06nit2xupshuz4lmazrvth, 7rfcycybym05sbe0j1g6yhfx1, f5blplnlgn04f54kqsfx1b7qh, 7hyo7fy8hospvlvtlfv7q73ai, 73efpm314q2paeacsvp4e8q8l, d12m2oz1lomkc1qxmpht38lat, 75079gtd2efpviyo605ozsd79, 9jxofpmrfh2lil77f9xj22kiy, 1vn3xi2x6vtjor1bt1ob1vk5x, e5rlll2fvd9wsk40o6pztsc0l, 4hhuyat3grozmgba4f55zyajt, dfytsnxfl78jnug9trsa9qv3d, 8hn7wb9jf6unade238t4vl3o5, 9anxnfthjotjwmr3o9j9lzsnp, 4pizap25enja9rtz4g6x5bkd1, 5gtoi90sxc43mbsfxwfv7wzxl, 9226xt1t1m3fy4ob9l2r16609, 6w3xe5mva9ob36uf482xem85x, emvmn561wgd62zj0s3qi5j5rd",3774408725,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3774581773,197,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458908353,1,34,16,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2022-09-11T17:48:25.809Z,2022-09-11T19:04:42Z,3774415169,59,"13, 2, 24, 6, 3, 4, 21, 10, 15, 7, 17, 5, 11, 12, 16, 19, 20, 22, 23, 31, 35",3774415167,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3774415165,30,"1lgrnaje6y7un5dzzll84p91, 6wpnjdlg2p8f19y3gjpz1su6t, eh70fwampgdyfv3hu25o2qx, 5mx86rwy0u4xi1b5kqin4lhx, e615cmv1tfzu84f0z8mwi5711, 57s7gfvt5btbfzm600wn7df55, 4eezya3lwcwur6c8s6rl0rzvu, c29mprqv2ulztd22b6uckczx1, amcwh6w0brmkttg4uc5qm6z9w, 2biwwlvzgsu5kmyw5w1adpmtx, dhtb9gizk25k1u3h0b7xgy4tl, aza9jho12wrfa3oczxoj670mh, 3bm08rp9rgzh6cjhk0picxs6h, dfjph36vcwfj5cevut4x3vf11, 5zoz3mjooujpv0wdcphyrztd6, a7bs2dkwmy1cjryql6z3n9kut, 12qc3dkodeb8ykg6pc0kqf2l1, 9y7202khwzb48ea7im646m11x, 7c2qwyzh82a45s25zmdahrd91, 32uxh37qc6ebx1z4h8qvuvdnt, eiqcjlj9kmitoj8g50vaglawa",3774661173,197,284,3774415173,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3774415177,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3774415175,194,e615cmv1tfzu84f0z8mwi5711,3774415171,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948297,2,32,1,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2022-09-11T19:01:43.816Z,2022-09-11T19:01:44Z,3774650839,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948307,2,32,1,0,0,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2022-09-11T19:01:43.816Z,2022-09-12T04:27:07Z,3774650877,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948335,3,1,1,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,49.9,49.9,2022-09-11T19:01:43.925Z,2022-09-12T05:57:24Z,3774651039,141,49.6,3774651037,140,33.8,3774651035,56,Back,3774651043,213,3.2,3774651045,279,S,3775693641,178,,3774651041,212,16.9,,,,amcwh6w0brmkttg4uc5qm6z9w,N. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948347,4,1,1,0,1,74mcjsm72vr3l9pw2i4qfjchj,1,33.8,49.6,2022-09-11T19:01:45.616Z,2022-09-12T05:57:28Z,3774651119,212,6.0,3774651117,141,58.4,3774651113,56,Back,3774651115,140,34.4,3774651121,213,1.5,3775693695,178,,,,,,,,e615cmv1tfzu84f0z8mwi5711,Raúl Albiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948379,5,1,1,0,3,74mcjsm72vr3l9pw2i4qfjchj,0,34.5,58.4,2022-09-11T19:01:46.944Z,2022-09-12T05:57:31Z,3774651285,141,8.4,3774651283,140,77.0,3774651289,212,56.1,3774651281,56,Right,3775693739,178,,3774651291,213,5.6,3774651279,155,,3774651293,1,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948373,3,44,1,0,5,ah8dala7suqqkj04n2l8xz4zd,1,25.8,90.9,2022-09-11T19:01:48.924Z,2022-09-15T01:55:41Z,3774651269,285,,3774651267,56,Back,3774651351,233,6,,,,,,,,,,,,,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948387,6,44,1,0,5,74mcjsm72vr3l9pw2i4qfjchj,0,74.2,9.1,2022-09-11T19:01:48.925Z,2022-09-15T01:55:39Z,3774651321,56,Right,3774651371,233,3,3774651323,286,,,,,,,,,,,,,,,,,4eezya3lwcwur6c8s6rl0rzvu,Yeremy Pino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948391,4,12,1,0,6,ah8dala7suqqkj04n2l8xz4zd,1,28.5,90.3,2022-09-11T19:01:50.077Z,2022-09-12T10:09:04Z,3775693823,388,,3774652169,15,,3774651339,140,36.4,3774651337,56,Back,3774651345,213,5.4,3774651343,212,13.8,3774651341,141,74.0,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948405,7,1,1,0,8,74mcjsm72vr3l9pw2i4qfjchj,1,71.4,25.3,2022-09-11T19:01:52.308Z,2022-09-12T06:10:11Z,3774651451,213,4.0,3775704149,178,,3774651449,212,12.5,3774651443,56,Right,3774651447,141,11.8,3774651445,140,63.3,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948411,8,1,1,0,9,74mcjsm72vr3l9pw2i4qfjchj,1,63.3,11.8,2022-09-11T19:01:53.719Z,2022-09-12T06:10:15Z,3774651491,141,3.5,3774651495,213,5.2,3774651493,212,6.6,3775704215,178,,3774651487,56,Right,3774651489,140,66.5,,,,,,,5mx86rwy0u4xi1b5kqin4lhx,É. Capoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948423,9,1,1,0,11,74mcjsm72vr3l9pw2i4qfjchj,1,66.5,3.5,2022-09-11T19:01:54.972Z,2022-09-12T06:10:22Z,3774651591,212,9.7,3774651593,213,0.0,3774651587,140,75.7,3774651589,141,4.2,3774651585,56,Right,3775704337,178,,,,,,,,6wpnjdlg2p8f19y3gjpz1su6t,Kiko Femenía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459140539,820,67,1,0,11,74mcjsm72vr3l9pw2i4qfjchj,1,75.6,4,2022-09-11T19:01:55.815Z,2022-09-12T10:09:04Z,3775731855,233,776,,,,,,,,,,,,,,,,,,,,,,4eezya3lwcwur6c8s6rl0rzvu,Yeremy Pino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459140537,776,67,1,0,12,ah8dala7suqqkj04n2l8xz4zd,0,24.4,96,2022-09-11T19:01:55.816Z,2022-09-12T06:38:31Z,3775731859,233,820,,,,,,,,,,,,,,,,,,,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948435,10,1,1,0,12,74mcjsm72vr3l9pw2i4qfjchj,0,75.5,4.2,2022-09-11T19:01:55.840Z,2022-09-12T10:09:04Z,3774651647,56,Right,3774651649,140,77.1,3774651653,212,10.9,3774651655,213,1.4,3775704375,178,,3774651651,141,20.0,,,,,,,4eezya3lwcwur6c8s6rl0rzvu,Yeremy Pino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948419,5,49,1,0,14,ah8dala7suqqkj04n2l8xz4zd,1,27.2,82.5,2022-09-11T19:01:57.844Z,2022-09-12T06:10:33Z,,,,,,,,,,,,,,,,,,,,,,,,,f5blplnlgn04f54kqsfx1b7qh,Luiz Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948437,6,1,1,0,14,ah8dala7suqqkj04n2l8xz4zd,0,26.9,82.1,2022-09-11T19:01:57.891Z,2022-09-12T06:10:37Z,3774651667,141,69.9,3774651663,56,Back,3774651669,212,12.4,3774651665,140,35.7,3774651671,213,5.6,3775704539,178,,,,,,,,f5blplnlgn04f54kqsfx1b7qh,Luiz Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948445,11,49,1,0,15,74mcjsm72vr3l9pw2i4qfjchj,1,73.3,23.4,2022-09-11T19:01:59.200Z,2022-09-12T06:11:51Z,,,,,,,,,,,,,,,,,,,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948505,12,2,1,0,16,74mcjsm72vr3l9pw2i4qfjchj,1,70.1,24.8,2022-09-11T19:02:00.154Z,2022-09-12T06:11:56Z,3774652033,141,22.3,3774652029,56,Center,3774652027,7,2biwwlvzgsu5kmyw5w1adpmtx,3774652031,140,80.2,3775705621,178,,,,,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948509,7,55,1,0,16,ah8dala7suqqkj04n2l8xz4zd,1,20.2,73.2,2022-09-11T19:02:00.155Z,2022-09-12T06:11:56Z,,,,,,,,,,,,,,,,,,,,,,,,,f5blplnlgn04f54kqsfx1b7qh,Luiz Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948593,8,1,1,0,28,ah8dala7suqqkj04n2l8xz4zd,1,13.3,75.2,2022-09-11T19:02:12.445Z,2022-09-12T06:12:25Z,3774652503,141,52.2,3774652507,213,4.3,3774652505,212,17.0,3774652501,140,6.9,3774653653,189,,3775706043,178,,3774652499,56,Back,3774652497,241,,f5blplnlgn04f54kqsfx1b7qh,Luiz Felipe,3774652495,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948621,9,1,1,0,31,ah8dala7suqqkj04n2l8xz4zd,1,7.3,51.1,2022-09-11T19:02:15.095Z,2022-09-12T06:12:30Z,3774652641,56,Back,3775706095,178,,3774652645,141,23.5,3774652649,213,5.0,3774652643,140,12.7,3774652647,212,19.6,,,,,,,s96k2x2cts0vo6y6aaeui5zp,Rui Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948629,10,1,1,0,33,ah8dala7suqqkj04n2l8xz4zd,1,13.4,22.3,2022-09-11T19:02:17.386Z,2022-09-12T06:12:35Z,3774652691,212,13.2,3774652693,213,5.2,3774652689,141,5.5,3774652687,140,19.7,3774652685,56,Back,3775706151,178,,,,,,,,7rfcycybym05sbe0j1g6yhfx1,G. Pezzella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948673,11,1,1,0,35,ah8dala7suqqkj04n2l8xz4zd,1,20.9,5.3,2022-09-11T19:02:19.578Z,2022-09-12T06:12:39Z,3774652953,213,6.2,3774652947,141,3.4,3774652943,56,Back,3774652949,212,16.3,3774652945,140,36.4,3775706211,178,,,,,,,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948691,12,1,1,0,40,ah8dala7suqqkj04n2l8xz4zd,0,29.1,10.1,2022-09-11T19:02:24.315Z,2022-09-12T06:12:44Z,3774653051,212,19.3,3775706281,178,,3774653045,56,Back,3774653047,140,23.0,3774653049,141,36.8,3774653053,213,1.9,,,,,,,75079gtd2efpviyo605ozsd79,Sergio Canales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948705,13,49,1,0,42,74mcjsm72vr3l9pw2i4qfjchj,1,77.5,62.4,2022-09-11T19:02:26.343Z,2022-09-12T06:12:49Z,,,,,,,,,,,,,,,,,,,,,,,,,2biwwlvzgsu5kmyw5w1adpmtx,Gerard Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948717,14,1,1,0,43,74mcjsm72vr3l9pw2i4qfjchj,0,77.5,62.4,2022-09-11T19:02:26.966Z,2022-09-12T06:12:55Z,3775706465,178,,3774653235,236,,3774653237,233,13,3774653241,286,,3774653217,141,66.2,3774653219,212,3.7,3774653213,56,Center,3774653215,140,80.0,2biwwlvzgsu5kmyw5w1adpmtx,Gerard Moreno,3774653221,213,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948713,13,74,1,0,43,ah8dala7suqqkj04n2l8xz4zd,1,22.1,38.2,2022-09-11T19:02:27.102Z,2022-09-12T06:13:00Z,3774653199,285,,3774653197,56,Back,3774653259,233,14,3775706571,178,,,,,,,,,,,,,,7rfcycybym05sbe0j1g6yhfx1,G. Pezzella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948775,15,1,1,0,45,74mcjsm72vr3l9pw2i4qfjchj,1,75.9,72.4,2022-09-11T19:02:28.851Z,2022-09-12T06:13:07Z,3774653599,212,11.2,3774653593,56,Left,3774653597,141,86.8,3774653595,140,81.0,3775706651,178,,3774653601,213,1.1,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459194849,1361,83,1,0,47,ah8dala7suqqkj04n2l8xz4zd,1,21.1,25.1,2022-09-11T19:02:31.303Z,2022-09-12T09:13:55Z,3775940777,399,200826,,,,,,,,,,,,,,,,,,,,,,75079gtd2efpviyo605ozsd79,Sergio Canales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948807,16,1,1,0,49,74mcjsm72vr3l9pw2i4qfjchj,1,76.6,72.8,2022-09-11T19:02:33.690Z,2022-09-12T06:13:14Z,3774653785,213,3.2,3774653783,212,8.1,3775706725,178,,3774653781,141,71.7,3774653779,140,68.9,3774653777,56,Center,,,,,,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458948827,17,1,1,0,54,74mcjsm72vr3l9pw2i4qfjchj,1,62.3,66,2022-09-11T19:02:37.830Z,2022-09-12T06:13:33Z,3774653885,212,12.7,3774653887,213,3.8,3774653883,141,54.4,3774653881,140,52.8,3775706921,178,,3774653879,56,Center,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
