id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/9/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2499340071,9,1,1,0,19,4jelr92fsge73q39is6qvhxb3,0,40,93,2023-01-21T17:32:01.825Z,2023-01-22T06:54:09Z,3988272847,141,91.1,3988272851,213,5.6,3989447453,178,,3988272999,236,,3988272849,212,2.1,3988272845,140,41.6,3988272843,56,Back,3988273005,286,,7v5zw48zp3pxd39q1i2qmul79,L. Olaza,3988273001,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340091,3,74,1,0,19,4ku8o6uf87yd8iecdalipo6wd,1,64.3,3.7,2023-01-21T17:32:01.969Z,2023-01-22T06:54:12Z,3989447497,178,,3988272967,56,Right,3988273007,233,9,3988272969,285,,,,,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340659,14,3,1,0,20,4ku8o6uf87yd8iecdalipo6wd,0,58.7,5.9,2023-01-21T17:32:03.142Z,2023-01-22T06:55:20Z,3988447273,286,,3988447439,211,,3989123009,465,,3988275845,56,Right,3989448469,178,,,,,,,,,,,6fdvv4zs5pl6qj7pp6tsp5iad,Á. Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340121,10,1,1,0,22,4jelr92fsge73q39is6qvhxb3,1,28.8,78.8,2023-01-21T17:32:04.579Z,2023-01-22T06:55:26Z,3988273119,141,70.8,3988273115,56,Back,3988273121,212,9.6,3988273123,213,3.7,3988273117,140,21.3,3989448549,178,,,,,,,,7v5zw48zp3pxd39q1i2qmul79,L. Olaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340145,11,1,1,0,24,4jelr92fsge73q39is6qvhxb3,1,21.2,71.1,2023-01-21T17:32:06.468Z,2023-01-22T06:55:29Z,3988273249,212,21.8,3989448601,178,,3988273243,56,Back,3988273245,140,4.0,3988273251,213,3.7,3988273247,141,53.2,,,,,,,b64ooee68x644gdibifgssrh0,David Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340175,12,1,1,0,27,4jelr92fsge73q39is6qvhxb3,0,5.4,48.2,2023-01-21T17:32:10.035Z,2023-01-22T06:55:33Z,3988273409,213,5.3,3988273403,140,26.2,3989448667,178,,3988273405,141,0.0,3988273401,56,Back,3988273411,1,,3988273407,212,40.2,3988273399,155,,74gwlzg12wr9pkwmdh9xpa505,Jordi Masip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340285,4,5,1,0,30,4ku8o6uf87yd8iecdalipo6wd,1,67.8,101.8,2023-01-21T17:32:12.514Z,2023-01-22T06:55:40Z,3988273939,56,Left,3988273943,233,13,3988273941,347,,,,,,,,,,,,,,,,,6fdvv4zs5pl6qj7pp6tsp5iad,Á. Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340179,13,5,1,0,30,4jelr92fsge73q39is6qvhxb3,0,32.2,-1.8,2023-01-21T17:32:12.514Z,2023-01-22T06:55:40Z,3988273429,347,,3988273977,233,4,3988273427,56,Back,,,,,,,,,,,,,,,,d8v7fh30bn0rbhj0lgn1j17th,Luis Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340297,5,1,1,0,35,4ku8o6uf87yd8iecdalipo6wd,1,65.7,100,2023-01-21T17:32:18.141Z,2023-01-22T06:56:18Z,3988274003,107,,3988274005,56,Left,3988274009,141,92.6,3988274303,189,,3988274007,140,63.6,3988274013,213,4.4,3988274011,212,6.6,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340983,16,1,1,0,38,4ku8o6uf87yd8iecdalipo6wd,1,67,89.2,2023-01-21T17:32:21.055Z,2023-01-22T06:56:21Z,3988278113,189,,3988278043,141,96.4,3989449249,178,,3988278045,212,5.1,3988278041,140,68.4,3988278039,56,Left,3988278047,213,1.3,,,,ejcyvgclry4g5pc2rtptifphx,T. Lemar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340989,17,50,1,0,42,4ku8o6uf87yd8iecdalipo6wd,1,62.5,98,2023-01-21T17:32:24.602Z,2023-01-22T06:56:43Z,3988278239,56,Left,3988449133,233,423,3988449051,286,,,,,,,,,,,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499372857,423,7,1,0,42,4jelr92fsge73q39is6qvhxb3,0,37.5,2,2023-01-21T17:32:24.713Z,2023-01-22T06:56:51Z,3989123623,384,,3988448639,189,,3989449701,178,,3988449079,285,,3988448555,56,Back,3988449095,233,17,,,,,,,d8v7fh30bn0rbhj0lgn1j17th,Luis Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340305,6,1,1,0,43,4ku8o6uf87yd8iecdalipo6wd,0,63.3,98.9,2023-01-21T17:32:26.394Z,2023-01-22T06:56:56Z,3988274053,212,4.2,3988274217,233,14,3989449761,178,,3988274049,140,59.3,3988274055,213,3.2,3988274051,141,98.3,3988274047,56,Left,3988274221,286,,ejcyvgclry4g5pc2rtptifphx,T. Lemar,3988274215,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340335,14,74,1,0,44,4jelr92fsge73q39is6qvhxb3,1,30.4,5.6,2023-01-21T17:32:26.505Z,2023-01-22T06:57:00Z,3988274165,56,Back,3989449827,178,,3988274237,233,6,3988274167,285,,,,,,,,,,,,,,cj24ptt1lvwh7hakewqydobf9,S. Weissman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340349,15,5,1,0,45,4jelr92fsge73q39is6qvhxb3,0,32,-1.8,2023-01-21T17:32:27.735Z,2023-01-22T06:57:04Z,3988279687,233,22,3988274233,56,Back,3988274235,347,,,,,,,,,,,,,,,,,cj24ptt1lvwh7hakewqydobf9,S. Weissman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499341323,22,5,1,0,45,4ku8o6uf87yd8iecdalipo6wd,1,68,101.8,2023-01-21T17:32:27.735Z,2023-01-22T06:57:03Z,3988279643,56,Left,3988279663,233,15,3988279645,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340493,7,1,1,0,59,4ku8o6uf87yd8iecdalipo6wd,1,61.4,100,2023-01-21T17:32:41.529Z,2023-01-22T06:57:07Z,3988278483,107,,3988274997,140,72.0,3988274999,141,96.5,3988274995,56,Left,3988275003,213,6.0,3988275001,212,11.5,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340507,8,1,1,1,0,4ku8o6uf87yd8iecdalipo6wd,1,72.1,97.7,2023-01-21T17:32:42.681Z,2023-01-22T06:57:13Z,3988275089,213,4.7,3988275083,140,72.0,3988275085,141,89.1,3988275081,56,Left,3989450027,178,,3988275087,212,5.8,,,,,,,46kq5653o302ebz4o5yzsss0l,Álvaro Morata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499564097,960,83,1,1,1,4jelr92fsge73q39is6qvhxb3,1,24.6,10.2,2023-01-21T17:32:44.132Z,2023-01-22T07:32:37Z,3989478001,399,167449,,,,,,,,,,,,,,,,,,,,,,2z101tpx36mno6neclyrym8yd,Óscar Plano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340521,9,1,1,1,2,4ku8o6uf87yd8iecdalipo6wd,1,74.3,88.5,2023-01-21T17:32:45.078Z,2023-01-22T06:57:20Z,3988275163,56,Left,3988275165,140,60.4,3988275167,141,87.3,3988275169,212,14.6,3988275171,213,3.2,3989450125,178,,,,,,,,ejcyvgclry4g5pc2rtptifphx,T. Lemar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340551,10,1,1,1,3,4ku8o6uf87yd8iecdalipo6wd,1,66.1,86.1,2023-01-21T17:32:45.873Z,2023-01-22T06:57:24Z,3988275329,141,56.9,3989450171,178,,3988275333,213,4.6,3988275325,56,Center,3988275331,212,19.9,3988275327,140,64.7,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340599,11,1,1,1,7,4ku8o6uf87yd8iecdalipo6wd,1,68.1,44.5,2023-01-21T17:32:50.004Z,2023-01-22T06:57:29Z,3988275517,212,21.9,3988275519,213,5.4,3988275515,141,19.1,3989450253,178,,3988275511,56,Right,3988275513,140,80.9,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340617,12,1,1,1,10,4ku8o6uf87yd8iecdalipo6wd,1,84.9,22.1,2023-01-21T17:32:52.945Z,2023-01-22T06:57:35Z,3988275611,213,0.1,3989450317,178,,3988275607,141,23.8,3988275609,212,10.8,3988275603,56,Center,3988275605,140,95.1,,,,,,,6fdvv4zs5pl6qj7pp6tsp5iad,Á. Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340635,13,1,1,1,11,4ku8o6uf87yd8iecdalipo6wd,0,96,23.9,2023-01-21T17:32:54.337Z,2023-01-22T06:57:38Z,3988275697,213,1.9,3989450383,178,,3989131311,20,,3989131309,224,,3988275693,141,41.0,3988275695,212,12.2,3988275681,2,,3988275691,140,92.6,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,3988275689,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340673,16,12,1,1,12,4jelr92fsge73q39is6qvhxb3,1,9.2,61.8,2023-01-21T17:32:54.882Z,2023-01-22T06:57:44Z,3988275919,212,36.6,3988275913,56,Back,3988275915,140,41.3,3988275921,213,0.4,3988275917,141,82.6,3989450481,178,,,,,,,,b64ooee68x644gdibifgssrh0,David Torres,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340677,17,49,1,1,16,4jelr92fsge73q39is6qvhxb3,1,42.1,82.7,2023-01-21T17:32:59.190Z,2023-01-22T06:57:51Z,,,,,,,,,,,,,,,,,,,,,,,,,25txz41mi9auu289jliapd6tx,Sergio León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340827,18,13,1,1,24,4jelr92fsge73q39is6qvhxb3,1,85.6,80.6,2023-01-21T17:33:07.311Z,2023-01-22T06:57:55Z,3988276683,56,Left,3988277413,103,58.3,3988277033,23,,3988277405,29,,3988277401,120,,3988277417,230,98.0,3989450665,178,,3988277407,55,16,25txz41mi9auu289jliapd6tx,Sergio León,3988277419,231,53.8,,3989133419,87,3988277415,215,3988277411,102,42.0,3988277035,20,3988276873,69,,,,,,,,,,,,,,,,,,,
2499340821,15,5,1,1,26,4ku8o6uf87yd8iecdalipo6wd,1,-1.4,55.6,2023-01-21T17:33:09.299Z,2023-01-22T06:58:00Z,3988276639,56,Back,3988276763,233,19,3988276641,346,,,,,,,,,,,,,,,,,59234as8h70fejyfm7492np3p,A. Witsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340837,19,5,1,1,26,4jelr92fsge73q39is6qvhxb3,0,101.4,44.4,2023-01-21T17:33:09.299Z,2023-01-22T06:57:59Z,3988276731,346,,3988276773,233,15,3988276729,56,Center,,,,,,,,,,,,,,,,25txz41mi9auu289jliapd6tx,Sergio León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499341175,18,1,1,1,58,4ku8o6uf87yd8iecdalipo6wd,0,4,50,2023-01-21T17:33:40.430Z,2023-01-22T06:58:07Z,3988278441,74,,3988278433,212,66.4,3988278423,124,,3988278431,141,58.5,3988278435,213,0.1,3988278425,155,,3988278429,140,67.0,3988278427,56,Center,2yt9oajv9dkbju8tgy1g2nmqd,J. Oblak,3988278437,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499341187,20,44,1,2,1,4jelr92fsge73q39is6qvhxb3,1,35,37.4,2023-01-21T17:33:43.590Z,2023-01-22T08:46:20Z,3988278563,233,19,3988278499,285,,3988278497,56,Back,,,,,,,,,,,,,,,,81egd7oua1lfq2j8lke5z0ueh,J. El Yamiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499341195,19,44,1,2,1,4ku8o6uf87yd8iecdalipo6wd,0,65,62.6,2023-01-21T17:33:43.591Z,2023-01-22T06:58:15Z,3988278521,286,,3988278599,233,20,3988278519,56,Center,,,,,,,,,,,,,,,,46kq5653o302ebz4o5yzsss0l,Álvaro Morata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499341197,21,1,1,2,1,4jelr92fsge73q39is6qvhxb3,0,36.5,35.1,2023-01-21T17:33:43.659Z,2023-01-22T08:46:20Z,3988278531,141,15.9,3988278535,213,5.1,3988278525,3,,3988278533,212,14.2,3988278529,140,41.7,3989450977,388,,3988278527,56,Back,,,,81egd7oua1lfq2j8lke5z0ueh,J. El Yamiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499341263,20,1,1,2,3,4ku8o6uf87yd8iecdalipo6wd,1,57.5,90.5,2023-01-21T17:33:46.122Z,2023-01-22T06:58:52Z,3988278863,140,63.1,3988278865,141,81.9,3988278861,56,Left,3988278869,213,5.5,3989451099,178,,3988278867,212,8.3,,,,,,,ejcyvgclry4g5pc2rtptifphx,T. Lemar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499341313,21,1,1,2,9,4ku8o6uf87yd8iecdalipo6wd,1,56.1,76.8,2023-01-21T17:33:51.499Z,2023-01-22T06:58:57Z,3988279053,1,,3988279051,213,4.9,3989451491,178,,3988279047,141,22.0,3988279049,212,38.3,3988279043,56,Center,3988279041,155,,3988279045,140,64.5,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499341363,23,1,1,2,15,4ku8o6uf87yd8iecdalipo6wd,1,66.1,19.6,2023-01-21T17:33:58.077Z,2023-01-22T06:59:03Z,3988279233,140,62.5,3988279235,141,42.7,3988279231,56,Center,3988279239,213,1.8,3989451579,178,,3988279237,212,16.2,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499341405,24,1,1,2,17,4ku8o6uf87yd8iecdalipo6wd,1,62.7,37.6,2023-01-21T17:34:00.188Z,2023-01-22T06:59:08Z,3988279447,141,34.3,3988279453,213,5.7,3988279449,212,4.0,3988279443,56,Center,3989451649,178,,3988279445,140,65.9,,,,,,,b9kfek16otvdorssn0wzkb36d,Koke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499564657,984,83,1,2,19,4jelr92fsge73q39is6qvhxb3,1,29.4,69.3,2023-01-21T17:34:02.079Z,2023-01-22T07:36:18Z,3989480987,399,156223,,,,,,,,,,,,,,,,,,,,,,1whtyw1adggpz4j1xp7sjbeg9,Álvaro Aguado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499341425,25,1,1,2,19,4ku8o6uf87yd8iecdalipo6wd,1,67.5,31.3,2023-01-21T17:34:02.082Z,2023-01-22T06:59:32Z,3988279549,212,18.7,3988279545,140,71.3,3989451947,178,,3988279543,56,Right,3988279547,141,4.4,3988279551,213,4.9,,,,,,,6fdvv4zs5pl6qj7pp6tsp5iad,Á. Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499341461,26,1,1,2,22,4ku8o6uf87yd8iecdalipo6wd,1,71.1,4,2023-01-21T17:34:04.419Z,2023-01-22T06:59:36Z,3988451933,4,,3988279789,212,27.2,3988279791,213,1.0,3988279785,140,86.0,3988279783,56,Center,3989452067,178,,3988279787,141,36.7,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499341477,27,1,1,2,23,4ku8o6uf87yd8iecdalipo6wd,1,93.3,36.7,2023-01-21T17:34:06.268Z,2023-01-22T09:13:26Z,3988280511,154,,3988279847,212,6.1,3989452215,389,,3988279849,213,1.2,3988279843,140,95.3,3988279841,56,Center,3988279845,141,45.2,3988280509,210,13,6fdvv4zs5pl6qj7pp6tsp5iad,Á. Correa,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499573125,1344,67,1,2,24,4ku8o6uf87yd8iecdalipo6wd,1,87.8,45,2023-01-21T17:34:06.670Z,2023-01-22T09:13:26Z,3989520161,233,1655,,,,,,,,,,,,,,,,,,,,,,46kq5653o302ebz4o5yzsss0l,Álvaro Morata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499573121,1655,67,1,2,24,4jelr92fsge73q39is6qvhxb3,0,12.2,55,2023-01-21T17:34:06.671Z,2023-01-22T09:10:21Z,3989520173,233,1344,,,,,,,,,,,,,,,,,,,,,,9f83clp1v95kvlxdb376tgbth,Javier Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499341483,28,13,1,2,24,4ku8o6uf87yd8iecdalipo6wd,1,95.1,45.9,2023-01-21T17:34:06.683Z,2023-01-22T09:13:27Z,3988280171,20,,3989452411,178,,3988280555,230,98.5,3988280551,103,20.8,3988280543,154,,3988279889,22,,3988280173,16,,3988280553,214,,46kq5653o302ebz4o5yzsss0l,Álvaro Morata,3988280545,55,27,,3988280541,29,3988280549,102,3988280539,84,,3988279893,56,3988280557,231,43.2,Center,45.8,,,,,,,,,,,,,,,,
2499341469,22,5,1,2,24,4jelr92fsge73q39is6qvhxb3,1,-1.4,55.5,2023-01-21T17:34:07.305Z,2023-01-22T07:00:02Z,3988279955,233,29,3988279809,346,,3988279807,56,Back,,,,,,,,,,,,,,,,7v5zw48zp3pxd39q1i2qmul79,L. Olaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499341489,29,5,1,2,24,4ku8o6uf87yd8iecdalipo6wd,0,101.4,44.5,2023-01-21T17:34:07.305Z,2023-01-22T07:00:02Z,3988279931,346,,3988279959,233,22,3988279929,56,Center,,,,,,,,,,,,,,,,46kq5653o302ebz4o5yzsss0l,Álvaro Morata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
