id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,keyPass,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/17/value,assist
2494110645,1,34,16,0,0,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2022-12-30T17:00:37.593Z,2022-12-30T18:20:04Z,3960735213,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3960735209,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3960820331,197,1511,3960735205,59,"1, 20, 22, 4, 23, 3, 10, 8, 18, 7, 14, 6, 9, 15, 19, 21, 24, 26, 30",3960735201,30,"el98wqtf7w1ap9ei2bxqwtx3p, 91lln39q4rzbp8z000p0evn4l, 2qauzcv74cd8uqfv2ibl52ymt, 9c2cfavuofg0yz3307nkgi0ut, 6pfbtlfphouu35kbwjiavwgyd, 9wozklkj2p3a83j51p27a59ed, bpvxqbiu11k4ivohi3798kxxx, 7s0xu9z5egw0sjf8qibdwa6s5, 3r9gdse50kyeq9ya1o3ul0e6t, wwdfv8zkkgplnpbz12pv8frp, 92b22xcwri3rokbvu09htjhwq, 2rn90c44nbr991vxlj2nmwxqt, 3ia1z3fooszynz9a81dn17oid, a8ws0c0qiekoeqib6xxet0ixh, 6ub3gmmh58vvk9yk3f0osmp5h, d2z22er0uqxu3w3h3ta36wh61, aabvyjqpd63os1yzthx8ej6c5, 8h6je56fe74djcd3va7iq6yhg, 43f089ah382y8v0hnd83zjiay",3960735203,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",3960735207,130,2,3960735211,194,7s0xu9z5egw0sjf8qibdwa6s5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110967,1,34,16,0,0,cobffe32r7g4skka9m19qib63,1,0,0,2022-12-30T17:02:59.479Z,2022-12-30T18:16:45Z,3960736921,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3960736913,30,"c3secspt4xvu1q4g6aonn7zyt, 6mz6fzrfndfv7zpm38a6msmw9, azzdqp6lcd4g9d4jy55pz0549, 1htx8ub2kxvq0vnzarbrynyt, a5x0poaqzssg2yuou57qgyead, 1trnf7miqmcgr67c4808t4yj9, 3cu2brlp37h4u00mm5n4hb651, 5rabxq8qyxf2q2ak506xim9rd, e6ok0deqkoe80184iu509gzu2, 6kpscy08tl4fkie4w4hl49n11, blvf8qsi6iy6ejyer58okyxka, 497cy3s5ck9f5h563c4aixfdg, 36lk52zhgyn11s1pax3y7wout, 8zlr9xkh9dkt1pbw3w91uazmd, 63yktdky9m0aus8ebkaqzdhhx, 8b6idfe7dx59wkbc8zf539zv9, ec4coej1l0a7he2896hjbz04q, aj68ohnw0hxqnfxzjhpcwsavo, 3flv9yp9x61ph57xugztva9nu, e53c7z5bdud6uycw32s3qgx9m, 1km9nvqz03yoj9cxpv127id7u, 9bbu1yne0l9j862yodiuldw4p, e3me5pr7zub5dbfqil1con59m",3960736917,59,"13, 17, 15, 6, 21, 22, 12, 5, 9, 3, 7, 2, 4, 8, 10, 11, 14, 16, 18, 20, 23, 24, 25",3960820919,197,287,3960736925,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3960736919,130,7,3960736915,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3960736923,194,1htx8ub2kxvq0vnzarbrynyt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494125879,2,32,1,0,0,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2022-12-30T18:16:18.944Z,2022-12-30T23:36:29Z,3960825863,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494125885,2,32,1,0,0,cobffe32r7g4skka9m19qib63,1,0,0,2022-12-30T18:16:18.944Z,2022-12-30T18:16:22Z,3960825881,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494125899,3,1,1,0,0,82q9159y2u7mkfn3z6hy75r4o,1,49.8,50.1,2022-12-30T18:16:19.014Z,2022-12-30T23:41:22Z,3960825977,213,3.3,3961394721,178,,3960825973,141,49.1,3960825971,140,45.2,3960825969,56,Back,3960825979,279,S,3960825975,212,4.9,,,,3r9gdse50kyeq9ya1o3ul0e6t,Álvaro Negredo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494125919,4,1,1,0,2,82q9159y2u7mkfn3z6hy75r4o,0,46.1,50.6,2022-12-30T18:16:21.333Z,2022-12-30T23:41:25Z,3960826085,141,68.3,3960826079,155,,3960826089,213,0.3,3960826081,56,Center,3960826087,212,36.7,3960826083,140,79.1,3961394735,178,,3960826091,1,,bpvxqbiu11k4ivohi3798kxxx,T. Bongonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494125925,3,49,1,0,6,cobffe32r7g4skka9m19qib63,1,19.3,27.9,2022-12-30T18:16:25.484Z,2022-12-30T23:41:31Z,,,,,,,,,,,,,,,,,,,,,,,,,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494125943,4,1,1,0,6,cobffe32r7g4skka9m19qib63,1,19.3,27.9,2022-12-30T18:16:25.546Z,2022-12-30T23:41:34Z,3960826201,157,,3960826209,212,32.6,3960826213,1,,3961394761,178,,3960826205,140,46.6,3960826211,213,0.5,3960826207,141,50.7,3960826203,56,Back,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494125945,5,61,1,0,8,cobffe32r7g4skka9m19qib63,0,45.9,51.8,2022-12-30T18:16:27.509Z,2022-12-30T23:41:41Z,3960826217,56,Back,3961394787,21,,3961394789,178,,,,,,,,,,,,,,,,,e6ok0deqkoe80184iu509gzu2,E. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494125949,5,1,1,0,9,82q9159y2u7mkfn3z6hy75r4o,0,64.2,53.3,2022-12-30T18:16:28.779Z,2022-12-30T23:41:54Z,3960826231,155,,3960826235,140,66.3,3960826239,212,14.9,3960826241,213,1.4,3960826237,141,75.0,3960826233,56,Center,3961394815,178,,,,,bpvxqbiu11k4ivohi3798kxxx,T. Bongonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
