id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2533789793,1,34,16,0,0,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2023-04-15T15:26:07.971Z,2023-04-15T16:18:34Z,4191115629,130,8,4191115631,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4191115621,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4191510827,197,9881,4191115617,30,"s96k2x2cts0vo6y6aaeui5zp, e5rlll2fvd9wsk40o6pztsc0l, emvmn561wgd62zj0s3qi5j5rd, 4pizap25enja9rtz4g6x5bkd1, f5blplnlgn04f54kqsfx1b7qh, 4hhuyat3grozmgba4f55zyajt, 7hyo7fy8hospvlvtlfv7q73ai, 73efpm314q2paeacsvp4e8q8l, d12m2oz1lomkc1qxmpht38lat, 10f06nit2xupshuz4lmazrvth, drwacyyicuhy3heg4j0ipqj85, 1vn3xi2x6vtjor1bt1ob1vk5x, dfytsnxfl78jnug9trsa9qv3d, c4je25rkbg2n45xs5iurevhlh, 8hn7wb9jf6unade238t4vl3o5, 9anxnfthjotjwmr3o9j9lzsnp, yhfujfdzpt7tymqdmt7i0mzu, 6w3xe5mva9ob36uf482xem85x, 9jxofpmrfh2lil77f9xj22kiy, 4jjk6jqgz3w4uvm3bvhl9t016, 8n5ucdpe9xibnmk17pjqdha3u, 89ck0nb8xgzcjqt3puatxy5n8",4191115635,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4191115625,59,"13, 2, 33, 18, 19, 3, 11, 5, 9, 14, 21, 1, 4, 7, 12, 17, 20, 25, 28, 29, 32, 35",4191115633,194,4pizap25enja9rtz4g6x5bkd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533796083,1,34,16,0,0,c8llrezkm3b3op4afrou6b487,1,0,0,2023-04-15T15:29:28.748Z,2023-04-15T16:37:25Z,4191149807,194,7xmaybxu4zd5k338bi3drkxcl,4191149803,130,4,4191149797,30,"bglk6tokkpgjltpzljp1p345x, 4ypoy27moehhbiaf3o1bntht6, 6810qbng9pfg1bztczv11grmd, adi6l78sdvet408eho4fi4xk9, cbhdq57m8kxdeqjf42z0i3rop, eyhvr45vc1n690dxobcthmndh, cspjsye2x9pmnvdxjmghwnyi2, 7xmaybxu4zd5k338bi3drkxcl, d67qj0sakwrfzbscleo4dbget, 92pz9nafg5h4qeqpiw3011ihh, e5qp6dh1prc55llew51zpy1gp, 5f8kjgsaabn2li5r7bvpebbsa, 8rprxly1blrhq9cwhfqoheeax, 28psc296gj3umo59qqha8jil1, 91te5xuankrla4g3s7as3htxx, 32fnehcyqzc55h6auev06odwq, bjzhwuehd7jzlbh04129h2w9h, 9hz4s6zmelmg4ix47xbre3q3t, 30jru4rizkqobfinh8o2jw92h, 8qvqdjw1d58mw7420lpmk7bah, agd2nhvdhp18dg1weape5olpl, 6gy8t82tqi12q2odz974xcbh0, sr8br3oqlwa4wvv9yvzb9tsk",4191149805,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4191149799,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4191550033,197,16505,4191149801,59,"13, 27, 4, 12, 23, 24, 21, 10, 9, 17, 7, 1, 3, 6, 8, 15, 16, 18, 19, 20, 25, 28, 37",4191149809,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533873785,2,32,1,0,0,c8llrezkm3b3op4afrou6b487,1,0,0,2023-04-15T16:32:30.625Z,2023-04-15T16:32:30Z,4191564397,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533873803,2,32,1,0,0,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2023-04-15T16:32:30.625Z,2023-04-16T06:42:47Z,4191564463,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533873831,3,1,1,0,0,c8llrezkm3b3op4afrou6b487,1,50,50,2023-04-15T16:32:30.675Z,2023-04-16T07:35:32Z,4191564569,141,34.5,4194143339,178,,4191564573,213,3.7,4191564575,279,S,4191564571,212,19.3,4191564565,56,Back,4191564567,140,34.6,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533873837,4,1,1,0,1,c8llrezkm3b3op4afrou6b487,1,36,35.4,2023-04-15T16:32:32.535Z,2023-04-16T07:35:37Z,4191564617,212,12.2,4191564613,140,44.0,4191564615,141,48.5,4194143447,178,,4191564619,213,0.8,4191564611,56,Back,,,,,,,adi6l78sdvet408eho4fi4xk9,Vinicius Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533873855,5,1,1,0,2,c8llrezkm3b3op4afrou6b487,1,43.9,48.5,2023-04-15T16:32:33.246Z,2023-04-16T07:35:41Z,4191564737,213,3.8,4191564735,212,9.1,4191564733,141,39.8,4191564729,56,Back,4194143527,178,,4191564731,140,37.3,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533873895,6,1,1,0,4,c8llrezkm3b3op4afrou6b487,1,37.3,36.6,2023-04-15T16:32:34.866Z,2023-04-16T07:35:47Z,4191564901,56,Center,4191564909,212,25.0,4191564907,141,29.1,4191564911,213,6.1,4194143647,178,,4191564903,140,60.6,,,,,,,adi6l78sdvet408eho4fi4xk9,Vinicius Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533873897,7,61,1,0,5,c8llrezkm3b3op4afrou6b487,0,54.2,30.6,2023-04-15T16:32:35.755Z,2023-04-16T07:35:55Z,4191564917,56,Center,4194143809,178,,,,,,,,,,,,,,,,,,,,cspjsye2x9pmnvdxjmghwnyi2,Nico Melamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533873901,3,49,1,0,6,ah8dala7suqqkj04n2l8xz4zd,1,45,72.6,2023-04-15T16:32:36.671Z,2023-04-16T13:41:32Z,,,,,,,,,,,,,,,,,,,,,,,,,drwacyyicuhy3heg4j0ipqj85,Ayoze Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533873943,4,1,1,0,6,ah8dala7suqqkj04n2l8xz4zd,1,45,72.6,2023-04-15T16:32:37.355Z,2023-04-16T07:36:13Z,4191565119,56,Back,4191565121,140,35.9,4191565127,213,2.4,4191565123,141,86.1,4191565125,212,13.3,4194144187,178,,,,,,,,drwacyyicuhy3heg4j0ipqj85,Ayoze Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533873965,5,1,1,0,9,ah8dala7suqqkj04n2l8xz4zd,1,35.2,86.3,2023-04-15T16:32:39.995Z,2023-04-16T07:36:17Z,4191565221,141,86.6,4191565219,140,66.5,4194144297,178,,4191565229,1,,4191565217,56,Left,4191565223,212,32.9,4191565225,213,0.0,4191565215,155,,emvmn561wgd62zj0s3qi5j5rd,Juan Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533873985,6,1,1,0,11,ah8dala7suqqkj04n2l8xz4zd,1,66.5,86.6,2023-04-15T16:32:41.933Z,2023-04-16T07:36:32Z,4191565341,56,Left,4191565349,213,3.4,4191565389,156,,4194144623,388,,4191565347,212,11.1,4194144625,21,,4191565345,141,82.6,4191565343,140,56.3,d12m2oz1lomkc1qxmpht38lat,Borja Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533874037,7,1,1,0,14,ah8dala7suqqkj04n2l8xz4zd,1,58,82.2,2023-04-15T16:32:44.705Z,2023-04-16T07:36:39Z,4191565621,141,80.6,4191565619,140,52.0,4194144779,178,,4191565617,56,Left,4191565623,212,6.4,4191565625,213,3.3,,,,,,,drwacyyicuhy3heg4j0ipqj85,Ayoze Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533874057,8,1,1,0,16,ah8dala7suqqkj04n2l8xz4zd,1,43,78.1,2023-04-15T16:32:47.136Z,2023-04-16T07:36:42Z,4191565729,141,70.5,4194144829,178,,4191565733,212,13.8,4191565725,56,Back,4191565735,213,3.5,4191565727,140,30.8,,,,,,,4pizap25enja9rtz4g6x5bkd1,A. Guardado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533874087,9,1,1,0,18,ah8dala7suqqkj04n2l8xz4zd,1,31.2,62.5,2023-04-15T16:32:49.355Z,2023-04-16T07:36:46Z,4194144909,178,,4191565905,213,4.7,4191565903,212,25.4,4191565897,56,Back,4191565901,141,25.2,4191565899,140,32.0,,,,,,,4hhuyat3grozmgba4f55zyajt,Edgar González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533874111,10,1,1,0,22,ah8dala7suqqkj04n2l8xz4zd,1,32.2,23.1,2023-04-15T16:32:52.635Z,2023-04-16T07:36:49Z,4194144963,178,,4191566031,212,13.3,4191566029,141,5.3,4191566027,140,37.4,4191566033,213,5.1,4191566025,56,Back,,,,,,,f5blplnlgn04f54kqsfx1b7qh,Luiz Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533874191,11,1,1,0,24,ah8dala7suqqkj04n2l8xz4zd,1,38.1,5.3,2023-04-15T16:32:55.065Z,2023-04-16T07:36:56Z,4191566333,213,2.5,4191566325,56,Back,4191566327,140,28.9,4194145039,178,,4191566329,141,16.8,4191566331,212,12.4,,,,,,,e5rlll2fvd9wsk40o6pztsc0l,Martín Montoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533874219,12,1,1,0,30,ah8dala7suqqkj04n2l8xz4zd,0,34,15.1,2023-04-15T16:33:00.675Z,2023-04-16T07:37:02Z,4191566467,56,Center,4191566465,155,,4191566471,141,70.5,4191566477,1,,4191566469,140,62.9,4194145111,178,,4191566475,213,0.9,4191566473,212,48.4,f5blplnlgn04f54kqsfx1b7qh,Luiz Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533874241,8,1,1,0,32,c8llrezkm3b3op4afrou6b487,1,42.2,35.5,2023-04-15T16:33:02.925Z,2023-04-16T07:37:12Z,4194145321,178,,4191566593,213,1.4,4191566589,141,70.8,4191566591,212,24.3,4191566585,56,Back,4191566583,3,,4191566587,140,45.7,,,,4ypoy27moehhbiaf3o1bntht6,Rubén Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533874251,9,49,1,0,33,c8llrezkm3b3op4afrou6b487,1,46.4,70,2023-04-15T16:33:04.475Z,2023-04-16T07:37:18Z,,,,,,,,,,,,,,,,,,,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533874289,10,1,1,0,33,c8llrezkm3b3op4afrou6b487,1,45.7,69.3,2023-04-15T16:33:04.536Z,2023-04-16T07:37:23Z,4191566831,213,5.4,4191566829,212,18.6,4191566823,56,Center,4191566825,140,57.3,4191566827,141,48.7,4194145551,178,,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533874299,11,1,1,0,37,c8llrezkm3b3op4afrou6b487,0,65,39.8,2023-04-15T16:33:07.646Z,2023-04-16T07:37:28Z,4191566849,212,9.4,4191566847,141,34.2,4191566851,213,5.9,4194145675,178,,4191566843,56,Center,4191623265,4,,4191566845,140,73.2,,,,92pz9nafg5h4qeqpiw3011ihh,M. Braithwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533874307,13,8,1,0,37,ah8dala7suqqkj04n2l8xz4zd,1,26.4,59.5,2023-04-15T16:33:08.263Z,2023-04-16T07:37:36Z,4191566873,56,Back,4192788409,385,,4194145793,389,,,,,,,,,,,,,,,,,4pizap25enja9rtz4g6x5bkd1,A. Guardado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533874359,14,49,1,0,39,ah8dala7suqqkj04n2l8xz4zd,1,18.3,51.3,2023-04-15T16:33:10.205Z,2023-04-16T07:37:47Z,,,,,,,,,,,,,,,,,,,,,,,,,f5blplnlgn04f54kqsfx1b7qh,Luiz Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533874393,15,1,1,0,39,ah8dala7suqqkj04n2l8xz4zd,0,18.3,51.3,2023-04-15T16:33:10.234Z,2023-04-16T07:39:02Z,4191567259,141,58.3,4191567261,212,37.2,4191567251,155,,4191567253,56,Center,4191567255,140,53.4,4191567263,213,0.1,4194147329,178,,4191567265,1,,f5blplnlgn04f54kqsfx1b7qh,Luiz Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533874437,12,1,1,0,42,c8llrezkm3b3op4afrou6b487,0,47.4,46,2023-04-15T16:33:13.086Z,2023-04-16T07:39:09Z,4191567451,212,24.3,4191567447,140,68.7,4191567443,3,,4191567445,56,Center,4194147511,388,,4191567453,213,5.9,4191567449,141,31.9,,,,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533874481,16,1,1,0,44,ah8dala7suqqkj04n2l8xz4zd,0,28.2,70.5,2023-04-15T16:33:15.284Z,2023-04-16T07:39:14Z,4191567687,3,,4191567691,140,60.7,4191567699,1,,4191567697,213,0.3,4194147627,388,,4191567693,141,88.8,4191567689,56,Left,4191567695,212,36.3,4hhuyat3grozmgba4f55zyajt,Edgar González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533874493,13,49,1,0,48,c8llrezkm3b3op4afrou6b487,1,42.8,15.6,2023-04-15T16:33:19.134Z,2023-04-16T07:39:22Z,,,,,,,,,,,,,,,,,,,,,,,,,4ypoy27moehhbiaf3o1bntht6,Rubén Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533874527,14,61,1,0,49,c8llrezkm3b3op4afrou6b487,0,42.2,8.9,2023-04-15T16:33:20.054Z,2023-04-16T07:39:27Z,4191567953,56,Back,4194147925,178,,,,,,,,,,,,,,,,,,,,4ypoy27moehhbiaf3o1bntht6,Rubén Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533874553,15,5,1,0,51,c8llrezkm3b3op4afrou6b487,0,44,-1.4,2023-04-15T16:33:22.174Z,2023-04-16T07:39:31Z,4191568073,347,,4191569093,233,17,4191568071,56,Back,,,,,,,,,,,,,,,,4ypoy27moehhbiaf3o1bntht6,Rubén Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
