id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2496953807,9,1,1,0,16,6f27yvbqcngegwsg2ozxxdj4,1,4.8,47.2,2023-01-13T20:02:11.671Z,2023-01-14T04:49:16Z,3975682681,213,5.8,3975682675,140,40.6,3975682683,1,,3975682677,141,15.8,3975682673,56,Back,3975682671,155,,3976116979,178,,3975682679,212,43.2,c1b9p5bk8hfyw0bi6thva0lw5,A. Marchesín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496953821,10,1,1,0,19,6f27yvbqcngegwsg2ozxxdj4,0,40.6,15.8,2023-01-13T20:02:14.238Z,2023-01-14T04:49:19Z,3975682761,212,22.8,3975682755,56,Center,3975682763,213,0.5,3975682759,141,30.7,3976116991,388,,3975682753,3,,3975682757,140,60.1,,,,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496953841,3,1,1,0,20,74mcjsm72vr3l9pw2i4qfjchj,1,43.3,66.7,2023-01-13T20:02:15.646Z,2023-01-14T04:49:28Z,3976117077,178,,3975682893,213,0.7,3975682889,141,91.2,3975682891,212,24.6,3975682883,3,,3975682887,140,60.5,3975682885,56,Left,,,,7c2qwyzh82a45s25zmdahrd91,A. Mandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496953847,4,49,1,0,24,74mcjsm72vr3l9pw2i4qfjchj,1,57.6,92.9,2023-01-13T20:02:18.894Z,2023-01-14T04:49:44Z,,,,,,,,,,,,,,,,,,,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496953859,5,1,1,0,25,74mcjsm72vr3l9pw2i4qfjchj,1,58.5,93.2,2023-01-13T20:02:20.118Z,2023-01-14T04:49:48Z,3975682971,213,2.0,3975682965,140,57.1,3975682969,212,3.6,3976117337,178,,3975682967,141,98.1,3975682963,56,Left,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496953897,6,1,1,0,26,74mcjsm72vr3l9pw2i4qfjchj,1,58.8,98,2023-01-13T20:02:21.005Z,2023-01-14T04:49:51Z,3975683171,212,12.5,3975683165,56,Left,3975683173,213,6.3,3975683167,140,70.7,3976117349,178,,3975683169,141,97.4,,,,,,,dfjph36vcwfj5cevut4x3vf11,J. Mojica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496953915,7,1,1,0,29,74mcjsm72vr3l9pw2i4qfjchj,0,74.5,96.6,2023-01-13T20:02:24.669Z,2023-01-14T04:49:56Z,3976117423,178,,3975683259,212,15.7,3975683257,141,73.5,3975683253,56,Center,3975683261,213,4.7,3975683255,140,74.6,,,,,,,a7bs2dkwmy1cjryql6z3n9kut,F. Coquelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496953925,11,49,1,0,31,6f27yvbqcngegwsg2ozxxdj4,1,28.6,34,2023-01-13T20:02:26.196Z,2023-01-14T04:50:03Z,,,,,,,,,,,,,,,,,,,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496953935,12,1,1,0,32,6f27yvbqcngegwsg2ozxxdj4,1,28.7,33.2,2023-01-13T20:02:27.371Z,2023-01-14T04:50:07Z,3975683371,212,13.2,3976117531,178,,3975683365,56,Back,3975683373,213,6.0,3975683367,140,40.7,3975683369,141,27.4,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496953959,13,1,1,0,33,6f27yvbqcngegwsg2ozxxdj4,1,40.7,27.5,2023-01-13T20:02:28.245Z,2023-01-14T04:50:16Z,3975683495,212,3.9,3975683491,140,38.6,3975683497,213,2.2,3975683489,56,Back,3975683493,141,32.2,3975683517,156,,3976117603,178,,,,,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496953993,14,1,1,0,35,6f27yvbqcngegwsg2ozxxdj4,1,42.1,32.2,2023-01-13T20:02:29.973Z,2023-01-14T04:50:34Z,3975683695,140,74.1,3975683701,213,5.9,3975683699,212,36.6,3975683693,56,Right,3975683697,141,11.0,3976117781,178,,3975683703,1,,,,,37b6tzaexinmfadvi4you5wmi,Gabri Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954019,15,1,1,0,43,6f27yvbqcngegwsg2ozxxdj4,1,72.8,14.2,2023-01-13T20:02:38.030Z,2023-01-14T04:50:38Z,3975683841,212,10.9,3975683837,141,7.7,3975683833,56,Right,3976117825,178,,3975683843,213,5.9,3975683835,140,82.3,,,,,,,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954027,16,1,1,0,45,6f27yvbqcngegwsg2ozxxdj4,0,88.1,6.7,2023-01-13T20:02:40.309Z,2023-01-14T04:50:41Z,3976117843,178,,3975683885,212,14.0,3975683879,56,Center,3976015311,20,,3976015307,225,,3975683887,213,1.5,3975683883,141,27.2,3976015309,386,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,3975683881,140,89.7,3975683875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954049,8,12,1,0,45,74mcjsm72vr3l9pw2i4qfjchj,1,7.5,74.4,2023-01-13T20:02:40.796Z,2023-01-14T04:50:47Z,3975683991,141,94.1,3975683987,56,Back,3976117901,178,,3975683989,140,3.5,3975683993,212,14.0,3975683995,213,1.9,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954051,9,49,1,0,48,74mcjsm72vr3l9pw2i4qfjchj,1,3.3,95.6,2023-01-13T20:02:43.222Z,2023-01-14T04:50:54Z,,,,,,,,,,,,,,,,,,,,,,,,,dfjph36vcwfj5cevut4x3vf11,J. Mojica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954073,10,1,1,0,52,74mcjsm72vr3l9pw2i4qfjchj,0,2.3,97.8,2023-01-13T20:02:47.061Z,2023-01-14T04:50:59Z,3975684099,141,82.6,3975684093,157,,3975684097,140,25.4,3975684105,1,,3975684101,212,26.4,3975684103,213,5.9,3976118063,178,,3975684095,56,Back,dfjph36vcwfj5cevut4x3vf11,J. Mojica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954121,17,49,1,0,54,6f27yvbqcngegwsg2ozxxdj4,1,65.1,26,2023-01-13T20:02:49.513Z,2023-01-14T04:51:07Z,,,,,,,,,,,,,,,,,,,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954131,18,1,1,0,54,6f27yvbqcngegwsg2ozxxdj4,1,65.1,26,2023-01-13T20:02:49.593Z,2023-01-14T04:51:12Z,3976118279,178,,3975684313,140,61.8,3975684317,212,8.6,3975684319,213,4.3,3975684311,56,Right,3975684315,141,14.5,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954159,19,1,1,0,58,6f27yvbqcngegwsg2ozxxdj4,1,61.8,14.5,2023-01-13T20:02:53.072Z,2023-01-14T04:51:15Z,3976118331,178,,3975684485,212,6.6,3975684479,56,Center,3975684481,140,59.5,3975684487,213,1.9,3975684483,141,23.5,,,,,,,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954191,20,1,1,1,1,6f27yvbqcngegwsg2ozxxdj4,1,58.4,31.9,2023-01-13T20:02:56.358Z,2023-01-14T04:51:28Z,3975684659,140,46.3,3975684665,213,2.5,3975684657,56,Back,3975684661,141,47.0,3976118471,178,,3975684663,212,16.3,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954229,21,1,1,1,5,6f27yvbqcngegwsg2ozxxdj4,1,46,46.9,2023-01-13T20:03:00.092Z,2023-01-14T04:51:35Z,3975684845,141,29.2,3975684847,212,12.2,3975684843,140,43.9,3975684849,213,4.5,3976118559,178,,3975684841,56,Back,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954279,22,1,1,1,8,6f27yvbqcngegwsg2ozxxdj4,1,41,26.8,2023-01-13T20:03:03.765Z,2023-01-14T04:51:38Z,3975685063,212,15.2,3975685061,141,5.9,3975685065,213,5.1,3975685057,56,Back,3976118605,178,,3975685059,140,46.0,,,,,,,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954303,23,1,1,1,12,6f27yvbqcngegwsg2ozxxdj4,1,44.4,6.5,2023-01-13T20:03:07.320Z,2023-01-14T04:51:40Z,3975685225,213,1.7,3975685221,141,24.4,3975685217,56,Back,3975685223,212,12.3,3975685219,140,42.5,3976118641,178,,,,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954309,24,1,1,1,13,6f27yvbqcngegwsg2ozxxdj4,1,42.5,24.4,2023-01-13T20:03:08.304Z,2023-01-14T04:51:44Z,3975685265,140,24.0,3975685271,213,2.8,3975685269,212,20.6,3975685267,141,34.6,3976118693,178,,3975685263,56,Back,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954361,25,1,1,1,17,6f27yvbqcngegwsg2ozxxdj4,1,24,34.6,2023-01-13T20:03:12.356Z,2023-01-14T04:51:48Z,3975685587,140,6.0,3975685591,212,24.0,3975685589,141,56.3,3975685593,213,2.5,3975685585,56,Back,3976118755,178,,,,,,,,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954417,26,1,1,1,23,6f27yvbqcngegwsg2ozxxdj4,0,10.3,66.5,2023-01-13T20:03:18.346Z,2023-01-14T04:51:53Z,3975685893,155,,3975685897,140,83.5,3976118847,178,,3975685899,141,49.6,3975685905,1,,3975685901,212,77.7,3975685895,56,Center,3975685903,213,6.1,c1b9p5bk8hfyw0bi6thva0lw5,A. Marchesín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954499,11,49,1,1,31,74mcjsm72vr3l9pw2i4qfjchj,1,15,51.3,2023-01-13T20:03:26.398Z,2023-01-14T04:52:38Z,,,,,,,,,,,,,,,,,,,,,,,,,76r2yw3wtql61qh5l0yumdn85,Pepe Reina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954553,12,1,1,1,35,74mcjsm72vr3l9pw2i4qfjchj,1,21.4,52.4,2023-01-13T20:03:30.197Z,2023-01-14T04:52:43Z,3975686741,141,66.6,3975686739,140,22.9,3975686737,56,Back,3975686743,212,9.8,3976119235,178,,3975686745,213,1.4,,,,,,,76r2yw3wtql61qh5l0yumdn85,Pepe Reina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954629,13,1,1,1,44,74mcjsm72vr3l9pw2i4qfjchj,1,34.1,67.2,2023-01-13T20:03:39.740Z,2023-01-14T04:52:46Z,3975687181,140,32.2,3976119251,178,,3975687185,212,23.3,3975687187,213,4.6,3975687183,141,33.1,3975687179,56,Back,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954657,14,1,1,1,54,74mcjsm72vr3l9pw2i4qfjchj,1,37.6,43,2023-01-13T20:03:49.196Z,2023-01-14T04:54:05Z,3975687349,141,68.7,3975687347,140,33.5,3975687351,212,18.0,3975687353,213,1.8,3976119781,178,,3975687345,56,Back,,,,,,,7c2qwyzh82a45s25zmdahrd91,A. Mandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954695,15,1,1,1,58,74mcjsm72vr3l9pw2i4qfjchj,1,33.7,67.8,2023-01-13T20:03:52.939Z,2023-01-14T04:54:25Z,3975687557,56,Back,3975687565,213,5.3,3975687559,140,38.2,3976119907,178,,3975687563,212,8.8,3975687561,141,56.9,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954763,16,1,1,2,1,74mcjsm72vr3l9pw2i4qfjchj,1,26.4,58.2,2023-01-13T20:03:56.270Z,2023-01-14T04:54:29Z,3975687975,213,3.4,3975687969,140,6.1,3975687967,56,Back,3976119915,178,,3975687973,212,22.3,3975687971,141,48.5,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954785,17,1,1,2,8,74mcjsm72vr3l9pw2i4qfjchj,1,8.1,49.4,2023-01-13T20:04:03.229Z,2023-01-14T04:54:32Z,3975688107,56,Back,3975688115,213,0.4,3975688109,140,15.4,3976119947,178,,3975688113,212,8.3,3975688111,141,54.2,,,,,,,76r2yw3wtql61qh5l0yumdn85,Pepe Reina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954829,18,1,1,2,9,74mcjsm72vr3l9pw2i4qfjchj,1,15.5,53.4,2023-01-13T20:04:04.157Z,2023-01-14T04:54:37Z,3976119983,178,,3975688361,141,21.9,3975688367,213,4.6,3975688363,212,21.6,3975688359,140,12.7,3975688357,56,Back,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954889,19,1,1,2,14,74mcjsm72vr3l9pw2i4qfjchj,1,21.3,20.1,2023-01-13T20:04:09.211Z,2023-01-14T04:55:39Z,3975688737,141,46.6,3976120423,178,,3975688733,56,Back,3975688741,213,2.1,3975688739,212,20.5,3975688735,140,12.0,,,,,,,7c2qwyzh82a45s25zmdahrd91,A. Mandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954945,20,1,1,2,19,74mcjsm72vr3l9pw2i4qfjchj,1,20.1,52.7,2023-01-13T20:04:14.108Z,2023-01-14T04:55:41Z,3975689135,213,0.1,3976120451,178,,3975689133,212,7.1,3975689127,56,Back,3975689131,141,54.0,3975689129,140,26.8,,,,,,,76r2yw3wtql61qh5l0yumdn85,Pepe Reina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496954995,21,1,1,2,23,74mcjsm72vr3l9pw2i4qfjchj,1,27.6,57,2023-01-13T20:04:18.407Z,2023-01-14T04:55:44Z,3975689419,140,34.6,3976120509,178,,3975689423,212,20.5,3975689417,56,Back,3975689421,141,28.9,3975689425,213,5.1,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496955055,22,1,1,2,28,74mcjsm72vr3l9pw2i4qfjchj,1,42.4,32.2,2023-01-13T20:04:23.687Z,2023-01-14T04:55:49Z,3975689779,141,95.9,3975689787,213,1.1,3975689775,140,63.5,3975689771,196,,3975689773,56,Left,3975689791,1,,3975689783,212,48.7,3976120537,178,,7c2qwyzh82a45s25zmdahrd91,A. Mandi,3975689769,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496955089,23,1,1,2,35,74mcjsm72vr3l9pw2i4qfjchj,1,69.8,80.9,2023-01-13T20:04:30.327Z,2023-01-14T04:55:53Z,3976120571,178,,3975689981,56,Right,3975689993,212,52.6,3975689989,141,7.0,3975689997,1,,3975689985,140,84.5,3975689977,196,,3975689973,155,,9y7202khwzb48ea7im646m11x,José Luis Morales,3975689995,213,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496955101,24,3,1,2,38,74mcjsm72vr3l9pw2i4qfjchj,1,83.8,15,2023-01-13T20:04:33.728Z,2023-01-14T04:55:59Z,3975690067,286,,3976019549,465,,3975690065,56,Right,3975690101,233,27,3976120623,178,,,,,,,,,,,3bm08rp9rgzh6cjhk0picxs6h,S. Chukwueze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496955085,27,45,1,2,38,6f27yvbqcngegwsg2ozxxdj4,0,16.2,85,2023-01-13T20:04:33.728Z,2023-01-14T04:56:00Z,3975689969,285,,3975690121,233,24,3975689967,56,Back,,,,,,,,,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496955115,25,1,1,2,41,74mcjsm72vr3l9pw2i4qfjchj,0,96.1,25.6,2023-01-13T20:04:36.469Z,2023-01-14T04:56:06Z,3975690161,2,,3976019581,225,,3976120671,178,,3975690163,155,,3976019583,386,,3975690173,213,1.6,3975690171,212,11.7,3976019585,72,,3bm08rp9rgzh6cjhk0picxs6h,S. Chukwueze,3975690165,56,Center,3975690169,141,42.8,3975690167,140,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496955143,28,12,1,2,42,6f27yvbqcngegwsg2ozxxdj4,1,4.4,54.6,2023-01-13T20:04:37.227Z,2023-01-14T04:56:21Z,3975690317,213,5.5,3975690313,141,37.6,3975690311,140,14.7,3975690319,15,,3975690315,212,15.8,3975690309,56,Back,3976120799,178,,,,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
