id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value,qualifier/17/value,qualifier/15/value
2505910515,1,34,16,0,0,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2023-02-10T18:43:27.224Z,2023-02-10T20:06:44Z,4022709193,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022948155,197,1511,4022709191,194,2qauzcv74cd8uqfv2ibl52ymt,4022709189,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022709183,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4022709185,59,"1, 20, 22, 17, 23, 3, 10, 4, 15, 19, 14, 2, 5, 7, 8, 9, 11, 12, 16, 21, 24, 25, 26",4022709187,130,2,4022709181,30,"el98wqtf7w1ap9ei2bxqwtx3p, 91lln39q4rzbp8z000p0evn4l, 2qauzcv74cd8uqfv2ibl52ymt, bmmahw4ww36w4tokk3xhvvvmd, 6pfbtlfphouu35kbwjiavwgyd, 9wozklkj2p3a83j51p27a59ed, bpvxqbiu11k4ivohi3798kxxx, 9c2cfavuofg0yz3307nkgi0ut, aziqdd6dqjjgr6ifmzve0cz4l, 1jffh172t15s6ws7nou0fc251, 92b22xcwri3rokbvu09htjhwq, 2vvr0pc9xgoiq1pmxpjysyr8q, 4ktnru3pqurww9h9af7n2959l, wwdfv8zkkgplnpbz12pv8frp, 7s0xu9z5egw0sjf8qibdwa6s5, 3ia1z3fooszynz9a81dn17oid, cn3ocv5r0d0un0no4wlxl5y39, dbj7ww9wogmp0dod5aj4ys0a2, 2gaojeqbhh6oj3ao7b3nxxx0q, d2z22er0uqxu3w3h3ta36wh61, aabvyjqpd63os1yzthx8ej6c5, 54ojuo12zxzasi4a6vpmhxfbp, 8h6je56fe74djcd3va7iq6yhg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505912549,1,34,16,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2023-02-10T18:49:21.878Z,2023-02-10T19:42:50Z,4022718915,30,"eavhyxb9dfjh0jp5yzg8p8udx, 2nq5nzq35tfwc7po29dtwqp78, d7pzcnoztn30xoj5b2sr9slt6, 2udtmz4lvh4vil16mxvo0j4l, 39dgr8s91agremy3nvp4q2221, 8ikm0hxyz2qaonz3qmynu0xqt, 9um7x9zd0e000zt57l3yearqh, cuqawmfekh86mgo758udxw7v9, 27hwtukeqxh91ch1f3qr1it49, 1acqdy7jz9v4i1jwf5u809byt, 2do89l8kf9yuelzq1b5mo549h, 4wbwcfbeokv5j4nuudbxgaw2d, 3auwtiburdxrp2i5me2d97f11, 8xd59g0c36012q6mg5f2fl239, 3xxwjf3ymu1j9825xjuwuknah, bqmhsb2bsuuuijw2ci39l01k9, cabhrleu1pd1z0aarmf1zgkwl, bixz0as48s0jmvl2bdctr2tt6, 25h51j4zz5m180na6sy5ybbpw, eonkaqrhhxzaa3nt0iena4us, 4ydaw14cc5uj77o8uafvt3578",4022718923,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022718925,194,8ikm0hxyz2qaonz3qmynu0xqt,4022718919,59,"13, 4, 3, 14, 22, 2, 23, 18, 9, 24, 12, 1, 8, 15, 16, 17, 25, 26, 33, 36, 37",4022718921,130,2,4022880511,197,704,4022718917,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4022718927,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505954001,2,32,1,0,0,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2023-02-10T20:03:17.182Z,2023-02-11T08:26:59Z,4022935553,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505954025,3,32,1,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2023-02-10T20:03:17.182Z,2023-02-10T20:03:19Z,4022935661,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505954043,3,1,1,0,0,82q9159y2u7mkfn3z6hy75r4o,1,49.9,50,2023-02-10T20:03:17.196Z,2023-02-11T08:35:01Z,4022935745,141,46.1,4022935743,140,39.9,4022935741,56,Back,4022935749,213,3.4,4023701889,178,,4022935747,212,10.8,4022935751,279,S,,,,bmmahw4ww36w4tokk3xhvvvmd,G. Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505954065,4,1,1,0,2,82q9159y2u7mkfn3z6hy75r4o,1,40.1,46.3,2023-02-10T20:03:19.659Z,2023-02-11T08:35:06Z,4022935855,212,42.1,4022935853,141,79.2,4022935847,155,,4022935851,140,74.1,4023701925,178,,4022935859,1,,4022935857,213,0.6,4022935849,56,Left,9c2cfavuofg0yz3307nkgi0ut,Rubén Alcaraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505954081,5,1,1,0,5,82q9159y2u7mkfn3z6hy75r4o,1,74.1,79.2,2023-02-10T20:03:22.668Z,2023-02-11T08:35:13Z,4022935915,212,5.1,4022935913,141,75.3,4022935909,56,Center,4022935911,140,70.0,4023701955,178,,4022935907,3,,4022935917,213,3.7,,,,aziqdd6dqjjgr6ifmzve0cz4l,Roger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505954105,6,1,1,0,6,82q9159y2u7mkfn3z6hy75r4o,1,70,75.3,2023-02-10T20:03:23.739Z,2023-02-11T08:35:20Z,4022936037,56,Left,4022936045,212,14.2,4023702005,178,,4022936041,141,96.0,4022936047,213,1.4,4022936039,140,71.7,,,,,,,1jffh172t15s6ws7nou0fc251,Sergi Guardiola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505954125,7,1,1,0,7,82q9159y2u7mkfn3z6hy75r4o,1,70.6,94.8,2023-02-10T20:03:24.662Z,2023-02-11T08:35:24Z,4022936167,140,64.2,4022936173,213,3.9,4022936171,212,9.0,4023702035,178,,4022936165,56,Left,4022936169,141,86.0,,,,,,,92b22xcwri3rokbvu09htjhwq,B. Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505954149,8,1,1,0,9,82q9159y2u7mkfn3z6hy75r4o,1,64.2,86,2023-02-10T20:03:26.617Z,2023-02-11T08:35:31Z,4022936291,141,69.6,4022936289,140,46.0,4022936293,212,22.1,4022936295,213,3.7,4022936287,56,Back,4023702055,178,,,,,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505954161,9,1,1,0,15,82q9159y2u7mkfn3z6hy75r4o,1,49.5,75.8,2023-02-10T20:03:32.372Z,2023-02-11T08:35:37Z,4022936383,56,Left,4022936385,140,80.5,4023702093,178,,4022936381,155,,4022936393,1,,4022936389,212,32.7,4022936391,213,0.1,4022936387,141,80.6,9wozklkj2p3a83j51p27a59ed,Fali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505954173,10,1,1,0,17,82q9159y2u7mkfn3z6hy75r4o,0,80.5,80.6,2023-02-10T20:03:34.289Z,2023-02-11T08:35:43Z,4022936447,213,3.2,4023702145,178,,4022936441,140,72.0,4022936445,212,8.9,4022936443,141,80.4,4022936437,56,Left,,,,,,,aziqdd6dqjjgr6ifmzve0cz4l,Roger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505954169,4,49,1,0,18,7h7eg7q7dbwvzww78h9d5eh0h,1,22.6,22.9,2023-02-10T20:03:35.616Z,2023-02-11T08:35:50Z,,,,,,,,,,,,,,,,,,,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505954185,5,1,1,0,18,7h7eg7q7dbwvzww78h9d5eh0h,1,27.5,21.9,2023-02-10T20:03:35.642Z,2023-02-11T08:35:55Z,4022936487,212,5.0,4023702225,178,,4022936489,213,2.5,4022936483,140,23.8,4022936485,141,26.6,4022936481,56,Back,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505954191,6,1,1,0,19,7h7eg7q7dbwvzww78h9d5eh0h,1,22.4,29.8,2023-02-10T20:03:36.970Z,2023-02-11T08:35:59Z,4022936517,56,Back,4023702251,178,,4022936521,141,36.9,4022936523,212,5.3,4022936525,213,1.2,4022936519,140,24.4,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505954229,7,1,1,0,21,7h7eg7q7dbwvzww78h9d5eh0h,1,24,33.7,2023-02-10T20:03:38.219Z,2023-02-11T08:36:03Z,4023702273,178,,4022936799,140,3.7,4022936805,213,2.8,4022936803,212,22.7,4022936797,56,Back,4022936801,141,45.2,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505954291,8,1,1,0,25,7h7eg7q7dbwvzww78h9d5eh0h,1,4.2,40.1,2023-02-10T20:03:42.945Z,2023-02-11T08:36:07Z,4022937127,56,Back,4022937137,1,,4022937129,140,42.1,4022937131,141,4.9,4022937125,155,,4023702319,178,,4022937133,212,46.4,4022937135,213,5.7,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505954315,9,1,1,0,32,7h7eg7q7dbwvzww78h9d5eh0h,1,42.6,13.7,2023-02-10T20:03:49.580Z,2023-02-11T08:36:13Z,4022937247,56,Back,4022937253,212,10.8,4022937255,213,2.9,4022937251,141,17.7,4022937249,140,32.6,4023702377,178,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
