id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/11/value,qualifier/17/value,qualifier/10/value,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,keyPass,qualifier/21/id,qualifier/21/qualifierId,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value
2504058705,1,34,16,0,0,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2023-02-04T18:59:09.965Z,2023-02-04T19:59:35Z,4012981179,30,"s96k2x2cts0vo6y6aaeui5zp, euy1s0xo19019kegzcpp1gez9, emvmn561wgd62zj0s3qi5j5rd, 4pizap25enja9rtz4g6x5bkd1, 7rfcycybym05sbe0j1g6yhfx1, f5blplnlgn04f54kqsfx1b7qh, 75079gtd2efpviyo605ozsd79, 73efpm314q2paeacsvp4e8q8l, d12m2oz1lomkc1qxmpht38lat, 1he0x583esqw1ka0ybc2nlz9x, c4je25rkbg2n45xs5iurevhlh, 1vn3xi2x6vtjor1bt1ob1vk5x, e5rlll2fvd9wsk40o6pztsc0l, 4hhuyat3grozmgba4f55zyajt, 1myo59ub6qouwvxpb699shhw5, 7hyo7fy8hospvlvtlfv7q73ai, 8hn7wb9jf6unade238t4vl3o5, 9anxnfthjotjwmr3o9j9lzsnp, yhfujfdzpt7tymqdmt7i0mzu, drwacyyicuhy3heg4j0ipqj85, 9226xt1t1m3fy4ob9l2r16609, 6w3xe5mva9ob36uf482xem85x, 9jxofpmrfh2lil77f9xj22kiy",4012981185,130,8,4012981181,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4012981191,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4012981187,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4012981183,59,"13, 23, 33, 18, 16, 19, 10, 5, 9, 8, 7, 1, 2, 3, 6, 11, 12, 17, 20, 21, 24, 25, 28",4013160391,197,254,4012981189,194,4pizap25enja9rtz4g6x5bkd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504059863,1,34,16,0,0,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2023-02-04T19:01:36.041Z,2023-02-04T19:59:40Z,4012987359,59,"13, 3, 17, 24, 15, 4, 7, 8, 18, 10, 23, 2, 5, 9, 11, 14, 19, 20, 21, 22, 26, 31, 34",4012987361,130,2,4012987357,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4013160565,197,279,4012987365,194,cs2yx3hiqjsb4i5ul2r5kmdat,4012987367,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4012987363,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4012987355,30,"59ndqnsvggsoek170rdqyd1w5, c3sl9ajm4q424r4u37iath3hl, 40gxfsz7bgrkdudqewlpxzyzt, 37b6tzaexinmfadvi4you5wmi, 3qrk8nw6nc8o96n7jr1az21ux, e8s9ssopq5nmp51zymvqp8jbp, 64h0x8sur55l07oaiuog4v2z9, e3czx0nsuw10acnftbr8ud0bt, 2ge9oa66xgsefhhpvuboua76x, cs2yx3hiqjsb4i5ul2r5kmdat, 1lym8zscp7l8icay2cya7cauh, 7k2alak95p1u2ysftwwiaqsid, ea5xlslcii56ycrlmyo6uiimt, 2aumz6rtq4ufba7z7zn5v8frp, 5ez2huoeh2g3ijpgr7m15lg5, 9g4devlvymukexrvfgkipd6tx, e91yegwfliqhfy9yyk19otafo, cbym98g15egnbeda05mt3drrp, adwkydlkclg8u72rxh51lvkyd, at2bp41y9n3nd1phr2e3wrcnp, 3sy16pz110zmyq073ao24l1ck, bmcz7nkdpxopn3g89dekqa8a2, 2pfq7ljnpwocjpsbna6r7i99m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091363,2,32,1,0,0,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2023-02-04T20:01:40.714Z,2023-02-04T20:01:42Z,4013165233,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091343,2,32,1,0,0,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2023-02-04T20:01:40.714Z,2023-02-05T11:37:57Z,4013165125,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091377,3,1,1,0,0,ah8dala7suqqkj04n2l8xz4zd,1,50,50.1,2023-02-04T20:01:40.759Z,2023-02-05T15:34:19Z,4013165361,212,6.7,4013165359,141,50.1,4013165365,279,S,4013165357,140,43.6,4013165355,56,Back,4015430279,178,,4013165367,278,,4013165363,213,3.1,d12m2oz1lomkc1qxmpht38lat,Borja Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091399,4,1,1,0,3,ah8dala7suqqkj04n2l8xz4zd,1,41.7,49.6,2023-02-04T20:01:44.097Z,2023-02-05T15:34:23Z,4015430705,178,,4013165493,212,15.8,4013165491,141,34.8,4013165487,56,Back,4013165495,213,3.8,4013165489,140,30.1,,,,,,,1he0x583esqw1ka0ybc2nlz9x,N. Fekir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091431,5,1,1,0,6,ah8dala7suqqkj04n2l8xz4zd,1,30.1,34.8,2023-02-04T20:01:47.073Z,2023-02-05T15:34:25Z,4013165649,141,48.1,4013165651,212,9.1,4013165647,140,29.5,4013165653,213,1.6,4015430871,178,,4013165645,56,Back,,,,,,,7rfcycybym05sbe0j1g6yhfx1,G. Pezzella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091457,6,1,1,0,8,ah8dala7suqqkj04n2l8xz4zd,1,29,52.1,2023-02-04T20:01:49.516Z,2023-02-05T15:34:28Z,4015431123,178,,4013165799,56,Back,4013165807,213,1.5,4013165803,141,92.7,4013165805,212,27.7,4013165801,140,31.2,,,,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091509,7,1,1,0,13,ah8dala7suqqkj04n2l8xz4zd,1,31.2,91.8,2023-02-04T20:01:53.767Z,2023-02-05T15:34:31Z,4013166025,213,3.9,4015431361,178,,4013166021,141,79.6,4013166023,212,11.9,4013166019,140,23.1,4013166017,56,Back,,,,,,,emvmn561wgd62zj0s3qi5j5rd,Juan Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091541,8,1,1,0,16,ah8dala7suqqkj04n2l8xz4zd,1,23.3,80.2,2023-02-04T20:01:57.038Z,2023-02-05T15:34:33Z,4013166241,213,4.7,4013166229,140,23.0,4015431659,178,,4013166227,56,Back,4013166233,141,62.8,4013166237,212,11.8,,,,,,,f5blplnlgn04f54kqsfx1b7qh,Luiz Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
