id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/18/value,qualifier/13/value
2495341365,1,34,16,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2023-01-06T19:06:17.614Z,2023-01-06T20:15:14Z,3967203085,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3967203087,194,5b1q9bpe23j98eoy4fwi7ld5h,3967203089,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3967203079,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3967344233,197,1597,3967203083,130,4,3967203077,30,"20o2dr1mdk18xhxmkujzgak89, 8vmrboswsfyb5bfoq07s6susp, 5b1q9bpe23j98eoy4fwi7ld5h, e7del0ovpcpntqdgh8idxok4p, 5uig03vbbv71f0q31cp3vfbv9, eucssbf7wamb41y1gixfodivp, b2e12l3s3dxgyr8d2rk5qb9ey, 64ctdbd0w5ikj0fkcuu9jdbhm, afyga3n1mliw0btcuixt6xolx, 9z3aqwq5swt9qklwnzuhqcogl, 7yngrviue4iji7w0f9ql07j6x, 23zkmpw4902qf9xvd8z5wptcl, f1e3gi3dx3er2vz7loriw6e39, 96w1jlcwuci7kqqfskfsp6191, 5qgc6zjc38a5xjl35gs7h3vu1, bqrz2xmu25taby17bl7cycjqh, csqsdjsa4leo6z86qphjuectm, 9dc4qkvh0vk5kwymibji00kp, 7yieh5r0uzk6d6x9o060c2bfu, wlqj34ev5mucxtfx6j4tr9at, d6kzekcwqw0q8fq6wt6rmyusq, 66fshzi5f86wt1lwa4kdhiooa, 6o76owze8y78ue9sb49g8kyz8",3967203081,59,"25, 2, 14, 6, 24, 12, 4, 8, 7, 11, 16, 1, 3, 5, 9, 13, 15, 18, 19, 20, 21, 29, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495347535,1,34,16,0,0,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2023-01-06T19:15:54.257Z,2023-01-07T01:07:26Z,3967237625,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3967237633,194,7s0xu9z5egw0sjf8qibdwa6s5,3967237627,59,"1, 20, 22, 4, 23, 3, 7, 24, 9, 8, 14, 2, 6, 10, 11, 12, 18, 19, 21, 26, 30",3967237631,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3967237629,130,8,3967344133,197,1511,3967237621,30,"el98wqtf7w1ap9ei2bxqwtx3p, 91lln39q4rzbp8z000p0evn4l, 2qauzcv74cd8uqfv2ibl52ymt, 9c2cfavuofg0yz3307nkgi0ut, 6pfbtlfphouu35kbwjiavwgyd, 9wozklkj2p3a83j51p27a59ed, wwdfv8zkkgplnpbz12pv8frp, aabvyjqpd63os1yzthx8ej6c5, 3ia1z3fooszynz9a81dn17oid, 7s0xu9z5egw0sjf8qibdwa6s5, 92b22xcwri3rokbvu09htjhwq, 2vvr0pc9xgoiq1pmxpjysyr8q, 2rn90c44nbr991vxlj2nmwxqt, bpvxqbiu11k4ivohi3798kxxx, cn3ocv5r0d0un0no4wlxl5y39, dbj7ww9wogmp0dod5aj4ys0a2, 3r9gdse50kyeq9ya1o3ul0e6t, 6ub3gmmh58vvk9yk3f0osmp5h, d2z22er0uqxu3w3h3ta36wh61, 8h6je56fe74djcd3va7iq6yhg, 43f089ah382y8v0hnd83zjiay",3967237635,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495371765,2,32,1,0,0,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2023-01-06T20:11:09.104Z,2023-01-06T20:11:10Z,3967367267,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495371751,3,32,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2023-01-06T20:11:09.104Z,2023-01-07T05:49:53Z,3967367179,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495371795,4,1,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,50.1,50.1,2023-01-06T20:11:09.139Z,2023-01-07T06:01:49Z,3967367423,213,2.7,3967367417,140,37.0,3967367415,56,Back,3967367421,212,15.4,3967728621,178,,3967367419,141,60.4,3967367425,279,S,,,,e7del0ovpcpntqdgh8idxok4p,Hugo Guillamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495371803,5,1,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,39,58.1,2023-01-06T20:11:09.899Z,2023-01-07T06:01:55Z,3967728727,178,,3967367469,140,36.5,3967367475,213,4.2,3967367467,56,Back,3967367473,212,5.6,3967367471,141,50.9,,,,,,,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495371823,6,1,1,0,1,ba5e91hjacvma2sjvixn00pjo,1,37.3,54.6,2023-01-06T20:11:10.915Z,2023-01-07T06:02:00Z,3967728805,178,,3967367589,141,89.0,3967367587,140,42.2,3967367593,213,1.4,3967367585,56,Back,3967367591,212,24.0,,,,,,,5uig03vbbv71f0q31cp3vfbv9,E. Cömert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495371833,7,1,1,0,3,ba5e91hjacvma2sjvixn00pjo,0,39.7,87.6,2023-01-06T20:11:12.517Z,2023-01-07T06:02:07Z,3967367647,141,69.6,3967367645,140,75.5,3967728935,178,,3967367651,212,39.5,3967367657,1,,3967367655,213,6.0,3967367641,157,,3967367643,56,Center,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495371871,3,1,1,0,6,82q9159y2u7mkfn3z6hy75r4o,1,24,35.4,2023-01-06T20:11:15.601Z,2023-01-07T06:02:24Z,3967367867,3,,3967729261,388,,3967367881,213,5.4,3967367877,212,4.6,3967367869,56,Back,3967367873,141,30.4,3967367871,140,26.9,,,,6pfbtlfphouu35kbwjiavwgyd,Luis Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495371877,4,61,1,0,7,82q9159y2u7mkfn3z6hy75r4o,0,27,30.4,2023-01-06T20:11:16.121Z,2023-01-07T06:02:34Z,3967367905,56,Back,3967729397,178,,,,,,,,,,,,,,,,,,,,aabvyjqpd63os1yzthx8ej6c5,Fede San Emeterio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495371929,8,1,1,0,9,ba5e91hjacvma2sjvixn00pjo,1,67.8,78.7,2023-01-06T20:11:18.236Z,2023-01-07T06:02:41Z,3967368203,212,12.6,3967729471,178,,3967368201,141,97.3,3967368199,140,67.8,3967368197,56,Left,3967368205,213,1.6,,,,,,,64ctdbd0w5ikj0fkcuu9jdbhm,Ilaix Moriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495371935,9,61,1,0,12,ba5e91hjacvma2sjvixn00pjo,0,63.3,99.4,2023-01-06T20:11:21.548Z,2023-01-07T06:03:04Z,3967729863,178,,3967368235,56,Left,,,,,,,,,,,,,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372015,5,5,1,0,13,82q9159y2u7mkfn3z6hy75r4o,1,34.2,-1.6,2023-01-06T20:11:22.234Z,2023-01-07T06:03:07Z,3967368647,233,10,3967368623,347,,3967368621,56,Back,,,,,,,,,,,,,,,,aabvyjqpd63os1yzthx8ej6c5,Fede San Emeterio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495371943,10,5,1,0,13,ba5e91hjacvma2sjvixn00pjo,0,65.8,101.6,2023-01-06T20:11:22.234Z,2023-01-07T06:03:08Z,3967368671,233,5,3967368273,347,,3967368271,56,Left,,,,,,,,,,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372091,6,1,1,0,26,82q9159y2u7mkfn3z6hy75r4o,0,35,0,2023-01-06T20:11:35.647Z,2023-01-07T06:03:27Z,3967369067,213,0.3,3967369059,56,Right,3967369065,212,31.2,3967369057,107,,3967369069,1,,3967369061,140,63.0,3967369063,141,13.7,3967615953,189,,91lln39q4rzbp8z000p0evn4l,Iza Carcelén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372097,11,49,1,0,30,ba5e91hjacvma2sjvixn00pjo,1,33.6,86.3,2023-01-06T20:11:39.883Z,2023-01-07T06:03:36Z,,,,,,,,,,,,,,,,,,,,,,,,,5uig03vbbv71f0q31cp3vfbv9,E. Cömert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372155,12,1,1,0,33,ba5e91hjacvma2sjvixn00pjo,1,23.6,86.8,2023-01-06T20:11:42.262Z,2023-01-07T06:03:39Z,3967730307,178,,3967369397,212,27.8,3967369395,141,59.0,3967369399,213,3.9,3967369387,56,Back,3967369391,140,4.2,,,,,,,5uig03vbbv71f0q31cp3vfbv9,E. Cömert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372215,13,1,1,0,37,ba5e91hjacvma2sjvixn00pjo,1,4.6,59,2023-01-06T20:11:46.660Z,2023-01-07T06:03:42Z,3967730325,178,,3967369727,212,23.6,3967369725,141,92.6,3967369723,140,10.2,3967369721,56,Back,3967369729,213,1.3,,,,,,,20o2dr1mdk18xhxmkujzgak89,G. Mamardashvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372243,14,1,1,0,40,ba5e91hjacvma2sjvixn00pjo,1,10.3,91.9,2023-01-06T20:11:49.531Z,2023-01-07T06:03:53Z,3967369861,140,2.8,3967730503,178,,3967369863,141,60.0,3967369865,212,23.1,3967369859,56,Back,3967369867,213,4.4,,,,,,,5uig03vbbv71f0q31cp3vfbv9,E. Cömert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372269,15,1,1,0,43,ba5e91hjacvma2sjvixn00pjo,1,3.5,50.1,2023-01-06T20:11:52.358Z,2023-01-07T06:03:59Z,3967370003,56,Back,3967730545,178,,3967370009,212,26.0,3967370011,213,5.6,3967370007,141,26.6,3967370005,140,23.0,,,,,,,20o2dr1mdk18xhxmkujzgak89,G. Mamardashvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372327,16,1,1,0,44,ba5e91hjacvma2sjvixn00pjo,1,24.1,25.5,2023-01-06T20:11:53.981Z,2023-01-07T06:04:02Z,3967370299,141,5.8,3967370297,140,24.2,3967370295,56,Back,3967370301,212,13.4,3967370303,213,4.7,3967730597,178,,,,,,,,b2e12l3s3dxgyr8d2rk5qb9ey,Y. Musah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372369,17,1,1,0,49,ba5e91hjacvma2sjvixn00pjo,1,29,6.3,2023-01-06T20:11:58.149Z,2023-01-07T06:04:06Z,3967370579,56,Back,3967370581,140,21.8,3967370583,141,28.0,3967370587,213,2.0,3967370585,212,16.6,3967730669,178,,,,,,,,8vmrboswsfyb5bfoq07s6susp,Thierry Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372399,18,1,1,0,51,ba5e91hjacvma2sjvixn00pjo,1,21.8,28,2023-01-06T20:12:00.243Z,2023-01-07T06:04:13Z,3967730771,178,,3967370785,141,71.3,3967370787,212,29.6,3967370789,213,1.5,3967370783,140,24.5,3967370781,56,Back,,,,,,,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372441,19,1,1,0,54,ba5e91hjacvma2sjvixn00pjo,1,24.5,71.3,2023-01-06T20:12:03.593Z,2023-01-07T06:04:16Z,3967370993,56,Back,3967370999,212,19.9,3967730849,178,,3967370997,141,90.6,3967371001,213,0.7,3967370995,140,38.8,,,,,,,5uig03vbbv71f0q31cp3vfbv9,E. Cömert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372447,20,1,1,0,58,ba5e91hjacvma2sjvixn00pjo,1,39.9,89.9,2023-01-06T20:12:07.367Z,2023-01-07T06:04:21Z,3967371035,212,11.8,3967371037,213,5.1,3967730939,178,,3967371029,56,Back,3967371031,140,43.8,3967371033,141,73.7,,,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372475,21,1,1,0,59,ba5e91hjacvma2sjvixn00pjo,1,43.8,73.7,2023-01-06T20:12:08.585Z,2023-01-07T06:04:27Z,3967371203,56,Back,3967371205,140,35.6,3967371207,141,91.4,3967730973,178,,3967371209,212,14.8,3967371211,213,2.2,,,,,,,e7del0ovpcpntqdgh8idxok4p,Hugo Guillamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372521,22,1,1,1,0,ba5e91hjacvma2sjvixn00pjo,1,38.2,90.9,2023-01-06T20:12:09.789Z,2023-01-07T06:04:31Z,3967731005,178,,3967371453,213,3.7,3967371449,141,78.3,3967371451,212,16.7,3967371445,56,Back,3967371447,140,24.5,,,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372557,23,1,1,1,4,ba5e91hjacvma2sjvixn00pjo,1,24.4,75,2023-01-06T20:12:13.716Z,2023-01-07T06:04:35Z,3967371665,56,Back,3967371667,140,26.8,3967371669,141,34.0,3967371673,213,4.8,3967731049,178,,3967371671,212,28.0,,,,,,,5uig03vbbv71f0q31cp3vfbv9,E. Cömert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372587,24,1,1,1,9,ba5e91hjacvma2sjvixn00pjo,1,37.3,17.8,2023-01-06T20:12:19.016Z,2023-01-07T06:04:42Z,3967371817,140,60.0,3967371825,213,6.2,3967731097,178,,3967371823,212,23.9,3967371821,141,14.7,3967371811,56,Right,,,,,,,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372601,25,1,1,1,10,ba5e91hjacvma2sjvixn00pjo,1,60.1,10.3,2023-01-06T20:12:19.894Z,2023-01-07T06:04:47Z,3967371895,212,11.3,3967731173,178,,3967371897,213,6.0,3967371889,56,Right,3967371893,141,4.9,3967371891,140,70.3,,,,,,,9z3aqwq5swt9qklwnzuhqcogl,Samu Castillejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372611,26,1,1,1,12,ba5e91hjacvma2sjvixn00pjo,1,70.3,4.9,2023-01-06T20:12:21.133Z,2023-01-07T06:04:55Z,3967371963,212,7.9,3967731247,178,,3967371961,141,15.5,3967371957,56,Right,3967371965,213,2.0,3967371959,140,67.3,,,,,,,8vmrboswsfyb5bfoq07s6susp,Thierry Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372617,27,50,1,1,13,ba5e91hjacvma2sjvixn00pjo,1,67.2,15.5,2023-01-06T20:12:22.125Z,2023-01-07T06:05:06Z,3967371981,56,Right,3967371983,286,,3967372115,233,7,,,,,,,,,,,,,,,,9z3aqwq5swt9qklwnzuhqcogl,Samu Castillejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372627,7,7,1,1,13,82q9159y2u7mkfn3z6hy75r4o,1,32.8,84.5,2023-01-06T20:12:22.390Z,2023-01-07T06:05:09Z,3967372033,285,,3967372031,56,Back,3967372079,233,27,3967616807,384,,3967731369,178,,,,,,,,,,,9c2cfavuofg0yz3307nkgi0ut,Rubén Alcaraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372633,8,49,1,1,13,82q9159y2u7mkfn3z6hy75r4o,1,32.3,90.5,2023-01-06T20:12:22.995Z,2023-01-07T06:05:14Z,,,,,,,,,,,,,,,,,,,,,,,,,92b22xcwri3rokbvu09htjhwq,B. Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372665,9,1,1,1,15,82q9159y2u7mkfn3z6hy75r4o,1,32.8,90.2,2023-01-06T20:12:24.235Z,2023-01-07T06:05:23Z,3967731521,178,,3967372211,212,9.4,3967372209,141,76.6,3967372213,213,4.5,3967372205,56,Back,3967372207,140,31.1,,,,,,,92b22xcwri3rokbvu09htjhwq,B. Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495450373,1534,83,1,1,16,ba5e91hjacvma2sjvixn00pjo,1,62.9,41.4,2023-01-06T20:12:25.733Z,2023-01-07T07:08:56Z,3967779881,399,96771,,,,,,,,,,,,,,,,,,,,,,e7del0ovpcpntqdgh8idxok4p,Hugo Guillamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495445749,1073,43,1,1,16,ba5e91hjacvma2sjvixn00pjo,1,0,0,2023-01-06T20:12:25.762Z,2023-01-07T07:08:45Z,3967779823,144,83,3967762477,399,96771,,,,,,,,,,,,,,,,,,,e7del0ovpcpntqdgh8idxok4p,Hugo Guillamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372701,10,1,1,1,16,82q9159y2u7mkfn3z6hy75r4o,1,31.2,72.9,2023-01-06T20:12:25.771Z,2023-01-07T06:05:37Z,3967372393,140,36.3,3967372391,56,Back,3967372395,141,57.3,3967731673,178,,3967372397,212,11.9,3967372399,213,5.2,,,,,,,9c2cfavuofg0yz3307nkgi0ut,Rubén Alcaraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372735,11,1,1,1,19,82q9159y2u7mkfn3z6hy75r4o,1,36.8,57.3,2023-01-06T20:12:28.367Z,2023-01-07T06:05:49Z,3967372547,213,6.2,3967372545,212,8.3,3967372539,56,Back,3967731785,178,,3967372541,140,44.7,3967372543,141,56.1,,,,,,,wwdfv8zkkgplnpbz12pv8frp,Rubén Sobrino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372745,12,50,1,1,20,82q9159y2u7mkfn3z6hy75r4o,1,45.4,57.8,2023-01-06T20:12:29.309Z,2023-01-07T06:06:23Z,3967372613,233,28,3967372583,56,Back,3967372585,286,,,,,,,,,,,,,,,,,3ia1z3fooszynz9a81dn17oid,A. Lozano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372741,28,7,1,1,20,ba5e91hjacvma2sjvixn00pjo,1,54.6,42.2,2023-01-06T20:12:29.899Z,2023-01-07T06:06:27Z,3967372569,285,,3967617133,384,,3967732143,178,,3967372567,56,Center,3967372599,233,12,,,,,,,,,,5uig03vbbv71f0q31cp3vfbv9,E. Cömert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372763,29,61,1,1,20,ba5e91hjacvma2sjvixn00pjo,1,61.7,53,2023-01-06T20:12:29.925Z,2023-01-07T06:06:33Z,3967732229,178,,3967372661,56,Center,,,,,,,,,,,,,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372783,30,49,1,1,22,ba5e91hjacvma2sjvixn00pjo,1,64.8,66.8,2023-01-06T20:12:31.685Z,2023-01-07T06:07:00Z,,,,,,,,,,,,,,,,,,,,,,,,,9z3aqwq5swt9qklwnzuhqcogl,Samu Castillejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372813,31,1,1,1,24,ba5e91hjacvma2sjvixn00pjo,1,66.6,74,2023-01-06T20:12:33.899Z,2023-01-07T06:07:08Z,3967732775,178,,3967372923,140,69.1,3967372921,56,Left,3967372925,141,90.2,3967372927,212,11.3,3967372929,213,1.3,,,,,,,9z3aqwq5swt9qklwnzuhqcogl,Samu Castillejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372861,32,1,1,1,29,ba5e91hjacvma2sjvixn00pjo,1,71.9,88,2023-01-06T20:12:38.221Z,2023-01-07T06:07:23Z,3967373791,210,15,3967373147,2,,3967373149,155,,3967617377,72,,3967373153,140,87.6,3967617375,224,,3967373793,154,,3967373155,141,60.6,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,1,3967373157,212,24.9,3967732853,178,3967373159,213,5.4,3967373151,56,Center,,,,,,,,,,,,,,,,,,,,,,,
2495372869,33,15,1,1,30,ba5e91hjacvma2sjvixn00pjo,1,87.5,61.8,2023-01-06T20:12:39.332Z,2023-01-07T06:07:23Z,3967732971,388,,3967373543,233,13,3967373805,55,32,3967373195,17,,3967373197,56,Center,3967373809,102,48.9,3967373811,103,19,3967373193,22,,afyga3n1mliw0btcuixt6xolx,E. Cavani,,3967373803,154,,3967373817,230,3967373815,147,59.6,3967373801,29,,98.9,3967373819,231,51.8,3967373487,328,3967373489,82,3967373799,78,3967373483,15,3967373813,146,89.7,,,,,,,,
2495372867,13,10,1,1,30,82q9159y2u7mkfn3z6hy75r4o,1,12.1,38.8,2023-01-06T20:12:39.384Z,2023-01-07T06:07:37Z,3967373187,94,,3967733209,178,,3967733211,15,,3967373189,56,Back,3967373581,233,33,,,,,,,,,,9wozklkj2p3a83j51p27a59ed,Fali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372911,15,6,1,1,32,82q9159y2u7mkfn3z6hy75r4o,0,9.4,60.6,2023-01-06T20:12:42.053Z,2023-01-07T06:07:58Z,3967373409,56,Back,3967374035,73,,3967374153,233,34,,,,,,,,,,,,,,,,9wozklkj2p3a83j51p27a59ed,Fali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372921,34,6,1,1,32,ba5e91hjacvma2sjvixn00pjo,1,90.6,39.4,2023-01-06T20:12:42.053Z,2023-01-07T06:07:58Z,3967373455,56,Center,3967374115,233,15,3967374093,73,,,,,,,,,,,,,,,,,afyga3n1mliw0btcuixt6xolx,E. Cavani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495372903,14,43,1,1,34,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2023-01-06T20:12:43.240Z,2023-01-06T20:12:49Z,3967373381,140,4.2,3967373383,141,100.0,3967373417,167,0,3967373385,212,19.1,3967373387,213,1.4,3967373379,56,Back,3967373703,144,12,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495373203,35,1,1,2,4,ba5e91hjacvma2sjvixn00pjo,1,99.5,0.8,2023-01-06T20:13:14.069Z,2023-01-07T06:08:16Z,3967733685,178,,3967374971,6,,3967374979,140,90.3,3967617925,20,,3967374969,2,,3967374977,56,Center,3967374983,212,24.1,3967374975,224,,e7del0ovpcpntqdgh8idxok4p,Hugo Guillamón,1,3967376309,154,,3967374985,213,3967376307,210,15,3967374981,141,33.2,2.0,,,,,,,,,,,,,,,,,,,,,,
2495373227,36,15,1,2,6,ba5e91hjacvma2sjvixn00pjo,1,90.3,33.2,2023-01-06T20:13:15.268Z,2023-01-07T06:08:16Z,3967376343,146,91.9,3967375095,56,Center,3967376331,55,35,3967375093,63,,3967376349,231,47.7,3967376347,230,99.4,3967375765,25,,3967375815,233,16,b2e12l3s3dxgyr8d2rk5qb9ey,Y. Musah,,3967376345,147,35.9,3967375767,20,3967376337,103,19,3967376335,102,49.9,,3967376339,108,,3967376341,328,3967376329,154,3967376327,29,3967375771,82,3967376325,78,,3967733913,388,,,,,,
2495373257,16,10,1,2,6,82q9159y2u7mkfn3z6hy75r4o,1,8,63.1,2023-01-06T20:13:15.318Z,2023-01-07T06:08:23Z,3967375293,56,Back,3967375841,233,36,3967734045,178,,3967375291,94,,,,,,,,,,,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495373291,17,6,1,2,8,82q9159y2u7mkfn3z6hy75r4o,0,8.9,66.3,2023-01-06T20:13:17.662Z,2023-01-07T06:08:33Z,3967375435,56,Back,3967375545,233,37,3967375437,73,,,,,,,,,,,,,,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495373269,37,6,1,2,8,ba5e91hjacvma2sjvixn00pjo,1,91.1,33.7,2023-01-06T20:13:17.662Z,2023-01-07T06:08:34Z,3967375339,75,,3967375501,233,17,3967375337,56,Center,,,,,,,,,,,,,,,,b2e12l3s3dxgyr8d2rk5qb9ey,Y. Musah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495373509,38,1,1,2,29,ba5e91hjacvma2sjvixn00pjo,1,99.5,0.5,2023-01-06T20:13:38.485Z,2023-01-07T06:08:40Z,3967734301,178,,3967376773,140,89.9,3967376771,56,Right,3967376777,212,10.6,3967376769,6,,3967376775,141,5.2,3967376779,213,2.8,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495373527,39,1,1,2,31,ba5e91hjacvma2sjvixn00pjo,1,88.1,8.3,2023-01-06T20:13:40.210Z,2023-01-07T06:08:46Z,3967376873,141,16.7,3967376871,140,76.2,3967734401,178,,3967376875,212,13.7,3967376877,213,2.7,3967376869,56,Right,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495373539,40,1,1,2,32,ba5e91hjacvma2sjvixn00pjo,0,76.2,16.7,2023-01-06T20:13:41.681Z,2023-01-07T06:08:50Z,3967376935,212,20.2,3967734487,178,,3967376937,213,0.5,3967376931,140,92.9,3967376933,141,31.3,3967376929,56,Center,,,,,,,e7del0ovpcpntqdgh8idxok4p,Hugo Guillamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
