id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/11/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/15/value
2506631459,5,1,1,0,9,ba5e91hjacvma2sjvixn00pjo,0,5.1,93.4,2023-02-11T20:02:25.519Z,2023-02-12T08:09:41Z,4026484443,56,Back,4026484441,157,,4027658415,178,,4026484451,213,0.5,4026484453,1,,4026484991,233,7,4026484989,236,,4026484445,140,6.8,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,4026484449,212,2.0,4026484447,141,94.8,4026484995,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631515,7,74,1,0,9,3czravw89omgc9o4s0w3l1bg5,1,93.5,5.2,2023-02-11T20:02:25.559Z,2023-02-12T08:09:38Z,4026484997,233,5,4026484693,285,,4027658577,178,,4026484691,56,Right,,,,,,,,,,,,,66jotyvbhtz5cjvhbby6luelm,Nico Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631517,7,5,1,0,10,ba5e91hjacvma2sjvixn00pjo,1,3.7,101.4,2023-02-11T20:02:26.431Z,2023-02-12T08:09:45Z,4026484699,56,Back,4026484701,347,,4026487235,233,8,,,,,,,,,,,,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631553,8,5,1,0,10,3czravw89omgc9o4s0w3l1bg5,0,96.3,-1.4,2023-02-11T20:02:26.431Z,2023-02-12T08:09:45Z,4026484833,347,,4026484831,56,Right,4026487243,233,7,,,,,,,,,,,,,,,,66jotyvbhtz5cjvhbby6luelm,Nico Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631607,8,1,1,0,24,ba5e91hjacvma2sjvixn00pjo,1,11.9,100,2023-02-11T20:02:40.272Z,2023-02-12T08:09:53Z,4026485189,141,95.9,4026485187,140,19.2,4026485193,213,5.8,4026485191,212,8.5,4026485183,56,Back,4026485179,107,,,,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631613,9,44,1,0,25,ba5e91hjacvma2sjvixn00pjo,1,20.4,96,2023-02-11T20:02:41.518Z,2023-02-12T14:08:35Z,4026485213,285,,4026485325,233,9,4026485211,56,Back,,,,,,,,,,,,,,,,afyga3n1mliw0btcuixt6xolx,E. Cavani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631633,9,44,1,0,25,3czravw89omgc9o4s0w3l1bg5,0,79.6,4,2023-02-11T20:02:41.519Z,2023-02-12T08:09:59Z,4026485303,286,,4026485301,56,Right,4026485329,233,9,,,,,,,,,,,,,,,,66jotyvbhtz5cjvhbby6luelm,Nico Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631617,10,1,1,0,25,ba5e91hjacvma2sjvixn00pjo,0,19.6,95.7,2023-02-11T20:02:41.599Z,2023-02-12T14:08:35Z,4026485237,140,24.6,4026485239,141,94.5,4026485235,56,Back,4026485243,213,6.1,4026485241,212,5.3,4027659377,388,,4026485231,3,,4026485233,168,,afyga3n1mliw0btcuixt6xolx,E. Cavani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631673,11,49,1,0,25,3czravw89omgc9o4s0w3l1bg5,1,74.8,4.4,2023-02-11T20:02:42.143Z,2023-02-12T13:14:25Z,,,,,,,,,,,,,,,,,,,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506964097,1513,67,1,0,25,3czravw89omgc9o4s0w3l1bg5,1,74.6,5.3,2023-02-11T20:02:42.173Z,2023-02-12T14:08:35Z,4028206609,233,1435,,,,,,,,,,,,,,,,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506964081,1435,67,1,0,25,ba5e91hjacvma2sjvixn00pjo,0,25.4,94.7,2023-02-11T20:02:42.174Z,2023-02-12T13:14:18Z,4028206621,233,1513,,,,,,,,,,,,,,,,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631669,10,1,1,0,26,3czravw89omgc9o4s0w3l1bg5,0,74.2,4.8,2023-02-11T20:02:42.279Z,2023-02-12T14:08:36Z,4026485447,56,Right,4027659785,178,,4026485453,212,5.0,4026485455,213,0.8,4026485449,140,77.4,4026485451,141,10.2,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631635,11,61,1,0,26,ba5e91hjacvma2sjvixn00pjo,1,22.1,89.2,2023-02-11T20:02:42.641Z,2023-02-12T08:10:58Z,4026485305,56,Back,4027659127,178,,,,,,,,,,,,,,,,,,,,64ctdbd0w5ikj0fkcuu9jdbhm,Ilaix Moriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631689,12,1,1,0,27,3czravw89omgc9o4s0w3l1bg5,1,75.5,7.7,2023-02-11T20:02:43.462Z,2023-02-12T08:11:04Z,4026485523,56,Right,4026485525,140,70.1,4026485531,213,2.5,4027660005,178,,4026485529,212,7.0,4026485527,141,13.7,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631721,13,1,1,0,28,3czravw89omgc9o4s0w3l1bg5,1,69.9,13.7,2023-02-11T20:02:44.654Z,2023-02-12T08:11:07Z,4026485661,56,Right,4026485663,140,64.5,4026485665,141,5.4,4026485667,212,8.0,4026485669,213,3.9,4027660061,178,,,,,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631815,14,1,1,0,29,3czravw89omgc9o4s0w3l1bg5,1,63.1,5.2,2023-02-11T20:02:45.677Z,2023-02-12T08:11:14Z,4026486119,212,36.1,4027660147,178,,4026486117,141,32.4,4027228791,1,,4026486121,213,2.6,4026486115,140,33.6,4026486113,56,Back,,,,9d5h5wxf44qu4fw3jk2pgis16,Dani Vivian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631857,15,1,1,0,41,3czravw89omgc9o4s0w3l1bg5,1,36.8,39.6,2023-02-11T20:02:57.878Z,2023-02-12T08:11:27Z,4026486345,56,Back,4027660397,178,,4026486353,213,1.0,4026486347,140,44.4,4026486349,141,59.6,4026486351,212,15.8,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631883,16,1,1,0,46,3czravw89omgc9o4s0w3l1bg5,1,55.2,74.7,2023-02-11T20:03:02.218Z,2023-02-12T08:11:36Z,4026486479,213,1.6,4026486477,212,13.4,4026486473,140,55.1,4026486475,141,94.4,4026486471,56,Left,4027660555,178,,,,,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631919,17,1,1,0,48,3czravw89omgc9o4s0w3l1bg5,1,47.4,95.1,2023-02-11T20:03:04.717Z,2023-02-12T08:11:41Z,4026486705,141,66.0,4026486703,140,35.4,4026486709,213,4.1,4026486707,212,23.5,4026486699,56,Back,4027660629,178,,,,,,,,v7isqpxiursyjhj5rmhyhjv9,Lekue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631969,18,1,1,0,52,3czravw89omgc9o4s0w3l1bg5,1,37,61.2,2023-02-11T20:03:08.996Z,2023-02-12T08:11:46Z,4026486957,212,53.0,4026486959,213,5.5,4027660723,178,,4026486949,155,,4026486951,56,Right,4026486961,1,,4026486953,140,71.4,4026486955,141,4.2,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631977,19,3,1,0,56,3czravw89omgc9o4s0w3l1bg5,0,74.2,1.8,2023-02-11T20:03:13.057Z,2023-02-12T08:11:57Z,4026487069,233,12,4027660895,178,,4026486993,56,Right,4026486995,286,,4027230373,464,,,,,,,,,,,66jotyvbhtz5cjvhbby6luelm,Nico Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631965,12,7,1,0,56,ba5e91hjacvma2sjvixn00pjo,1,25.8,98.2,2023-02-11T20:03:13.125Z,2023-02-12T08:12:02Z,4026486927,285,,4027230283,385,,4026487059,233,19,4026486925,56,Back,4026486923,167,,4027660969,178,,,,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631975,13,5,1,0,57,ba5e91hjacvma2sjvixn00pjo,0,26.1,101.4,2023-02-11T20:03:13.434Z,2023-02-12T08:12:06Z,4026486987,347,,4026487159,233,20,4026486985,56,Back,,,,,,,,,,,,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631997,20,5,1,0,57,3czravw89omgc9o4s0w3l1bg5,1,73.9,-1.4,2023-02-11T20:03:13.434Z,2023-02-12T08:12:06Z,4026487113,56,Right,4026487115,347,,4026487131,233,13,,,,,,,,,,,,,,,,66jotyvbhtz5cjvhbby6luelm,Nico Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632077,21,1,1,1,2,3czravw89omgc9o4s0w3l1bg5,1,70.8,0,2023-02-11T20:03:18.877Z,2023-02-12T08:12:09Z,4026487499,140,86.8,4026487497,56,Right,4026487503,212,18.1,4026487505,213,0.4,4026487501,141,8.8,4026487495,107,,4026488107,189,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632083,22,1,1,1,5,3czravw89omgc9o4s0w3l1bg5,1,88,9.7,2023-02-11T20:03:21.892Z,2023-02-12T08:12:17Z,4027661153,178,,4026487533,56,Right,4026487535,140,90.5,4026487541,213,5.2,4026487539,212,5.4,4026487537,141,2.7,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632093,23,1,1,1,6,3czravw89omgc9o4s0w3l1bg5,1,90.6,2.9,2023-02-11T20:03:23.099Z,2023-02-12T08:12:21Z,4026487587,213,2.2,4026487579,56,Right,4026487585,212,7.4,4026487583,141,11.4,4026487581,140,86.2,4027661207,178,,,,,,,,66jotyvbhtz5cjvhbby6luelm,Nico Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632087,14,45,1,1,7,ba5e91hjacvma2sjvixn00pjo,0,14.7,89.3,2023-02-11T20:03:23.686Z,2023-02-12T08:12:31Z,4026487549,56,Back,4026487551,285,,4026487795,233,24,,,,,,,,,,,,,,,,9dc4qkvh0vk5kwymibji00kp,André Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632099,24,3,1,1,7,3czravw89omgc9o4s0w3l1bg5,1,85.3,10.7,2023-02-11T20:03:23.686Z,2023-02-12T08:12:30Z,4026487611,286,,4027661355,178,,4026487609,56,Right,4026487767,233,14,4027231631,464,,,,,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632257,25,61,1,1,9,3czravw89omgc9o4s0w3l1bg5,0,95,18.2,2023-02-11T20:03:25.636Z,2023-02-12T08:12:39Z,4026488421,56,Right,4027661549,178,,,,,,,,,,,,,,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632103,15,49,1,1,9,ba5e91hjacvma2sjvixn00pjo,1,3.6,80.8,2023-02-11T20:03:25.937Z,2023-02-12T08:12:45Z,,,,,,,,,,,,,,,,,,,,,,,,,64ctdbd0w5ikj0fkcuu9jdbhm,Ilaix Moriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632143,16,1,1,1,12,ba5e91hjacvma2sjvixn00pjo,1,9.5,86.1,2023-02-11T20:03:28.864Z,2023-02-12T08:12:54Z,4026487821,141,96.4,4026487823,212,7.2,4026487825,213,1.3,4027661769,178,,4026487817,56,Back,4026487819,140,11.2,,,,,,,64ctdbd0w5ikj0fkcuu9jdbhm,Ilaix Moriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632161,17,1,1,1,13,ba5e91hjacvma2sjvixn00pjo,1,11.2,96,2023-02-11T20:03:29.674Z,2023-02-12T08:13:02Z,4026487915,140,5.4,4026487913,56,Back,4026487921,213,4.3,4026487917,141,75.4,4026487919,212,15.3,4027661881,178,,,,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632199,18,1,1,1,15,ba5e91hjacvma2sjvixn00pjo,0,5.4,80.2,2023-02-11T20:03:31.846Z,2023-02-12T08:13:11Z,4026488131,213,0.4,4026488133,1,,4027662047,178,,4026488129,212,42.4,4026488127,141,100.0,4026488123,56,Back,4026488125,140,43.3,4026488121,155,,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632201,19,5,1,1,20,ba5e91hjacvma2sjvixn00pjo,0,43.7,101.2,2023-02-11T20:03:36.410Z,2023-02-12T08:13:17Z,4026492103,233,26,4026488139,56,Back,4026488141,347,,,,,,,,,,,,,,,,,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632327,26,5,1,1,20,3czravw89omgc9o4s0w3l1bg5,1,56.3,-1.2,2023-02-11T20:03:36.410Z,2023-02-12T08:13:16Z,4026488741,347,,4026492081,233,19,4026488739,56,Right,,,,,,,,,,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632381,27,1,1,1,34,3czravw89omgc9o4s0w3l1bg5,1,57.8,0,2023-02-11T20:03:51.175Z,2023-02-12T08:13:23Z,4026489039,212,13.5,4026489041,213,0.8,4026489037,141,12.0,4026489035,140,67.0,4026489031,56,Right,4026489027,107,,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632391,28,1,1,1,38,3czravw89omgc9o4s0w3l1bg5,1,57.7,11.2,2023-02-11T20:03:54.878Z,2023-02-12T08:13:31Z,4027662321,178,,4026489075,56,Right,4026489083,213,4.0,4026489079,141,4.2,4026489077,140,53.6,4026489081,212,6.4,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632441,29,1,1,1,39,3czravw89omgc9o4s0w3l1bg5,1,52.8,3.8,2023-02-11T20:03:55.703Z,2023-02-12T08:13:36Z,4026489357,56,Back,4026489359,140,27.1,4027662395,178,,4026489363,212,28.2,4026489365,213,2.8,4026489361,141,15.9,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632497,30,1,1,1,44,3czravw89omgc9o4s0w3l1bg5,0,32.5,14.7,2023-02-11T20:04:01.048Z,2023-02-12T08:13:41Z,4026489627,56,Left,4026489629,140,68.8,4026489633,212,66.0,4026489635,213,1.0,4026489631,141,93.9,4026489623,155,,4026489625,196,,4027662475,178,,9d5h5wxf44qu4fw3jk2pgis16,Dani Vivian,4026489637,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632499,20,49,1,1,51,ba5e91hjacvma2sjvixn00pjo,1,30.2,5.9,2023-02-11T20:04:07.499Z,2023-02-12T08:14:08Z,,,,,,,,,,,,,,,,,,,,,,,,,wlqj34ev5mucxtfx6j4tr9at,D. Foulquier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632533,21,1,1,1,51,ba5e91hjacvma2sjvixn00pjo,1,30.8,6.2,2023-02-11T20:04:07.540Z,2023-02-12T08:14:13Z,4027663039,178,,4026489801,56,Back,4026489803,140,44.4,4026489805,141,9.1,4026489811,213,0.1,4026489807,212,14.4,,,,,,,wlqj34ev5mucxtfx6j4tr9at,D. Foulquier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632543,22,50,1,1,53,ba5e91hjacvma2sjvixn00pjo,1,44.1,11.3,2023-02-11T20:04:09.330Z,2023-02-12T08:14:18Z,4026489851,56,Back,4026489937,233,31,4026489853,286,,,,,,,,,,,,,,,,,9z3aqwq5swt9qklwnzuhqcogl,Samu Castillejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632551,31,7,1,1,53,3czravw89omgc9o4s0w3l1bg5,1,55.9,88.7,2023-02-11T20:04:09.771Z,2023-02-12T08:14:22Z,4027234909,384,,4026489911,233,22,4027663205,178,,4026489873,285,,4026489871,56,Left,,,,,,,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632559,23,43,1,1,53,ba5e91hjacvma2sjvixn00pjo,1,0,0,2023-02-11T20:04:10.083Z,2023-02-11T20:05:58Z,4026495763,144,61,4026489943,56,Back,,,,,,,,,,,,,,,,,,,9z3aqwq5swt9qklwnzuhqcogl,Samu Castillejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
