id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/18/value
2462051615,1,34,16,0,0,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2022-09-18T15:15:31.507Z,2022-09-18T16:32:03Z,3791106387,59,"13, 2, 15, 14, 16, 19, 11, 5, 9, 10, 28, 1, 3, 4, 12, 17, 18, 21, 24, 25, 33",3791106383,30,"s96k2x2cts0vo6y6aaeui5zp, e5rlll2fvd9wsk40o6pztsc0l, 3m7wjcmet9b8sc5tu0ct8j0et, 10f06nit2xupshuz4lmazrvth, 7rfcycybym05sbe0j1g6yhfx1, f5blplnlgn04f54kqsfx1b7qh, 7hyo7fy8hospvlvtlfv7q73ai, 73efpm314q2paeacsvp4e8q8l, d12m2oz1lomkc1qxmpht38lat, 75079gtd2efpviyo605ozsd79, 9jxofpmrfh2lil77f9xj22kiy, 1vn3xi2x6vtjor1bt1ob1vk5x, 4hhuyat3grozmgba4f55zyajt, dfytsnxfl78jnug9trsa9qv3d, 8hn7wb9jf6unade238t4vl3o5, 9anxnfthjotjwmr3o9j9lzsnp, 4pizap25enja9rtz4g6x5bkd1, 5gtoi90sxc43mbsfxwfv7wzxl, 9226xt1t1m3fy4ob9l2r16609, 6w3xe5mva9ob36uf482xem85x, emvmn561wgd62zj0s3qi5j5rd",3791106395,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3791106401,194,75079gtd2efpviyo605ozsd79,3791106405,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3791106385,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3791435081,197,254,3791106393,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462052783,1,34,16,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-09-18T15:17:06.811Z,2022-09-18T16:32:50Z,3791112623,194,8xd59g0c36012q6mg5f2fl239,3791112615,59,"1, 4, 3, 15, 2, 22, 18, 14, 9, 19, 17, 10, 11, 12, 13, 16, 20, 25, 26, 33, 36",3791112621,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3791112613,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3791435257,197,704,3791112625,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3791112617,130,17,3791112611,30,"4wbwcfbeokv5j4nuudbxgaw2d, 2nq5nzq35tfwc7po29dtwqp78, d7pzcnoztn30xoj5b2sr9slt6, 8xd59g0c36012q6mg5f2fl239, 8ikm0hxyz2qaonz3qmynu0xqt, 39dgr8s91agremy3nvp4q2221, cuqawmfekh86mgo758udxw7v9, 2udtmz4lvh4vil16mxvo0j4l, 27hwtukeqxh91ch1f3qr1it49, 9iwptrplnmwst5nfimyuqekq2, bqmhsb2bsuuuijw2ci39l01k9, 2y9jp3hak8dnf8cavdqrx1cyd, 8tnz3pqkqdhbr08p96i9w8i96, 2do89l8kf9yuelzq1b5mo549h, eavhyxb9dfjh0jp5yzg8p8udx, 3xxwjf3ymu1j9825xjuwuknah, ay89se5rytzay8md0yeadykq2, q5omphitvnrcnoda4jh9fdux, bixz0as48s0jmvl2bdctr2tt6, 25h51j4zz5m180na6sy5ybbpw, eonkaqrhhxzaa3nt0iena4us",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462114665,2,32,1,0,0,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2022-09-18T16:31:16.398Z,2022-09-19T02:51:24Z,3791444671,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462114653,2,32,1,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-09-18T16:31:16.398Z,2022-09-18T16:31:16Z,3791444625,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462114683,3,1,1,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,49.8,50.3,2022-09-18T16:31:16.472Z,2022-09-19T05:26:19Z,3791444843,279,S,3791444833,56,Back,3791444837,141,57.5,3793243367,178,,3791444841,213,2.8,3791444835,140,37.6,3791444839,212,13.7,,,,9iwptrplnmwst5nfimyuqekq2,Reinier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462114753,4,1,1,0,2,7h7eg7q7dbwvzww78h9d5eh0h,1,37.6,57.5,2022-09-18T16:31:18.799Z,2022-09-19T05:26:25Z,3791445187,56,Right,3791445195,213,5.7,3791445191,141,12.8,3791445185,155,,3793243461,178,,3791445189,140,77.4,3791445193,212,51.7,3791445197,1,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462114761,5,44,1,0,5,7h7eg7q7dbwvzww78h9d5eh0h,1,78.6,12.6,2022-09-18T16:31:21.920Z,2022-09-19T06:31:49Z,3791445213,286,,3791448243,233,3,3791445211,56,Right,,,,,,,,,,,,,,,,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462114745,3,44,1,0,5,ah8dala7suqqkj04n2l8xz4zd,0,21.4,87.4,2022-09-18T16:31:21.921Z,2022-09-19T05:26:30Z,3791445149,285,,3791445147,56,Back,3791448279,233,5,,,,,,,,,,,,,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462114813,6,1,1,0,5,7h7eg7q7dbwvzww78h9d5eh0h,0,77.4,12.8,2022-09-18T16:31:22.003Z,2022-09-19T06:31:49Z,3793243583,388,,3791445479,212,22.3,3791445475,140,89.7,3791445471,3,,3791445481,213,1.0,3791445473,56,Center,3791445477,141,39.5,,,,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462114773,4,43,1,0,7,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2022-09-18T16:31:23.775Z,2022-09-18T16:32:05Z,3791448147,144,1,3791445281,3,0,3791445291,213,4.0,3791445287,141,66.4,3791445289,212,18.3,3791445283,56,Back,3791445285,140,9.3,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
