id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2519913117,184,1,1,15,14,7h7eg7q7dbwvzww78h9d5eh0h,1,45.4,57.1,2023-03-13T20:15:46.486Z,2023-03-14T07:07:28Z,4096711741,56,Center,4096711745,141,65.3,4097324189,178,,4096711743,140,52.7,4096711749,213,0.6,4096711747,212,9.5,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913169,185,1,1,15,17,7h7eg7q7dbwvzww78h9d5eh0h,1,57.6,80.1,2023-03-13T20:15:49.170Z,2023-03-14T07:07:38Z,4097324359,178,,4096712007,141,93.9,4096712003,56,Left,4096712009,212,12.7,4096712011,213,0.8,4096712005,140,65.8,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913207,186,1,1,15,22,7h7eg7q7dbwvzww78h9d5eh0h,1,64,91.4,2023-03-13T20:15:54.418Z,2023-03-14T07:07:43Z,4096712207,213,0.6,4097324461,178,,4096712199,56,Left,4096712203,141,96.8,4096712205,212,7.0,4096712201,140,69.7,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913229,187,1,1,15,25,7h7eg7q7dbwvzww78h9d5eh0h,1,63,91.7,2023-03-13T20:15:56.801Z,2023-03-14T07:07:50Z,4096712307,1,,4096712303,212,33.5,4097324579,178,,4096712301,141,64.8,4096712305,213,3.7,4096712297,56,Back,4096712299,140,36.3,,,,d7pzcnoztn30xoj5b2sr9slt6,Miguel Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913253,188,1,1,15,29,7h7eg7q7dbwvzww78h9d5eh0h,1,32.6,57.5,2023-03-13T20:16:00.660Z,2023-03-14T07:07:54Z,4096712435,56,Back,4097324649,178,,4096712441,212,24.2,4096712439,141,25.6,4096712437,140,42.9,4096712443,213,5.2,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913267,189,1,1,15,34,7h7eg7q7dbwvzww78h9d5eh0h,1,54.4,15.2,2023-03-13T20:16:05.851Z,2023-03-14T07:07:58Z,4097324715,178,,4096712503,212,6.4,4096712505,213,5.4,4096712501,141,8.0,4096712497,56,Right,4096712499,140,58.3,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913285,190,1,1,15,35,7h7eg7q7dbwvzww78h9d5eh0h,1,58.4,8.5,2023-03-13T20:16:07.043Z,2023-03-14T07:08:02Z,4097324829,178,,4096712577,56,Back,4096712579,140,46.3,4096712585,213,3.0,4096712581,141,11.2,4096712583,212,12.8,,,,,,,1acqdy7jz9v4i1jwf5u809byt,Borja García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913325,191,1,1,15,37,7h7eg7q7dbwvzww78h9d5eh0h,1,46.2,14.9,2023-03-13T20:16:08.907Z,2023-03-14T07:08:05Z,4096712845,56,Back,4096712851,212,26.8,4096712853,213,1.7,4096712849,141,54.0,4096712847,140,42.7,4097324915,178,,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913345,192,1,1,15,42,7h7eg7q7dbwvzww78h9d5eh0h,1,48.7,57.3,2023-03-13T20:16:13.610Z,2023-03-14T07:08:08Z,4096712939,141,81.6,4096712931,56,Left,4097324967,178,,4096712935,140,57.1,4096712945,213,1.1,4096712941,212,18.7,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913389,193,1,1,15,44,7h7eg7q7dbwvzww78h9d5eh0h,1,59.4,85.4,2023-03-13T20:16:15.831Z,2023-03-14T07:08:13Z,4097325043,178,,4096713173,141,94.2,4096713177,213,0.5,4096713175,212,12.0,4096713171,140,69.3,4096713169,56,Left,,,,,,,d7pzcnoztn30xoj5b2sr9slt6,Miguel Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913403,194,1,1,15,47,7h7eg7q7dbwvzww78h9d5eh0h,1,67.2,94.5,2023-03-13T20:16:19.597Z,2023-03-14T07:08:21Z,4097325177,178,,4096713251,213,5.9,4096713245,140,73.2,4096713243,56,Left,4096713249,212,6.7,4096713247,141,91.1,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913429,195,1,1,15,49,7h7eg7q7dbwvzww78h9d5eh0h,1,73.3,90.8,2023-03-13T20:16:20.682Z,2023-03-14T07:08:28Z,4096713365,141,92.0,4096713361,56,Left,4097325341,178,,4096713369,213,3.1,4096713363,140,60.7,4096713367,212,13.3,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913451,196,1,1,15,51,7h7eg7q7dbwvzww78h9d5eh0h,1,61.8,90.2,2023-03-13T20:16:23.218Z,2023-03-14T07:08:32Z,4096713465,140,50.9,4097325411,178,,4096713467,141,66.0,4096713469,212,20.0,4096713463,56,Center,4096713471,213,4.1,,,,,,,d7pzcnoztn30xoj5b2sr9slt6,Miguel Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913493,197,1,1,15,53,7h7eg7q7dbwvzww78h9d5eh0h,1,51.6,64.7,2023-03-13T20:16:25.577Z,2023-03-14T07:08:37Z,4096713607,213,5.2,4097325453,178,,4096713603,141,36.2,4096713599,56,Center,4096713601,140,60.4,4096713605,212,21.5,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913507,198,1,1,15,58,7h7eg7q7dbwvzww78h9d5eh0h,1,55.3,48.4,2023-03-13T20:16:29.954Z,2023-03-14T07:08:42Z,4096713663,140,65.5,4096713669,213,0.7,4096713667,212,13.8,4097325509,178,,4096713665,141,61.1,4096713661,56,Center,,,,,,,1acqdy7jz9v4i1jwf5u809byt,Borja García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913525,199,1,1,15,58,7h7eg7q7dbwvzww78h9d5eh0h,1,65.6,61.1,2023-03-13T20:16:30.560Z,2023-03-14T07:08:46Z,4096713739,212,16.9,4096713733,56,Center,4096713737,141,37.0,4097325573,178,,4096713741,213,5.0,4096713735,140,69.4,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913529,200,61,1,15,59,7h7eg7q7dbwvzww78h9d5eh0h,0,69.3,37.1,2023-03-13T20:16:31.546Z,2023-03-14T07:09:02Z,4097325785,388,,4096713747,56,Center,4097325783,21,,,,,,,,,,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913519,156,49,1,16,1,4ku8o6uf87yd8iecdalipo6wd,1,22.1,68.5,2023-03-13T20:16:33.582Z,2023-03-14T07:09:07Z,,,,,,,,,,,,,,,,,,,,,,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913535,157,1,1,16,1,4ku8o6uf87yd8iecdalipo6wd,1,22.7,68.5,2023-03-13T20:16:33.597Z,2023-03-14T07:09:12Z,4096713763,213,5.6,4096713755,56,Back,4096713761,212,8.7,4097325915,178,,4096713759,141,60.3,4096713757,140,29.0,,,,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913597,158,1,1,16,2,4ku8o6uf87yd8iecdalipo6wd,1,30.2,62.6,2023-03-13T20:16:34.493Z,2023-03-14T07:09:24Z,4096714131,140,43.0,4096714135,212,22.0,4096714129,56,Back,4096714133,141,88.2,4097326059,178,,4096714137,213,0.9,,,,,,,b9kfek16otvdorssn0wzkb36d,Koke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913615,159,1,1,16,8,4ku8o6uf87yd8iecdalipo6wd,0,62.5,92.3,2023-03-13T20:16:40.374Z,2023-03-14T07:09:38Z,4097326161,178,,4096714219,212,23.1,4096714213,56,Center,4096714217,141,62.6,4096714221,213,5.2,4096714215,140,73.1,,,,,,,20m7tijt8jnedjd4x87olmaqd,Y. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913621,201,49,1,16,11,7h7eg7q7dbwvzww78h9d5eh0h,1,27.7,44.6,2023-03-13T20:16:42.708Z,2023-03-14T07:09:43Z,,,,,,,,,,,,,,,,,,,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913665,202,1,1,16,12,7h7eg7q7dbwvzww78h9d5eh0h,1,27.8,48.8,2023-03-13T20:16:44.422Z,2023-03-14T07:09:48Z,4096714419,212,17.4,4096714413,56,Back,4096714417,141,74.3,4097326481,178,,4096714421,213,1.5,4096714415,140,29.6,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913701,203,1,1,16,15,7h7eg7q7dbwvzww78h9d5eh0h,1,33,79.2,2023-03-13T20:16:47.187Z,2023-03-14T07:09:54Z,4096714605,141,93.3,4096714601,56,Back,4097326591,178,,4096714603,140,42.4,4096714609,213,0.8,4096714607,212,13.8,,,,,,,d7pzcnoztn30xoj5b2sr9slt6,Miguel Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913721,204,1,1,16,24,7h7eg7q7dbwvzww78h9d5eh0h,1,39.1,75.9,2023-03-13T20:16:55.787Z,2023-03-14T07:09:58Z,4096714739,56,Back,4096714743,141,50.9,4096714747,213,4.4,4096714745,212,17.6,4097326651,178,,4096714741,140,34.7,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913745,205,1,1,16,27,7h7eg7q7dbwvzww78h9d5eh0h,1,33.3,42.4,2023-03-13T20:16:59.102Z,2023-03-14T07:10:03Z,4096714861,56,Back,4096714865,141,21.4,4097326763,178,,4096714867,212,18.8,4096714863,140,44.9,4096714869,213,5.4,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913771,206,1,1,16,29,7h7eg7q7dbwvzww78h9d5eh0h,1,44,20.3,2023-03-13T20:17:00.897Z,2023-03-14T07:10:08Z,4096714987,212,11.7,4096714989,213,6.0,4096714983,140,54.8,4097326867,178,,4096714985,141,16.0,4096714981,56,Right,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913795,207,1,1,16,31,7h7eg7q7dbwvzww78h9d5eh0h,1,55.3,16.7,2023-03-13T20:17:03.130Z,2023-03-14T07:10:11Z,4096715101,212,12.0,4096715097,140,66.1,4096715099,141,22.3,4097326949,178,,4096715095,56,Center,4096715103,213,0.3,,,,,,,1acqdy7jz9v4i1jwf5u809byt,Borja García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913865,208,1,1,16,33,7h7eg7q7dbwvzww78h9d5eh0h,1,67.9,22,2023-03-13T20:17:05.431Z,2023-03-14T07:10:15Z,4096715421,56,Right,4096715425,141,7.7,4096715433,213,5.8,4097327013,178,,4096715423,140,87.7,4096715429,212,23.0,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913873,209,1,1,16,42,7h7eg7q7dbwvzww78h9d5eh0h,0,75,7.9,2023-03-13T20:17:14.284Z,2023-03-14T07:10:19Z,4097327121,178,,4096715461,212,4.8,4096715459,141,9.8,4096715457,140,79.4,4096715463,213,0.3,4096715455,56,Right,,,,,,,3auwtiburdxrp2i5me2d97f11,V. Tsygankov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913871,160,8,1,16,42,4ku8o6uf87yd8iecdalipo6wd,1,23.4,90.3,2023-03-13T20:17:14.515Z,2023-03-14T07:10:44Z,4096715453,56,Back,4097327411,178,,4097163551,385,,,,,,,,,,,,,,,,,20m7tijt8jnedjd4x87olmaqd,Y. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913915,210,1,1,16,44,7h7eg7q7dbwvzww78h9d5eh0h,1,73.8,7.7,2023-03-13T20:17:15.864Z,2023-03-14T07:10:50Z,4097327495,178,,4096715679,56,Right,4096715681,140,57.9,4096715685,212,18.8,4096715687,213,2.7,4096715683,141,20.3,,,,,,,3auwtiburdxrp2i5me2d97f11,V. Tsygankov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913973,211,1,1,16,46,7h7eg7q7dbwvzww78h9d5eh0h,1,59.7,28,2023-03-13T20:17:18.358Z,2023-03-14T07:11:03Z,4097327635,178,,4096715935,141,54.5,4096715931,56,Back,4096715939,213,2.2,4096715933,140,46.0,4096715937,212,23.1,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913989,212,1,1,16,49,7h7eg7q7dbwvzww78h9d5eh0h,1,46.5,54.6,2023-03-13T20:17:21.081Z,2023-03-14T07:11:14Z,4097327817,178,,4096716003,212,12.8,4096716005,213,6.2,4096716001,141,53.7,4096715999,140,58.7,4096715997,56,Center,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914009,213,1,1,16,50,7h7eg7q7dbwvzww78h9d5eh0h,1,58.5,53.7,2023-03-13T20:17:21.971Z,2023-03-14T07:11:27Z,4097327977,178,,4096716093,141,58.1,4096716097,213,2.9,4096716095,212,12.0,4096716091,140,47.4,4096716089,56,Back,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914039,214,1,1,16,52,7h7eg7q7dbwvzww78h9d5eh0h,1,45.9,57.9,2023-03-13T20:17:24.225Z,2023-03-14T07:11:35Z,4097328129,178,,4096716273,140,53.7,4096716279,213,0.8,4096716277,212,12.3,4096716275,141,71.4,4096716271,56,Center,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914049,215,1,1,16,55,7h7eg7q7dbwvzww78h9d5eh0h,1,52.6,59.9,2023-03-13T20:17:27.546Z,2023-03-14T07:11:40Z,4096716339,56,Back,4096716347,213,3.4,4096716343,141,57.3,4096716345,212,7.2,4096716341,140,46.0,4097328203,178,,,,,,,,d7pzcnoztn30xoj5b2sr9slt6,Miguel Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914091,216,1,1,16,57,7h7eg7q7dbwvzww78h9d5eh0h,1,46.4,56.7,2023-03-13T20:17:29.552Z,2023-03-14T07:11:43Z,4096716559,213,3.8,4096716553,140,35.9,4096716557,212,13.6,4096716555,141,44.9,4096716551,56,Back,4097328257,178,,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914105,217,1,1,16,59,7h7eg7q7dbwvzww78h9d5eh0h,1,34.1,41.6,2023-03-13T20:17:30.841Z,2023-03-14T07:11:49Z,4096716597,141,13.7,4097328367,178,,4096716599,212,22.5,4096716593,56,Back,4096716601,213,5.3,4096716595,140,45.6,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914119,218,1,1,17,1,7h7eg7q7dbwvzww78h9d5eh0h,1,44.8,14.9,2023-03-13T20:17:33.370Z,2023-03-14T07:11:54Z,4097328483,178,,4096716685,56,Right,4096716693,212,15.9,4096716691,141,5.2,4096716695,213,5.9,4096716689,140,58.6,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914131,219,1,1,17,3,7h7eg7q7dbwvzww78h9d5eh0h,0,58.7,5.2,2023-03-13T20:17:34.891Z,2023-03-14T07:11:59Z,4096716755,140,74.1,4096716761,213,0.1,4097328551,178,,4096716759,212,16.3,4096716753,56,Right,4096716757,141,7.6,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914143,161,12,1,17,5,4ku8o6uf87yd8iecdalipo6wd,1,21.6,93.4,2023-03-13T20:17:37.116Z,2023-03-14T07:12:04Z,4096716809,140,30.1,4096716813,212,10.4,4096716855,167,,4096716807,56,Back,4097328623,178,,4096716811,141,100.0,4096716815,213,0.5,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914147,162,5,1,17,6,4ku8o6uf87yd8iecdalipo6wd,0,30.1,101.1,2023-03-13T20:17:37.691Z,2023-03-14T07:12:09Z,4096716835,347,,4096716831,56,Back,4096717117,233,220,,,,,,,,,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914203,220,5,1,17,6,7h7eg7q7dbwvzww78h9d5eh0h,1,69.9,-1.1,2023-03-13T20:17:37.691Z,2023-03-14T07:12:08Z,4096717111,233,162,4096717091,347,,4096717089,56,Right,,,,,,,,,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914255,221,1,1,17,10,7h7eg7q7dbwvzww78h9d5eh0h,1,63.7,0,2023-03-13T20:17:41.684Z,2023-03-14T07:12:14Z,4096717405,212,13.1,4096717401,140,53.2,4096717407,213,2.6,4096717403,141,9.5,4096717397,107,,4096717399,56,Right,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914317,222,1,1,17,13,7h7eg7q7dbwvzww78h9d5eh0h,1,51.3,14.2,2023-03-13T20:17:45.554Z,2023-03-14T07:12:18Z,4096717679,140,38.8,4096717677,56,Back,4096717685,212,22.9,4096717681,141,41.8,4097328909,178,,4096717687,213,2.2,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914365,223,1,1,17,21,7h7eg7q7dbwvzww78h9d5eh0h,1,46.4,43.3,2023-03-13T20:17:52.603Z,2023-03-14T07:12:23Z,4096717973,213,5.2,4096717965,56,Right,4096717967,140,54.8,4096717969,141,18.5,4096717971,212,19.0,4097328991,178,,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914379,224,1,1,17,23,7h7eg7q7dbwvzww78h9d5eh0h,1,56.6,22.4,2023-03-13T20:17:55.599Z,2023-03-14T07:12:26Z,4096718049,212,19.8,4096718043,56,Back,4096718047,141,44.0,4097329067,178,,4096718051,213,2.3,4096718045,140,44.0,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914415,225,1,1,17,25,7h7eg7q7dbwvzww78h9d5eh0h,1,44,44.2,2023-03-13T20:17:57.257Z,2023-03-14T07:12:31Z,4097329109,178,,4096718249,141,74.0,4096718253,213,1.4,4096718247,140,47.3,4096718251,212,20.6,4096718245,56,Back,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914457,226,1,1,17,29,7h7eg7q7dbwvzww78h9d5eh0h,1,47.4,67.7,2023-03-13T20:18:01.090Z,2023-03-14T07:12:36Z,4096718479,213,4.5,4096718475,212,27.4,4096718471,141,28.3,4097329221,178,,4096718463,56,Back,4096718467,140,42.1,,,,,,,d7pzcnoztn30xoj5b2sr9slt6,Miguel Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914483,227,1,1,17,32,7h7eg7q7dbwvzww78h9d5eh0h,1,42.4,23,2023-03-13T20:18:03.945Z,2023-03-14T07:12:41Z,4097329319,178,,4096718613,213,5.7,4096718609,141,4.3,4096718607,140,61.8,4096718611,212,24.0,4096718605,56,Right,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914505,228,1,1,17,35,7h7eg7q7dbwvzww78h9d5eh0h,1,65.3,7.6,2023-03-13T20:18:06.667Z,2023-03-14T07:12:46Z,4096718729,56,Right,4096718731,140,88.2,4096718735,212,24.2,4097329385,178,,4096718733,141,12.1,4096718737,213,0.1,,,,,,,3auwtiburdxrp2i5me2d97f11,V. Tsygankov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914525,229,1,1,17,37,7h7eg7q7dbwvzww78h9d5eh0h,0,88.3,13.7,2023-03-13T20:18:09.343Z,2023-03-14T07:12:49Z,4096718817,141,44.9,4096718809,2,,4096718819,212,21.6,4096718813,56,Center,4097329433,178,,4097164353,20,,4097164351,224,,4096718815,140,91.9,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,4096718821,213,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914543,163,12,1,17,38,4ku8o6uf87yd8iecdalipo6wd,1,11.9,59.1,2023-03-13T20:18:10.198Z,2023-03-14T07:12:57Z,4096718903,212,21.4,4096718907,213,2.1,4097329575,178,,4096718899,140,2.1,4096718897,56,Back,4096718901,141,86.7,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914547,164,49,1,17,40,4ku8o6uf87yd8iecdalipo6wd,1,2.1,86.7,2023-03-13T20:18:12.439Z,2023-03-14T07:13:10Z,,,,,,,,,,,,,,,,,,,,,,,,,b9kfek16otvdorssn0wzkb36d,Koke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914577,165,1,1,17,40,4ku8o6uf87yd8iecdalipo6wd,1,2.7,87,2023-03-13T20:18:12.469Z,2023-03-14T07:13:08Z,4096719063,213,4.9,4097329809,178,,4096719055,56,Back,4096719061,212,13.8,4096719059,141,67.0,4096719057,140,5.0,,,,,,,b9kfek16otvdorssn0wzkb36d,Koke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914587,166,1,1,17,43,4ku8o6uf87yd8iecdalipo6wd,1,6.8,71.4,2023-03-13T20:18:14.620Z,2023-03-14T07:13:15Z,4096719117,141,81.4,4096719119,212,20.7,4096719113,56,Back,4096719115,140,25.4,4096719121,213,0.3,4097329947,178,,,,,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914609,167,1,1,17,44,4ku8o6uf87yd8iecdalipo6wd,1,25.4,81.4,2023-03-13T20:18:16.209Z,2023-03-14T07:13:21Z,4097330067,178,,4096719245,212,10.4,4096719241,140,26.1,4096719237,56,Back,4096719243,141,96.7,4096719247,213,1.5,,,,,,,ejcyvgclry4g5pc2rtptifphx,T. Lemar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914629,168,1,1,17,48,4ku8o6uf87yd8iecdalipo6wd,1,26.2,95.3,2023-03-13T20:18:19.768Z,2023-03-14T07:13:29Z,4096719329,140,16.9,4097330211,178,,4096719327,56,Back,4096719331,141,93.7,4096719335,213,3.3,4096719333,212,9.8,,,,,,,20m7tijt8jnedjd4x87olmaqd,Y. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914645,169,1,1,17,49,4ku8o6uf87yd8iecdalipo6wd,1,14.4,92.3,2023-03-13T20:18:20.873Z,2023-03-14T07:13:35Z,4096719415,141,76.7,4096719411,56,Back,4096719417,212,11.8,4096719419,213,4.3,4096719413,140,9.4,4097330351,178,,,,,,,,b9kfek16otvdorssn0wzkb36d,Koke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914673,170,3,1,17,51,4ku8o6uf87yd8iecdalipo6wd,1,9.4,75.7,2023-03-13T20:18:23.562Z,2023-03-14T07:13:43Z,4096719589,233,230,4096719541,56,Back,4097330491,178,,4096719543,285,,4097164737,464,,,,,,,,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914647,230,45,1,17,51,7h7eg7q7dbwvzww78h9d5eh0h,0,90.6,24.3,2023-03-13T20:18:23.562Z,2023-03-14T07:13:43Z,4096719599,233,170,4096719435,286,,4096719433,56,Center,,,,,,,,,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914705,171,1,1,17,54,4ku8o6uf87yd8iecdalipo6wd,0,10.4,86.8,2023-03-13T20:18:26.423Z,2023-03-14T07:13:46Z,4096719721,213,5.9,4096719715,140,37.0,4097330597,178,,4096719719,212,29.8,4096719713,56,Back,4096719709,155,,4096719717,141,71.4,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
