id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,qualifier/15/value,assist,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2481402253,12,1,1,0,24,3czravw89omgc9o4s0w3l1bg5,1,41.6,96.4,2022-11-04T20:01:07.344Z,2022-11-05T10:47:44Z,3893785855,212,17.8,3893785857,213,4.2,3894704113,178,,3893785849,56,Back,3893785853,141,74.0,3893785851,140,32.9,,,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402293,13,1,1,0,28,3czravw89omgc9o4s0w3l1bg5,1,39.8,66,2022-11-04T20:01:10.983Z,2022-11-05T10:47:46Z,3893786041,141,33.7,3894704125,178,,3893786043,212,22.3,3893786037,56,Back,3893786045,213,4.6,3893786039,140,36.4,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Íñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402323,14,1,1,0,32,3czravw89omgc9o4s0w3l1bg5,0,41.7,29.1,2022-11-04T20:01:15.383Z,2022-11-05T10:47:50Z,3893786197,56,Center,3893786205,213,0.7,3893786199,140,76.3,3893786195,155,,3894704191,178,,3893786207,1,,3893786201,141,77.1,3893786203,212,48.8,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402339,3,44,1,0,35,7h7eg7q7dbwvzww78h9d5eh0h,1,23.1,23.4,2022-11-04T20:01:17.885Z,2022-11-05T11:25:38Z,3893786291,233,15,3893786283,285,,3893786281,56,Back,,,,,,,,,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402333,15,44,1,0,35,3czravw89omgc9o4s0w3l1bg5,0,76.9,76.6,2022-11-04T20:01:17.886Z,2022-11-05T10:47:54Z,3893786263,56,Center,3893786265,286,,3893787341,233,3,,,,,,,,,,,,,,,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402361,4,1,1,0,35,7h7eg7q7dbwvzww78h9d5eh0h,1,22.4,23.8,2022-11-04T20:01:18.163Z,2022-11-05T11:25:38Z,3893786443,56,Back,3893786441,3,,3893786445,140,27.4,3893786451,213,5.9,3893786447,141,21.1,3893786449,212,5.6,3894704301,388,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402365,5,49,1,0,37,7h7eg7q7dbwvzww78h9d5eh0h,1,25.2,22.3,2022-11-04T20:01:20.109Z,2022-11-05T10:48:12Z,,,,,,,,,,,,,,,,,,,,,,,,,2do89l8kf9yuelzq1b5mo549h,Toni Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402409,6,1,1,0,39,7h7eg7q7dbwvzww78h9d5eh0h,0,25.2,22.3,2022-11-04T20:01:21.500Z,2022-11-05T10:48:16Z,3893786657,141,7.3,3893786659,212,25.9,3893786655,140,47.9,3893786663,1,,3893786661,213,5.9,3893786653,56,Back,3894704633,178,,3893786651,157,,2do89l8kf9yuelzq1b5mo549h,Toni Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402419,16,49,1,0,42,3czravw89omgc9o4s0w3l1bg5,1,52.6,94.4,2022-11-04T20:01:24.634Z,2022-11-05T10:48:22Z,,,,,,,,,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Íñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402451,17,1,1,0,44,3czravw89omgc9o4s0w3l1bg5,1,42.5,96.9,2022-11-04T20:01:26.685Z,2022-11-05T10:48:24Z,3893786895,212,9.2,3893786889,56,Back,3894704713,178,,3893786897,213,5.1,3893786891,140,46.2,3893786893,141,84.6,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Íñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402479,18,1,1,0,46,3czravw89omgc9o4s0w3l1bg5,1,46,84.6,2022-11-04T20:01:28.663Z,2022-11-05T10:48:27Z,3893787055,155,,3893787059,140,61.7,3893787057,56,Left,3893787065,213,0.3,3894704747,178,,3893787061,141,92.2,3893787063,212,17.3,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402507,19,1,1,0,47,3czravw89omgc9o4s0w3l1bg5,0,61.7,92.2,2022-11-04T20:01:29.634Z,2022-11-05T10:48:31Z,3893787219,56,Left,3893787221,140,89.1,3893787223,141,81.6,3893787217,168,,3893787225,212,29.7,3894704809,388,,3893787227,213,6.0,,,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402505,7,49,1,0,52,7h7eg7q7dbwvzww78h9d5eh0h,1,9.1,19.9,2022-11-04T20:01:34.992Z,2022-11-05T10:48:38Z,,,,,,,,,,,,,,,,,,,,,,,,,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402543,8,1,1,0,52,7h7eg7q7dbwvzww78h9d5eh0h,1,9.1,19.9,2022-11-04T20:01:35.062Z,2022-11-05T10:48:43Z,3893787415,213,0.2,3893787417,1,,3893787413,212,46.8,3893787405,155,,3894705031,178,,3893787411,141,34.7,3893787407,56,Center,3893787409,140,52.6,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402551,9,44,1,0,55,7h7eg7q7dbwvzww78h9d5eh0h,1,55.3,34.2,2022-11-04T20:01:37.800Z,2022-11-05T11:25:39Z,3893787455,56,Center,3893787457,286,,3893787553,233,20,,,,,,,,,,,,,,,,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402559,20,44,1,0,55,3czravw89omgc9o4s0w3l1bg5,0,44.7,65.8,2022-11-04T20:01:37.801Z,2022-11-05T10:51:16Z,3893787507,285,,3893787621,233,9,3893787505,56,Back,,,,,,,,,,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402555,10,1,1,0,55,7h7eg7q7dbwvzww78h9d5eh0h,0,52.8,34.9,2022-11-04T20:01:37.956Z,2022-11-05T11:25:39Z,3893787475,3,,3893787483,141,33.4,3893787477,56,Center,3893787481,140,54.4,3893787487,212,2.0,3893787489,213,5.7,3894707813,388,,,,,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402579,21,61,1,0,55,3czravw89omgc9o4s0w3l1bg5,1,42.1,66.5,2022-11-04T20:01:37.965Z,2022-11-05T10:51:27Z,3893787583,56,Back,3894708189,15,,3894708191,388,,,,,,,,,,,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402619,11,1,1,0,56,7h7eg7q7dbwvzww78h9d5eh0h,1,58.4,26.9,2022-11-04T20:01:39.409Z,2022-11-05T10:51:31Z,3893787805,1,,3893787801,212,37.2,3893787799,141,68.1,3893787797,140,81.7,3893787803,213,0.9,3893787795,56,Center,3894708311,178,,,,,c320492cbp1otejfp1i1oane1,Y. Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402623,12,61,1,1,0,7h7eg7q7dbwvzww78h9d5eh0h,0,81.7,68.1,2022-11-04T20:01:42.986Z,2022-11-05T10:51:41Z,3893787825,56,Center,3894708577,178,,,,,,,,,,,,,,,,,,,,8tnz3pqkqdhbr08p96i9w8i96,Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402643,22,52,1,1,1,3czravw89omgc9o4s0w3l1bg5,1,3.3,35.1,2022-11-04T20:01:44.383Z,2022-11-05T10:51:46Z,3894554967,376,,3894708677,179,,,,,,,,,,,,,,,,,,,,4vlurpsi44g09g159t61u83bp,Unai Simón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402685,23,1,1,1,3,3czravw89omgc9o4s0w3l1bg5,1,1.9,33.7,2022-11-04T20:01:45.892Z,2022-11-05T10:51:49Z,3894708783,178,,3893788173,123,,3893788177,140,21.8,3893788183,213,5.5,3893788179,141,5.6,3893788181,212,28.3,3893788175,56,Back,,,,4vlurpsi44g09g159t61u83bp,Unai Simón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402711,24,1,1,1,7,3czravw89omgc9o4s0w3l1bg5,1,26.8,3.7,2022-11-04T20:01:49.586Z,2022-11-05T10:51:50Z,3893788333,212,16.7,3893788325,56,Back,3893788331,141,23.4,3893788327,140,36.3,3893788335,213,0.9,3893788457,189,,3894708813,178,,,,,v7isqpxiursyjhj5rmhyhjv9,Lekue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481584999,839,83,1,1,8,7h7eg7q7dbwvzww78h9d5eh0h,1,61.7,77.6,2022-11-04T20:01:51.038Z,2022-11-05T11:19:28Z,3894757803,399,523654,,,,,,,,,,,,,,,,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402731,25,1,1,1,9,3czravw89omgc9o4s0w3l1bg5,1,36.3,23.7,2022-11-04T20:01:51.906Z,2022-11-05T10:51:54Z,3893788437,213,1.9,3894708913,178,,3893788435,212,8.2,3893788429,56,Back,3893788433,141,35.0,3893788431,140,33.7,,,,,,,66jotyvbhtz5cjvhbby6luelm,Nico Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402761,26,1,1,1,12,3czravw89omgc9o4s0w3l1bg5,1,34.9,38.5,2022-11-04T20:01:54.466Z,2022-11-05T10:51:58Z,3893788607,213,1.2,3893788605,212,27.7,3894708999,178,,3893788601,140,43.8,3893788603,141,76.8,3893788599,56,Back,,,,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402815,27,1,1,1,16,3czravw89omgc9o4s0w3l1bg5,1,54.3,78,2022-11-04T20:01:58.737Z,2022-11-05T10:52:02Z,3893788887,141,95.5,3893788889,212,14.6,3893788885,140,62.4,3893788891,213,1.0,3893788883,56,Left,3894709051,178,,,,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402837,28,1,1,1,20,3czravw89omgc9o4s0w3l1bg5,0,67.5,95,2022-11-04T20:02:02.737Z,2022-11-05T10:52:06Z,3893788995,140,89.4,3894709133,178,,3893788999,212,24.1,3893788997,141,84.3,3893789001,213,6.0,3893788993,56,Left,,,,,,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402843,13,49,1,1,22,7h7eg7q7dbwvzww78h9d5eh0h,1,11.1,18.1,2022-11-04T20:02:05.427Z,2022-11-05T10:52:11Z,,,,,,,,,,,,,,,,,,,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402907,14,1,1,1,24,7h7eg7q7dbwvzww78h9d5eh0h,1,7.4,9.7,2022-11-04T20:02:06.994Z,2022-11-05T10:52:15Z,3893789367,56,Back,3893789371,141,2.5,3893789369,140,22.7,3893789373,212,16.8,3893789375,213,6.0,3894709275,178,,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402909,15,4,1,1,27,7h7eg7q7dbwvzww78h9d5eh0h,1,25.8,3.4,2022-11-04T20:02:10.336Z,2022-11-05T10:53:16Z,3893789503,233,29,3893789389,56,Back,3893789395,285,,3893789387,13,,3893789393,265,,3893789391,152,,,,,,,,2do89l8kf9yuelzq1b5mo549h,Toni Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481402919,29,4,1,1,27,3czravw89omgc9o4s0w3l1bg5,0,74.2,96.6,2022-11-04T20:02:10.337Z,2022-11-05T10:53:15Z,3893789553,233,15,3893789463,286,,3893789461,265,,3894710191,178,,3893789455,13,,3893789457,56,Left,3893789459,152,,,,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481403321,16,1,1,1,56,7h7eg7q7dbwvzww78h9d5eh0h,1,29.9,3.1,2022-11-04T20:02:38.990Z,2022-11-05T10:53:17Z,3893791775,141,2.9,3893791777,212,29.8,3893791779,213,6.3,3893791769,152,,3893791773,140,58.3,3893791771,56,Right,3893826039,189,,3894710205,178,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,3893791765,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481403323,17,1,1,2,0,7h7eg7q7dbwvzww78h9d5eh0h,0,67.7,3.4,2022-11-04T20:02:42.491Z,2023-03-18T14:48:45Z,3893791791,56,Right,3893791807,213,3.1,3893791795,140,64.1,3893791799,141,3.4,3894710243,178,,3893791803,212,3.8,,,,,,,c320492cbp1otejfp1i1oane1,Y. Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481403315,30,61,1,2,0,3czravw89omgc9o4s0w3l1bg5,1,41.2,96.7,2022-11-04T20:02:43.241Z,2022-11-05T10:53:36Z,3894710535,178,,3893791729,56,Back,,,,,,,,,,,,,,,,,,,aow6cahecmexgd5qxt3esmaxh,Raúl García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481585443,862,67,1,2,2,7h7eg7q7dbwvzww78h9d5eh0h,1,59.6,5.6,2022-11-04T20:02:44.760Z,2022-11-05T11:25:40Z,3894759925,233,1021,,,,,,,,,,,,,,,,,,,,,,2do89l8kf9yuelzq1b5mo549h,Toni Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481585441,1021,67,1,2,2,3czravw89omgc9o4s0w3l1bg5,0,40.4,94.4,2022-11-04T20:02:44.761Z,2022-11-05T11:20:37Z,3894759949,233,862,,,,,,,,,,,,,,,,,,,,,,aow6cahecmexgd5qxt3esmaxh,Raúl García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481403373,18,1,1,2,4,7h7eg7q7dbwvzww78h9d5eh0h,1,61.4,9.9,2022-11-04T20:02:46.821Z,2022-11-05T10:53:39Z,3893792055,213,2.3,3894710589,178,,3893792045,56,Center,3893792049,140,53.0,3893792053,212,12.9,3893792051,141,23.7,,,,,,,2do89l8kf9yuelzq1b5mo549h,Toni Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481403407,19,1,1,2,6,7h7eg7q7dbwvzww78h9d5eh0h,1,54.4,30.4,2022-11-04T20:02:48.830Z,2022-11-05T10:53:41Z,3893792215,213,2.1,3894710645,178,,3893792211,141,57.2,3893792213,212,20.6,3893792209,140,45.2,3893792207,56,Back,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481403435,20,1,1,2,8,7h7eg7q7dbwvzww78h9d5eh0h,1,45.1,57,2022-11-04T20:02:51.100Z,2022-11-05T10:53:44Z,3894710683,178,,3893792355,141,90.3,3893792359,213,1.1,3893792357,212,25.0,3893792351,56,Left,3893792353,140,55.2,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
