id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2512317515,1,34,16,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2023-02-25T19:03:17.795Z,2023-02-25T20:04:01Z,4056465413,59,"25, 20, 3, 6, 5, 12, 4, 18, 19, 11, 16, 1, 2, 8, 9, 13, 15, 21, 24, 29, 33, 36, 46",4056465417,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4056465409,30,"20o2dr1mdk18xhxmkujzgak89, wlqj34ev5mucxtfx6j4tr9at, f1e3gi3dx3er2vz7loriw6e39, e7del0ovpcpntqdgh8idxok4p, 96w1jlcwuci7kqqfskfsp6191, eucssbf7wamb41y1gixfodivp, b2e12l3s3dxgyr8d2rk5qb9ey, 9dc4qkvh0vk5kwymibji00kp, 7yieh5r0uzk6d6x9o060c2bfu, 9z3aqwq5swt9qklwnzuhqcogl, 7yngrviue4iji7w0f9ql07j6x, 23zkmpw4902qf9xvd8z5wptcl, 8vmrboswsfyb5bfoq07s6susp, 64ctdbd0w5ikj0fkcuu9jdbhm, 5qgc6zjc38a5xjl35gs7h3vu1, bqrz2xmu25taby17bl7cycjqh, csqsdjsa4leo6z86qphjuectm, d6kzekcwqw0q8fq6wt6rmyusq, 5uig03vbbv71f0q31cp3vfbv9, 66fshzi5f86wt1lwa4kdhiooa, 6o76owze8y78ue9sb49g8kyz8, aqqd7tq7z6bj3wn3u3sz3uuqc, 601i52yv3de26dnzbd8p8gjfu",4056712499,197,1597,4056465419,194,96w1jlcwuci7kqqfskfsp6191,4056465421,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4056465411,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4056465415,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512318999,1,34,16,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2023-02-25T19:04:50.490Z,2023-02-25T20:00:47Z,4056473269,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4056473257,30,"w503zyr8ipyobglth281uklx, 21vx56lpd276xqbu11ubkf78q, dkt9892ixwnz1bkmgileo71sl, 80aqmv4ht6rs1812qrr5j8kix, 48gjuou5eashpj8wbwd18iju1, 6xulax65kp4aid70nk7g5jr2t, 1qkep5ck252k1g3oqza5ygh61, dvrk8qmt9ta4c3kvjgsad7t91, 6akzpi6rd6qq0ke07ojnhpoet, atigcsq78g14w82lwvay26aj9, b45ryclny991bm7qosieyg1cl, eucew4k6eswqr6emzsdg4if3d, 5vhikvmcesruckmfcfmm0q8d1, 8rb37jdev612rfbrbp8zovs9h, bj929w5yi7lnz36jxsi5qnq7e, 1zjmgapwre4picauko9gnemll, 7aoe0u87gxgv9tvgrotcfue7e, b91n9sdabth8oocdawayybdud, 7bs0ph4yksf6lvkg91u9nqzqi, et849xmcdgsy5itb8i4w7qkq2, y83xbwzi3ean9mh7j0thzw4q, b2xlrg9xvucrut2fhmvsgjuqy, aka2yqxmqpioxc1qzkl62ejv8",4056473265,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4056473261,59,"1, 7, 15, 3, 5, 24, 14, 23, 19, 8, 10, 2, 4, 9, 12, 13, 17, 18, 20, 22, 28, 32, 42",4056719415,197,18429,4056473259,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4056473267,194,b45ryclny991bm7qosieyg1cl,4056473263,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512363531,2,32,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2023-02-25T20:01:27.575Z,2023-02-26T03:00:48Z,4056721511,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512363539,2,32,1,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2023-02-25T20:01:27.575Z,2023-02-25T20:01:29Z,4056721555,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512363559,3,1,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,49.9,50,2023-02-25T20:01:27.605Z,2023-02-26T03:25:08Z,4057826707,178,,4056721671,279,S,4056721667,212,8.1,4056721663,140,42.4,4056721661,56,Back,4056721665,141,52.5,4056721669,213,2.9,,,,9dc4qkvh0vk5kwymibji00kp,André Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512363585,4,1,1,0,2,ba5e91hjacvma2sjvixn00pjo,1,42.4,52.5,2023-02-25T20:01:30.244Z,2023-02-26T03:25:13Z,4056721799,140,34.1,4056721803,212,23.1,4057826885,178,,4056721797,56,Back,4056721801,141,84.0,4056721805,213,2.0,,,,,,,e7del0ovpcpntqdgh8idxok4p,Hugo Guillamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512363595,5,1,1,0,4,ba5e91hjacvma2sjvixn00pjo,1,34.1,84,2023-02-25T20:01:32.064Z,2023-02-26T03:25:19Z,4056721853,141,66.8,4056721857,213,4.1,4056721849,56,Back,4057827077,178,,4056721851,140,26.0,4056721855,212,14.5,,,,,,,f1e3gi3dx3er2vz7loriw6e39,Toni Lato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512363621,6,1,1,0,7,ba5e91hjacvma2sjvixn00pjo,1,26,66,2023-02-25T20:01:34.793Z,2023-02-26T03:25:25Z,4057827243,178,,4056721979,212,22.6,4056721981,213,4.7,4056721977,141,32.8,4056721973,56,Back,4056721975,140,25.1,,,,,,,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512363631,7,1,1,0,8,ba5e91hjacvma2sjvixn00pjo,1,25.1,32.8,2023-02-25T20:01:35.936Z,2023-02-26T03:25:34Z,4056722055,140,8.3,4056722059,212,19.1,4056722061,213,2.7,4057827373,178,,4056722057,141,43.7,4056722053,56,Back,,,,,,,96w1jlcwuci7kqqfskfsp6191,Gabriel Paulista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512363649,8,1,1,0,10,ba5e91hjacvma2sjvixn00pjo,0,8.3,43.7,2023-02-25T20:01:38.268Z,2023-02-26T03:25:40Z,4057827571,178,,4056722157,56,Center,4056722165,213,6.1,4056722161,141,31.0,4056722163,212,52.3,4056722167,1,,4056722159,140,57.4,4056722155,155,,20o2dr1mdk18xhxmkujzgak89,G. Mamardashvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
