id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2501918937,1,34,16,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-01-29T11:53:31.175Z,2023-01-29T13:00:31Z,4001761953,30,"74gwlzg12wr9pkwmdh9xpa505, 9tp35qqu1heburu0g5wa6jv56, 7v5zw48zp3pxd39q1i2qmul79, b6rbjpzuq9vo9kdil1tlyl2ad, 3fatiz92fyc3cn91ca11i0iqd, 9f83clp1v95kvlxdb376tgbth, 66t7zm54jgmcjtiizl9g0rkkp, 1whtyw1adggpz4j1xp7sjbeg9, 25txz41mi9auu289jliapd6tx, 2z101tpx36mno6neclyrym8yd, 8sh9iw9qs8y8056r5zmcpvemt, 3rrges782prcprsn207dk4zit, d8v7fh30bn0rbhj0lgn1j17th, 234yd91ki5snm5wipuxzogkp, cj24ptt1lvwh7hakewqydobf9, 2z183ceh099zdd3wq5fvs1aay, 46gpq48n4d5bntwa8v2t78hcl, 5vyiq10fusxvrx4tajz9lmg9h, b64ooee68x644gdibifgssrh0",4001761957,59,"1, 39, 12, 17, 24, 5, 4, 6, 7, 10, 22, 25, 2, 8, 9, 11, 21, 13, 32",4001761969,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4001979363,197,273,4001761963,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4001761959,130,4,4001761955,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4001761965,194,74gwlzg12wr9pkwmdh9xpa505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501920405,1,34,16,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2023-01-29T11:56:10.184Z,2023-01-29T12:58:35Z,4001769491,130,4,4001769495,194,5b1q9bpe23j98eoy4fwi7ld5h,4001769485,30,"20o2dr1mdk18xhxmkujzgak89, 6o76owze8y78ue9sb49g8kyz8, 5b1q9bpe23j98eoy4fwi7ld5h, b2e12l3s3dxgyr8d2rk5qb9ey, 5uig03vbbv71f0q31cp3vfbv9, csqsdjsa4leo6z86qphjuectm, 9dc4qkvh0vk5kwymibji00kp, f1e3gi3dx3er2vz7loriw6e39, afyga3n1mliw0btcuixt6xolx, 9z3aqwq5swt9qklwnzuhqcogl, 7yngrviue4iji7w0f9ql07j6x, 23zkmpw4902qf9xvd8z5wptcl, 96w1jlcwuci7kqqfskfsp6191, e7del0ovpcpntqdgh8idxok4p, 64ctdbd0w5ikj0fkcuu9jdbhm, 5qgc6zjc38a5xjl35gs7h3vu1, eucssbf7wamb41y1gixfodivp, bqrz2xmu25taby17bl7cycjqh, wlqj34ev5mucxtfx6j4tr9at, d6kzekcwqw0q8fq6wt6rmyusq, eiz5j566h4fq4wro1t9lfuw2x, 66fshzi5f86wt1lwa4kdhiooa",4001769489,59,"25, 33, 14, 4, 24, 15, 18, 3, 7, 11, 16, 1, 5, 6, 8, 9, 12, 13, 20, 21, 22, 29",4001769497,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4001769493,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4001769487,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4001973313,197,9284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501962809,2,32,1,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-01-29T13:01:33.202Z,2023-01-30T00:45:48Z,4001983305,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501962777,2,32,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2023-01-29T13:01:33.202Z,2023-01-29T13:01:33Z,4001983181,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501962831,3,1,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,49.8,49.9,2023-01-29T13:01:33.357Z,2023-01-30T07:50:21Z,4001983411,279,S,4001983403,140,31.3,4001983407,212,19.5,4001983409,213,3.0,4001983405,141,53.1,4001983401,56,Back,4004101037,178,,,,,9dc4qkvh0vk5kwymibji00kp,André Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501962865,4,1,1,0,3,ba5e91hjacvma2sjvixn00pjo,0,31.3,53.1,2023-01-29T13:01:36.284Z,2023-01-30T07:50:24Z,4001983557,141,19.8,4001983553,56,Right,4001983563,1,,4001983559,212,51.3,4004101061,178,,4001983555,140,75.1,4001983551,155,,4001983561,213,5.8,csqsdjsa4leo6z86qphjuectm,C. Özkacar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501962887,3,44,1,0,5,4jelr92fsge73q39is6qvhxb3,1,23.8,77.6,2023-01-29T13:01:39.128Z,2023-01-30T11:31:50Z,4001983675,56,Back,4001983697,233,5,4001983677,285,,,,,,,,,,,,,,,,,9f83clp1v95kvlxdb376tgbth,Javier Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501962885,5,44,1,0,5,ba5e91hjacvma2sjvixn00pjo,0,76.2,22.4,2023-01-29T13:01:39.129Z,2023-01-30T07:50:30Z,4001983669,56,Center,4001983671,286,,4001983753,233,3,,,,,,,,,,,,,,,,afyga3n1mliw0btcuixt6xolx,E. Cavani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501962907,4,1,1,0,6,4jelr92fsge73q39is6qvhxb3,0,22.8,74.8,2023-01-29T13:01:39.225Z,2023-01-30T11:31:50Z,4001983781,3,,4001983791,213,1.0,4001983785,140,26.4,4001983787,141,84.1,4001983783,56,Back,4001983789,212,7.4,4004101139,388,,,,,9f83clp1v95kvlxdb376tgbth,Javier Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501962909,6,44,1,0,8,ba5e91hjacvma2sjvixn00pjo,1,73.2,11.6,2023-01-29T13:01:41.617Z,2023-01-30T11:31:50Z,4001983795,56,Right,4001983853,233,5,4001983797,286,,,,,,,,,,,,,,,,,b2e12l3s3dxgyr8d2rk5qb9ey,Y. Musah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
