id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/18/value
2494314157,1,34,16,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2022-12-31T11:44:39.170Z,2022-12-31T12:52:25Z,3961810213,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3961810209,59,"1, 20, 18, 21, 15, 17, 30, 8, 9, 22, 10, 2, 4, 5, 7, 11, 14, 19, 23, 24, 26, 28, 36",3961810215,194,4q6kuikopbgls8y2rwqiu415h,3961810205,30,"2e55g4q93y382cg7h0yk5rtud, 4q6kuikopbgls8y2rwqiu415h, 4o6f3mnd39fx700o3jvj0wct1, ezviixcyaaj162saxs2yl27s9, 1av9mmv19jwvc4xdr0p9owyxh, 9i7lb16qty1t21bnc5h7skclx, eb3ci3a120om80v80mobsus8a, 4ftlhtels58lyzfluwofzwxuy, afxjicw89683nlpms9yy5x51x, 2wl6h1rlrfnn2mr65vuo3t815, 308krssmz6irpfntht1ka78tm, 3e8mxxfs5q7gt4lg2beqpkwyd, awsod0zmnrukk21d4882ji7e1, calrbl0kagr6zgnw2l8k626s5, ckaqxlw257qzj8vjdumvwbaad, 2szgrzcosfeifh664tgt3mfvt, b37h0rc96jh4e34x6iru2plud, 4ct72ovumvt09au6gpulwpjv9, cscn06kwqfzo09h0dc5ybt1pl, 4ggz7e009bq3yltc9o6mifbah, 4mxx1oxkiexm0ha34utcmb17t, bzgh5psb1janz9y3btpswngbu, 4ffmlhvbjvfjjnhr0byktvt62",3961810217,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3961810211,130,4,3961810207,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3961849723,197,16152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494314331,1,34,16,0,0,c8llrezkm3b3op4afrou6b487,1,0,0,2022-12-31T11:46:19.318Z,2022-12-31T13:04:41Z,3961810855,130,8,3961810859,194,7xmaybxu4zd5k338bi3drkxcl,3961810853,59,"25, 2, 14, 5, 24, 4, 21, 12, 9, 10, 17, 1, 7, 13, 16, 20, 22, 26, 27, 28, 31, 35",3961810849,30,"agd2nhvdhp18dg1weape5olpl, 8rm2kkceowwtj3p0k6g7id0mi, 3nchjse4ej0qhilo395td7u1h, 2rqxh5mex336ci45jaw428y5l, eyhvr45vc1n690dxobcthmndh, 6810qbng9pfg1bztczv11grmd, cspjsye2x9pmnvdxjmghwnyi2, adi6l78sdvet408eho4fi4xk9, d67qj0sakwrfzbscleo4dbget, 7xmaybxu4zd5k338bi3drkxcl, 92pz9nafg5h4qeqpiw3011ihh, 5f8kjgsaabn2li5r7bvpebbsa, e5qp6dh1prc55llew51zpy1gp, 6wfwy94p5bm0zv3aku0urfq39, bjzhwuehd7jzlbh04129h2w9h, 8qvqdjw1d58mw7420lpmk7bah, 6msjsxuolz1yhmongz6swkno5, 7h0b81yjiiu356rycsakgd0yc, 4ypoy27moehhbiaf3o1bntht6, 6gy8t82tqi12q2odz974xcbh0, e81bgheozbhng9yfmqss1jbl6, 4rhyoyjupe9nhrni7r9vyxre",3961810851,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3961810857,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3961810861,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3961845781,197,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494324901,2,32,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2022-12-31T13:03:35.691Z,2022-12-31T21:57:59Z,3961860241,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494324903,2,32,1,0,0,c8llrezkm3b3op4afrou6b487,1,0,0,2022-12-31T13:03:35.691Z,2022-12-31T13:03:38Z,3961860247,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494324913,3,1,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,49.8,49.7,2022-12-31T13:03:35.693Z,2023-01-01T02:15:39Z,3962317479,178,,3961860335,212,16.6,3961860329,56,Back,3961860333,141,48.1,3961860339,279,S,3961860337,213,3.2,3961860331,140,34.0,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494324915,4,1,1,0,2,agh9ifb2mw3ivjusgedj7c3fe,1,33.9,48.1,2022-12-31T13:03:38.020Z,2023-01-01T02:15:49Z,3961860365,212,8.0,3961860359,56,Back,3961860363,141,40.4,3962317553,178,,3961860361,140,28.1,3961860367,213,3.9,,,,,,,ezviixcyaaj162saxs2yl27s9,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494324921,5,1,1,0,4,agh9ifb2mw3ivjusgedj7c3fe,1,28.4,40.3,2022-12-31T13:03:40.167Z,2023-01-01T02:15:53Z,3961860431,56,Back,3961860437,212,15.6,3961860439,213,1.6,3961860433,140,28.0,3961860435,141,63.2,3962317567,178,,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,A. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494324929,6,1,1,0,9,agh9ifb2mw3ivjusgedj7c3fe,1,31.7,72.3,2022-12-31T13:03:44.746Z,2023-01-01T02:15:57Z,3962317583,178,,3961860507,213,1.3,3961860501,140,33.3,3961860499,56,Back,3961860503,141,83.1,3961860505,212,7.5,,,,,,,9i7lb16qty1t21bnc5h7skclx,Marcos Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494324941,7,1,1,0,11,agh9ifb2mw3ivjusgedj7c3fe,1,32.4,79.4,2022-12-31T13:03:47.365Z,2023-01-01T02:16:02Z,3961860573,140,7.6,3961860579,213,3.7,3962317595,178,,3961860575,141,57.5,3961860577,212,30.0,3961860571,56,Back,,,,,,,4o6f3mnd39fx700o3jvj0wct1,Jordi Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494324957,8,1,1,0,15,agh9ifb2mw3ivjusgedj7c3fe,1,13.4,51.3,2022-12-31T13:03:51.405Z,2023-01-01T02:16:06Z,3961860671,212,23.1,3961860667,140,24.4,3962317643,178,,3961860673,213,5.2,3961860669,141,21.8,3961860665,56,Back,,,,,,,2e55g4q93y382cg7h0yk5rtud,M. ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
