id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2465403303,1,34,16,0,0,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2022-10-01T10:47:39.789Z,2022-10-01T10:50:09Z,3808894613,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3808894615,59,"1, 20, 22, 24, 23, 32, 11, 4, 18, 7, 10, 2, 3, 6, 8, 9, 13, 14, 15, 16, 17, 21, 36",3808894611,30,"el98wqtf7w1ap9ei2bxqwtx3p, 91lln39q4rzbp8z000p0evn4l, 2qauzcv74cd8uqfv2ibl52ymt, aabvyjqpd63os1yzthx8ej6c5, 6pfbtlfphouu35kbwjiavwgyd, 8nbnru9t2qxaotxw0hiaocdt5, cn3ocv5r0d0un0no4wlxl5y39, 9c2cfavuofg0yz3307nkgi0ut, 3r9gdse50kyeq9ya1o3ul0e6t, wwdfv8zkkgplnpbz12pv8frp, bpvxqbiu11k4ivohi3798kxxx, 87d9nk7nzy4blezcur66rz1ed, 9wozklkj2p3a83j51p27a59ed, 2rn90c44nbr991vxlj2nmwxqt, 7s0xu9z5egw0sjf8qibdwa6s5, 3ia1z3fooszynz9a81dn17oid, cfm1cx3wneiqljgyv0tthp0ph, 92b22xcwri3rokbvu09htjhwq, a8ws0c0qiekoeqib6xxet0ixh, 8wh06x3xb8duroz673s3c43x1, 9rm0qaumcii8d9zqxkh9nq4lx, d2z22er0uqxu3w3h3ta36wh61, 4zve4017u2i3zvxlnjruv25t5",3808894617,130,2,3808894621,194,2qauzcv74cd8uqfv2ibl52ymt,3808894625,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3808894623,197,1511,3808894619,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465404201,1,34,16,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2022-10-01T10:50:44.360Z,2022-10-01T12:09:57Z,3808904979,197,16077,3808899689,194,e615cmv1tfzu84f0z8mwi5711,3808899691,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3808899687,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3808899679,30,"1lgrnaje6y7un5dzzll84p91, 6wpnjdlg2p8f19y3gjpz1su6t, eh70fwampgdyfv3hu25o2qx, 5mx86rwy0u4xi1b5kqin4lhx, e615cmv1tfzu84f0z8mwi5711, 57s7gfvt5btbfzm600wn7df55, dhtb9gizk25k1u3h0b7xgy4tl, c29mprqv2ulztd22b6uckczx1, amcwh6w0brmkttg4uc5qm6z9w, 5zoz3mjooujpv0wdcphyrztd6, a7bs2dkwmy1cjryql6z3n9kut, aza9jho12wrfa3oczxoj670mh, 4rktv6j9sioe0gmu7jt77fsh5, 3bm08rp9rgzh6cjhk0picxs6h, dfjph36vcwfj5cevut4x3vf11, 12qc3dkodeb8ykg6pc0kqf2l1, 4eezya3lwcwur6c8s6rl0rzvu, 9y7202khwzb48ea7im646m11x, 7c2qwyzh82a45s25zmdahrd91, eiqcjlj9kmitoj8g50vaglawa",3808899683,59,"13, 2, 24, 6, 3, 4, 17, 10, 15, 16, 19, 5, 9, 11, 12, 20, 21, 22, 23, 35",3808899681,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3808899685,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465438333,2,32,1,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2022-10-01T12:01:48.056Z,2022-10-01T12:01:50Z,3809074173,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465438309,2,32,1,0,0,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2022-10-01T12:01:48.056Z,2022-10-01T20:28:20Z,3809074077,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465438345,3,1,1,0,0,82q9159y2u7mkfn3z6hy75r4o,1,50.2,50.1,2022-10-01T12:01:48.070Z,2022-10-01T20:44:38Z,3809074253,212,17.0,3809074251,141,37.3,3809074255,213,3.7,3809074249,140,36.3,3812183949,178,,3809074257,279,S,3809074247,56,Back,,,,9c2cfavuofg0yz3307nkgi0ut,Rubén Alcaraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465438369,4,1,1,0,2,82q9159y2u7mkfn3z6hy75r4o,0,36.2,37.3,2022-10-01T12:01:50.971Z,2022-10-01T20:44:47Z,3809074409,141,90.3,3812185149,178,,3809074405,56,Left,3809074403,155,,3809074413,213,0.8,3809074411,212,51.4,3809074415,1,,3809074407,140,71.1,6pfbtlfphouu35kbwjiavwgyd,Luis Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465438371,3,44,1,0,5,74mcjsm72vr3l9pw2i4qfjchj,1,28.5,9.6,2022-10-01T12:01:53.530Z,2022-10-02T07:26:49Z,3809074421,285,,3809074419,56,Back,3809074445,233,5,,,,,,,,,,,,,,,,6wpnjdlg2p8f19y3gjpz1su6t,Kiko Femenía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465438373,5,44,1,0,5,82q9159y2u7mkfn3z6hy75r4o,0,71.5,90.4,2022-10-01T12:01:53.531Z,2022-10-01T20:46:00Z,3809074427,286,,3809074425,56,Left,3809074505,233,3,,,,,,,,,,,,,,,,3r9gdse50kyeq9ya1o3ul0e6t,Álvaro Negredo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465438381,4,12,1,0,5,74mcjsm72vr3l9pw2i4qfjchj,1,28.1,9.5,2022-10-01T12:01:53.597Z,2022-10-02T07:26:50Z,3809074469,141,0.0,3809074467,140,36.5,3809074725,167,,3809074471,212,11.7,3809074723,15,,3809074473,213,5.6,3809074465,56,Back,3812188317,388,,6wpnjdlg2p8f19y3gjpz1su6t,Kiko Femenía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465438399,5,5,1,0,6,74mcjsm72vr3l9pw2i4qfjchj,0,33.6,-1.6,2022-10-01T12:01:54.481Z,2022-10-01T20:46:18Z,3809074595,233,6,3809074533,56,Back,3809074535,347,,,,,,,,,,,,,,,,,6wpnjdlg2p8f19y3gjpz1su6t,Kiko Femenía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
