id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,assist
2466401931,1159,43,1,0,18,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2022-10-01T14:15:38.139Z,2022-10-02T12:17:49Z,3814195255,144,82,3814194997,178,0,,,,,,,,,,,,,,,,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465571727,10,1,1,0,20,1n1j0wsl763lq7ee1k0c11c02,1,26.2,8,2022-10-01T14:15:39.979Z,2022-10-02T12:19:32Z,3809761141,213,0.8,3809761137,141,20.7,3813210779,178,,3809761133,56,Back,3809761135,140,34.3,3809761139,212,12.1,,,,,,,9see13i1f0n1ju4uhs8sijutx,D. Dakonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465571767,11,1,1,0,21,1n1j0wsl763lq7ee1k0c11c02,1,34.3,20.7,2022-10-01T14:15:41.039Z,2022-10-02T03:16:42Z,3809761293,140,24.7,3809761297,212,11.9,3809761299,213,3.7,3809761291,56,Back,3809761295,141,11.3,3813210785,178,,,,,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465571809,12,1,1,0,24,1n1j0wsl763lq7ee1k0c11c02,1,24.7,11.3,2022-10-01T14:15:43.680Z,2022-10-02T03:16:42Z,3809761517,56,Back,3813210795,178,,3809761525,212,10.6,3809761523,141,25.5,3809761527,213,1.1,3809761519,140,28.9,,,,,,,9see13i1f0n1ju4uhs8sijutx,D. Dakonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465571957,13,1,1,0,25,1n1j0wsl763lq7ee1k0c11c02,1,28.9,25.5,2022-10-01T14:15:44.871Z,2022-10-02T03:16:42Z,3809762295,140,25.0,3809762291,56,Back,3809762309,213,4.4,3813210809,178,,3809762305,212,13.7,3809762301,141,6.2,,,,,,,5gorfhj7uwpomrhlso1krxrkl,M. Arambarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466047253,719,3,1,0,27,1n1j0wsl763lq7ee1k0c11c02,1,21.7,7.8,2022-10-01T14:15:47.171Z,2022-10-02T03:16:43Z,3813210831,178,,3812747229,233,844,3812359623,56,Back,3812359627,465,,3812359625,285,,,,,,,,,,,9see13i1f0n1ju4uhs8sijutx,D. Dakonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466047265,844,45,1,0,27,4jelr92fsge73q39is6qvhxb3,0,78.3,92.2,2022-10-01T14:15:47.171Z,2022-10-02T03:16:43Z,3812359689,286,,3812359685,56,Left,3812747249,233,719,,,,,,,,,,,,,,,,b6rbjpzuq9vo9kdil1tlyl2ad,Roque Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465571967,3,43,1,0,28,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-10-01T14:15:48.537Z,2022-10-01T14:15:55Z,3809762389,56,Left,3809763193,285,0,3809762903,233,14,3809764091,144,45,,,,,,,,,,,,,b6rbjpzuq9vo9kdil1tlyl2ad,Roque Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465572049,14,43,1,0,28,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2022-10-01T14:15:48.537Z,2022-10-01T14:16:13Z,3809768185,144,3,3809762989,286,0,3809762779,56,Back,,,,,,,,,,,,,,,,9see13i1f0n1ju4uhs8sijutx,D. Dakonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465572321,15,1,1,0,30,1n1j0wsl763lq7ee1k0c11c02,1,40.7,3.4,2022-10-01T14:15:49.780Z,2022-10-02T03:16:43Z,3809764243,141,22.9,3809764241,140,36.8,3809764245,212,13.9,3809764235,56,Back,3809764249,213,1.9,3813210871,178,,,,,,,,9see13i1f0n1ju4uhs8sijutx,D. Dakonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465572463,16,1,1,0,36,1n1j0wsl763lq7ee1k0c11c02,1,33,40.1,2022-10-01T14:15:55.703Z,2022-10-02T03:16:44Z,3813210891,178,,3809764987,212,32.8,3809764983,141,87.4,3809764981,140,26.9,3809764977,56,Back,3809764991,213,1.8,3809764993,1,,,,,5gorfhj7uwpomrhlso1krxrkl,M. Arambarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465572547,17,1,1,0,39,1n1j0wsl763lq7ee1k0c11c02,1,26.9,87.4,2022-10-01T14:15:58.718Z,2022-10-02T03:16:44Z,3809765529,56,Back,3813210899,178,,3809765531,140,41.7,3809765535,212,15.9,3809765537,213,6.1,3809765533,141,82.6,,,,,,,qg0ok4244nmslpvxnoj6zn8q,G. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465572567,18,1,1,0,40,1n1j0wsl763lq7ee1k0c11c02,0,41.7,82.6,2022-10-01T14:15:59.959Z,2022-10-02T03:16:45Z,3809765639,168,,3809765649,213,6.2,3809765645,141,81.5,3809765641,56,Left,3809765643,140,52.5,3809765647,212,11.4,3813210909,178,,,,,52e2ogoex674bz6pcwluapdxx,Borja Mayoral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465572641,4,61,1,0,40,4jelr92fsge73q39is6qvhxb3,1,52.4,26.8,2022-10-01T14:16:00.332Z,2022-10-02T03:16:45Z,3813210927,178,,3809766021,56,Center,,,,,,,,,,,,,,,,,,,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465572777,19,1,1,0,41,1n1j0wsl763lq7ee1k0c11c02,1,56.6,76.7,2022-10-01T14:16:01.375Z,2022-10-02T03:16:45Z,3813210965,178,,3809766867,141,93.3,3809766863,56,Left,3809766871,213,1.3,3809766865,140,60.0,3809766869,212,11.8,,,,,,,b64p21hmhsqgrn6n04mk00zpx,E. Ünal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465572923,20,1,1,0,46,1n1j0wsl763lq7ee1k0c11c02,1,56.3,87.7,2022-10-01T14:16:05.695Z,2022-10-02T03:16:46Z,3813210973,178,,3809767625,56,Back,3809767639,213,4.1,3809767635,212,14.4,3809767627,140,48.2,3809767631,141,70.6,,,,,,,aso41hpuq5oh825n83boc5x0q,Ángel Algobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465572931,21,61,1,0,47,1n1j0wsl763lq7ee1k0c11c02,0,48.2,70.6,2022-10-01T14:16:07.352Z,2022-10-02T03:16:46Z,3809767683,56,Back,3813210983,178,,,,,,,,,,,,,,,,,,,,5gorfhj7uwpomrhlso1krxrkl,M. Arambarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466265203,980,43,1,0,47,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-10-01T14:16:07.572Z,2022-10-02T06:50:31Z,3813505363,144,82,3813505277,178,0,,,,,,,,,,,,,,,,,,,1whtyw1adggpz4j1xp7sjbeg9,Álvaro Aguado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465572905,5,1,1,0,49,4jelr92fsge73q39is6qvhxb3,0,42.8,22.4,2022-10-01T14:16:08.623Z,2022-10-02T03:16:46Z,3809767571,213,5.3,3809767567,141,18.9,3809767957,236,,3809767563,140,44.4,3809767959,233,22,3813211001,178,,3809767569,212,2.9,3809767963,286,,1whtyw1adggpz4j1xp7sjbeg9,Álvaro Aguado,3809767559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465572961,22,74,1,0,49,1n1j0wsl763lq7ee1k0c11c02,1,57.5,68.4,2022-10-01T14:16:08.744Z,2022-10-02T03:16:47Z,3809767823,56,Center,3809767825,285,,3813211007,178,,3809767989,233,5,,,,,,,,,,,,,5gorfhj7uwpomrhlso1krxrkl,M. Arambarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465572949,6,49,1,0,50,4jelr92fsge73q39is6qvhxb3,1,40.2,14.7,2022-10-01T14:16:10.202Z,2022-10-02T03:16:47Z,,,,,,,,,,,,,,,,,,,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465573047,7,1,1,0,50,4jelr92fsge73q39is6qvhxb3,1,40.2,14.7,2022-10-01T14:16:10.273Z,2022-10-02T03:16:48Z,3809768319,213,2.5,3809768311,140,25.7,3809768315,212,18.6,3809768313,141,30.3,3813211049,178,,3809768309,56,Back,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465573143,8,1,1,0,53,4jelr92fsge73q39is6qvhxb3,1,25.7,30.6,2022-10-01T14:16:12.838Z,2022-10-02T03:16:48Z,3813211065,178,,3809768905,213,2.8,3809768901,212,19.2,3809768899,141,41.2,3809768897,140,8.8,3809768895,56,Back,,,,,,,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465573285,9,1,1,0,56,4jelr92fsge73q39is6qvhxb3,1,8.8,41.2,2022-10-01T14:16:16.246Z,2022-10-02T03:16:48Z,3813211095,178,,3809769697,212,12.3,3809769693,140,14.3,3809769695,141,57.2,3809769699,213,1.1,3809769691,56,Back,,,,,,,74gwlzg12wr9pkwmdh9xpa505,Jordi Masip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465573363,10,1,1,0,59,4jelr92fsge73q39is6qvhxb3,1,21.8,60.5,2022-10-01T14:16:19.101Z,2022-10-02T03:16:49Z,3809770075,56,Back,3809770077,140,28.0,3809770081,212,26.5,3809770083,213,5.0,3813211111,178,,3809770079,141,22.7,,,,,,,9f83clp1v95kvlxdb376tgbth,Javier Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465573455,11,1,1,1,2,4jelr92fsge73q39is6qvhxb3,0,29.3,14.9,2022-10-01T14:16:22.564Z,2022-10-02T03:16:49Z,3809770583,213,5.9,3809770581,212,27.0,3813211131,178,,3809770571,56,Right,3809770579,141,0.0,3809770575,140,52.7,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465573465,12,5,1,1,4,4jelr92fsge73q39is6qvhxb3,0,54.9,-1.4,2022-10-01T14:16:24.303Z,2022-10-02T03:16:50Z,3809772567,233,23,3809770649,347,,3809770647,56,Right,,,,,,,,,,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465573813,23,5,1,1,4,1n1j0wsl763lq7ee1k0c11c02,1,45.1,101.4,2022-10-01T14:16:24.303Z,2022-10-02T03:16:50Z,3809772495,56,Back,3809772527,233,12,3809772497,347,,,,,,,,,,,,,,,,,9see13i1f0n1ju4uhs8sijutx,D. Dakonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465574037,24,1,1,1,11,1n1j0wsl763lq7ee1k0c11c02,1,51.1,100,2022-10-01T14:16:31.143Z,2022-10-02T03:16:51Z,3812364923,189,,3809773719,213,6.0,3809773723,1,,3809773707,107,,3809773715,212,32.5,3809773711,140,81.1,3809773713,141,89.6,3809773709,56,Left,5lzbyj5i0cotpry4gneap8c89,Juan Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465574059,25,50,1,1,13,1n1j0wsl763lq7ee1k0c11c02,1,80,89.6,2022-10-01T14:16:33.304Z,2022-10-02T03:16:55Z,3812747211,233,845,3809773803,56,Left,3812366045,286,,,,,,,,,,,,,,,,,b64p21hmhsqgrn6n04mk00zpx,E. Ünal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466048471,845,7,1,1,14,4jelr92fsge73q39is6qvhxb3,1,20,10.4,2022-10-01T14:16:33.775Z,2022-10-02T03:16:59Z,3813211439,178,,3812367237,56,Back,3812367239,285,,3812747203,233,25,3812367241,384,,,,,,,,,,,9f83clp1v95kvlxdb376tgbth,Javier Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465574005,13,1,1,1,15,4jelr92fsge73q39is6qvhxb3,0,18.3,10.1,2022-10-01T14:16:35.052Z,2022-10-02T03:17:08Z,3809773525,56,Back,3809774355,233,26,3809773533,141,10.0,3809773537,212,2.2,3809774353,236,,3809773541,213,3.2,3813211721,178,,3809774359,286,,dka9aakcyyvh98m2uhkvs6qz8,Iván Fresneda,3809773529,140,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465574127,26,74,1,1,15,1n1j0wsl763lq7ee1k0c11c02,1,80.4,89.9,2022-10-01T14:16:35.103Z,2022-10-02T03:17:19Z,3809774403,233,13,3809774183,285,,3809774181,56,Left,3813212181,178,,,,,,,,,,,,,,b64p21hmhsqgrn6n04mk00zpx,E. Ünal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465574069,14,49,1,1,17,4jelr92fsge73q39is6qvhxb3,1,40.9,10.4,2022-10-01T14:16:37.134Z,2022-10-02T03:17:29Z,,,,,,,,,,,,,,,,,,,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466048769,846,3,1,1,18,4jelr92fsge73q39is6qvhxb3,0,34.3,15.6,2022-10-01T14:16:38.524Z,2022-10-02T03:17:37Z,3812369093,286,,3812369097,467,aso41hpuq5oh825n83boc5x0q,3812369091,56,Back,3812369095,464,,3813212853,178,,,,,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465574213,15,43,1,1,19,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-10-01T14:16:38.871Z,2022-10-01T14:16:47Z,3809775005,233,27,3809775935,144,3,3809774629,56,Back,3809774631,285,0,,,,,,,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465574257,27,43,1,1,19,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2022-10-01T14:16:38.871Z,2022-10-01T14:16:52Z,3809774929,56,Left,3809774931,286,0,3809777121,144,45,,,,,,,,,,,,,,,,aso41hpuq5oh825n83boc5x0q,Ángel Algobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465574231,16,4,1,1,19,4jelr92fsge73q39is6qvhxb3,1,23.4,11.8,2022-10-01T14:16:38.894Z,2022-10-02T03:17:48Z,3809775549,233,28,3809774739,152,,3809774741,285,,3809774735,295,,3809774733,13,,3809774737,56,Back,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465574347,28,4,1,1,19,1n1j0wsl763lq7ee1k0c11c02,0,76.6,88.2,2022-10-01T14:16:38.895Z,2022-10-02T03:17:48Z,3809775359,13,,3809775625,233,16,3813213369,178,,3809775361,295,,3809775365,152,,3809775363,56,Left,3809775367,286,,,,,aso41hpuq5oh825n83boc5x0q,Ángel Algobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465574721,17,1,1,1,30,4jelr92fsge73q39is6qvhxb3,1,32.6,11.9,2022-10-01T14:16:50.336Z,2022-10-02T03:17:57Z,3809777337,140,37.0,3809777333,152,,3809777331,5,,3813213711,178,,3809777335,56,Back,3809777343,213,5.8,3809777341,212,5.2,3809777339,141,8.3,b6rbjpzuq9vo9kdil1tlyl2ad,Roque Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465574749,18,1,1,1,32,4jelr92fsge73q39is6qvhxb3,1,37,8.3,2022-10-01T14:16:51.804Z,2022-10-02T03:18:10Z,3809777489,141,13.7,3813214135,178,,3809777493,213,2.1,3809777491,212,4.3,3809777485,56,Back,3809777487,140,34.8,,,,,,,dka9aakcyyvh98m2uhkvs6qz8,Iván Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465575007,19,1,1,1,34,4jelr92fsge73q39is6qvhxb3,1,34.8,13.7,2022-10-01T14:16:53.677Z,2022-10-02T03:18:15Z,3809778819,56,Right,3809778821,140,57.5,3809778833,213,6.1,3809778829,212,24.5,3809778825,141,5.6,3813214247,178,,,,,,,,b6rbjpzuq9vo9kdil1tlyl2ad,Roque Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
