id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2481788581,14,49,1,2,1,4yg9ttzw0m51048doksv8uq5r,1,39.4,90.8,2022-11-05T15:18:09.463Z,2022-11-05T23:09:34Z,,,,,,,,,,,,,,,,,,,,,,,,,f0a2qk3jzxercn67bben5eled,Gumbau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481788585,15,1,1,2,1,4yg9ttzw0m51048doksv8uq5r,1,39.4,90.8,2022-11-05T15:18:09.503Z,2022-11-05T23:09:39Z,3897720297,178,,3895787339,140,45.4,3895787345,212,11.9,3895787337,56,Back,3895787341,141,76.0,3895787351,213,5.3,,,,,,,f0a2qk3jzxercn67bben5eled,Gumbau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481788655,16,1,1,2,2,4yg9ttzw0m51048doksv8uq5r,1,45.4,76,2022-11-05T15:18:11.162Z,2022-11-05T23:09:44Z,3895787751,140,55.7,3895787753,141,61.1,3895787755,212,14.8,3897720367,178,,3895787757,213,5.5,3895787749,56,Center,,,,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481788789,17,1,1,2,6,4yg9ttzw0m51048doksv8uq5r,1,62.7,53.7,2022-11-05T15:18:14.554Z,2022-11-05T23:09:51Z,3895788541,213,5.3,3895788503,140,74.9,3895788501,56,Center,3895788535,141,28.0,3897720447,178,,3895788537,212,21.7,,,,,,,1ore4ght7ls393tcpbmah9dcl,Pere Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481788809,18,50,1,2,9,4yg9ttzw0m51048doksv8uq5r,1,82.6,30.1,2022-11-05T15:18:17.272Z,2022-11-05T23:10:49Z,3895789023,233,16,3895788587,56,Center,3895788589,286,,,,,,,,,,,,,,,,,agmcwbzoertg4l8njpdai7kl,Pol Lirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481788817,16,7,1,2,9,4jelr92fsge73q39is6qvhxb3,0,17.4,69.9,2022-11-05T15:18:17.402Z,2022-11-05T23:10:54Z,3895825731,233,18,3897721931,178,,3895825711,56,Back,3895825713,285,,3896821371,383,,,,,,,,,,,3zyib6lm9w7bi6lbek5m0dbrp,Escudero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481788855,19,50,1,2,11,4yg9ttzw0m51048doksv8uq5r,1,86.8,28,2022-11-05T15:18:19.612Z,2022-11-05T23:11:34Z,3895788785,56,Center,3895788787,286,,3895825845,233,17,,,,,,,,,,,,,,,,agmcwbzoertg4l8njpdai7kl,Pol Lirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481788891,17,7,1,2,12,4jelr92fsge73q39is6qvhxb3,0,13.2,72,2022-11-05T15:18:20.372Z,2022-11-05T23:11:45Z,3895788945,285,,3897723063,178,,3895788987,233,19,3896822261,383,,3895788943,56,Back,,,,,,,,,,2z101tpx36mno6neclyrym8yd,Óscar Plano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481788925,20,61,1,2,12,4yg9ttzw0m51048doksv8uq5r,1,87.8,26.2,2022-11-05T15:18:21.154Z,2022-11-05T23:11:58Z,3895789059,56,Center,3897723479,178,,,,,,,,,,,,,,,,,,,,agmcwbzoertg4l8njpdai7kl,Pol Lirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481788937,18,49,1,2,13,4jelr92fsge73q39is6qvhxb3,1,6.8,85.6,2022-11-05T15:18:22.133Z,2022-11-05T23:12:04Z,,,,,,,,,,,,,,,,,,,,,,,,,2z101tpx36mno6neclyrym8yd,Óscar Plano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481788987,19,1,1,2,14,4jelr92fsge73q39is6qvhxb3,1,7.6,89.7,2022-11-05T15:18:22.243Z,2022-11-05T23:12:09Z,3895789363,141,92.7,3895789357,140,22.3,3897723685,178,,3895789367,213,0.1,3895789365,212,15.6,3895789353,56,Back,,,,,,,2z101tpx36mno6neclyrym8yd,Óscar Plano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481788997,20,61,1,2,15,4jelr92fsge73q39is6qvhxb3,0,22.3,92.7,2022-11-05T15:18:23.431Z,2022-11-05T23:12:18Z,3895789407,56,Back,3897723881,178,,,,,,,,,,,,,,,,,,,,1whtyw1adggpz4j1xp7sjbeg9,Álvaro Aguado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481789375,21,5,1,2,17,4yg9ttzw0m51048doksv8uq5r,1,71.2,-1.5,2022-11-05T15:18:25.807Z,2022-11-05T23:12:25Z,3895791325,56,Right,3895791327,347,,3896070029,233,312,,,,,,,,,,,,,,,,agmcwbzoertg4l8njpdai7kl,Pol Lirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481842323,312,5,1,2,17,4jelr92fsge73q39is6qvhxb3,0,28.8,101.5,2022-11-05T15:18:25.807Z,2022-11-05T23:12:24Z,3896069635,56,Back,3896070705,233,21,3896069637,347,,,,,,,,,,,,,,,,,25txz41mi9auu289jliapd6tx,Sergio León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481789421,22,1,1,2,28,4yg9ttzw0m51048doksv8uq5r,0,69.7,0,2022-11-05T15:18:36.896Z,2022-11-05T23:12:37Z,3895791615,213,1.1,3895791609,140,76.1,3895791605,107,,3895791607,56,Right,3895791611,141,16.2,3895791613,212,14.1,,,,,,,agmcwbzoertg4l8njpdai7kl,Pol Lirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482246405,840,67,1,2,30,4jelr92fsge73q39is6qvhxb3,1,22.6,76,2022-11-05T15:18:38.358Z,2022-11-06T11:13:44Z,3898258445,233,798,,,,,,,,,,,,,,,,,,,,,,b6rbjpzuq9vo9kdil1tlyl2ad,Roque Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482246403,798,67,1,2,30,4yg9ttzw0m51048doksv8uq5r,0,77.4,24,2022-11-05T15:18:38.359Z,2022-11-06T07:16:33Z,3898258455,233,840,,,,,,,,,,,,,,,,,,,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481789483,21,8,1,2,30,4jelr92fsge73q39is6qvhxb3,1,23.1,78.3,2022-11-05T15:18:38.363Z,2022-11-06T11:13:45Z,3896824805,383,,3895791969,56,Back,3897724589,178,,,,,,,,,,,,,,,,,b6rbjpzuq9vo9kdil1tlyl2ad,Roque Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481789471,23,61,1,2,30,4yg9ttzw0m51048doksv8uq5r,1,76.1,16.5,2022-11-05T15:18:39.016Z,2022-11-05T23:13:14Z,3897725269,178,,3895791931,56,Right,,,,,,,,,,,,,,,,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481789597,24,1,1,2,33,4yg9ttzw0m51048doksv8uq5r,1,71.6,25.6,2022-11-05T15:18:41.544Z,2022-11-05T23:13:20Z,3895792513,213,2.5,3897725419,178,,3895792507,140,59.8,3895792511,212,15.5,3895792505,56,Center,3895792509,141,39.2,,,,,,,defkaykmw8lmts2gumfa1jyzt,Álex Collado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481789735,25,1,1,2,35,4yg9ttzw0m51048doksv8uq5r,1,59.9,39.2,2022-11-05T15:18:43.695Z,2022-11-05T23:13:25Z,3895793149,212,26.8,3895793145,141,76.4,3895793139,56,Center,3897725567,178,,3895793153,213,1.2,3895793141,140,68.2,,,,,,,f0a2qk3jzxercn67bben5eled,Gumbau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516355131,1329,3,1,2,37,4yg9ttzw0m51048doksv8uq5r,1,66.7,76.6,2022-11-05T15:18:45.231Z,2023-03-06T07:02:14Z,4077835025,286,,4077837159,233,1473,4077835023,56,Center,4077836903,465,,,,,,,,,,,,,,7wjmaxqunpd84il1p5w4xwrmd,Clerc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516355133,1473,45,1,2,37,4jelr92fsge73q39is6qvhxb3,0,33.3,23.4,2022-11-05T15:18:45.231Z,2023-03-06T07:02:14Z,4077835027,56,Back,4077837163,233,1329,4077835029,285,,,,,,,,,,,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481789727,22,43,1,2,40,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-11-05T15:18:48.265Z,2022-11-05T17:57:53Z,3895793115,56,Back,3895793119,285,0,3896827385,144,45,3895793533,233,26,,,,,,,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481789781,26,43,1,2,40,4yg9ttzw0m51048doksv8uq5r,1,0,0,2022-11-05T15:18:48.265Z,2022-11-05T17:57:55Z,3895793421,286,0,3896827445,144,3,3895793417,56,Center,,,,,,,,,,,,,,,,7wjmaxqunpd84il1p5w4xwrmd,Clerc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481789837,27,1,1,2,40,4yg9ttzw0m51048doksv8uq5r,0,78,73.3,2022-11-05T15:18:48.815Z,2022-11-05T23:13:31Z,3895793703,140,88.5,3895793707,212,15.0,3895793699,56,Center,3895793709,213,5.5,3897725663,178,,3895793705,141,58.4,,,,,,,7wjmaxqunpd84il1p5w4xwrmd,Clerc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481789815,23,8,1,2,40,4jelr92fsge73q39is6qvhxb3,1,16,30.4,2022-11-05T15:18:49.145Z,2022-11-05T23:13:36Z,3896827783,384,,3897725789,178,,3895793587,56,Back,,,,,,,,,,,,,,,,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481789865,24,52,1,2,47,4jelr92fsge73q39is6qvhxb3,1,2.7,74,2022-11-05T15:18:55.287Z,2022-11-05T23:13:59Z,3895858393,189,,3896829405,376,,3897726331,178,,,,,,,,,,,,,,,,,74gwlzg12wr9pkwmdh9xpa505,Jordi Masip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481790601,25,1,1,3,2,4jelr92fsge73q39is6qvhxb3,1,5.9,53.1,2022-11-05T15:19:10.926Z,2022-11-05T23:14:33Z,3895798031,56,Back,3895798033,140,16.2,3895798039,213,5.1,3897727179,178,,3895798035,141,13.7,3895798037,212,28.9,3895798029,123,,3895858539,189,,74gwlzg12wr9pkwmdh9xpa505,Jordi Masip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
